site_use_id,cust_acct_site_id,site_use_code,primary_flag,status,created_date,last_update_date
500000272,400000136,BILL_TO,Y,ACTIVE,2024-09-13 08:57:00,2024-09-13 08:57:00
500000273,400000136,SHIP_TO,Y,ACTIVE,2024-09-13 08:57:00,2024-09-13 08:57:00
500000274,400000137,BILL_TO,Y,ACTIVE,2024-01-23 15:57:00,2024-01-23 15:57:00
500000275,400000137,SHIP_TO,Y,ACTIVE,2024-01-23 15:57:00,2024-01-23 15:57:00
500000276,400000138,BILL_TO,Y,ACTIVE,2023-12-26 00:16:00,2023-12-26 00:16:00
500000277,400000138,SHIP_TO,Y,ACTIVE,2023-12-26 00:16:00,2023-12-26 00:16:00
500000278,400000139,BILL_TO,Y,ACTIVE,2025-09-30 13:57:00,2025-09-30 13:57:00
500000279,400000139,SHIP_TO,Y,ACTIVE,2025-09-30 13:57:00,2025-09-30 13:57:00
500000280,400000140,BILL_TO,Y,ACTIVE,2024-08-04 18:36:00,2024-08-04 18:36:00
500000281,400000140,SHIP_TO,Y,ACTIVE,2024-08-04 18:36:00,2024-08-04 18:36:00
500000282,400000141,BILL_TO,Y,ACTIVE,2024-06-17 21:08:00,2024-06-17 21:08:00
500000283,400000141,SHIP_TO,Y,ACTIVE,2024-06-17 21:08:00,2024-06-17 21:08:00
500000284,400000142,BILL_TO,Y,ACTIVE,2025-12-17 08:10:00,2025-12-17 08:10:00
500000285,400000142,SHIP_TO,Y,ACTIVE,2025-12-17 08:10:00,2025-12-17 08:10:00
500000286,400000143,BILL_TO,Y,ACTIVE,2025-10-13 04:04:00,2025-10-13 04:04:00
500000287,400000143,SHIP_TO,Y,ACTIVE,2025-10-13 04:04:00,2025-10-13 04:04:00
500000288,400000144,BILL_TO,Y,ACTIVE,2024-05-22 03:22:00,2024-05-22 03:22:00
500000289,400000144,SHIP_TO,Y,ACTIVE,2024-05-22 03:22:00,2024-05-22 03:22:00
500000290,400000145,BILL_TO,Y,ACTIVE,2025-07-04 09:31:00,2025-07-04 09:31:00
500000291,400000145,SHIP_TO,Y,ACTIVE,2025-07-04 09:31:00,2025-07-04 09:31:00
500000292,400000146,BILL_TO,Y,ACTIVE,2026-01-09 11:03:00,2026-01-09 11:03:00
500000293,400000146,SHIP_TO,Y,ACTIVE,2026-01-09 11:03:00,2026-01-09 11:03:00
500000294,400000147,BILL_TO,Y,ACTIVE,2024-09-07 11:25:00,2024-09-07 11:25:00
500000295,400000147,SHIP_TO,Y,ACTIVE,2024-09-07 11:25:00,2024-09-07 11:25:00
500000296,400000148,BILL_TO,Y,ACTIVE,2024-11-18 05:22:00,2024-11-18 05:22:00
500000297,400000148,SHIP_TO,Y,ACTIVE,2024-11-18 05:22:00,2024-11-18 05:22:00
500000298,400000149,BILL_TO,Y,ACTIVE,2023-11-03 01:17:00,2023-11-03 01:17:00
500000299,400000149,SHIP_TO,Y,ACTIVE,2023-11-03 01:17:00,2023-11-03 01:17:00
500000300,400000150,BILL_TO,Y,ACTIVE,2025-02-10 19:11:00,2025-02-10 19:11:00
500000301,400000150,SHIP_TO,Y,ACTIVE,2025-02-10 19:11:00,2025-02-10 19:11:00
500000302,400000151,BILL_TO,Y,ACTIVE,2025-09-30 08:23:00,2025-09-30 08:23:00
500000303,400000151,SHIP_TO,Y,ACTIVE,2025-09-30 08:23:00,2025-09-30 08:23:00
500000304,400000152,BILL_TO,Y,ACTIVE,2024-07-23 23:46:00,2024-07-23 23:46:00
500000305,400000152,SHIP_TO,Y,ACTIVE,2024-07-23 23:46:00,2024-07-23 23:46:00
500000306,400000153,BILL_TO,Y,ACTIVE,2024-11-22 21:39:00,2024-11-22 21:39:00
500000307,400000153,SHIP_TO,Y,ACTIVE,2024-11-22 21:39:00,2024-11-22 21:39:00
500000308,400000154,BILL_TO,Y,ACTIVE,2026-02-22 05:15:00,2026-02-22 05:15:00
500000309,400000154,SHIP_TO,Y,ACTIVE,2026-02-22 05:15:00,2026-02-22 05:15:00
500000310,400000155,BILL_TO,Y,ACTIVE,2024-09-04 18:17:00,2024-09-04 18:17:00
500000311,400000155,SHIP_TO,Y,ACTIVE,2024-09-04 18:17:00,2024-09-04 18:17:00
500000312,400000156,BILL_TO,Y,ACTIVE,2025-01-31 22:05:00,2025-01-31 22:05:00
500000313,400000156,SHIP_TO,Y,ACTIVE,2025-01-31 22:05:00,2025-01-31 22:05:00
500000314,400000157,BILL_TO,Y,ACTIVE,2024-02-08 21:52:00,2024-02-08 21:52:00
500000315,400000157,SHIP_TO,Y,ACTIVE,2024-02-08 21:52:00,2024-02-08 21:52:00
500000316,400000158,BILL_TO,Y,ACTIVE,2025-12-15 11:28:00,2025-12-15 11:28:00
500000317,400000158,SHIP_TO,Y,ACTIVE,2025-12-15 11:28:00,2025-12-15 11:28:00
500000318,400000159,BILL_TO,Y,ACTIVE,2025-11-16 17:14:00,2025-11-16 17:14:00
500000319,400000159,SHIP_TO,Y,ACTIVE,2025-11-16 17:14:00,2025-11-16 17:14:00
500000320,400000160,BILL_TO,Y,ACTIVE,2025-10-25 17:16:00,2025-10-25 17:16:00
500000321,400000160,SHIP_TO,Y,ACTIVE,2025-10-25 17:16:00,2025-10-25 17:16:00
500000322,400000161,BILL_TO,Y,ACTIVE,2023-11-30 07:48:00,2023-11-30 07:48:00
500000323,400000161,SHIP_TO,Y,ACTIVE,2023-11-30 07:48:00,2023-11-30 07:48:00
500000324,400000162,BILL_TO,Y,ACTIVE,2024-06-09 16:31:00,2024-06-09 16:31:00
500000325,400000162,SHIP_TO,Y,ACTIVE,2024-06-09 16:31:00,2024-06-09 16:31:00
500000326,400000163,BILL_TO,Y,ACTIVE,2025-12-25 12:08:00,2025-12-25 12:08:00
500000327,400000163,SHIP_TO,Y,ACTIVE,2025-12-25 12:08:00,2025-12-25 12:08:00
500000328,400000164,BILL_TO,Y,ACTIVE,2025-03-07 12:21:00,2025-03-07 12:21:00
500000329,400000164,SHIP_TO,Y,ACTIVE,2025-03-07 12:21:00,2025-03-07 12:21:00
500000330,400000165,BILL_TO,Y,ACTIVE,2025-07-19 08:38:00,2025-07-19 08:38:00
500000331,400000165,SHIP_TO,Y,ACTIVE,2025-07-19 08:38:00,2025-07-19 08:38:00
500000332,400000166,BILL_TO,Y,ACTIVE,2025-03-08 11:08:00,2025-03-08 11:08:00
500000333,400000166,SHIP_TO,Y,ACTIVE,2025-03-08 11:08:00,2025-03-08 11:08:00
500000334,400000167,BILL_TO,Y,ACTIVE,2024-09-01 17:19:00,2024-09-01 17:19:00
500000335,400000167,SHIP_TO,Y,ACTIVE,2024-09-01 17:19:00,2024-09-01 17:19:00
500000336,400000168,BILL_TO,Y,ACTIVE,2026-02-12 18:29:00,2026-02-12 18:29:00
500000337,400000168,SHIP_TO,Y,ACTIVE,2026-02-12 18:29:00,2026-02-12 18:29:00
500000338,400000169,BILL_TO,Y,ACTIVE,2026-03-26 07:13:00,2026-03-26 07:13:00
500000339,400000169,SHIP_TO,Y,ACTIVE,2026-03-26 07:13:00,2026-03-26 07:13:00
500000340,400000170,BILL_TO,Y,ACTIVE,2025-06-02 09:09:00,2025-06-02 09:09:00
500000341,400000170,SHIP_TO,Y,ACTIVE,2025-06-02 09:09:00,2025-06-02 09:09:00
500000342,400000171,BILL_TO,Y,ACTIVE,2024-09-01 08:23:00,2024-09-01 08:23:00
500000343,400000171,SHIP_TO,Y,ACTIVE,2024-09-01 08:23:00,2024-09-01 08:23:00
500000344,400000172,BILL_TO,Y,ACTIVE,2024-12-22 20:21:00,2024-12-22 20:21:00
500000345,400000172,SHIP_TO,Y,ACTIVE,2024-12-22 20:21:00,2024-12-22 20:21:00
500000346,400000173,BILL_TO,Y,ACTIVE,2024-09-17 00:22:00,2024-09-17 00:22:00
500000347,400000173,SHIP_TO,Y,ACTIVE,2024-09-17 00:22:00,2024-09-17 00:22:00
500000348,400000174,BILL_TO,Y,ACTIVE,2025-10-23 22:51:00,2025-10-23 22:51:00
500000349,400000174,SHIP_TO,Y,ACTIVE,2025-10-23 22:51:00,2025-10-23 22:51:00
500000350,400000175,BILL_TO,Y,ACTIVE,2024-05-20 13:39:00,2024-05-20 13:39:00
500000351,400000175,SHIP_TO,Y,ACTIVE,2024-05-20 13:39:00,2024-05-20 13:39:00
500000352,400000176,BILL_TO,Y,ACTIVE,2025-06-14 23:02:00,2025-06-14 23:02:00
500000353,400000176,SHIP_TO,Y,ACTIVE,2025-06-14 23:02:00,2025-06-14 23:02:00
500000354,400000177,BILL_TO,Y,ACTIVE,2026-01-16 00:17:00,2026-01-16 00:17:00
500000355,400000177,SHIP_TO,Y,ACTIVE,2026-01-16 00:17:00,2026-01-16 00:17:00
500000356,400000178,BILL_TO,Y,ACTIVE,2024-06-12 00:21:00,2024-06-12 00:21:00
500000357,400000178,SHIP_TO,Y,ACTIVE,2024-06-12 00:21:00,2024-06-12 00:21:00
500000358,400000179,BILL_TO,Y,ACTIVE,2025-11-03 14:17:00,2025-11-03 14:17:00
500000359,400000179,SHIP_TO,Y,ACTIVE,2025-11-03 14:17:00,2025-11-03 14:17:00
500000360,400000180,BILL_TO,Y,ACTIVE,2024-07-07 15:48:00,2024-07-07 15:48:00
500000361,400000180,SHIP_TO,Y,ACTIVE,2024-07-07 15:48:00,2024-07-07 15:48:00
500000362,400000181,BILL_TO,Y,ACTIVE,2025-04-28 04:18:00,2025-04-28 04:18:00
500000363,400000181,SHIP_TO,Y,ACTIVE,2025-04-28 04:18:00,2025-04-28 04:18:00
500000364,400000182,BILL_TO,Y,ACTIVE,2025-10-02 03:22:00,2025-10-02 03:22:00
500000365,400000182,SHIP_TO,Y,ACTIVE,2025-10-02 03:22:00,2025-10-02 03:22:00
500000366,400000183,BILL_TO,Y,ACTIVE,2025-08-14 05:14:00,2025-08-14 05:14:00
500000367,400000183,SHIP_TO,Y,ACTIVE,2025-08-14 05:14:00,2025-08-14 05:14:00
500000368,400000184,BILL_TO,Y,ACTIVE,2024-11-20 12:58:00,2024-11-20 12:58:00
500000369,400000184,SHIP_TO,Y,ACTIVE,2024-11-20 12:58:00,2024-11-20 12:58:00
500000370,400000185,BILL_TO,Y,ACTIVE,2025-07-04 05:26:00,2025-07-04 05:26:00
500000371,400000185,SHIP_TO,Y,ACTIVE,2025-07-04 05:26:00,2025-07-04 05:26:00
500000372,400000186,BILL_TO,Y,ACTIVE,2024-10-20 03:43:00,2024-10-20 03:43:00
500000373,400000186,SHIP_TO,Y,ACTIVE,2024-10-20 03:43:00,2024-10-20 03:43:00
500000374,400000187,BILL_TO,Y,ACTIVE,2024-10-22 22:03:00,2024-10-22 22:03:00
500000375,400000187,SHIP_TO,Y,ACTIVE,2024-10-22 22:03:00,2024-10-22 22:03:00
500000376,400000188,BILL_TO,Y,ACTIVE,2023-12-11 18:21:00,2023-12-11 18:21:00
500000377,400000188,SHIP_TO,Y,ACTIVE,2023-12-11 18:21:00,2023-12-11 18:21:00
500000378,400000189,BILL_TO,Y,ACTIVE,2024-10-02 07:12:00,2024-10-02 07:12:00
500000379,400000189,SHIP_TO,Y,ACTIVE,2024-10-02 07:12:00,2024-10-02 07:12:00
500000380,400000190,BILL_TO,Y,ACTIVE,2024-11-27 16:02:00,2024-11-27 16:02:00
500000381,400000190,SHIP_TO,Y,ACTIVE,2024-11-27 16:02:00,2024-11-27 16:02:00
500000382,400000191,BILL_TO,Y,ACTIVE,2025-01-21 05:37:00,2025-01-21 05:37:00
500000383,400000191,SHIP_TO,Y,ACTIVE,2025-01-21 05:37:00,2025-01-21 05:37:00
500000384,400000192,BILL_TO,Y,ACTIVE,2024-01-16 13:09:00,2024-01-16 13:09:00
500000385,400000192,SHIP_TO,Y,ACTIVE,2024-01-16 13:09:00,2024-01-16 13:09:00
500000386,400000193,BILL_TO,Y,ACTIVE,2026-01-31 18:20:00,2026-01-31 18:20:00
500000387,400000193,SHIP_TO,Y,ACTIVE,2026-01-31 18:20:00,2026-01-31 18:20:00
500000388,400000194,BILL_TO,Y,ACTIVE,2025-02-19 11:23:00,2025-02-19 11:23:00
500000389,400000194,SHIP_TO,Y,ACTIVE,2025-02-19 11:23:00,2025-02-19 11:23:00
500000390,400000195,BILL_TO,Y,ACTIVE,2024-10-31 14:39:00,2024-10-31 14:39:00
500000391,400000195,SHIP_TO,Y,ACTIVE,2024-10-31 14:39:00,2024-10-31 14:39:00
500000392,400000196,BILL_TO,Y,ACTIVE,2025-08-07 13:34:00,2025-08-07 13:34:00
500000393,400000196,SHIP_TO,Y,ACTIVE,2025-08-07 13:34:00,2025-08-07 13:34:00
500000394,400000197,BILL_TO,Y,ACTIVE,2025-07-26 15:47:00,2025-07-26 15:47:00
500000395,400000197,SHIP_TO,Y,ACTIVE,2025-07-26 15:47:00,2025-07-26 15:47:00
500000396,400000198,BILL_TO,Y,ACTIVE,2024-10-23 15:35:00,2024-10-23 15:35:00
500000397,400000198,SHIP_TO,Y,ACTIVE,2024-10-23 15:35:00,2024-10-23 15:35:00
500000398,400000199,BILL_TO,Y,ACTIVE,2025-12-17 13:37:00,2025-12-17 13:37:00
500000399,400000199,SHIP_TO,Y,ACTIVE,2025-12-17 13:37:00,2025-12-17 13:37:00
500000400,400000200,BILL_TO,Y,ACTIVE,2024-03-22 15:09:00,2024-03-22 15:09:00
500000401,400000200,SHIP_TO,Y,ACTIVE,2024-03-22 15:09:00,2024-03-22 15:09:00
500000402,400000201,BILL_TO,Y,ACTIVE,2025-10-14 22:47:00,2025-10-14 22:47:00
500000403,400000201,SHIP_TO,Y,ACTIVE,2025-10-14 22:47:00,2025-10-14 22:47:00
500000404,400000202,BILL_TO,Y,ACTIVE,2025-04-01 13:17:00,2025-04-01 13:17:00
500000405,400000202,SHIP_TO,Y,ACTIVE,2025-04-01 13:17:00,2025-04-01 13:17:00
500000406,400000203,BILL_TO,Y,ACTIVE,2025-06-05 01:43:00,2025-06-05 01:43:00
500000407,400000203,SHIP_TO,Y,ACTIVE,2025-06-05 01:43:00,2025-06-05 01:43:00
500000408,400000204,BILL_TO,Y,ACTIVE,2024-09-15 22:59:00,2024-09-15 22:59:00
500000409,400000204,SHIP_TO,Y,ACTIVE,2024-09-15 22:59:00,2024-09-15 22:59:00
500000410,400000205,BILL_TO,Y,ACTIVE,2025-06-25 06:32:00,2025-06-25 06:32:00
500000411,400000205,SHIP_TO,Y,ACTIVE,2025-06-25 06:32:00,2025-06-25 06:32:00
500000412,400000206,BILL_TO,Y,ACTIVE,2023-12-17 19:38:00,2023-12-17 19:38:00
500000413,400000206,SHIP_TO,Y,ACTIVE,2023-12-17 19:38:00,2023-12-17 19:38:00
500000414,400000207,BILL_TO,Y,ACTIVE,2025-01-22 03:45:00,2025-01-22 03:45:00
500000415,400000207,SHIP_TO,Y,ACTIVE,2025-01-22 03:45:00,2025-01-22 03:45:00
500000416,400000208,BILL_TO,Y,ACTIVE,2025-06-15 15:52:00,2025-06-15 15:52:00
500000417,400000208,SHIP_TO,Y,ACTIVE,2025-06-15 15:52:00,2025-06-15 15:52:00
500000418,400000209,BILL_TO,Y,ACTIVE,2023-11-20 15:08:00,2023-11-20 15:08:00
500000419,400000209,SHIP_TO,Y,ACTIVE,2023-11-20 15:08:00,2023-11-20 15:08:00
500000420,400000210,BILL_TO,Y,ACTIVE,2024-10-13 20:44:00,2024-10-13 20:44:00
500000421,400000210,SHIP_TO,Y,ACTIVE,2024-10-13 20:44:00,2024-10-13 20:44:00
500000422,400000211,BILL_TO,Y,ACTIVE,2025-10-23 12:11:00,2025-10-23 12:11:00
500000423,400000211,SHIP_TO,Y,ACTIVE,2025-10-23 12:11:00,2025-10-23 12:11:00
500000424,400000212,BILL_TO,Y,ACTIVE,2025-03-09 12:14:00,2025-03-09 12:14:00
500000425,400000212,SHIP_TO,Y,ACTIVE,2025-03-09 12:14:00,2025-03-09 12:14:00
500000426,400000213,BILL_TO,Y,ACTIVE,2024-12-21 23:11:00,2024-12-21 23:11:00
500000427,400000213,SHIP_TO,Y,ACTIVE,2024-12-21 23:11:00,2024-12-21 23:11:00
500000428,400000214,BILL_TO,Y,ACTIVE,2025-12-07 20:27:00,2025-12-07 20:27:00
500000429,400000214,SHIP_TO,Y,ACTIVE,2025-12-07 20:27:00,2025-12-07 20:27:00
500000430,400000215,BILL_TO,Y,ACTIVE,2024-05-28 08:01:00,2024-05-28 08:01:00
500000431,400000215,SHIP_TO,Y,ACTIVE,2024-05-28 08:01:00,2024-05-28 08:01:00
500000432,400000216,BILL_TO,Y,ACTIVE,2024-10-08 02:45:00,2024-10-08 02:45:00
500000433,400000216,SHIP_TO,Y,ACTIVE,2024-10-08 02:45:00,2024-10-08 02:45:00
500000434,400000217,BILL_TO,Y,ACTIVE,2025-05-12 06:40:00,2025-05-12 06:40:00
500000435,400000217,SHIP_TO,Y,ACTIVE,2025-05-12 06:40:00,2025-05-12 06:40:00
500000436,400000218,BILL_TO,Y,ACTIVE,2025-05-25 23:41:00,2025-05-25 23:41:00
500000437,400000218,SHIP_TO,Y,ACTIVE,2025-05-25 23:41:00,2025-05-25 23:41:00
500000438,400000219,BILL_TO,Y,ACTIVE,2025-05-27 21:24:00,2025-05-27 21:24:00
500000439,400000219,SHIP_TO,Y,ACTIVE,2025-05-27 21:24:00,2025-05-27 21:24:00
500000440,400000220,BILL_TO,Y,ACTIVE,2023-10-22 16:13:00,2023-10-22 16:13:00
500000441,400000220,SHIP_TO,Y,ACTIVE,2023-10-22 16:13:00,2023-10-22 16:13:00
500000442,400000221,BILL_TO,Y,ACTIVE,2024-11-28 05:13:00,2024-11-28 05:13:00
500000443,400000221,SHIP_TO,Y,ACTIVE,2024-11-28 05:13:00,2024-11-28 05:13:00
500000444,400000222,BILL_TO,Y,ACTIVE,2025-01-31 10:37:00,2025-01-31 10:37:00
500000445,400000222,SHIP_TO,Y,ACTIVE,2025-01-31 10:37:00,2025-01-31 10:37:00
500000446,400000223,BILL_TO,Y,ACTIVE,2026-02-03 16:21:00,2026-02-03 16:21:00
500000447,400000223,SHIP_TO,Y,ACTIVE,2026-02-03 16:21:00,2026-02-03 16:21:00
500000448,400000224,BILL_TO,Y,ACTIVE,2024-05-20 07:58:00,2024-05-20 07:58:00
500000449,400000224,SHIP_TO,Y,ACTIVE,2024-05-20 07:58:00,2024-05-20 07:58:00
500000450,400000225,BILL_TO,Y,ACTIVE,2025-12-19 13:29:00,2025-12-19 13:29:00
500000451,400000225,SHIP_TO,Y,ACTIVE,2025-12-19 13:29:00,2025-12-19 13:29:00
500000452,400000226,BILL_TO,Y,ACTIVE,2025-06-21 22:20:00,2025-06-21 22:20:00
500000453,400000226,SHIP_TO,Y,ACTIVE,2025-06-21 22:20:00,2025-06-21 22:20:00
500000454,400000227,BILL_TO,Y,ACTIVE,2025-11-16 17:19:00,2025-11-16 17:19:00
500000455,400000227,SHIP_TO,Y,ACTIVE,2025-11-16 17:19:00,2025-11-16 17:19:00
500000456,400000228,BILL_TO,Y,ACTIVE,2024-03-16 23:12:00,2024-03-16 23:12:00
500000457,400000228,SHIP_TO,Y,ACTIVE,2024-03-16 23:12:00,2024-03-16 23:12:00
500000458,400000229,BILL_TO,Y,ACTIVE,2024-11-27 19:28:00,2024-11-27 19:28:00
500000459,400000229,SHIP_TO,Y,ACTIVE,2024-11-27 19:28:00,2024-11-27 19:28:00
500000460,400000230,BILL_TO,Y,ACTIVE,2023-10-25 09:04:00,2023-10-25 09:04:00
500000461,400000230,SHIP_TO,Y,ACTIVE,2023-10-25 09:04:00,2023-10-25 09:04:00
500000462,400000231,BILL_TO,Y,ACTIVE,2024-10-18 03:57:00,2024-10-18 03:57:00
500000463,400000231,SHIP_TO,Y,ACTIVE,2024-10-18 03:57:00,2024-10-18 03:57:00
500000464,400000232,BILL_TO,Y,ACTIVE,2025-05-03 09:59:00,2025-05-03 09:59:00
500000465,400000232,SHIP_TO,Y,ACTIVE,2025-05-03 09:59:00,2025-05-03 09:59:00
500000466,400000233,BILL_TO,Y,ACTIVE,2023-10-29 19:50:00,2023-10-29 19:50:00
500000467,400000233,SHIP_TO,Y,ACTIVE,2023-10-29 19:50:00,2023-10-29 19:50:00
500000468,400000234,BILL_TO,Y,ACTIVE,2024-08-05 02:30:00,2024-08-05 02:30:00
500000469,400000234,SHIP_TO,Y,ACTIVE,2024-08-05 02:30:00,2024-08-05 02:30:00
500000470,400000235,BILL_TO,Y,ACTIVE,2026-02-08 20:34:00,2026-02-08 20:34:00
500000471,400000235,SHIP_TO,Y,ACTIVE,2026-02-08 20:34:00,2026-02-08 20:34:00
500000472,400000236,BILL_TO,Y,ACTIVE,2026-01-23 14:30:00,2026-01-23 14:30:00
500000473,400000236,SHIP_TO,Y,ACTIVE,2026-01-23 14:30:00,2026-01-23 14:30:00
500000474,400000237,BILL_TO,Y,ACTIVE,2024-07-09 05:29:00,2024-07-09 05:29:00
500000475,400000237,SHIP_TO,Y,ACTIVE,2024-07-09 05:29:00,2024-07-09 05:29:00
500000476,400000238,BILL_TO,Y,ACTIVE,2025-09-05 01:42:00,2025-09-05 01:42:00
500000477,400000238,SHIP_TO,Y,ACTIVE,2025-09-05 01:42:00,2025-09-05 01:42:00
500000478,400000239,BILL_TO,Y,ACTIVE,2024-11-22 19:20:00,2024-11-22 19:20:00
500000479,400000239,SHIP_TO,Y,ACTIVE,2024-11-22 19:20:00,2024-11-22 19:20:00
500000480,400000240,BILL_TO,Y,ACTIVE,2024-06-27 06:07:00,2024-06-27 06:07:00
500000481,400000240,SHIP_TO,Y,ACTIVE,2024-06-27 06:07:00,2024-06-27 06:07:00
500000482,400000241,BILL_TO,Y,ACTIVE,2026-03-05 08:03:00,2026-03-05 08:03:00
500000483,400000241,SHIP_TO,Y,ACTIVE,2026-03-05 08:03:00,2026-03-05 08:03:00
500000484,400000242,BILL_TO,Y,ACTIVE,2024-04-26 04:05:00,2024-04-26 04:05:00
500000485,400000242,SHIP_TO,Y,ACTIVE,2024-04-26 04:05:00,2024-04-26 04:05:00
500000486,400000243,BILL_TO,Y,ACTIVE,2026-03-15 04:25:00,2026-03-15 04:25:00
500000487,400000243,SHIP_TO,Y,ACTIVE,2026-03-15 04:25:00,2026-03-15 04:25:00
500000488,400000244,BILL_TO,Y,ACTIVE,2026-02-03 21:33:00,2026-02-03 21:33:00
500000489,400000244,SHIP_TO,Y,ACTIVE,2026-02-03 21:33:00,2026-02-03 21:33:00
500000490,400000245,BILL_TO,Y,ACTIVE,2025-02-22 18:16:00,2025-02-22 18:16:00
500000491,400000245,SHIP_TO,Y,ACTIVE,2025-02-22 18:16:00,2025-02-22 18:16:00
500000492,400000246,BILL_TO,Y,ACTIVE,2024-10-01 09:35:00,2024-10-01 09:35:00
500000493,400000246,SHIP_TO,Y,ACTIVE,2024-10-01 09:35:00,2024-10-01 09:35:00
500000494,400000247,BILL_TO,Y,ACTIVE,2024-07-28 09:40:00,2024-07-28 09:40:00
500000495,400000247,SHIP_TO,Y,ACTIVE,2024-07-28 09:40:00,2024-07-28 09:40:00
500000496,400000248,BILL_TO,Y,ACTIVE,2025-06-05 11:21:00,2025-06-05 11:21:00
500000497,400000248,SHIP_TO,Y,ACTIVE,2025-06-05 11:21:00,2025-06-05 11:21:00
500000498,400000249,BILL_TO,Y,ACTIVE,2024-09-03 12:53:00,2024-09-03 12:53:00
500000499,400000249,SHIP_TO,Y,ACTIVE,2024-09-03 12:53:00,2024-09-03 12:53:00
500000500,400000250,BILL_TO,Y,ACTIVE,2025-11-22 20:00:00,2025-11-22 20:00:00
500000501,400000250,SHIP_TO,Y,ACTIVE,2025-11-22 20:00:00,2025-11-22 20:00:00
500000502,400000251,BILL_TO,Y,ACTIVE,2025-09-21 10:22:00,2025-09-21 10:22:00
500000503,400000251,SHIP_TO,Y,ACTIVE,2025-09-21 10:22:00,2025-09-21 10:22:00
500000504,400000252,BILL_TO,Y,ACTIVE,2024-10-11 04:55:00,2024-10-11 04:55:00
500000505,400000252,SHIP_TO,Y,ACTIVE,2024-10-11 04:55:00,2024-10-11 04:55:00
500000506,400000253,BILL_TO,Y,ACTIVE,2024-08-30 15:57:00,2024-08-30 15:57:00
500000507,400000253,SHIP_TO,Y,ACTIVE,2024-08-30 15:57:00,2024-08-30 15:57:00
500000508,400000254,BILL_TO,Y,ACTIVE,2024-03-04 19:18:00,2024-03-04 19:18:00
500000509,400000254,SHIP_TO,Y,ACTIVE,2024-03-04 19:18:00,2024-03-04 19:18:00
500000510,400000255,BILL_TO,Y,ACTIVE,2025-10-10 17:24:00,2025-10-10 17:24:00
500000511,400000255,SHIP_TO,Y,ACTIVE,2025-10-10 17:24:00,2025-10-10 17:24:00
500000512,400000256,BILL_TO,Y,ACTIVE,2024-12-26 11:17:00,2024-12-26 11:17:00
500000513,400000256,SHIP_TO,Y,ACTIVE,2024-12-26 11:17:00,2024-12-26 11:17:00
500000514,400000257,BILL_TO,Y,ACTIVE,2024-05-06 01:49:00,2024-05-06 01:49:00
500000515,400000257,SHIP_TO,Y,ACTIVE,2024-05-06 01:49:00,2024-05-06 01:49:00
500000516,400000258,BILL_TO,Y,ACTIVE,2026-01-01 04:52:00,2026-01-01 04:52:00
500000517,400000258,SHIP_TO,Y,ACTIVE,2026-01-01 04:52:00,2026-01-01 04:52:00
500000518,400000259,BILL_TO,Y,ACTIVE,2025-07-09 15:49:00,2025-07-09 15:49:00
500000519,400000259,SHIP_TO,Y,ACTIVE,2025-07-09 15:49:00,2025-07-09 15:49:00
500000520,400000260,BILL_TO,Y,ACTIVE,2025-10-29 03:20:00,2025-10-29 03:20:00
500000521,400000260,SHIP_TO,Y,ACTIVE,2025-10-29 03:20:00,2025-10-29 03:20:00
500000522,400000261,BILL_TO,Y,ACTIVE,2025-05-24 11:57:00,2025-05-24 11:57:00
500000523,400000261,SHIP_TO,Y,ACTIVE,2025-05-24 11:57:00,2025-05-24 11:57:00
500000524,400000262,BILL_TO,Y,ACTIVE,2025-01-06 00:48:00,2025-01-06 00:48:00
500000525,400000262,SHIP_TO,Y,ACTIVE,2025-01-06 00:48:00,2025-01-06 00:48:00
500000526,400000263,BILL_TO,Y,ACTIVE,2024-05-30 02:27:00,2024-05-30 02:27:00
500000527,400000263,SHIP_TO,Y,ACTIVE,2024-05-30 02:27:00,2024-05-30 02:27:00
500000528,400000264,BILL_TO,Y,ACTIVE,2026-01-24 20:53:00,2026-01-24 20:53:00
500000529,400000264,SHIP_TO,Y,ACTIVE,2026-01-24 20:53:00,2026-01-24 20:53:00
500000530,400000265,BILL_TO,Y,ACTIVE,2025-01-29 18:16:00,2025-01-29 18:16:00
500000531,400000265,SHIP_TO,Y,ACTIVE,2025-01-29 18:16:00,2025-01-29 18:16:00
500000532,400000266,BILL_TO,Y,ACTIVE,2025-08-31 19:20:00,2025-08-31 19:20:00
500000533,400000266,SHIP_TO,Y,ACTIVE,2025-08-31 19:20:00,2025-08-31 19:20:00
500000534,400000267,BILL_TO,Y,ACTIVE,2023-10-29 06:28:00,2023-10-29 06:28:00
500000535,400000267,SHIP_TO,Y,ACTIVE,2023-10-29 06:28:00,2023-10-29 06:28:00
500000536,400000268,BILL_TO,Y,ACTIVE,2026-02-05 06:49:00,2026-02-05 06:49:00
500000537,400000268,SHIP_TO,Y,ACTIVE,2026-02-05 06:49:00,2026-02-05 06:49:00
500000538,400000269,BILL_TO,Y,ACTIVE,2026-01-14 08:23:00,2026-01-14 08:23:00
500000539,400000269,SHIP_TO,Y,ACTIVE,2026-01-14 08:23:00,2026-01-14 08:23:00
500000540,400000270,BILL_TO,Y,ACTIVE,2024-12-09 09:34:00,2024-12-09 09:34:00
500000541,400000270,SHIP_TO,Y,ACTIVE,2024-12-09 09:34:00,2024-12-09 09:34:00
500000542,400000271,BILL_TO,Y,ACTIVE,2024-03-07 16:45:00,2024-03-07 16:45:00
