delivery_detail_id,source_header_id,source_line_id,inventory_item_id,requested_quantity,shipped_quantity,released_status,actual_shipment_date,delivery_date,ship_from_org_id,ship_to_location_id,created_date,last_update_date
1100001455,900000780,1000001607,38229,12.46,12.46,SHIPPED,2025-02-07 07:39:00,2025-02-08 07:39:00,5,200000826,2025-01-22 07:39:00,2025-01-22 07:39:00
1100001456,900000780,1000001608,59554,4.98,4.98,SHIPPED,2025-01-31 07:39:00,2025-02-03 07:39:00,1,200000826,2025-01-22 07:39:00,2025-01-22 07:39:00
1100001457,900000780,1000001609,67459,15.91,15.91,SHIPPED,2025-02-07 07:39:00,2025-02-08 07:39:00,3,200000826,2025-01-22 07:39:00,2025-01-22 07:39:00
1100001458,900000780,1000001610,78745,17.48,17.48,SHIPPED,2025-01-28 07:39:00,2025-01-29 07:39:00,1,200000826,2025-01-22 07:39:00,2025-01-22 07:39:00
1100001459,900000780,1000001611,80536,5.15,5.15,SHIPPED,2025-02-06 07:39:00,2025-02-08 07:39:00,5,200000826,2025-01-22 07:39:00,2025-01-22 07:39:00
1100001460,900000781,1000001612,55485,11.81,11.81,SHIPPED,2026-01-06 18:46:00,2026-01-07 18:46:00,5,200000775,2025-12-26 18:46:00,2025-12-26 18:46:00
1100001461,900000781,1000001613,18903,2.54,2.54,SHIPPED,2026-01-06 18:46:00,2026-01-08 18:46:00,2,200000775,2025-12-26 18:46:00,2025-12-26 18:46:00
1100001462,900000781,1000001614,10923,4.97,4.97,SHIPPED,2025-12-31 18:46:00,2026-01-02 18:46:00,5,200000775,2025-12-26 18:46:00,2025-12-26 18:46:00
1100001463,900000782,1000001615,24576,17.89,17.89,SHIPPED,2025-07-01 08:17:00,2025-07-04 08:17:00,1,200000064,2025-06-13 08:17:00,2025-06-13 08:17:00
1100001464,900000782,1000001616,40927,8.56,8.56,SHIPPED,2025-06-25 08:17:00,2025-06-30 08:17:00,1,200000064,2025-06-13 08:17:00,2025-06-13 08:17:00
1100001465,900000783,1000001617,80252,12.87,12.87,SHIPPED,2024-05-20 08:41:00,2024-05-22 08:41:00,2,200000917,2024-05-11 08:41:00,2024-05-11 08:41:00
1100001466,900000784,1000001618,88272,4.61,4.61,SHIPPED,2024-11-13 22:51:00,2024-11-18 22:51:00,1,200000767,2024-11-04 22:51:00,2024-11-04 22:51:00
1100001467,900000785,1000001619,18681,3.02,3.02,SHIPPED,2025-06-02 19:38:00,2025-06-04 19:38:00,5,200000871,2025-05-26 19:38:00,2025-05-26 19:38:00
1100001468,900000785,1000001620,71476,9.9,9.9,SHIPPED,2025-06-05 19:38:00,2025-06-09 19:38:00,4,200000871,2025-05-26 19:38:00,2025-05-26 19:38:00
1100001469,900000787,1000001623,11883,13.22,6.81,SHIPPED,2025-03-26 15:34:00,2025-03-29 15:34:00,3,200000844,2025-03-22 15:34:00,2025-03-22 15:34:00
1100001470,900000787,1000001624,67673,16.34,16.34,SHIPPED,2025-04-06 15:34:00,2025-04-07 15:34:00,5,200000844,2025-03-22 15:34:00,2025-03-22 15:34:00
1100001471,900000787,1000001625,31679,16.62,9.4,SHIPPED,2025-04-05 15:34:00,2025-04-06 15:34:00,5,200000844,2025-03-22 15:34:00,2025-03-22 15:34:00
1100001472,900000788,1000001626,24719,2.9,2.9,SHIPPED,2024-10-17 17:50:00,2024-10-20 17:50:00,5,200000896,2024-10-03 17:50:00,2024-10-03 17:50:00
1100001473,900000789,1000001627,54982,7.44,7.44,SHIPPED,2026-03-25 17:03:00,2026-03-28 17:03:00,1,200000837,2026-03-14 17:03:00,2026-03-14 17:03:00
1100001474,900000789,1000001628,88189,17.24,17.24,SHIPPED,2026-03-23 17:03:00,2026-03-27 17:03:00,5,200000837,2026-03-14 17:03:00,2026-03-14 17:03:00
1100001475,900000791,1000001631,68944,14.85,14.85,SHIPPED,2025-01-12 20:20:00,2025-01-13 20:20:00,4,200000262,2025-01-09 20:20:00,2025-01-09 20:20:00
1100001476,900000793,1000001633,53793,13.18,13.18,SHIPPED,2025-12-31 18:01:00,2026-01-03 18:01:00,5,200000385,2025-12-18 18:01:00,2025-12-18 18:01:00
1100001477,900000793,1000001634,83483,2.59,2.59,SHIPPED,2026-01-02 18:01:00,2026-01-04 18:01:00,4,200000385,2025-12-18 18:01:00,2025-12-18 18:01:00
1100001478,900000793,1000001635,77738,19.11,10.04,SHIPPED,2025-12-25 18:01:00,2025-12-27 18:01:00,3,200000385,2025-12-18 18:01:00,2025-12-18 18:01:00
1100001479,900000793,1000001636,30983,3.59,3.59,SHIPPED,2025-12-22 18:01:00,2025-12-26 18:01:00,4,200000385,2025-12-18 18:01:00,2025-12-18 18:01:00
1100001480,900000793,1000001637,76916,6.91,4.87,SHIPPED,2025-12-23 18:01:00,2025-12-24 18:01:00,3,200000385,2025-12-18 18:01:00,2025-12-18 18:01:00
1100001481,900000794,1000001638,47740,17.19,17.19,SHIPPED,2025-04-24 12:24:00,2025-04-25 12:24:00,2,200000504,2025-04-12 12:24:00,2025-04-12 12:24:00
1100001482,900000794,1000001639,12759,7.34,7.34,SHIPPED,2025-04-24 12:24:00,2025-04-27 12:24:00,5,200000504,2025-04-12 12:24:00,2025-04-12 12:24:00
1100001483,900000794,1000001640,69922,18.01,18.01,SHIPPED,2025-04-24 12:24:00,2025-04-26 12:24:00,1,200000504,2025-04-12 12:24:00,2025-04-12 12:24:00
1100001484,900000795,1000001641,42486,12.72,12.72,SHIPPED,2024-04-30 14:59:00,2024-05-03 14:59:00,1,200000991,2024-04-18 14:59:00,2024-04-18 14:59:00
1100001485,900000796,1000001642,80011,11.99,11.99,SHIPPED,2025-10-17 08:46:00,2025-10-21 08:46:00,1,200000728,2025-10-01 08:46:00,2025-10-01 08:46:00
1100001486,900000796,1000001643,19396,4.84,4.84,SHIPPED,2025-10-13 08:46:00,2025-10-14 08:46:00,3,200000728,2025-10-01 08:46:00,2025-10-01 08:46:00
1100001487,900000796,1000001644,42407,2.8,2.8,SHIPPED,2025-10-16 08:46:00,2025-10-17 08:46:00,4,200000728,2025-10-01 08:46:00,2025-10-01 08:46:00
1100001488,900000797,1000001645,58990,4.62,4.62,SHIPPED,2025-03-18 10:38:00,2025-03-19 10:38:00,2,200000282,2025-03-13 10:38:00,2025-03-13 10:38:00
1100001489,900000798,1000001646,99520,7.82,7.82,SHIPPED,2024-10-01 11:47:00,2024-10-03 11:47:00,3,200000770,2024-09-24 11:47:00,2024-09-24 11:47:00
1100001490,900000800,1000001648,80593,16.25,16.25,SHIPPED,2025-05-02 11:50:00,2025-05-06 11:50:00,5,200000636,2025-04-20 11:50:00,2025-04-20 11:50:00
1100001491,900000801,1000001649,72802,7.63,7.63,SHIPPED,2025-12-04 01:13:00,2025-12-05 01:13:00,2,200000146,2025-11-27 01:13:00,2025-11-27 01:13:00
1100001492,900000801,1000001650,60765,1.46,1.46,SHIPPED,2025-12-09 01:13:00,2025-12-14 01:13:00,5,200000146,2025-11-27 01:13:00,2025-11-27 01:13:00
1100001493,900000801,1000001651,29709,19.0,19.0,SHIPPED,2025-12-08 01:13:00,2025-12-13 01:13:00,3,200000146,2025-11-27 01:13:00,2025-11-27 01:13:00
1100001494,900000802,1000001652,90823,8.83,8.83,SHIPPED,2026-02-16 12:06:00,2026-02-20 12:06:00,3,200000120,2026-02-09 12:06:00,2026-02-09 12:06:00
1100001495,900000803,1000001653,40234,8.28,4.3,SHIPPED,2026-02-19 06:32:00,2026-02-20 06:32:00,5,200000968,2026-02-17 06:32:00,2026-02-17 06:32:00
1100001496,900000804,1000001654,11575,3.83,3.83,SHIPPED,2025-08-18 07:24:00,2025-08-23 07:24:00,4,200000523,2025-08-06 07:24:00,2025-08-06 07:24:00
1100001497,900000805,1000001655,20930,4.25,4.25,SHIPPED,2024-09-14 04:00:00,2024-09-18 04:00:00,4,200000176,2024-09-11 04:00:00,2024-09-11 04:00:00
1100001498,900000805,1000001656,63639,2.76,2.76,SHIPPED,2024-09-21 04:00:00,2024-09-24 04:00:00,2,200000176,2024-09-11 04:00:00,2024-09-11 04:00:00
1100001499,900000805,1000001657,79458,8.67,8.67,SHIPPED,2024-09-15 04:00:00,2024-09-16 04:00:00,2,200000176,2024-09-11 04:00:00,2024-09-11 04:00:00
1100001500,900000805,1000001658,91609,4.75,4.75,SHIPPED,2024-09-22 04:00:00,2024-09-25 04:00:00,5,200000176,2024-09-11 04:00:00,2024-09-11 04:00:00
1100001501,900000806,1000001659,11799,9.95,9.95,SHIPPED,2025-12-10 00:58:00,2025-12-13 00:58:00,1,200000901,2025-12-03 00:58:00,2025-12-03 00:58:00
1100001502,900000807,1000001660,94765,12.89,12.89,SHIPPED,2025-12-20 18:44:00,2025-12-25 18:44:00,1,200000319,2025-12-17 18:44:00,2025-12-17 18:44:00
1100001503,900000807,1000001661,44207,11.96,11.96,SHIPPED,2025-12-30 18:44:00,2026-01-01 18:44:00,3,200000319,2025-12-17 18:44:00,2025-12-17 18:44:00
1100001504,900000807,1000001662,90405,7.26,7.26,SHIPPED,2025-12-25 18:44:00,2025-12-30 18:44:00,5,200000319,2025-12-17 18:44:00,2025-12-17 18:44:00
1100001505,900000808,1000001663,23702,2.14,2.14,SHIPPED,2025-12-11 06:24:00,2025-12-12 06:24:00,2,200000561,2025-12-04 06:24:00,2025-12-04 06:24:00
1100001506,900000808,1000001664,51171,13.53,13.53,SHIPPED,2025-12-09 06:24:00,2025-12-14 06:24:00,5,200000561,2025-12-04 06:24:00,2025-12-04 06:24:00
1100001507,900000808,1000001665,90988,18.63,18.63,SHIPPED,2025-12-09 06:24:00,2025-12-11 06:24:00,1,200000561,2025-12-04 06:24:00,2025-12-04 06:24:00
1100001508,900000809,1000001666,34900,14.23,7.32,SHIPPED,2025-11-29 17:08:00,2025-12-01 17:08:00,2,200000785,2025-11-14 17:08:00,2025-11-14 17:08:00
1100001509,900000810,1000001667,65018,5.17,5.17,SHIPPED,2025-01-12 03:42:00,2025-01-15 03:42:00,1,200000292,2025-01-06 03:42:00,2025-01-06 03:42:00
1100001510,900000811,1000001668,68844,4.88,4.88,SHIPPED,2025-03-03 20:31:00,2025-03-07 20:31:00,2,200000718,2025-02-15 20:31:00,2025-02-15 20:31:00
1100001511,900000812,1000001669,87393,18.99,18.99,SHIPPED,2024-05-25 20:09:00,2024-05-26 20:09:00,2,200000935,2024-05-15 20:09:00,2024-05-15 20:09:00
1100001512,900000813,1000001670,99669,3.63,3.63,SHIPPED,2025-02-18 19:28:00,2025-02-19 19:28:00,2,200000036,2025-02-03 19:28:00,2025-02-03 19:28:00
1100001513,900000813,1000001671,59730,11.2,8.38,SHIPPED,2025-02-16 19:28:00,2025-02-19 19:28:00,1,200000036,2025-02-03 19:28:00,2025-02-03 19:28:00
1100001514,900000813,1000001672,67822,18.95,18.95,SHIPPED,2025-02-10 19:28:00,2025-02-13 19:28:00,4,200000036,2025-02-03 19:28:00,2025-02-03 19:28:00
1100001515,900000814,1000001673,44239,14.09,14.09,SHIPPED,2024-07-04 02:40:00,2024-07-09 02:40:00,5,200000565,2024-06-24 02:40:00,2024-06-24 02:40:00
1100001516,900000814,1000001674,41497,17.83,17.83,SHIPPED,2024-07-05 02:40:00,2024-07-06 02:40:00,5,200000565,2024-06-24 02:40:00,2024-06-24 02:40:00
1100001517,900000815,1000001675,31337,4.69,2.39,SHIPPED,2026-03-16 18:02:00,2026-03-18 18:02:00,5,200000633,2026-03-12 18:02:00,2026-03-12 18:02:00
1100001518,900000815,1000001676,55306,5.19,5.19,SHIPPED,2026-03-19 18:02:00,2026-03-21 18:02:00,2,200000633,2026-03-12 18:02:00,2026-03-12 18:02:00
1100001519,900000815,1000001677,28901,10.37,10.37,SHIPPED,2026-03-17 18:02:00,2026-03-20 18:02:00,4,200000633,2026-03-12 18:02:00,2026-03-12 18:02:00
1100001520,900000816,1000001678,93121,10.21,5.06,SHIPPED,2025-03-05 06:55:00,2025-03-07 06:55:00,3,200000073,2025-02-25 06:55:00,2025-02-25 06:55:00
1100001521,900000817,1000001679,50682,2.95,2.95,SHIPPED,2025-10-02 02:10:00,2025-10-03 02:10:00,2,200000651,2025-09-29 02:10:00,2025-09-29 02:10:00
1100001522,900000818,1000001680,41729,9.33,9.33,SHIPPED,2026-01-21 18:27:00,2026-01-23 18:27:00,2,200000245,2026-01-05 18:27:00,2026-01-05 18:27:00
1100001523,900000818,1000001681,76506,19.97,19.97,SHIPPED,2026-01-21 18:27:00,2026-01-24 18:27:00,3,200000245,2026-01-05 18:27:00,2026-01-05 18:27:00
1100001524,900000818,1000001682,18813,2.62,2.62,SHIPPED,2026-01-11 18:27:00,2026-01-13 18:27:00,3,200000245,2026-01-05 18:27:00,2026-01-05 18:27:00
1100001525,900000818,1000001683,39940,8.23,8.23,SHIPPED,2026-01-09 18:27:00,2026-01-13 18:27:00,5,200000245,2026-01-05 18:27:00,2026-01-05 18:27:00
1100001526,900000819,1000001684,86414,8.73,8.73,SHIPPED,2025-11-02 09:44:00,2025-11-06 09:44:00,1,200000934,2025-10-28 09:44:00,2025-10-28 09:44:00
1100001527,900000819,1000001685,16166,4.79,4.79,SHIPPED,2025-11-07 09:44:00,2025-11-11 09:44:00,2,200000934,2025-10-28 09:44:00,2025-10-28 09:44:00
1100001528,900000819,1000001686,72301,7.08,7.08,SHIPPED,2025-11-12 09:44:00,2025-11-17 09:44:00,4,200000934,2025-10-28 09:44:00,2025-10-28 09:44:00
1100001529,900000819,1000001687,24228,1.9,1.9,SHIPPED,2025-11-11 09:44:00,2025-11-13 09:44:00,3,200000934,2025-10-28 09:44:00,2025-10-28 09:44:00
1100001530,900000820,1000001688,76192,16.86,8.28,SHIPPED,2025-02-08 20:52:00,2025-02-11 20:52:00,1,200000656,2025-02-01 20:52:00,2025-02-01 20:52:00
1100001531,900000820,1000001689,70044,6.92,6.92,SHIPPED,2025-02-04 20:52:00,2025-02-08 20:52:00,3,200000656,2025-02-01 20:52:00,2025-02-01 20:52:00
1100001532,900000820,1000001690,34592,19.31,11.31,SHIPPED,2025-02-06 20:52:00,2025-02-11 20:52:00,2,200000656,2025-02-01 20:52:00,2025-02-01 20:52:00
1100001533,900000820,1000001691,59601,16.03,16.03,SHIPPED,2025-02-13 20:52:00,2025-02-14 20:52:00,2,200000656,2025-02-01 20:52:00,2025-02-01 20:52:00
1100001534,900000820,1000001692,35458,9.74,9.74,SHIPPED,2025-02-08 20:52:00,2025-02-10 20:52:00,5,200000656,2025-02-01 20:52:00,2025-02-01 20:52:00
1100001535,900000821,1000001693,93846,10.76,10.76,SHIPPED,2026-03-15 00:35:00,2026-03-17 00:35:00,5,200000765,2026-03-08 00:35:00,2026-03-08 00:35:00
1100001536,900000823,1000001698,10439,3.07,3.07,SHIPPED,2025-07-10 13:09:00,2025-07-12 13:09:00,5,200000561,2025-06-29 13:09:00,2025-06-29 13:09:00
1100001537,900000823,1000001699,64724,6.84,6.84,SHIPPED,2025-07-03 13:09:00,2025-07-05 13:09:00,1,200000561,2025-06-29 13:09:00,2025-06-29 13:09:00
1100001538,900000823,1000001700,91625,15.69,15.69,SHIPPED,2025-07-09 13:09:00,2025-07-14 13:09:00,4,200000561,2025-06-29 13:09:00,2025-06-29 13:09:00
1100001539,900000824,1000001701,61349,6.62,4.8,SHIPPED,2025-02-28 13:25:00,2025-03-02 13:25:00,5,200000669,2025-02-23 13:25:00,2025-02-23 13:25:00
1100001540,900000824,1000001702,69570,3.02,3.02,SHIPPED,2025-03-07 13:25:00,2025-03-11 13:25:00,2,200000669,2025-02-23 13:25:00,2025-02-23 13:25:00
1100001541,900000824,1000001703,27175,17.43,17.43,SHIPPED,2025-03-11 13:25:00,2025-03-15 13:25:00,5,200000669,2025-02-23 13:25:00,2025-02-23 13:25:00
1100001542,900000825,1000001704,17661,2.65,2.65,SHIPPED,2025-01-18 20:20:00,2025-01-22 20:20:00,4,200000595,2025-01-12 20:20:00,2025-01-12 20:20:00
1100001543,900000825,1000001705,90599,3.89,3.89,SHIPPED,2025-01-25 20:20:00,2025-01-29 20:20:00,4,200000595,2025-01-12 20:20:00,2025-01-12 20:20:00
1100001544,900000826,1000001706,30667,19.34,19.34,SHIPPED,2024-04-27 04:32:00,2024-05-01 04:32:00,5,200000570,2024-04-25 04:32:00,2024-04-25 04:32:00
1100001545,900000826,1000001707,60051,18.99,18.99,SHIPPED,2024-05-07 04:32:00,2024-05-12 04:32:00,3,200000570,2024-04-25 04:32:00,2024-04-25 04:32:00
1100001546,900000827,1000001708,45669,12.86,12.86,SHIPPED,2026-02-16 23:11:00,2026-02-17 23:11:00,2,200001000,2026-02-05 23:11:00,2026-02-05 23:11:00
1100001547,900000827,1000001709,10167,2.07,2.07,SHIPPED,2026-02-11 23:11:00,2026-02-13 23:11:00,4,200001000,2026-02-05 23:11:00,2026-02-05 23:11:00
1100001548,900000827,1000001710,13597,19.99,19.99,SHIPPED,2026-02-10 23:11:00,2026-02-14 23:11:00,3,200001000,2026-02-05 23:11:00,2026-02-05 23:11:00
1100001549,900000828,1000001711,88942,2.91,2.91,SHIPPED,2025-11-06 22:26:00,2025-11-11 22:26:00,5,200000172,2025-10-25 22:26:00,2025-10-25 22:26:00
1100001550,900000830,1000001713,35469,1.19,1.19,SHIPPED,2026-01-11 16:50:00,2026-01-12 16:50:00,2,200000191,2025-12-31 16:50:00,2025-12-31 16:50:00
1100001551,900000830,1000001714,59609,2.94,1.69,SHIPPED,2026-01-09 16:50:00,2026-01-11 16:50:00,4,200000191,2025-12-31 16:50:00,2025-12-31 16:50:00
1100001552,900000830,1000001715,39409,13.89,9.1,SHIPPED,2026-01-16 16:50:00,2026-01-19 16:50:00,5,200000191,2025-12-31 16:50:00,2025-12-31 16:50:00
1100001553,900000830,1000001716,76923,5.07,5.07,SHIPPED,2026-01-11 16:50:00,2026-01-16 16:50:00,1,200000191,2025-12-31 16:50:00,2025-12-31 16:50:00
1100001554,900000831,1000001717,60679,14.18,14.18,SHIPPED,2025-02-27 10:01:00,2025-03-02 10:01:00,1,200000029,2025-02-14 10:01:00,2025-02-14 10:01:00
1100001555,900000832,1000001718,74805,8.86,8.86,SHIPPED,2026-02-09 12:56:00,2026-02-11 12:56:00,1,200000387,2026-01-27 12:56:00,2026-01-27 12:56:00
1100001556,900000832,1000001719,44752,7.46,7.46,SHIPPED,2026-02-08 12:56:00,2026-02-13 12:56:00,2,200000387,2026-01-27 12:56:00,2026-01-27 12:56:00
1100001557,900000833,1000001720,33733,14.84,14.84,SHIPPED,2025-01-18 00:24:00,2025-01-23 00:24:00,4,200000269,2025-01-14 00:24:00,2025-01-14 00:24:00
1100001558,900000833,1000001721,75214,14.76,14.76,SHIPPED,2025-01-18 00:24:00,2025-01-19 00:24:00,1,200000269,2025-01-14 00:24:00,2025-01-14 00:24:00
1100001559,900000833,1000001722,31236,3.87,3.87,SHIPPED,2025-01-22 00:24:00,2025-01-23 00:24:00,1,200000269,2025-01-14 00:24:00,2025-01-14 00:24:00
1100001560,900000833,1000001723,21358,1.31,1.31,SHIPPED,2025-01-15 00:24:00,2025-01-16 00:24:00,3,200000269,2025-01-14 00:24:00,2025-01-14 00:24:00
1100001561,900000834,1000001724,18926,5.67,5.67,SHIPPED,2026-03-11 04:04:00,2026-03-14 04:04:00,2,200000468,2026-02-23 04:04:00,2026-02-23 04:04:00
1100001562,900000834,1000001725,25918,3.33,3.33,SHIPPED,2026-03-01 04:04:00,2026-03-02 04:04:00,5,200000468,2026-02-23 04:04:00,2026-02-23 04:04:00
1100001563,900000834,1000001726,15432,5.8,5.8,SHIPPED,2026-03-11 04:04:00,2026-03-16 04:04:00,2,200000468,2026-02-23 04:04:00,2026-02-23 04:04:00
1100001564,900000835,1000001727,46093,15.15,15.15,SHIPPED,2024-11-23 08:39:00,2024-11-26 08:39:00,4,200000885,2024-11-08 08:39:00,2024-11-08 08:39:00
1100001565,900000835,1000001728,29811,2.51,2.51,SHIPPED,2024-11-11 08:39:00,2024-11-16 08:39:00,1,200000885,2024-11-08 08:39:00,2024-11-08 08:39:00
1100001566,900000835,1000001729,86106,19.52,19.52,SHIPPED,2024-11-14 08:39:00,2024-11-17 08:39:00,2,200000885,2024-11-08 08:39:00,2024-11-08 08:39:00
1100001567,900000838,1000001733,56657,4.73,4.73,SHIPPED,2025-10-03 16:56:00,2025-10-04 16:56:00,1,200000242,2025-09-16 16:56:00,2025-09-16 16:56:00
1100001568,900000838,1000001734,30692,12.73,12.73,SHIPPED,2025-09-25 16:56:00,2025-09-28 16:56:00,1,200000242,2025-09-16 16:56:00,2025-09-16 16:56:00
1100001569,900000839,1000001735,31171,1.01,0.72,SHIPPED,2025-02-23 14:13:00,2025-02-24 14:13:00,5,200000613,2025-02-12 14:13:00,2025-02-12 14:13:00
1100001570,900000840,1000001736,26133,13.29,13.29,SHIPPED,2025-10-20 22:16:00,2025-10-21 22:16:00,4,200000018,2025-10-13 22:16:00,2025-10-13 22:16:00
1100001571,900000841,1000001737,14694,6.9,6.9,SHIPPED,2024-10-10 22:10:00,2024-10-11 22:10:00,2,200000341,2024-09-23 22:10:00,2024-09-23 22:10:00
1100001572,900000841,1000001738,18382,3.3,2.07,SHIPPED,2024-10-05 22:10:00,2024-10-06 22:10:00,4,200000341,2024-09-23 22:10:00,2024-09-23 22:10:00
1100001573,900000841,1000001739,40167,4.47,4.47,SHIPPED,2024-09-29 22:10:00,2024-09-30 22:10:00,4,200000341,2024-09-23 22:10:00,2024-09-23 22:10:00
1100001574,900000841,1000001740,29242,16.69,16.69,SHIPPED,2024-10-09 22:10:00,2024-10-12 22:10:00,1,200000341,2024-09-23 22:10:00,2024-09-23 22:10:00
1100001575,900000842,1000001741,42433,8.7,8.7,SHIPPED,2026-03-21 22:46:00,2026-03-25 22:46:00,1,200000960,2026-03-20 22:46:00,2026-03-20 22:46:00
1100001576,900000842,1000001742,10510,18.27,18.27,SHIPPED,2026-03-31 22:46:00,2026-04-02 22:46:00,1,200000960,2026-03-20 22:46:00,2026-03-20 22:46:00
1100001577,900000843,1000001743,80179,7.68,4.03,SHIPPED,2025-03-30 21:44:00,2025-04-02 21:44:00,3,200000721,2025-03-19 21:44:00,2025-03-19 21:44:00
1100001578,900000843,1000001744,73826,9.71,9.71,SHIPPED,2025-03-23 21:44:00,2025-03-25 21:44:00,3,200000721,2025-03-19 21:44:00,2025-03-19 21:44:00
1100001579,900000843,1000001745,30202,18.23,13.65,SHIPPED,2025-03-23 21:44:00,2025-03-25 21:44:00,4,200000721,2025-03-19 21:44:00,2025-03-19 21:44:00
1100001580,900000843,1000001746,22658,3.05,3.05,SHIPPED,2025-03-25 21:44:00,2025-03-27 21:44:00,5,200000721,2025-03-19 21:44:00,2025-03-19 21:44:00
1100001581,900000843,1000001747,76793,15.94,15.94,SHIPPED,2025-03-21 21:44:00,2025-03-26 21:44:00,5,200000721,2025-03-19 21:44:00,2025-03-19 21:44:00
1100001582,900000844,1000001748,19003,9.68,9.68,SHIPPED,2024-05-26 01:45:00,2024-05-31 01:45:00,5,200000114,2024-05-14 01:45:00,2024-05-14 01:45:00
1100001583,900000845,1000001749,74628,6.54,4.38,SHIPPED,2025-05-15 13:20:00,2025-05-20 13:20:00,2,200000829,2025-05-08 13:20:00,2025-05-08 13:20:00
1100001584,900000846,1000001750,12192,7.31,7.31,SHIPPED,2024-05-02 22:24:00,2024-05-07 22:24:00,5,200000765,2024-04-23 22:24:00,2024-04-23 22:24:00
1100001585,900000847,1000001751,78923,8.53,8.53,SHIPPED,2025-07-28 08:34:00,2025-08-02 08:34:00,2,200000048,2025-07-13 08:34:00,2025-07-13 08:34:00
1100001586,900000847,1000001752,93160,6.85,6.85,SHIPPED,2025-07-15 08:34:00,2025-07-16 08:34:00,4,200000048,2025-07-13 08:34:00,2025-07-13 08:34:00
1100001587,900000848,1000001753,59276,9.3,9.3,SHIPPED,2025-06-04 03:23:00,2025-06-06 03:23:00,1,200000929,2025-05-21 03:23:00,2025-05-21 03:23:00
1100001588,900000848,1000001754,57027,15.11,15.11,SHIPPED,2025-05-31 03:23:00,2025-06-01 03:23:00,3,200000929,2025-05-21 03:23:00,2025-05-21 03:23:00
1100001589,900000849,1000001755,64566,16.61,16.61,SHIPPED,2026-03-02 09:13:00,2026-03-05 09:13:00,4,200000910,2026-02-24 09:13:00,2026-02-24 09:13:00
1100001590,900000849,1000001756,52001,10.68,10.68,SHIPPED,2026-03-05 09:13:00,2026-03-07 09:13:00,1,200000910,2026-02-24 09:13:00,2026-02-24 09:13:00
1100001591,900000849,1000001757,48457,11.32,4.59,SHIPPED,2026-03-14 09:13:00,2026-03-19 09:13:00,5,200000910,2026-02-24 09:13:00,2026-02-24 09:13:00
1100001592,900000849,1000001758,36114,15.18,15.18,SHIPPED,2026-02-28 09:13:00,2026-03-03 09:13:00,5,200000910,2026-02-24 09:13:00,2026-02-24 09:13:00
1100001593,900000849,1000001759,46946,6.31,6.31,SHIPPED,2026-03-04 09:13:00,2026-03-07 09:13:00,2,200000910,2026-02-24 09:13:00,2026-02-24 09:13:00
1100001594,900000850,1000001760,44853,18.61,18.61,SHIPPED,2025-10-04 03:05:00,2025-10-08 03:05:00,2,200000647,2025-09-29 03:05:00,2025-09-29 03:05:00
1100001595,900000851,1000001761,32085,11.51,11.51,SHIPPED,2025-08-22 17:29:00,2025-08-26 17:29:00,3,200000395,2025-08-13 17:29:00,2025-08-13 17:29:00
1100001596,900000852,1000001762,22250,6.67,6.67,SHIPPED,2025-02-26 19:37:00,2025-03-03 19:37:00,4,200000985,2025-02-16 19:37:00,2025-02-16 19:37:00
1100001597,900000852,1000001763,91524,4.33,4.33,SHIPPED,2025-03-03 19:37:00,2025-03-08 19:37:00,3,200000985,2025-02-16 19:37:00,2025-02-16 19:37:00
1100001598,900000853,1000001764,16024,16.0,16.0,SHIPPED,2025-12-08 09:04:00,2025-12-13 09:04:00,5,200000705,2025-11-21 09:04:00,2025-11-21 09:04:00
1100001599,900000854,1000001765,43750,17.7,7.95,SHIPPED,2024-05-21 16:43:00,2024-05-22 16:43:00,5,200000643,2024-05-18 16:43:00,2024-05-18 16:43:00
1100001600,900000856,1000001767,37398,6.03,4.92,SHIPPED,2025-07-25 02:23:00,2025-07-27 02:23:00,1,200000074,2025-07-21 02:23:00,2025-07-21 02:23:00
1100001601,900000857,1000001768,94060,13.93,13.93,SHIPPED,2025-10-04 16:32:00,2025-10-08 16:32:00,2,200000285,2025-09-27 16:32:00,2025-09-27 16:32:00
1100001602,900000857,1000001769,58348,2.28,2.28,SHIPPED,2025-10-01 16:32:00,2025-10-06 16:32:00,4,200000285,2025-09-27 16:32:00,2025-09-27 16:32:00
1100001603,900000857,1000001770,54009,2.72,2.72,SHIPPED,2025-10-13 16:32:00,2025-10-14 16:32:00,1,200000285,2025-09-27 16:32:00,2025-09-27 16:32:00
1100001604,900000857,1000001771,38400,16.02,16.02,SHIPPED,2025-10-14 16:32:00,2025-10-18 16:32:00,4,200000285,2025-09-27 16:32:00,2025-09-27 16:32:00
1100001605,900000858,1000001772,68675,10.49,10.49,SHIPPED,2025-01-26 13:13:00,2025-01-27 13:13:00,3,200000606,2025-01-18 13:13:00,2025-01-18 13:13:00
1100001606,900000859,1000001773,90211,11.58,11.58,SHIPPED,2025-05-05 20:14:00,2025-05-06 20:14:00,3,200000548,2025-04-27 20:14:00,2025-04-27 20:14:00
1100001607,900000860,1000001774,62923,10.72,10.72,SHIPPED,2026-01-15 11:17:00,2026-01-17 11:17:00,4,200000094,2026-01-07 11:17:00,2026-01-07 11:17:00
1100001608,900000860,1000001775,13183,8.12,8.12,SHIPPED,2026-01-21 11:17:00,2026-01-26 11:17:00,2,200000094,2026-01-07 11:17:00,2026-01-07 11:17:00
