customer_trx_id,trx_number,trx_date,sold_to_customer_id,bill_to_site_use_id,cust_trx_type,currency_code,trx_amount,tax_amount,freight_amount,complete_flag,status,related_order_header_id,created_date,last_update_date
1200000580,INV20250424000580,2025-04-24 03:46:00,300000636,500001274,INVOICE,CNY,13609.55,1565.7,0,Y,OPEN,900000347,2025-04-10 03:46:00,2025-04-10 03:46:00
1200000581,INV20250502000581,2025-05-02 03:46:00,300000636,500001274,INVOICE,CNY,88178.17,10144.39,0,Y,CLOSED,900000347,2025-04-10 03:46:00,2025-04-10 03:46:00
1200000582,INV20250428000582,2025-04-28 03:46:00,300000636,500001274,INVOICE,CNY,8960.88,1030.9,0,Y,OPEN,900000347,2025-04-10 03:46:00,2025-04-10 03:46:00
1200000583,INV20250502000583,2025-05-02 03:46:00,300000636,500001274,INVOICE,CNY,58294.34,6706.43,0,Y,CLOSED,900000347,2025-04-10 03:46:00,2025-04-10 03:46:00
1200000584,INV20240608000584,2024-06-08 21:27:00,300000538,500001078,INVOICE,CNY,6020.5,692.62,0,Y,CLOSED,900000348,2024-05-19 21:27:00,2024-05-19 21:27:00
1200000585,INV20240604000585,2024-06-04 21:27:00,300000538,500001078,INVOICE,CNY,11062.1,1272.63,0,Y,OPEN,900000348,2024-05-19 21:27:00,2024-05-19 21:27:00
1200000586,INV20240607000586,2024-06-07 21:27:00,300000538,500001078,INVOICE,CNY,12258.15,1410.23,0,Y,CLOSED,900000348,2024-05-19 21:27:00,2024-05-19 21:27:00
1200000587,INV20240904000587,2024-09-04 22:24:00,300000888,500001778,INVOICE,CNY,125222.07,14406.08,0,Y,CLOSED,900000349,2024-08-11 22:24:00,2024-08-11 22:24:00
1200000588,INV20250613000588,2025-06-13 07:48:00,300000635,500001272,INVOICE,CNY,82810.84,9526.91,0,Y,OPEN,900000350,2025-05-30 07:48:00,2025-05-30 07:48:00
1200000589,INV20241203000589,2024-12-03 13:57:00,300000545,500001092,INVOICE,CNY,66562.5,7657.63,0,Y,CLOSED,900000351,2024-11-22 13:57:00,2024-11-22 13:57:00
1200000590,INV20240806000590,2024-08-06 08:07:00,300000423,500000848,INVOICE,CNY,20648.29,2375.47,0,Y,CLOSED,900000352,2024-07-20 08:07:00,2024-07-20 08:07:00
1200000591,INV20250322000591,2025-03-22 08:47:00,300000746,500001494,INVOICE,CNY,114870.67,13215.21,0,Y,CLOSED,900000353,2025-03-07 08:47:00,2025-03-07 08:47:00
1200000592,INV20240810000592,2024-08-10 17:18:00,300000808,500001618,INVOICE,CNY,21789.88,2506.8,0,Y,OPEN,900000354,2024-07-16 17:18:00,2024-07-16 17:18:00
1200000593,INV20240728000593,2024-07-28 17:18:00,300000808,500001618,INVOICE,CNY,95523.44,10989.42,0,Y,CLOSED,900000354,2024-07-16 17:18:00,2024-07-16 17:18:00
1200000594,INV20240810000594,2024-08-10 17:18:00,300000808,500001618,INVOICE,CNY,8825.94,1015.37,0,Y,CLOSED,900000354,2024-07-16 17:18:00,2024-07-16 17:18:00
1200000595,INV20250806000595,2025-08-06 17:11:00,300000588,500001178,INVOICE,CNY,60686.5,6981.63,0,Y,OPEN,900000355,2025-07-20 17:11:00,2025-07-20 17:11:00
1200000596,INV20250801000596,2025-08-01 17:11:00,300000588,500001178,INVOICE,CNY,115592.74,13298.28,0,Y,CLOSED,900000355,2025-07-20 17:11:00,2025-07-20 17:11:00
1200000597,INV20250730000597,2025-07-30 17:11:00,300000588,500001178,INVOICE,CNY,24666.62,2837.75,0,Y,CLOSED,900000355,2025-07-20 17:11:00,2025-07-20 17:11:00
1200000598,INV20250808000598,2025-08-08 17:11:00,300000588,500001178,INVOICE,CNY,21188.69,2437.64,0,Y,CLOSED,900000355,2025-07-20 17:11:00,2025-07-20 17:11:00
1200000599,INV20260406000599,2026-04-06 13:27:00,300000667,500001336,INVOICE,CNY,80440.5,9254.22,0,Y,CLOSED,900000356,2026-03-18 13:27:00,2026-03-18 13:27:00
1200000600,INV20250819000600,2025-08-19 14:08:00,300000225,500000452,INVOICE,CNY,40090.75,4612.21,0,Y,CLOSED,900000357,2025-08-03 14:08:00,2025-08-03 14:08:00
1200000601,INV20260408000601,2026-04-08 13:02:00,300000297,500000596,INVOICE,CNY,5702.99,656.1,0,Y,CLOSED,900000358,2026-03-22 13:02:00,2026-03-22 13:02:00
1200000602,INV20260407000602,2026-04-07 13:02:00,300000297,500000596,INVOICE,CNY,95063.3,10936.49,0,Y,CLOSED,900000358,2026-03-22 13:02:00,2026-03-22 13:02:00
1200000603,INV20251002000603,2025-10-02 04:58:00,300000749,500001500,INVOICE,CNY,28534.91,3282.78,0,Y,OPEN,900000360,2025-09-20 04:58:00,2025-09-20 04:58:00
1200000604,INV20251006000604,2025-10-06 04:46:00,300000138,500000278,INVOICE,CNY,58853.03,6770.7,0,Y,CLOSED,900000361,2025-09-19 04:46:00,2025-09-19 04:46:00
1200000605,INV20250926000605,2025-09-26 04:46:00,300000138,500000278,INVOICE,CNY,71394.93,8213.58,0,Y,CLOSED,900000361,2025-09-19 04:46:00,2025-09-19 04:46:00
1200000606,INV20250929000606,2025-09-29 04:46:00,300000138,500000278,INVOICE,CNY,73584.84,8465.51,0,Y,OPEN,900000361,2025-09-19 04:46:00,2025-09-19 04:46:00
1200000607,INV20240504000607,2024-05-04 23:38:00,300000465,500000932,INVOICE,CNY,64171.73,7382.59,0,Y,OPEN,900000364,2024-04-15 23:38:00,2024-04-15 23:38:00
1200000608,INV20260120000608,2026-01-20 16:30:00,300000318,500000638,INVOICE,CNY,20596.23,2369.48,0,Y,CLOSED,900000365,2026-01-03 16:30:00,2026-01-03 16:30:00
1200000609,INV20250508000609,2025-05-08 02:34:00,300000436,500000874,INVOICE,CNY,73805.6,8490.91,0,Y,CLOSED,900000366,2025-04-20 02:34:00,2025-04-20 02:34:00
1200000610,INV20241015000610,2024-10-15 03:21:00,300000823,500001648,INVOICE,CNY,42245.32,4860.08,0,Y,OPEN,900000367,2024-10-01 03:21:00,2024-10-01 03:21:00
1200000611,INV20241022000611,2024-10-22 03:21:00,300000823,500001648,INVOICE,CNY,98009.25,11275.4,0,Y,CLOSED,900000367,2024-10-01 03:21:00,2024-10-01 03:21:00
1200000612,INV20260304000612,2026-03-04 14:39:00,300000044,500000090,INVOICE,CNY,20144.57,2317.52,0,Y,CLOSED,900000368,2026-02-16 14:39:00,2026-02-16 14:39:00
1200000613,INV20260227000613,2026-02-27 14:39:00,300000044,500000090,INVOICE,CNY,18364.34,2112.71,0,Y,CLOSED,900000368,2026-02-16 14:39:00,2026-02-16 14:39:00
1200000614,INV20260227000614,2026-02-27 14:39:00,300000044,500000090,INVOICE,CNY,30143.02,3467.78,0,Y,CLOSED,900000368,2026-02-16 14:39:00,2026-02-16 14:39:00
1200000615,INV20260225000615,2026-02-25 14:39:00,300000044,500000090,INVOICE,CNY,56806.93,6535.31,0,Y,CLOSED,900000368,2026-02-16 14:39:00,2026-02-16 14:39:00
1200000616,INV20260103000616,2026-01-03 12:57:00,300000563,500001128,INVOICE,CNY,90751.25,10440.41,0,Y,CLOSED,900000369,2025-12-22 12:57:00,2025-12-22 12:57:00
1200000617,INV20241201000617,2024-12-01 15:37:00,300000317,500000636,INVOICE,CNY,57628.8,6629.86,0,Y,CLOSED,900000370,2024-11-15 15:37:00,2024-11-15 15:37:00
1200000618,INV20250716000618,2025-07-16 15:11:00,300000038,500000078,INVOICE,CNY,150245.72,17284.91,0,Y,CLOSED,900000371,2025-07-02 15:11:00,2025-07-02 15:11:00
1200000619,INV20251122000619,2025-11-22 23:22:00,300000439,500000880,INVOICE,CNY,23516.7,2705.46,0,Y,OPEN,900000372,2025-11-12 23:22:00,2025-11-12 23:22:00
1200000620,INV20251120000620,2025-11-20 23:22:00,300000439,500000880,INVOICE,CNY,79892.92,9191.22,0,Y,OPEN,900000372,2025-11-12 23:22:00,2025-11-12 23:22:00
1200000621,INV20240707000621,2024-07-07 12:11:00,300000991,500001984,INVOICE,CNY,34117.31,3925.0,0,Y,CLOSED,900000373,2024-06-25 12:11:00,2024-06-25 12:11:00
1200000622,INV20240706000622,2024-07-06 12:11:00,300000991,500001984,INVOICE,CNY,62946.28,7241.61,0,Y,CLOSED,900000373,2024-06-25 12:11:00,2024-06-25 12:11:00
1200000623,INV20250618000623,2025-06-18 11:26:00,300000650,500001302,INVOICE,CNY,9059.87,1042.29,0,Y,OPEN,900000374,2025-06-04 11:26:00,2025-06-04 11:26:00
1200000624,INV20250621000624,2025-06-21 11:26:00,300000650,500001302,INVOICE,CNY,75887.48,8730.42,0,Y,OPEN,900000374,2025-06-04 11:26:00,2025-06-04 11:26:00
1200000625,INV20250611000625,2025-06-11 11:26:00,300000650,500001302,INVOICE,CNY,2917.15,335.6,0,Y,OPEN,900000374,2025-06-04 11:26:00,2025-06-04 11:26:00
1200000626,INV20251019000626,2025-10-19 16:15:00,300000431,500000864,INVOICE,CNY,70891.13,8155.62,0,Y,OPEN,900000376,2025-09-24 16:15:00,2025-09-24 16:15:00
1200000627,INV20260328000627,2026-03-28 17:21:00,300000593,500001188,INVOICE,CNY,64920.36,7468.71,0,Y,OPEN,900000378,2026-03-12 17:21:00,2026-03-12 17:21:00
1200000628,INV20260326000628,2026-03-26 17:21:00,300000593,500001188,INVOICE,CNY,30748.51,3537.44,0,Y,CLOSED,900000378,2026-03-12 17:21:00,2026-03-12 17:21:00
1200000629,INV20260329000629,2026-03-29 17:21:00,300000593,500001188,INVOICE,CNY,42506.62,4890.14,0,Y,CLOSED,900000378,2026-03-12 17:21:00,2026-03-12 17:21:00
1200000630,INV20260328000630,2026-03-28 17:21:00,300000593,500001188,INVOICE,CNY,112042.57,12889.85,0,Y,CLOSED,900000378,2026-03-12 17:21:00,2026-03-12 17:21:00
1200000631,INV20241227000631,2024-12-27 22:21:00,300000512,500001026,INVOICE,CNY,26859.31,3090.01,0,Y,OPEN,900000379,2024-12-10 22:21:00,2024-12-10 22:21:00
1200000632,INV20240711000632,2024-07-11 02:48:00,300000908,500001818,INVOICE,CNY,92889.14,10686.36,0,Y,OPEN,900000380,2024-07-06 02:48:00,2024-07-06 02:48:00
1200000633,INV20240505000633,2024-05-05 09:53:00,300000088,500000178,INVOICE,CNY,14947.35,1719.61,0,Y,OPEN,900000381,2024-04-22 09:53:00,2024-04-22 09:53:00
1200000634,INV20240508000634,2024-05-08 09:53:00,300000088,500000178,INVOICE,CNY,139124.63,16005.49,0,Y,CLOSED,900000381,2024-04-22 09:53:00,2024-04-22 09:53:00
1200000635,INV20240904000635,2024-09-04 18:48:00,300000302,500000606,INVOICE,CNY,8840.33,1017.03,0,Y,CLOSED,900000382,2024-08-12 18:48:00,2024-08-12 18:48:00
1200000636,INV20241023000636,2024-10-23 04:15:00,300000476,500000954,INVOICE,CNY,31300.91,3600.99,0,Y,CLOSED,900000383,2024-10-11 04:15:00,2024-10-11 04:15:00
1200000637,INV20241023000637,2024-10-23 04:15:00,300000476,500000954,INVOICE,CNY,12499.99,1438.05,0,Y,CLOSED,900000383,2024-10-11 04:15:00,2024-10-11 04:15:00
1200000638,INV20241029000638,2024-10-29 04:15:00,300000476,500000954,INVOICE,CNY,6370.88,732.93,0,Y,OPEN,900000383,2024-10-11 04:15:00,2024-10-11 04:15:00
1200000639,INV20240815000639,2024-08-15 11:38:00,300000482,500000966,INVOICE,CNY,17848.2,2053.33,0,Y,OPEN,900000384,2024-08-06 11:38:00,2024-08-06 11:38:00
1200000640,INV20260210000640,2026-02-10 20:44:00,300000863,500001728,INVOICE,CNY,20165.43,2319.92,0,Y,CLOSED,900000385,2026-01-18 20:44:00,2026-01-18 20:44:00
1200000641,INV20260209000641,2026-02-09 20:44:00,300000863,500001728,INVOICE,CNY,179700.85,20673.55,0,Y,OPEN,900000385,2026-01-18 20:44:00,2026-01-18 20:44:00
1200000642,INV20260213000642,2026-02-13 20:44:00,300000863,500001728,INVOICE,CNY,20772.73,2389.78,0,Y,CLOSED,900000385,2026-01-18 20:44:00,2026-01-18 20:44:00
1200000643,INV20260130000643,2026-01-30 20:44:00,300000863,500001728,INVOICE,CNY,82248.0,9462.16,0,Y,CLOSED,900000385,2026-01-18 20:44:00,2026-01-18 20:44:00
1200000644,INV20250715000644,2025-07-15 01:46:00,300000244,500000490,INVOICE,CNY,43133.05,4962.21,0,Y,OPEN,900000386,2025-06-30 01:46:00,2025-06-30 01:46:00
1200000645,INV20250720000645,2025-07-20 01:46:00,300000244,500000490,INVOICE,CNY,68279.72,7855.19,0,Y,CLOSED,900000386,2025-06-30 01:46:00,2025-06-30 01:46:00
1200000646,INV20250719000646,2025-07-19 01:46:00,300000244,500000490,INVOICE,CNY,907.48,104.4,0,Y,CLOSED,900000386,2025-06-30 01:46:00,2025-06-30 01:46:00
1200000647,INV20240802000647,2024-08-02 12:05:00,300000093,500000188,INVOICE,CNY,120523.3,13865.51,0,Y,OPEN,900000387,2024-07-27 12:05:00,2024-07-27 12:05:00
1200000648,INV20240809000648,2024-08-09 12:05:00,300000093,500000188,INVOICE,CNY,31699.84,3646.88,0,Y,OPEN,900000387,2024-07-27 12:05:00,2024-07-27 12:05:00
1200000649,INV20240808000649,2024-08-08 12:05:00,300000093,500000188,INVOICE,CNY,157546.95,18124.87,0,Y,OPEN,900000387,2024-07-27 12:05:00,2024-07-27 12:05:00
1200000650,INV20251005000650,2025-10-05 22:32:00,300000259,500000520,INVOICE,CNY,65987.46,7591.48,0,Y,CLOSED,900000388,2025-09-22 22:32:00,2025-09-22 22:32:00
1200000651,INV20251003000651,2025-10-03 22:32:00,300000259,500000520,INVOICE,CNY,35716.43,4108.97,0,Y,OPEN,900000388,2025-09-22 22:32:00,2025-09-22 22:32:00
1200000652,INV20251230000652,2025-12-30 23:30:00,300000052,500000106,INVOICE,CNY,16275.85,1872.44,0,Y,CLOSED,900000389,2025-12-11 23:30:00,2025-12-11 23:30:00
1200000653,INV20240827000653,2024-08-27 14:47:00,300000787,500001576,INVOICE,CNY,109910.59,12644.58,0,Y,CLOSED,900000390,2024-08-18 14:47:00,2024-08-18 14:47:00
1200000654,INV20240910000654,2024-09-10 14:47:00,300000787,500001576,INVOICE,CNY,53029.78,6100.77,0,Y,CLOSED,900000390,2024-08-18 14:47:00,2024-08-18 14:47:00
1200000655,INV20240624000655,2024-06-24 07:27:00,300000330,500000662,INVOICE,CNY,96673.0,11121.67,0,Y,CLOSED,900000392,2024-06-03 07:27:00,2024-06-03 07:27:00
1200000656,INV20250203000656,2025-02-03 14:54:00,300000381,500000764,INVOICE,CNY,161008.93,18523.15,0,Y,OPEN,900000393,2025-01-18 14:54:00,2025-01-18 14:54:00
1200000657,INV20241114000657,2024-11-14 19:58:00,300000380,500000762,INVOICE,CNY,81586.75,9386.09,0,Y,OPEN,900000394,2024-10-17 19:58:00,2024-10-17 19:58:00
1200000658,INV20241104000658,2024-11-04 19:58:00,300000380,500000762,INVOICE,CNY,16359.16,1882.03,0,Y,CLOSED,900000394,2024-10-17 19:58:00,2024-10-17 19:58:00
1200000659,INV20241108000659,2024-11-08 19:58:00,300000380,500000762,INVOICE,CNY,47370.31,5449.68,0,Y,OPEN,900000394,2024-10-17 19:58:00,2024-10-17 19:58:00
1200000660,INV20240623000660,2024-06-23 12:03:00,300000949,500001900,INVOICE,CNY,52682.09,6060.77,0,Y,CLOSED,900000395,2024-06-17 12:03:00,2024-06-17 12:03:00
1200000661,INV20240626000661,2024-06-26 12:03:00,300000949,500001900,INVOICE,CNY,37426.85,4305.74,0,Y,OPEN,900000395,2024-06-17 12:03:00,2024-06-17 12:03:00
1200000662,INV20240628000662,2024-06-28 12:03:00,300000949,500001900,INVOICE,CNY,45321.41,5213.97,0,Y,OPEN,900000395,2024-06-17 12:03:00,2024-06-17 12:03:00
1200000663,INV20240624000663,2024-06-24 12:03:00,300000949,500001900,INVOICE,CNY,1188.97,136.78,0,Y,OPEN,900000395,2024-06-17 12:03:00,2024-06-17 12:03:00
1200000664,INV20250819000664,2025-08-19 20:39:00,300000316,500000634,INVOICE,CNY,13281.44,1527.95,0,Y,OPEN,900000396,2025-07-27 20:39:00,2025-07-27 20:39:00
1200000665,INV20250810000665,2025-08-10 20:39:00,300000316,500000634,INVOICE,CNY,163897.4,18855.45,0,Y,CLOSED,900000396,2025-07-27 20:39:00,2025-07-27 20:39:00
1200000666,INV20250812000666,2025-08-12 20:39:00,300000316,500000634,INVOICE,CNY,55737.14,6412.24,0,Y,CLOSED,900000396,2025-07-27 20:39:00,2025-07-27 20:39:00
1200000667,INV20250815000667,2025-08-15 20:39:00,300000316,500000634,INVOICE,CNY,9991.35,1149.45,0,Y,CLOSED,900000396,2025-07-27 20:39:00,2025-07-27 20:39:00
1200000668,INV20250702000668,2025-07-02 06:13:00,300000660,500001322,INVOICE,CNY,73533.54,8459.61,0,Y,CLOSED,900000397,2025-06-07 06:13:00,2025-06-07 06:13:00
1200000669,INV20250125000669,2025-01-25 10:09:00,300000314,500000630,INVOICE,CNY,82872.55,9534.01,0,Y,OPEN,900000398,2025-01-02 10:09:00,2025-01-02 10:09:00
1200000670,INV20250401000670,2025-04-01 00:59:00,300000139,500000280,INVOICE,CNY,6016.03,692.11,0,Y,CLOSED,900000400,2025-03-22 00:59:00,2025-03-22 00:59:00
1200000671,INV20250228000671,2025-02-28 17:45:00,300000690,500001382,INVOICE,CNY,114413.23,13162.58,0,Y,CLOSED,900000401,2025-02-04 17:45:00,2025-02-04 17:45:00
1200000672,INV20251109000672,2025-11-09 00:04:00,300000280,500000562,INVOICE,CNY,170660.48,19633.51,0,Y,CLOSED,900000402,2025-10-20 00:04:00,2025-10-20 00:04:00
1200000673,INV20251226000673,2025-12-26 10:38:00,300000408,500000818,INVOICE,CNY,48854.08,5620.38,0,Y,CLOSED,900000403,2025-12-15 10:38:00,2025-12-15 10:38:00
1200000674,INV20250608000674,2025-06-08 00:23:00,300000773,500001548,INVOICE,CNY,12659.77,1456.43,0,Y,OPEN,900000404,2025-05-19 00:23:00,2025-05-19 00:23:00
1200000675,INV20260203000675,2026-02-03 20:26:00,300000254,500000510,INVOICE,CNY,12770.8,1469.21,0,Y,CLOSED,900000405,2026-01-20 20:26:00,2026-01-20 20:26:00
1200000676,INV20260206000676,2026-02-06 20:26:00,300000254,500000510,INVOICE,CNY,153283.01,17634.33,0,Y,CLOSED,900000405,2026-01-20 20:26:00,2026-01-20 20:26:00
1200000677,INV20250112000677,2025-01-12 08:10:00,300000184,500000370,INVOICE,CNY,48042.58,5527.02,0,Y,CLOSED,900000406,2024-12-26 08:10:00,2024-12-26 08:10:00
1200000678,INV20250116000678,2025-01-16 08:10:00,300000184,500000370,INVOICE,CNY,20298.37,2335.21,0,Y,CLOSED,900000406,2024-12-26 08:10:00,2024-12-26 08:10:00
1200000679,INV20241230000679,2024-12-30 08:10:00,300000184,500000370,INVOICE,CNY,14040.14,1615.24,0,Y,OPEN,900000406,2024-12-26 08:10:00,2024-12-26 08:10:00
1200000680,INV20240511000680,2024-05-11 16:31:00,300000256,500000514,INVOICE,CNY,12214.92,1405.26,0,Y,CLOSED,900000407,2024-04-25 16:31:00,2024-04-25 16:31:00
1200000681,INV20260409000681,2026-04-09 18:54:00,300000239,500000480,INVOICE,CNY,113206.55,13023.76,0,Y,CLOSED,900000409,2026-03-24 18:54:00,2026-03-24 18:54:00
1200000682,INV20260405000682,2026-04-05 18:54:00,300000239,500000480,INVOICE,CNY,55711.59,6409.3,0,Y,OPEN,900000409,2026-03-24 18:54:00,2026-03-24 18:54:00
1200000683,INV20260228000683,2026-02-28 14:39:00,300000032,500000066,INVOICE,CNY,136898.95,15749.44,0,Y,OPEN,900000410,2026-02-25 14:39:00,2026-02-25 14:39:00
1200000684,INV20260319000684,2026-03-19 14:39:00,300000032,500000066,INVOICE,CNY,26462.39,3044.35,0,Y,OPEN,900000410,2026-02-25 14:39:00,2026-02-25 14:39:00
1200000685,INV20260306000685,2026-03-06 14:39:00,300000032,500000066,INVOICE,CNY,46949.86,5401.31,0,Y,CLOSED,900000410,2026-02-25 14:39:00,2026-02-25 14:39:00
1200000686,INV20260316000686,2026-03-16 14:39:00,300000032,500000066,INVOICE,CNY,32212.2,3705.83,0,Y,CLOSED,900000410,2026-02-25 14:39:00,2026-02-25 14:39:00
1200000687,INV20250423000687,2025-04-23 22:56:00,300000717,500001436,INVOICE,CNY,38905.47,4475.85,0,Y,CLOSED,900000411,2025-04-10 22:56:00,2025-04-10 22:56:00
1200000688,INV20241007000688,2024-10-07 21:03:00,300000440,500000882,INVOICE,CNY,36444.65,4192.75,0,Y,CLOSED,900000412,2024-09-29 21:03:00,2024-09-29 21:03:00
1200000689,INV20260403000689,2026-04-03 23:03:00,300000550,500001102,INVOICE,CNY,107656.05,12385.21,0,Y,OPEN,900000413,2026-03-24 23:03:00,2026-03-24 23:03:00
1200000690,INV20260408000690,2026-04-08 23:03:00,300000550,500001102,INVOICE,CNY,82944.11,9542.24,0,Y,CLOSED,900000413,2026-03-24 23:03:00,2026-03-24 23:03:00
1200000691,INV20240520000691,2024-05-20 05:54:00,300000537,500001076,INVOICE,CNY,35711.55,4108.41,0,Y,CLOSED,900000414,2024-05-05 05:54:00,2024-05-05 05:54:00
1200000692,INV20240521000692,2024-05-21 05:54:00,300000537,500001076,INVOICE,CNY,20730.23,2384.89,0,Y,CLOSED,900000414,2024-05-05 05:54:00,2024-05-05 05:54:00
1200000693,INV20240524000693,2024-05-24 05:54:00,300000537,500001076,INVOICE,CNY,6067.4,698.02,0,Y,OPEN,900000414,2024-05-05 05:54:00,2024-05-05 05:54:00
1200000694,INV20250816000694,2025-08-16 11:28:00,300000369,500000740,INVOICE,CNY,37390.25,4301.53,0,Y,OPEN,900000415,2025-07-24 11:28:00,2025-07-24 11:28:00
1200000695,INV20250814000695,2025-08-14 11:28:00,300000369,500000740,INVOICE,CNY,180549.24,20771.15,0,Y,OPEN,900000415,2025-07-24 11:28:00,2025-07-24 11:28:00
1200000696,INV20250810000696,2025-08-10 11:28:00,300000369,500000740,INVOICE,CNY,64855.63,7461.27,0,Y,OPEN,900000415,2025-07-24 11:28:00,2025-07-24 11:28:00
1200000697,INV20240702000697,2024-07-02 22:03:00,300000329,500000660,INVOICE,CNY,35261.19,4056.6,0,Y,CLOSED,900000416,2024-06-23 22:03:00,2024-06-23 22:03:00
1200000698,INV20250124000698,2025-01-24 06:28:00,300000821,500001644,INVOICE,CNY,5132.4,590.45,0,Y,CLOSED,900000417,2025-01-06 06:28:00,2025-01-06 06:28:00
1200000699,INV20250119000699,2025-01-19 06:28:00,300000821,500001644,INVOICE,CNY,44329.65,5099.87,0,Y,OPEN,900000417,2025-01-06 06:28:00,2025-01-06 06:28:00
1200000700,INV20250115000700,2025-01-15 06:28:00,300000821,500001644,INVOICE,CNY,74412.05,8560.68,0,Y,OPEN,900000417,2025-01-06 06:28:00,2025-01-06 06:28:00
1200000701,INV20240726000701,2024-07-26 21:52:00,300000305,500000612,INVOICE,CNY,24382.43,2805.06,0,Y,OPEN,900000418,2024-07-08 21:52:00,2024-07-08 21:52:00
1200000702,INV20240730000702,2024-07-30 21:52:00,300000305,500000612,INVOICE,CNY,30248.78,3479.95,0,Y,CLOSED,900000418,2024-07-08 21:52:00,2024-07-08 21:52:00
1200000703,INV20240730000703,2024-07-30 21:52:00,300000305,500000612,INVOICE,CNY,1390.5,159.97,0,Y,CLOSED,900000418,2024-07-08 21:52:00,2024-07-08 21:52:00
1200000704,INV20240726000704,2024-07-26 21:52:00,300000305,500000612,INVOICE,CNY,52492.99,6039.02,0,Y,OPEN,900000418,2024-07-08 21:52:00,2024-07-08 21:52:00
1200000705,INV20240719000705,2024-07-19 21:52:00,300000305,500000612,INVOICE,CNY,15233.01,1752.47,0,Y,CLOSED,900000418,2024-07-08 21:52:00,2024-07-08 21:52:00
1200000706,INV20240506000706,2024-05-06 11:52:00,300000537,500001076,INVOICE,CNY,118394.54,13620.61,0,Y,CLOSED,900000419,2024-04-20 11:52:00,2024-04-20 11:52:00
1200000707,INV20240427000707,2024-04-27 11:52:00,300000537,500001076,INVOICE,CNY,10484.83,1206.22,0,Y,OPEN,900000419,2024-04-20 11:52:00,2024-04-20 11:52:00
1200000708,INV20240901000708,2024-09-01 22:08:00,300000565,500001132,INVOICE,CNY,2634.84,303.12,0,Y,OPEN,900000421,2024-08-20 22:08:00,2024-08-20 22:08:00
1200000709,INV20240903000709,2024-09-03 22:08:00,300000565,500001132,INVOICE,CNY,21654.59,2491.24,0,Y,CLOSED,900000421,2024-08-20 22:08:00,2024-08-20 22:08:00
1200000710,INV20240904000710,2024-09-04 22:08:00,300000565,500001132,INVOICE,CNY,3030.42,348.63,0,Y,OPEN,900000421,2024-08-20 22:08:00,2024-08-20 22:08:00
1200000711,INV20250216000711,2025-02-16 10:52:00,300000490,500000982,INVOICE,CNY,67534.1,7769.41,0,Y,CLOSED,900000422,2025-02-05 10:52:00,2025-02-05 10:52:00
1200000712,INV20240614000712,2024-06-14 14:51:00,300000352,500000706,INVOICE,CNY,66818.24,7687.05,0,Y,OPEN,900000423,2024-05-20 14:51:00,2024-05-20 14:51:00
1200000713,INV20240604000713,2024-06-04 14:51:00,300000352,500000706,INVOICE,CNY,7639.76,878.91,0,Y,CLOSED,900000423,2024-05-20 14:51:00,2024-05-20 14:51:00
1200000714,INV20260117000714,2026-01-17 23:57:00,300000929,500001860,INVOICE,CNY,42040.19,4836.48,0,Y,OPEN,900000425,2026-01-04 23:57:00,2026-01-04 23:57:00
1200000715,INV20240605000715,2024-06-05 02:25:00,300000349,500000700,INVOICE,CNY,113533.44,13061.37,0,Y,OPEN,900000426,2024-05-18 02:25:00,2024-05-18 02:25:00
1200000716,INV20240610000716,2024-06-10 02:25:00,300000349,500000700,INVOICE,CNY,52141.88,5998.62,0,Y,CLOSED,900000426,2024-05-18 02:25:00,2024-05-18 02:25:00
1200000717,INV20240605000717,2024-06-05 02:25:00,300000349,500000700,INVOICE,CNY,9507.02,1093.73,0,Y,OPEN,900000426,2024-05-18 02:25:00,2024-05-18 02:25:00
1200000718,INV20250715000718,2025-07-15 14:19:00,300000722,500001446,INVOICE,CNY,27565.58,3171.26,0,Y,CLOSED,900000428,2025-06-18 14:19:00,2025-06-18 14:19:00
1200000719,INV20241109000719,2024-11-09 17:18:00,300000889,500001780,INVOICE,CNY,40196.98,4624.43,0,Y,OPEN,900000429,2024-10-24 17:18:00,2024-10-24 17:18:00
1200000720,INV20241105000720,2024-11-05 17:18:00,300000889,500001780,INVOICE,CNY,31723.56,3649.61,0,Y,CLOSED,900000429,2024-10-24 17:18:00,2024-10-24 17:18:00
1200000721,INV20240524000721,2024-05-24 12:03:00,300000271,500000544,INVOICE,CNY,50794.48,5843.61,0,Y,OPEN,900000430,2024-05-05 12:03:00,2024-05-05 12:03:00
1200000722,INV20240525000722,2024-05-25 12:03:00,300000271,500000544,INVOICE,CNY,72927.58,8389.9,0,Y,OPEN,900000430,2024-05-05 12:03:00,2024-05-05 12:03:00
1200000723,INV20240524000723,2024-05-24 12:03:00,300000271,500000544,INVOICE,CNY,25044.48,2881.22,0,Y,OPEN,900000430,2024-05-05 12:03:00,2024-05-05 12:03:00
1200000724,INV20240528000724,2024-05-28 12:03:00,300000271,500000544,INVOICE,CNY,112418.42,12933.09,0,Y,CLOSED,900000430,2024-05-05 12:03:00,2024-05-05 12:03:00
1200000725,INV20240523000725,2024-05-23 12:03:00,300000271,500000544,INVOICE,CNY,32932.52,3788.7,0,Y,CLOSED,900000430,2024-05-05 12:03:00,2024-05-05 12:03:00
1200000726,INV20241011000726,2024-10-11 02:46:00,300000601,500001204,INVOICE,CNY,6171.13,709.95,0,Y,CLOSED,900000431,2024-09-18 02:46:00,2024-09-18 02:46:00
