header_id,order_number,sold_to_org_id,ship_to_site_use_id,invoice_to_site_use_id,order_date,booked_date,order_type_code,order_currency_code,transactional_curr_code,order_amount,discount_amount,tax_amount,booked_flag,cancelled_flag,flow_status_code,salesrep_id,org_id,created_date,last_update_date
900000791,SO20250109000791,300000262,500000527,500000526,2025-01-09 20:20:00,2025-01-10 20:20:00,STANDARD,CNY,CNY,97635.49,1763.29,11232.4,Y,N,BOOKED,800000006,4,2025-01-09 20:20:00,2025-01-09 20:20:00
900000792,SO20250904000792,300000441,500000885,500000884,2025-09-04 18:54:00,2025-09-06 18:54:00,STANDARD,CNY,CNY,140545.56,10815.3,16168.96,Y,Y,CANCELLED,800000047,5,2025-09-04 18:54:00,2025-09-04 18:54:00
900000793,SO20251218000793,300000385,500000773,500000772,2025-12-18 18:01:00,2025-12-19 18:01:00,STANDARD,CNY,CNY,85984.24,6711.9,9891.99,Y,N,CLOSED,800000033,2,2025-12-18 18:01:00,2025-12-18 18:01:00
900000794,SO20250412000794,300000504,500001011,500001010,2025-04-12 12:24:00,2025-04-15 12:24:00,STANDARD,CNY,CNY,305468.52,8928.43,35142.4,Y,N,CLOSED,800000069,3,2025-04-12 12:24:00,2025-04-12 12:24:00
900000795,SO20240418000795,300000991,500001985,500001984,2024-04-18 14:59:00,2024-04-19 14:59:00,STANDARD,CNY,CNY,38763.29,0.0,4459.49,N,N,ENTERED,800000049,1,2024-04-18 14:59:00,2024-04-18 14:59:00
900000796,SO20251001000796,300000728,500001459,500001458,2025-10-01 08:46:00,2025-10-04 08:46:00,STANDARD,CNY,CNY,127869.49,5955.66,14710.65,Y,N,BOOKED,800000082,3,2025-10-01 08:46:00,2025-10-01 08:46:00
900000797,SO20250313000797,300000282,500000567,500000566,2025-03-13 10:38:00,2025-03-14 10:38:00,STANDARD,CNY,CNY,12005.13,216.82,1381.12,Y,N,BOOKED,800000048,1,2025-03-13 10:38:00,2025-03-13 10:38:00
900000798,SO20240924000798,300000770,500001543,500001542,2024-09-24 11:47:00,2024-09-25 11:47:00,STANDARD,CNY,CNY,25397.1,3064.81,2921.79,Y,N,BOOKED,800000031,4,2024-09-24 11:47:00,2024-09-24 11:47:00
900000799,SO20250529000799,300000254,500000511,500000510,2025-05-29 22:50:00,2025-06-01 22:50:00,STANDARD,CNY,CNY,31222.11,14637.2,3591.92,Y,Y,CANCELLED,800000104,3,2025-05-29 22:50:00,2025-05-29 22:50:00
900000800,SO20250420000800,300000636,500001275,500001274,2025-04-20 11:50:00,2025-04-20 11:50:00,STANDARD,CNY,CNY,23499.95,2310.75,2703.53,Y,N,CLOSED,800000095,2,2025-04-20 11:50:00,2025-04-20 11:50:00
900000801,SO20251127000801,300000146,500000295,500000294,2025-11-27 01:13:00,2025-11-30 01:13:00,STANDARD,CNY,CNY,145514.82,11526.06,16740.64,Y,N,CLOSED,800000084,1,2025-11-27 01:13:00,2025-11-27 01:13:00
900000802,SO20260209000802,300000120,500000243,500000242,2026-02-09 12:06:00,2026-02-12 12:06:00,STANDARD,CNY,CNY,34897.41,0.0,4014.75,Y,N,CLOSED,800000028,5,2026-02-09 12:06:00,2026-02-09 12:06:00
900000803,SO20260217000803,300000968,500001939,500001938,2026-02-17 06:32:00,2026-02-18 06:32:00,STANDARD,CNY,CNY,54813.07,5389.7,6305.93,Y,N,CLOSED,800000073,3,2026-02-17 06:32:00,2026-02-17 06:32:00
900000804,SO20250806000804,300000523,500001049,500001048,2025-08-06 07:24:00,2025-08-06 07:24:00,STANDARD,CNY,CNY,23742.55,0.0,2731.44,Y,N,CLOSED,800000013,5,2025-08-06 07:24:00,2025-08-06 07:24:00
900000805,SO20240911000805,300000176,500000355,500000354,2024-09-11 04:00:00,2024-09-12 04:00:00,STANDARD,CNY,CNY,189796.58,4145.6,21835.01,Y,N,BOOKED,800000114,4,2024-09-11 04:00:00,2024-09-11 04:00:00
900000806,SO20251203000806,300000901,500001805,500001804,2025-12-03 00:58:00,2025-12-03 00:58:00,STANDARD,CNY,CNY,45840.43,0.0,5273.68,Y,N,CLOSED,800000119,2,2025-12-03 00:58:00,2025-12-03 00:58:00
900000807,SO20251217000807,300000319,500000641,500000640,2025-12-17 18:44:00,2025-12-19 18:44:00,STANDARD,CNY,CNY,61093.77,3062.71,7028.49,Y,N,CLOSED,800000084,5,2025-12-17 18:44:00,2025-12-17 18:44:00
900000808,SO20251204000808,300000561,500001125,500001124,2025-12-04 06:24:00,2025-12-05 06:24:00,STANDARD,CNY,CNY,89038.09,0.0,10243.33,Y,N,CLOSED,800000029,5,2025-12-04 06:24:00,2025-12-04 06:24:00
900000809,SO20251114000809,300000785,500001573,500001572,2025-11-14 17:08:00,2025-11-15 17:08:00,STANDARD,CNY,CNY,99306.57,9764.63,11424.65,Y,N,CLOSED,800000120,5,2025-11-14 17:08:00,2025-11-14 17:08:00
900000810,SO20250106000810,300000292,500000587,500000586,2025-01-06 03:42:00,2025-01-09 03:42:00,STANDARD,CNY,CNY,41172.32,0.0,4736.64,Y,N,CLOSED,800000060,2,2025-01-06 03:42:00,2025-01-06 03:42:00
900000811,SO20250215000811,300000718,500001439,500001438,2025-02-15 20:31:00,2025-02-17 20:31:00,STANDARD,CNY,CNY,2387.29,183.68,274.64,Y,N,BOOKED,800000007,1,2025-02-15 20:31:00,2025-02-15 20:31:00
900000812,SO20240515000812,300000935,500001873,500001872,2024-05-15 20:09:00,2024-05-17 20:09:00,STANDARD,CNY,CNY,162257.82,0.0,18666.83,Y,N,BOOKED,800000119,2,2024-05-15 20:09:00,2024-05-15 20:09:00
900000813,SO20250203000813,300000036,500000075,500000074,2025-02-03 19:28:00,2025-02-06 19:28:00,STANDARD,CNY,CNY,146561.67,12896.82,16861.08,Y,N,CLOSED,800000025,4,2025-02-03 19:28:00,2025-02-03 19:28:00
900000814,SO20240624000814,300000565,500001133,500001132,2024-06-24 02:40:00,2024-06-25 02:40:00,STANDARD,CNY,CNY,175152.25,4104.28,20150.26,Y,N,CLOSED,800000033,4,2024-06-24 02:40:00,2024-06-24 02:40:00
900000815,SO20260312000815,300000633,500001269,500001268,2026-03-12 18:02:00,2026-03-12 18:02:00,STANDARD,CNY,CNY,56320.43,1395.56,6479.34,Y,N,CLOSED,800000102,2,2026-03-12 18:02:00,2026-03-12 18:02:00
900000816,SO20250225000816,300000073,500000149,500000148,2025-02-25 06:55:00,2025-02-25 06:55:00,STANDARD,CNY,CNY,59369.56,7164.46,6830.13,Y,N,CLOSED,800000064,4,2025-02-25 06:55:00,2025-02-25 06:55:00
900000817,SO20250929000817,300000651,500001305,500001304,2025-09-29 02:10:00,2025-10-01 02:10:00,STANDARD,CNY,CNY,2593.53,199.57,298.37,Y,N,BOOKED,800000002,3,2025-09-29 02:10:00,2025-09-29 02:10:00
900000818,SO20260105000818,300000245,500000493,500000492,2026-01-05 18:27:00,2026-01-08 18:27:00,STANDARD,CNY,CNY,139863.8,13250.84,16090.53,Y,N,CLOSED,800000069,4,2026-01-05 18:27:00,2026-01-05 18:27:00
900000819,SO20251028000819,300000934,500001871,500001870,2025-10-28 09:44:00,2025-10-30 09:44:00,STANDARD,CNY,CNY,135973.5,0.0,15642.98,Y,N,BOOKED,800000004,4,2025-10-28 09:44:00,2025-10-28 09:44:00
900000820,SO20250201000820,300000656,500001315,500001314,2025-02-01 20:52:00,2025-02-02 20:52:00,STANDARD,CNY,CNY,563907.09,41510.91,64874.27,Y,N,CLOSED,800000055,3,2025-02-01 20:52:00,2025-02-01 20:52:00
900000821,SO20260308000821,300000765,500001533,500001532,2026-03-08 00:35:00,2026-03-11 00:35:00,STANDARD,CNY,CNY,70870.85,0.0,8153.28,Y,N,BOOKED,800000098,5,2026-03-08 00:35:00,2026-03-08 00:35:00
900000822,SO20240519000822,300000413,500000829,500000828,2024-05-19 22:50:00,2024-05-20 22:50:00,STANDARD,CNY,CNY,311736.19,21786.59,35863.45,Y,Y,CANCELLED,800000068,4,2024-05-19 22:50:00,2024-05-19 22:50:00
900000823,SO20250629000823,300000561,500001125,500001124,2025-06-29 13:09:00,2025-07-02 13:09:00,STANDARD,CNY,CNY,166953.75,19678.73,19207.07,Y,N,BOOKED,800000056,3,2025-06-29 13:09:00,2025-06-29 13:09:00
900000824,SO20250223000824,300000669,500001341,500001340,2025-02-23 13:25:00,2025-02-25 13:25:00,STANDARD,CNY,CNY,93922.99,7617.87,10805.3,Y,N,CLOSED,800000026,4,2025-02-23 13:25:00,2025-02-23 13:25:00
900000825,SO20250112000825,300000595,500001193,500001192,2025-01-12 20:20:00,2025-01-15 20:20:00,STANDARD,CNY,CNY,15177.2,1300.06,1746.05,Y,N,CLOSED,800000099,4,2025-01-12 20:20:00,2025-01-12 20:20:00
900000826,SO20240425000826,300000570,500001143,500001142,2024-04-25 04:32:00,2024-04-26 04:32:00,STANDARD,CNY,CNY,166992.32,7777.88,19211.5,N,N,ENTERED,800000055,1,2024-04-25 04:32:00,2024-04-25 04:32:00
900000827,SO20260205000827,300001000,500002003,500002002,2026-02-05 23:11:00,2026-02-08 23:11:00,STANDARD,CNY,CNY,258840.49,29789.12,29778.11,Y,N,CLOSED,800000119,4,2026-02-05 23:11:00,2026-02-05 23:11:00
900000828,SO20251025000828,300000172,500000347,500000346,2025-10-25 22:26:00,2025-10-28 22:26:00,STANDARD,CNY,CNY,25993.03,2000.25,2990.35,Y,N,CLOSED,800000111,2,2025-10-25 22:26:00,2025-10-25 22:26:00
900000829,SO20241206000829,300000759,500001521,500001520,2024-12-06 05:16:00,2024-12-08 05:16:00,STANDARD,CNY,CNY,108363.24,13076.84,12466.57,Y,Y,CANCELLED,800000119,4,2024-12-06 05:16:00,2024-12-06 05:16:00
900000830,SO20251231000830,300000191,500000385,500000384,2025-12-31 16:50:00,2026-01-01 16:50:00,STANDARD,CNY,CNY,187676.12,11021.83,21591.06,Y,N,CLOSED,800000075,4,2025-12-31 16:50:00,2025-12-31 16:50:00
900000831,SO20250214000831,300000029,500000061,500000060,2025-02-14 10:01:00,2025-02-14 10:01:00,STANDARD,CNY,CNY,20154.56,2432.15,2318.67,Y,N,BOOKED,800000110,5,2025-02-14 10:01:00,2025-02-14 10:01:00
900000832,SO20260127000832,300000387,500000777,500000776,2026-01-27 12:56:00,2026-01-28 12:56:00,STANDARD,CNY,CNY,148361.53,12196.44,17068.14,Y,N,BOOKED,800000008,3,2026-01-27 12:56:00,2026-01-27 12:56:00
900000833,SO20250114000833,300000269,500000541,500000540,2025-01-14 00:24:00,2025-01-14 00:24:00,STANDARD,CNY,CNY,125556.03,56.17,14444.49,Y,N,BOOKED,800000115,1,2025-01-14 00:24:00,2025-01-14 00:24:00
900000834,SO20260223000834,300000468,500000939,500000938,2026-02-23 04:04:00,2026-02-26 04:04:00,STANDARD,CNY,CNY,148444.95,2292.66,17077.74,Y,N,CLOSED,800000068,5,2026-02-23 04:04:00,2026-02-23 04:04:00
900000835,SO20241108000835,300000885,500001773,500001772,2024-11-08 08:39:00,2024-11-09 08:39:00,STANDARD,CNY,CNY,259420.7,14709.53,29844.86,Y,N,CLOSED,800000066,1,2024-11-08 08:39:00,2024-11-08 08:39:00
900000836,SO20250119000836,300000979,500001961,500001960,2025-01-19 21:06:00,2025-01-19 21:06:00,STANDARD,CNY,CNY,208476.45,6981.2,23984.01,Y,Y,CANCELLED,800000015,2,2025-01-19 21:06:00,2025-01-19 21:06:00
900000837,SO20240814000837,300000705,500001413,500001412,2024-08-14 23:11:00,2024-08-17 23:11:00,STANDARD,CNY,CNY,26640.43,1240.8,3064.83,Y,Y,CANCELLED,800000046,1,2024-08-14 23:11:00,2024-08-14 23:11:00
900000838,SO20250916000838,300000242,500000487,500000486,2025-09-16 16:56:00,2025-09-19 16:56:00,STANDARD,CNY,CNY,91205.01,2012.42,10492.61,Y,N,BOOKED,800000096,5,2025-09-16 16:56:00,2025-09-16 16:56:00
900000839,SO20250212000839,300000613,500001229,500001228,2025-02-12 14:13:00,2025-02-14 14:13:00,STANDARD,CNY,CNY,4327.48,201.56,497.85,Y,N,CLOSED,800000089,2,2025-02-12 14:13:00,2025-02-12 14:13:00
900000840,SO20251013000840,300000018,500000039,500000038,2025-10-13 22:16:00,2025-10-13 22:16:00,STANDARD,CNY,CNY,68023.28,0.0,7825.69,Y,N,CLOSED,800000104,1,2025-10-13 22:16:00,2025-10-13 22:16:00
900000841,SO20240923000841,300000341,500000685,500000684,2024-09-23 22:10:00,2024-09-25 22:10:00,STANDARD,CNY,CNY,262129.48,7326.82,30156.49,Y,N,CLOSED,800000096,5,2024-09-23 22:10:00,2024-09-23 22:10:00
900000842,SO20260320000842,300000960,500001923,500001922,2026-03-20 22:46:00,2026-03-20 22:46:00,STANDARD,CNY,CNY,216567.23,1535.9,24914.81,Y,N,BOOKED,800000035,5,2026-03-20 22:46:00,2026-03-20 22:46:00
900000843,SO20250319000843,300000721,500001445,500001444,2025-03-19 21:44:00,2025-03-20 21:44:00,STANDARD,CNY,CNY,347722.39,11986.43,40003.46,Y,N,CLOSED,800000048,4,2025-03-19 21:44:00,2025-03-19 21:44:00
900000844,SO20240514000844,300000114,500000231,500000230,2024-05-14 01:45:00,2024-05-17 01:45:00,STANDARD,CNY,CNY,35246.59,0.0,4054.92,Y,N,CLOSED,800000020,3,2024-05-14 01:45:00,2024-05-14 01:45:00
900000845,SO20250508000845,300000829,500001661,500001660,2025-05-08 13:20:00,2025-05-10 13:20:00,STANDARD,CNY,CNY,31540.93,0.0,3628.6,Y,N,CLOSED,800000016,2,2025-05-08 13:20:00,2025-05-08 13:20:00
900000846,SO20240423000846,300000765,500001533,500001532,2024-04-23 22:24:00,2024-04-26 22:24:00,STANDARD,CNY,CNY,40551.63,0.0,4665.23,Y,N,CLOSED,800000075,4,2024-04-23 22:24:00,2024-04-23 22:24:00
900000847,SO20250713000847,300000048,500000099,500000098,2025-07-13 08:34:00,2025-07-13 08:34:00,STANDARD,CNY,CNY,24269.09,1986.3,2792.02,Y,N,BOOKED,800000078,3,2025-07-13 08:34:00,2025-07-13 08:34:00
900000848,SO20250521000848,300000929,500001861,500001860,2025-05-21 03:23:00,2025-05-22 03:23:00,STANDARD,CNY,CNY,175737.69,5808.78,20217.61,Y,N,CLOSED,800000003,4,2025-05-21 03:23:00,2025-05-21 03:23:00
900000849,SO20260224000849,300000910,500001823,500001822,2026-02-24 09:13:00,2026-02-27 09:13:00,STANDARD,CNY,CNY,192091.89,6734.07,22099.06,Y,N,CLOSED,800000101,2,2026-02-24 09:13:00,2026-02-24 09:13:00
900000850,SO20250929000850,300000647,500001297,500001296,2025-09-29 03:05:00,2025-10-02 03:05:00,STANDARD,CNY,CNY,122103.47,14735.03,14047.3,Y,N,BOOKED,800000115,3,2025-09-29 03:05:00,2025-09-29 03:05:00
900000851,SO20250813000851,300000395,500000793,500000792,2025-08-13 17:29:00,2025-08-14 17:29:00,STANDARD,CNY,CNY,10852.71,0.0,1248.54,Y,N,BOOKED,800000033,1,2025-08-13 17:29:00,2025-08-13 17:29:00
900000852,SO20250216000852,300000985,500001973,500001972,2025-02-16 19:37:00,2025-02-18 19:37:00,STANDARD,CNY,CNY,44389.93,2067.51,5106.81,Y,N,CLOSED,800000098,3,2025-02-16 19:37:00,2025-02-16 19:37:00
900000853,SO20251121000853,300000705,500001413,500001412,2025-11-21 09:04:00,2025-11-23 09:04:00,STANDARD,CNY,CNY,2093.12,252.64,240.8,Y,N,CLOSED,800000012,1,2025-11-21 09:04:00,2025-11-21 09:04:00
900000854,SO20240518000854,300000643,500001289,500001288,2024-05-18 16:43:00,2024-05-20 16:43:00,STANDARD,CNY,CNY,153505.88,7149.74,17659.97,Y,N,CLOSED,800000117,5,2024-05-18 16:43:00,2024-05-18 16:43:00
900000855,SO20240923000855,300000961,500001925,500001924,2024-09-23 06:56:00,2024-09-24 06:56:00,STANDARD,CNY,CNY,55030.05,0.0,6330.89,Y,Y,CANCELLED,800000026,1,2024-09-23 06:56:00,2024-09-23 06:56:00
900000856,SO20250721000856,300000074,500000151,500000150,2025-07-21 02:23:00,2025-07-23 02:23:00,STANDARD,CNY,CNY,44375.73,2066.9,5105.17,Y,N,CLOSED,800000091,1,2025-07-21 02:23:00,2025-07-21 02:23:00
900000857,SO20250927000857,300000285,500000573,500000572,2025-09-27 16:32:00,2025-09-29 16:32:00,STANDARD,CNY,CNY,202799.49,13906.79,23330.91,Y,N,CLOSED,800000057,4,2025-09-27 16:32:00,2025-09-27 16:32:00
900000858,SO20250118000858,300000606,500001215,500001214,2025-01-18 13:13:00,2025-01-18 13:13:00,STANDARD,CNY,CNY,101883.14,12294.8,11721.07,Y,N,CLOSED,800000029,1,2025-01-18 13:13:00,2025-01-18 13:13:00
900000859,SO20250427000859,300000548,500001099,500001098,2025-04-27 20:14:00,2025-04-30 20:14:00,STANDARD,CNY,CNY,112206.25,8634.51,12908.68,Y,N,BOOKED,800000071,3,2025-04-27 20:14:00,2025-04-27 20:14:00
900000860,SO20260107000860,300000094,500000191,500000190,2026-01-07 11:17:00,2026-01-10 11:17:00,STANDARD,CNY,CNY,61941.03,5935.53,7125.96,Y,N,BOOKED,800000109,2,2026-01-07 11:17:00,2026-01-07 11:17:00
900000861,SO20250626000861,300000750,500001503,500001502,2025-06-26 03:57:00,2025-06-27 03:57:00,STANDARD,CNY,CNY,233729.14,2317.5,26889.19,Y,N,CLOSED,800000029,4,2025-06-26 03:57:00,2025-06-26 03:57:00
900000862,SO20240812000862,300000281,500000565,500000564,2024-08-12 04:00:00,2024-08-14 04:00:00,STANDARD,CNY,CNY,51298.83,3408.23,5901.63,Y,N,CLOSED,800000074,1,2024-08-12 04:00:00,2024-08-12 04:00:00
900000863,SO20240926000863,300000544,500001091,500001090,2024-09-26 06:15:00,2024-09-27 06:15:00,STANDARD,CNY,CNY,197578.27,15542.01,22730.24,Y,N,CLOSED,800000028,2,2024-09-26 06:15:00,2024-09-26 06:15:00
900000864,SO20241218000864,300000031,500000065,500000064,2024-12-18 20:41:00,2024-12-19 20:41:00,STANDARD,CNY,CNY,78794.59,0.0,9064.86,Y,N,CLOSED,800000113,4,2024-12-18 20:41:00,2024-12-18 20:41:00
900000865,SO20251022000865,300000902,500001807,500001806,2025-10-22 18:48:00,2025-10-23 18:48:00,STANDARD,CNY,CNY,239190.4,22357.53,27517.48,Y,N,CLOSED,800000102,3,2025-10-22 18:48:00,2025-10-22 18:48:00
900000866,SO20250214000866,300000961,500001925,500001924,2025-02-14 04:19:00,2025-02-15 04:19:00,STANDARD,CNY,CNY,93746.4,811.1,10784.99,Y,N,BOOKED,800000053,5,2025-02-14 04:19:00,2025-02-14 04:19:00
900000867,SO20260114000867,300000642,500001287,500001286,2026-01-14 15:51:00,2026-01-14 15:51:00,STANDARD,CNY,CNY,11164.92,201.67,1284.46,Y,N,CLOSED,800000013,4,2026-01-14 15:51:00,2026-01-14 15:51:00
900000868,SO20250530000868,300000922,500001847,500001846,2025-05-30 02:18:00,2025-05-31 02:18:00,STANDARD,CNY,CNY,303935.7,16676.94,34966.06,Y,N,CLOSED,800000017,5,2025-05-30 02:18:00,2025-05-30 02:18:00
900000869,SO20250121000869,300000114,500000231,500000230,2025-01-21 01:44:00,2025-01-23 01:44:00,STANDARD,CNY,CNY,244914.11,3121.71,28175.96,Y,N,BOOKED,800000026,5,2025-01-21 01:44:00,2025-01-21 01:44:00
900000870,SO20260220000870,300000282,500000567,500000566,2026-02-20 19:14:00,2026-02-22 19:14:00,STANDARD,CNY,CNY,424577.21,21395.89,48845.16,Y,N,BOOKED,800000023,3,2026-02-20 19:14:00,2026-02-20 19:14:00
900000871,SO20240418000871,300000207,500000417,500000416,2024-04-18 11:49:00,2024-04-18 11:49:00,STANDARD,CNY,CNY,4289.17,421.71,493.44,Y,N,BOOKED,800000043,3,2024-04-18 11:49:00,2024-04-18 11:49:00
900000872,SO20241018000872,300000304,500000611,500000610,2024-10-18 20:02:00,2024-10-19 20:02:00,STANDARD,CNY,CNY,106392.55,12045.33,12239.85,Y,Y,CANCELLED,800000109,3,2024-10-18 20:02:00,2024-10-18 20:02:00
900000873,SO20250729000873,300000523,500001049,500001048,2025-07-29 07:33:00,2025-08-01 07:33:00,STANDARD,CNY,CNY,106529.81,12855.54,12255.64,Y,N,BOOKED,800000012,5,2025-07-29 07:33:00,2025-07-29 07:33:00
900000874,SO20250824000874,300000101,500000205,500000204,2025-08-24 04:13:00,2025-08-27 04:13:00,STANDARD,CNY,CNY,31084.25,3751.13,3576.06,Y,N,BOOKED,800000096,1,2025-08-24 04:13:00,2025-08-24 04:13:00
900000875,SO20251029000875,300000525,500001053,500001052,2025-10-29 06:04:00,2025-10-29 06:04:00,STANDARD,CNY,CNY,117169.8,11521.14,13479.71,Y,N,CLOSED,800000099,3,2025-10-29 06:04:00,2025-10-29 06:04:00
900000876,SO20251023000876,300000814,500001631,500001630,2025-10-23 15:05:00,2025-10-25 15:05:00,STANDARD,CNY,CNY,69506.3,3237.38,7996.3,N,N,ENTERED,800000119,2,2025-10-23 15:05:00,2025-10-23 15:05:00
900000877,SO20250618000877,300000483,500000969,500000968,2025-06-18 12:10:00,2025-06-20 12:10:00,STANDARD,CNY,CNY,3964.73,71.58,456.12,Y,N,BOOKED,800000103,5,2025-06-18 12:10:00,2025-06-18 12:10:00
900000878,SO20251117000878,300000855,500001713,500001712,2025-11-17 09:29:00,2025-11-17 09:29:00,STANDARD,CNY,CNY,118022.69,806.72,13577.84,Y,N,CLOSED,800000073,1,2025-11-17 09:29:00,2025-11-17 09:29:00
900000879,SO20250808000879,300000762,500001527,500001526,2025-08-08 11:39:00,2025-08-08 11:39:00,STANDARD,CNY,CNY,68902.17,0.0,7926.8,Y,N,CLOSED,800000110,2,2025-08-08 11:39:00,2025-08-08 11:39:00
900000880,SO20260125000880,300000610,500001223,500001222,2026-01-25 05:18:00,2026-01-27 05:18:00,STANDARD,CNY,CNY,212391.33,21547.17,24434.4,Y,N,CLOSED,800000100,2,2026-01-25 05:18:00,2026-01-25 05:18:00
900000881,SO20251201000881,300000848,500001699,500001698,2025-12-01 02:31:00,2025-12-03 02:31:00,STANDARD,CNY,CNY,26398.78,2745.12,3037.02,Y,N,CLOSED,800000120,1,2025-12-01 02:31:00,2025-12-01 02:31:00
900000882,SO20250117000882,300000051,500000105,500000104,2025-01-17 15:18:00,2025-01-19 15:18:00,STANDARD,CNY,CNY,55568.3,1925.07,6392.82,Y,N,BOOKED,800000007,1,2025-01-17 15:18:00,2025-01-17 15:18:00
900000883,SO20250302000883,300000064,500000131,500000130,2025-03-02 23:33:00,2025-03-02 23:33:00,STANDARD,CNY,CNY,44812.1,3448.35,5155.37,Y,N,CLOSED,800000119,1,2025-03-02 23:33:00,2025-03-02 23:33:00
900000884,SO20250915000884,300000579,500001161,500001160,2025-09-15 13:46:00,2025-09-15 13:46:00,STANDARD,CNY,CNY,8001.21,615.68,920.49,Y,N,BOOKED,800000059,3,2025-09-15 13:46:00,2025-09-15 13:46:00
900000885,SO20240617000885,300000969,500001941,500001940,2024-06-17 18:30:00,2024-06-18 18:30:00,STANDARD,CNY,CNY,86078.46,6624.0,9902.83,Y,N,CLOSED,800000069,4,2024-06-17 18:30:00,2024-06-17 18:30:00
900000886,SO20250927000886,300000107,500000217,500000216,2025-09-27 03:45:00,2025-09-29 03:45:00,STANDARD,CNY,CNY,139648.74,6504.42,16065.78,Y,N,CLOSED,800000112,5,2025-09-27 03:45:00,2025-09-27 03:45:00
900000887,SO20250427000887,300000396,500000795,500000794,2025-04-27 02:58:00,2025-04-28 02:58:00,STANDARD,CNY,CNY,101788.91,12283.55,11710.23,Y,Y,CANCELLED,800000072,5,2025-04-27 02:58:00,2025-04-27 02:58:00
900000888,SO20240724000888,300000729,500001461,500001460,2024-07-24 06:54:00,2024-07-25 06:54:00,STANDARD,CNY,CNY,148690.63,11164.91,17106.0,Y,N,CLOSED,800000061,3,2024-07-24 06:54:00,2024-07-24 06:54:00
900000889,SO20240531000889,300000534,500001071,500001070,2024-05-31 08:19:00,2024-06-03 08:19:00,STANDARD,CNY,CNY,157764.29,1645.43,18149.87,Y,N,CLOSED,800000039,1,2024-05-31 08:19:00,2024-05-31 08:19:00
900000890,SO20241201000890,300000871,500001745,500001744,2024-12-01 19:46:00,2024-12-04 19:46:00,STANDARD,CNY,CNY,185217.79,0.0,21308.24,Y,Y,CANCELLED,800000099,1,2024-12-01 19:46:00,2024-12-01 19:46:00
900000891,SO20251103000891,300000258,500000519,500000518,2025-11-03 12:46:00,2025-11-06 12:46:00,STANDARD,CNY,CNY,119731.44,3476.98,13774.41,Y,Y,CANCELLED,800000117,4,2025-11-03 12:46:00,2025-11-03 12:46:00
900000892,SO20251120000892,300000860,500001723,500001722,2025-11-20 17:25:00,2025-11-20 17:25:00,STANDARD,CNY,CNY,60525.15,3323.59,6963.07,Y,N,CLOSED,800000047,2,2025-11-20 17:25:00,2025-11-20 17:25:00
900000893,SO20240512000893,300000079,500000161,500000160,2024-05-12 00:46:00,2024-05-13 00:46:00,STANDARD,CNY,CNY,17092.95,1315.36,1966.45,Y,N,CLOSED,800000094,3,2024-05-12 00:46:00,2024-05-12 00:46:00
900000894,SO20240524000894,300000435,500000873,500000872,2024-05-24 01:14:00,2024-05-27 01:14:00,STANDARD,CNY,CNY,186285.71,128.33,21431.11,Y,N,CLOSED,800000099,1,2024-05-24 01:14:00,2024-05-24 01:14:00
900000895,SO20241005000895,300000046,500000095,500000094,2024-10-05 12:10:00,2024-10-07 12:10:00,STANDARD,CNY,CNY,29145.92,0.0,3353.07,Y,N,BOOKED,800000098,1,2024-10-05 12:10:00,2024-10-05 12:10:00
900000896,SO20240414000896,300000247,500000497,500000496,2024-04-14 01:13:00,2024-04-17 01:13:00,STANDARD,CNY,CNY,190845.1,12187.79,21955.62,Y,N,CLOSED,800000018,2,2024-04-14 01:13:00,2024-04-14 01:13:00
900000897,SO20250227000897,300000676,500001355,500001354,2025-02-27 20:02:00,2025-02-27 20:02:00,STANDARD,CNY,CNY,12528.36,0.0,1441.32,Y,N,BOOKED,800000017,1,2025-02-27 20:02:00,2025-02-27 20:02:00
900000898,SO20250108000898,300000377,500000757,500000756,2025-01-08 00:13:00,2025-01-10 00:13:00,STANDARD,CNY,CNY,73508.84,0.0,8456.77,Y,N,CLOSED,800000083,2,2025-01-08 00:13:00,2025-01-08 00:13:00
900000899,SO20260307000899,300000243,500000489,500000488,2026-03-07 05:28:00,2026-03-09 05:28:00,STANDARD,CNY,CNY,157990.69,12157.9,18175.92,Y,Y,CANCELLED,800000094,1,2026-03-07 05:28:00,2026-03-07 05:28:00
900000900,SO20251227000900,300000266,500000535,500000534,2025-12-27 16:12:00,2025-12-30 16:12:00,STANDARD,CNY,CNY,61329.77,0.0,7055.64,N,N,ENTERED,800000095,4,2025-12-27 16:12:00,2025-12-27 16:12:00
900000901,SO20250124000901,300000890,500001783,500001782,2025-01-24 08:15:00,2025-01-24 08:15:00,STANDARD,CNY,CNY,146620.83,11282.91,16867.88,Y,N,CLOSED,800000066,1,2025-01-24 08:15:00,2025-01-24 08:15:00
900000902,SO20240809000902,300000494,500000991,500000990,2024-08-09 05:47:00,2024-08-10 05:47:00,STANDARD,CNY,CNY,12954.79,0.0,1490.37,Y,N,CLOSED,800000027,5,2024-08-09 05:47:00,2024-08-09 05:47:00
900000903,SO20240609000903,300000945,500001893,500001892,2024-06-09 07:34:00,2024-06-10 07:34:00,STANDARD,CNY,CNY,62310.88,4795.02,7168.51,Y,N,CLOSED,800000070,4,2024-06-09 07:34:00,2024-06-09 07:34:00
