adjustment_id,header_id,line_id,adjustment_type,adjustment_reason,list_price,adjusted_price,adjustment_amount,adjustment_percent,approved_flag,approver_id,approval_time,created_by,created_date,last_update_date
1800000831,900000622,1000001276,DISCOUNT,促销折扣,206.57,185.91,51.86,10,Y,800000108,2026-03-20 17:18:00,800000005,2026-03-18 17:18:00,2026-03-18 17:18:00
1800000832,900000623,1000001277,DISCOUNT,促销折扣,5055.65,4448.97,4635.04,12,Y,800000011,2024-10-29 07:29:00,800000068,2024-10-26 07:29:00,2024-10-26 07:29:00
1800000833,900000624,1000001279,DISCOUNT,促销折扣,9399.26,8647.32,14211.67,8,Y,800000034,2024-05-25 04:24:00,800000019,2024-05-23 04:24:00,2024-05-23 04:24:00
1800000834,900000626,1000001282,DISCOUNT,促销折扣,9169.71,8986.32,3440.4,2,Y,800000112,2024-11-13 11:51:00,800000082,2024-11-13 11:51:00,2024-11-13 11:51:00
1800000835,900000626,1000001283,DISCOUNT,促销折扣,600.18,552.17,946.28,8,Y,800000112,2024-11-13 11:51:00,800000082,2024-11-13 11:51:00,2024-11-13 11:51:00
1800000836,900000626,1000001284,DISCOUNT,促销折扣,1129.62,994.07,586.93,12,Y,800000114,2024-11-13 11:51:00,800000082,2024-11-13 11:51:00,2024-11-13 11:51:00
1800000837,900000627,1000001285,DISCOUNT,促销折扣,2816.97,2535.27,4169.16,10,Y,800000012,2025-08-02 21:46:00,800000036,2025-08-01 21:46:00,2025-08-01 21:46:00
1800000838,900000627,1000001286,DISCOUNT,促销折扣,3982.47,3504.57,6021.54,12,Y,800000055,2025-08-02 21:46:00,800000036,2025-08-01 21:46:00,2025-08-01 21:46:00
1800000839,900000628,1000001287,DISCOUNT,促销折扣,1692.18,1607.57,765.72,5,Y,800000109,2024-06-18 00:00:00,800000022,2024-06-17 00:00:00,2024-06-17 00:00:00
1800000840,900000629,1000001289,DISCOUNT,促销折扣,4962.08,4565.11,5962.49,8,Y,800000028,2024-11-03 08:59:00,800000061,2024-11-02 08:59:00,2024-11-02 08:59:00
1800000841,900000631,1000001291,DISCOUNT,促销折扣,7748.05,6973.24,5431.42,10,Y,800000031,2024-05-06 07:57:00,800000009,2024-05-03 07:57:00,2024-05-03 07:57:00
1800000842,900000632,1000001292,DISCOUNT,促销折扣,5340.28,4913.06,5143.73,8,Y,800000112,2024-12-30 10:25:00,800000071,2024-12-29 10:25:00,2024-12-29 10:25:00
1800000843,900000632,1000001294,DISCOUNT,促销折扣,4962.44,4863.19,726.51,2,Y,800000018,2024-12-30 10:25:00,800000071,2024-12-29 10:25:00,2024-12-29 10:25:00
1800000844,900000633,1000001295,DISCOUNT,促销折扣,5063.64,4962.37,1847.16,2,Y,800000036,2026-01-12 06:56:00,800000046,2026-01-12 06:56:00,2026-01-12 06:56:00
1800000845,900000633,1000001296,DISCOUNT,促销折扣,4302.22,4087.11,391.5,5,Y,800000031,2026-01-12 06:56:00,800000046,2026-01-12 06:56:00,2026-01-12 06:56:00
1800000846,900000635,1000001298,DISCOUNT,促销折扣,2312.54,2035.04,2741.7,12,Y,800000031,2025-05-02 21:05:00,800000079,2025-04-30 21:05:00,2025-04-30 21:05:00
1800000847,900000637,1000001301,DISCOUNT,人工改价,6157.46,3740.04,3577.78,39.26,N,,,800000064,2026-01-17 19:12:00,2026-01-17 19:12:00
1800000848,900000638,1000001303,DISCOUNT,促销折扣,6037.0,5916.26,1043.19,2,Y,800000056,2025-08-25 18:52:00,800000039,2025-08-25 18:52:00,2025-08-25 18:52:00
1800000849,900000639,1000001305,DISCOUNT,促销折扣,5640.37,5527.56,1965.15,2,Y,800000007,2026-02-01 12:51:00,800000065,2026-02-01 12:51:00,2026-02-01 12:51:00
1800000850,900000641,1000001307,DISCOUNT,促销折扣,7285.04,6702.24,8030.98,8,Y,800000111,2025-12-10 13:00:00,800000018,2025-12-10 13:00:00,2025-12-10 13:00:00
1800000851,900000641,1000001308,DISCOUNT,促销折扣,8379.7,7709.32,5463.6,8,Y,800000110,2025-12-10 13:00:00,800000018,2025-12-10 13:00:00,2025-12-10 13:00:00
1800000852,900000641,1000001309,DISCOUNT,促销折扣,3788.86,3334.2,3569.08,12,Y,800000028,2025-12-10 13:00:00,800000018,2025-12-10 13:00:00,2025-12-10 13:00:00
1800000853,900000643,1000001311,DISCOUNT,促销折扣,9082.74,8174.47,17547.78,10,Y,800000118,2024-10-20 09:44:00,800000103,2024-10-19 09:44:00,2024-10-19 09:44:00
1800000854,900000644,1000001312,DISCOUNT,促销折扣,4860.77,4617.73,471.5,5,Y,800000112,2025-05-15 15:46:00,800000059,2025-05-13 15:46:00,2025-05-13 15:46:00
1800000855,900000645,1000001314,DISCOUNT,促销折扣,3669.71,3376.13,2668.64,8,Y,800000036,2025-08-05 03:17:00,800000029,2025-08-02 03:17:00,2025-08-02 03:17:00
1800000856,900000646,1000001316,DISCOUNT,促销折扣,4800.73,4560.69,2551.63,5,Y,800000022,2025-04-11 10:53:00,800000057,2025-04-11 10:53:00,2025-04-11 10:53:00
1800000857,900000646,1000001318,DISCOUNT,促销折扣,8823.16,8117.31,8180.8,8,Y,800000085,2025-04-11 10:53:00,800000057,2025-04-11 10:53:00,2025-04-11 10:53:00
1800000858,900000646,1000001319,DISCOUNT,促销折扣,2233.12,2054.47,846.8,8,Y,800000040,2025-04-11 10:53:00,800000057,2025-04-11 10:53:00,2025-04-11 10:53:00
1800000859,900000647,1000001320,DISCOUNT,促销折扣,9110.21,8654.7,2637.4,5,Y,800000089,2025-12-31 02:32:00,800000115,2025-12-31 02:32:00,2025-12-31 02:32:00
1800000860,900000648,1000001325,DISCOUNT,促销折扣,3887.93,3693.53,3462.26,5,Y,800000084,2024-04-24 03:38:00,800000069,2024-04-22 03:38:00,2024-04-22 03:38:00
1800000861,900000649,1000001326,DISCOUNT,促销折扣,5892.86,5598.22,545.08,5,Y,800000108,2026-01-30 15:07:00,800000019,2026-01-29 15:07:00,2026-01-29 15:07:00
1800000862,900000649,1000001327,DISCOUNT,促销折扣,4241.41,3902.1,1248.66,8,Y,800000073,2026-01-30 15:07:00,800000019,2026-01-29 15:07:00,2026-01-29 15:07:00
1800000863,900000649,1000001328,DISCOUNT,促销折扣,1979.36,1880.39,979.8,5,Y,800000104,2026-01-30 15:07:00,800000019,2026-01-29 15:07:00,2026-01-29 15:07:00
1800000864,900000651,1000001332,DISCOUNT,促销折扣,3082.93,3021.27,270.69,2,Y,800000037,2024-10-19 08:38:00,800000083,2024-10-18 08:38:00,2024-10-18 08:38:00
1800000865,900000651,1000001333,DISCOUNT,促销折扣,5311.14,5204.92,1243.84,2,Y,800000089,2024-10-19 08:38:00,800000083,2024-10-18 08:38:00,2024-10-18 08:38:00
1800000866,900000651,1000001334,DISCOUNT,促销折扣,1591.84,1512.25,272.2,5,Y,800000089,2024-10-19 08:38:00,800000083,2024-10-18 08:38:00,2024-10-18 08:38:00
1800000867,900000653,1000001337,DISCOUNT,促销折扣,1868.25,1774.84,271.82,5,Y,800000025,2024-06-09 22:43:00,800000016,2024-06-07 22:43:00,2024-06-07 22:43:00
1800000868,900000653,1000001338,DISCOUNT,促销折扣,7951.66,7156.49,5900.16,10,Y,800000106,2024-06-09 22:43:00,800000016,2024-06-07 22:43:00,2024-06-07 22:43:00
1800000869,900000654,1000001339,DISCOUNT,促销折扣,6496.19,6171.38,3839.25,5,Y,800000023,2024-11-09 05:35:00,800000086,2024-11-08 05:35:00,2024-11-08 05:35:00
1800000870,900000655,1000001342,DISCOUNT,促销折扣,7367.19,6998.83,6910.43,5,Y,800000057,2025-03-01 18:02:00,800000008,2025-03-01 18:02:00,2025-03-01 18:02:00
1800000871,900000655,1000001343,DISCOUNT,促销折扣,6663.84,6530.56,1387.44,2,Y,800000054,2025-03-01 18:02:00,800000008,2025-03-01 18:02:00,2025-03-01 18:02:00
1800000872,900000656,1000001345,DISCOUNT,促销折扣,6777.55,5964.24,11695.4,12,Y,800000101,2024-07-07 05:53:00,800000016,2024-07-05 05:53:00,2024-07-05 05:53:00
1800000873,900000657,1000001347,DISCOUNT,促销折扣,3959.05,3761.1,3091.98,5,Y,800000021,2024-09-15 03:25:00,800000022,2024-09-15 03:25:00,2024-09-15 03:25:00
1800000874,900000658,1000001349,DISCOUNT,促销折扣,4838.12,4451.07,3827.92,8,Y,800000060,2025-12-01 09:57:00,800000086,2025-11-30 09:57:00,2025-11-30 09:57:00
1800000875,900000659,1000001351,DISCOUNT,促销折扣,3871.71,3561.97,2403.58,8,Y,800000027,2024-07-11 23:47:00,800000089,2024-07-09 23:47:00,2024-07-09 23:47:00
1800000876,900000659,1000001352,DISCOUNT,促销折扣,4245.27,4160.36,731.92,2,Y,800000022,2024-07-11 23:47:00,800000089,2024-07-09 23:47:00,2024-07-09 23:47:00
1800000877,900000661,1000001354,DISCOUNT,促销折扣,8670.01,7976.41,4022.88,8,Y,800000026,2025-09-10 19:29:00,800000025,2025-09-10 19:29:00,2025-09-10 19:29:00
1800000878,900000661,1000001355,DISCOUNT,促销折扣,4192.78,3983.14,3480.02,5,Y,800000117,2025-09-10 19:29:00,800000025,2025-09-10 19:29:00,2025-09-10 19:29:00
1800000879,900000662,1000001356,DISCOUNT,促销折扣,9504.99,8364.39,4847.55,12,Y,800000037,2024-09-03 00:09:00,800000104,2024-09-02 00:09:00,2024-09-02 00:09:00
1800000880,900000663,1000001357,DISCOUNT,促销折扣,4638.35,4267.28,7213.6,8,Y,800000073,2025-02-19 23:08:00,800000066,2025-02-16 23:08:00,2025-02-16 23:08:00
1800000881,900000663,1000001358,DISCOUNT,促销折扣,3887.11,3576.14,5709.41,8,Y,800000094,2025-02-19 23:08:00,800000066,2025-02-16 23:08:00,2025-02-16 23:08:00
1800000882,900000663,1000001360,DISCOUNT,促销折扣,642.98,630.12,16.46,2,Y,800000024,2025-02-19 23:08:00,800000066,2025-02-16 23:08:00,2025-02-16 23:08:00
1800000883,900000664,1000001361,DISCOUNT,促销折扣,1905.2,1714.68,2775.88,10,Y,800000088,2024-12-07 11:32:00,800000032,2024-12-06 11:32:00,2024-12-06 11:32:00
1800000884,900000665,1000001363,DISCOUNT,促销折扣,9228.7,9044.13,1136.95,2,Y,800000091,2024-06-17 14:09:00,800000076,2024-06-17 14:09:00,2024-06-17 14:09:00
1800000885,900000666,1000001364,DISCOUNT,促销折扣,2209.72,1988.75,1807.53,10,Y,800000099,2025-06-16 03:44:00,800000102,2025-06-16 03:44:00,2025-06-16 03:44:00
1800000886,900000666,1000001365,DISCOUNT,促销折扣,8654.72,7789.25,6300.62,10,Y,800000026,2025-06-16 03:44:00,800000102,2025-06-16 03:44:00,2025-06-16 03:44:00
1800000887,900000666,1000001366,DISCOUNT,促销折扣,9791.42,9008.11,8075.93,8,Y,800000061,2025-06-16 03:44:00,800000102,2025-06-16 03:44:00,2025-06-16 03:44:00
1800000888,900000668,1000001369,DISCOUNT,促销折扣,5333.9,5067.2,1178.81,5,Y,800000110,2024-04-23 16:39:00,800000030,2024-04-20 16:39:00,2024-04-20 16:39:00
1800000889,900000668,1000001370,DISCOUNT,促销折扣,8453.13,8284.07,2147.06,2,Y,800000045,2024-04-23 16:39:00,800000030,2024-04-20 16:39:00,2024-04-20 16:39:00
1800000890,900000669,1000001371,DISCOUNT,促销折扣,9421.77,9233.33,2040.81,2,Y,800000023,2025-07-12 08:46:00,800000081,2025-07-12 08:46:00,2025-07-12 08:46:00
1800000891,900000670,1000001373,DISCOUNT,促销折扣,3950.47,3555.42,3721.37,10,Y,800000050,2025-03-23 21:18:00,800000026,2025-03-23 21:18:00,2025-03-23 21:18:00
1800000892,900000670,1000001374,DISCOUNT,促销折扣,4079.18,3875.22,2859.52,5,Y,800000102,2025-03-23 21:18:00,800000026,2025-03-23 21:18:00,2025-03-23 21:18:00
1800000893,900000671,1000001375,DISCOUNT,促销折扣,5870.77,5283.69,8477.44,10,Y,800000015,2024-08-24 10:06:00,800000084,2024-08-23 10:06:00,2024-08-23 10:06:00
1800000894,900000671,1000001376,DISCOUNT,促销折扣,7038.23,6897.47,1416.05,2,Y,800000090,2024-08-24 10:06:00,800000084,2024-08-23 10:06:00,2024-08-23 10:06:00
1800000895,900000671,1000001377,DISCOUNT,促销折扣,4292.43,3863.19,6970.86,10,Y,800000102,2024-08-24 10:06:00,800000084,2024-08-23 10:06:00,2024-08-23 10:06:00
1800000896,900000671,1000001378,DISCOUNT,促销折扣,5592.23,5480.39,883.54,2,Y,800000104,2024-08-24 10:06:00,800000084,2024-08-23 10:06:00,2024-08-23 10:06:00
1800000897,900000671,1000001379,DISCOUNT,促销折扣,4866.09,4476.8,6337.64,8,Y,800000050,2024-08-24 10:06:00,800000084,2024-08-23 10:06:00,2024-08-23 10:06:00
1800000898,900000673,1000001381,DISCOUNT,促销折扣,7143.07,7000.21,1091.45,2,Y,800000083,2025-02-06 18:37:00,800000018,2025-02-04 18:37:00,2025-02-04 18:37:00
1800000899,900000675,1000001383,DISCOUNT,促销折扣,1565.75,1440.49,1876.39,8,Y,800000006,2026-03-16 20:03:00,800000006,2026-03-14 20:03:00,2026-03-14 20:03:00
1800000900,900000675,1000001386,DISCOUNT,促销折扣,5453.75,4908.38,6042.7,10,Y,800000053,2026-03-16 20:03:00,800000006,2026-03-14 20:03:00,2026-03-14 20:03:00
1800000901,900000676,1000001387,DISCOUNT,促销折扣,7240.49,6516.44,10983.84,10,Y,800000114,2025-10-15 15:42:00,800000070,2025-10-15 15:42:00,2025-10-15 15:42:00
1800000902,900000676,1000001388,DISCOUNT,促销折扣,9209.42,9025.23,2193.7,2,Y,800000108,2025-10-15 15:42:00,800000070,2025-10-15 15:42:00,2025-10-15 15:42:00
1800000903,900000677,1000001390,DISCOUNT,促销折扣,3286.61,2957.95,6044.06,10,Y,800000103,2025-07-19 18:07:00,800000096,2025-07-19 18:07:00,2025-07-19 18:07:00
1800000904,900000677,1000001391,DISCOUNT,促销折扣,1963.08,1727.51,3448.74,12,Y,800000089,2025-07-19 18:07:00,800000096,2025-07-19 18:07:00,2025-07-19 18:07:00
1800000905,900000677,1000001392,DISCOUNT,促销折扣,5754.24,5466.53,5046.43,5,Y,800000003,2025-07-19 18:07:00,800000096,2025-07-19 18:07:00,2025-07-19 18:07:00
1800000906,900000678,1000001394,DISCOUNT,促销折扣,6456.49,5810.84,9775.14,10,Y,800000020,2025-08-25 05:16:00,800000042,2025-08-25 05:16:00,2025-08-25 05:16:00
1800000907,900000679,1000001395,DISCOUNT,促销折扣,3006.02,2855.72,2912.81,5,Y,800000066,2025-03-13 11:05:00,800000027,2025-03-11 11:05:00,2025-03-11 11:05:00
1800000908,900000679,1000001396,DISCOUNT,促销折扣,7308.81,6431.75,17085.13,12,Y,800000056,2025-03-13 11:05:00,800000027,2025-03-11 11:05:00,2025-03-11 11:05:00
1800000909,900000679,1000001397,DISCOUNT,促销折扣,5343.59,4702.36,10304.57,12,Y,800000012,2025-03-13 11:05:00,800000027,2025-03-11 11:05:00,2025-03-11 11:05:00
1800000910,900000680,1000001398,DISCOUNT,促销折扣,5023.33,4521.0,8333.65,10,Y,800000102,2025-09-17 21:27:00,800000110,2025-09-14 21:27:00,2025-09-14 21:27:00
1800000911,900000680,1000001399,DISCOUNT,促销折扣,3881.99,3687.89,2119.57,5,Y,800000086,2025-09-17 21:27:00,800000110,2025-09-14 21:27:00,2025-09-14 21:27:00
1800000912,900000680,1000001400,DISCOUNT,促销折扣,3311.62,3146.04,2746.97,5,Y,800000027,2025-09-17 21:27:00,800000110,2025-09-14 21:27:00,2025-09-14 21:27:00
1800000913,900000681,1000001402,DISCOUNT,促销折扣,3919.85,3606.26,1881.54,8,Y,800000047,2024-07-10 10:31:00,800000014,2024-07-10 10:31:00,2024-07-10 10:31:00
1800000914,900000681,1000001403,DISCOUNT,促销折扣,5656.23,5543.11,1657.21,2,Y,800000018,2024-07-10 10:31:00,800000014,2024-07-10 10:31:00,2024-07-10 10:31:00
1800000915,900000682,1000001406,DISCOUNT,促销折扣,2981.05,2742.57,4066.08,8,Y,800000098,2025-05-31 09:27:00,800000007,2025-05-30 09:27:00,2025-05-30 09:27:00
1800000916,900000682,1000001407,DISCOUNT,促销折扣,9088.42,8906.65,1219.68,2,Y,800000102,2025-05-31 09:27:00,800000007,2025-05-30 09:27:00,2025-05-30 09:27:00
1800000917,900000683,1000001409,DISCOUNT,促销折扣,4810.52,4569.99,2210.47,5,Y,800000060,2026-01-10 04:57:00,800000027,2026-01-10 04:57:00,2026-01-10 04:57:00
1800000918,900000684,1000001410,DISCOUNT,促销折扣,1489.24,1459.46,589.64,2,Y,800000092,2025-01-23 15:20:00,800000010,2025-01-22 15:20:00,2025-01-22 15:20:00
1800000919,900000684,1000001411,DISCOUNT,促销折扣,8905.15,8727.05,1649.21,2,Y,800000023,2025-01-23 15:20:00,800000010,2025-01-22 15:20:00,2025-01-22 15:20:00
1800000920,900000684,1000001412,DISCOUNT,促销折扣,4285.99,4071.69,529.32,5,Y,800000035,2025-01-23 15:20:00,800000010,2025-01-22 15:20:00,2025-01-22 15:20:00
1800000921,900000685,1000001413,DISCOUNT,促销折扣,5311.63,4674.23,5666.49,12,Y,800000039,2025-12-15 16:07:00,800000048,2025-12-15 16:07:00,2025-12-15 16:07:00
1800000922,900000685,1000001414,DISCOUNT,促销折扣,8062.83,7417.8,2573.67,8,Y,800000055,2025-12-15 16:07:00,800000048,2025-12-15 16:07:00,2025-12-15 16:07:00
1800000923,900000685,1000001415,DISCOUNT,促销折扣,3774.7,3699.21,833.41,2,Y,800000110,2025-12-15 16:07:00,800000048,2025-12-15 16:07:00,2025-12-15 16:07:00
1800000924,900000686,1000001416,DISCOUNT,促销折扣,9950.8,9751.78,3017.14,2,Y,800000043,2025-12-04 05:08:00,800000085,2025-12-01 05:08:00,2025-12-01 05:08:00
1800000925,900000687,1000001418,DISCOUNT,促销折扣,5905.73,5433.27,855.15,8,Y,800000004,2025-11-07 18:52:00,800000046,2025-11-07 18:52:00,2025-11-07 18:52:00
1800000926,900000688,1000001419,DISCOUNT,促销折扣,5197.48,4781.68,6232.84,8,Y,800000118,2025-11-26 08:48:00,800000102,2025-11-26 08:48:00,2025-11-26 08:48:00
1800000927,900000689,1000001420,DISCOUNT,促销折扣,9708.5,8737.65,2592.17,10,Y,800000115,2026-01-29 01:16:00,800000020,2026-01-27 01:16:00,2026-01-27 01:16:00
1800000928,900000689,1000001421,DISCOUNT,促销折扣,5414.91,4873.42,3627.98,10,Y,800000053,2026-01-29 01:16:00,800000020,2026-01-27 01:16:00,2026-01-27 01:16:00
1800000929,900000689,1000001422,DISCOUNT,促销折扣,9385.39,8916.12,5945.65,5,Y,800000120,2026-01-29 01:16:00,800000020,2026-01-27 01:16:00,2026-01-27 01:16:00
1800000930,900000690,1000001423,DISCOUNT,促销折扣,1066.45,938.48,1316.81,12,Y,800000042,2024-04-18 20:47:00,800000034,2024-04-15 20:47:00,2024-04-15 20:47:00
1800000931,900000691,1000001424,DISCOUNT,促销折扣,4273.24,3845.92,4803.08,10,Y,800000005,2025-12-02 13:43:00,800000061,2025-12-02 13:43:00,2025-12-02 13:43:00
1800000932,900000692,1000001426,DISCOUNT,促销折扣,5560.49,5449.28,1664.81,2,Y,800000036,2024-12-15 13:54:00,800000015,2024-12-14 13:54:00,2024-12-14 13:54:00
1800000933,900000692,1000001427,DISCOUNT,促销折扣,5406.34,4973.83,2538.83,8,Y,800000012,2024-12-15 13:54:00,800000015,2024-12-14 13:54:00,2024-12-14 13:54:00
1800000934,900000695,1000001430,DISCOUNT,促销折扣,9449.15,8504.24,16469.78,10,Y,800000016,2025-05-08 16:48:00,800000026,2025-05-05 16:48:00,2025-05-05 16:48:00
1800000935,900000696,1000001431,DISCOUNT,促销折扣,207.35,190.76,92.41,8,Y,800000048,2024-08-27 05:18:00,800000044,2024-08-26 05:18:00,2024-08-26 05:18:00
1800000936,900000696,1000001432,DISCOUNT,促销折扣,9859.8,9662.6,1717.61,2,Y,800000065,2024-08-27 05:18:00,800000044,2024-08-26 05:18:00,2024-08-26 05:18:00
1800000937,900000696,1000001433,DISCOUNT,促销折扣,8443.85,8021.66,4576.54,5,Y,800000057,2024-08-27 05:18:00,800000044,2024-08-26 05:18:00,2024-08-26 05:18:00
1800000938,900000697,1000001434,DISCOUNT,促销折扣,8279.02,8113.44,213.6,2,Y,800000093,2025-06-25 03:27:00,800000003,2025-06-25 03:27:00,2025-06-25 03:27:00
1800000939,900000698,1000001438,DISCOUNT,促销折扣,3821.15,3439.04,6499.69,10,Y,800000049,2024-08-06 20:42:00,800000095,2024-08-03 20:42:00,2024-08-03 20:42:00
1800000940,900000698,1000001439,DISCOUNT,促销折扣,797.77,717.99,903.91,10,Y,800000016,2024-08-06 20:42:00,800000095,2024-08-03 20:42:00,2024-08-03 20:42:00
1800000941,900000698,1000001441,DISCOUNT,促销折扣,4300.85,3870.77,7061.91,10,Y,800000048,2024-08-06 20:42:00,800000095,2024-08-03 20:42:00,2024-08-03 20:42:00
1800000942,900000699,1000001442,DISCOUNT,促销折扣,6223.12,6098.66,1306.83,2,Y,800000057,2024-08-07 02:08:00,800000043,2024-08-05 02:08:00,2024-08-05 02:08:00
1800000943,900000699,1000001444,DISCOUNT,促销折扣,6527.36,6005.17,7315.88,8,Y,800000011,2024-08-07 02:08:00,800000043,2024-08-05 02:08:00,2024-08-05 02:08:00
1800000944,900000701,1000001447,DISCOUNT,促销折扣,5867.96,5281.16,11653.85,10,Y,800000050,2024-07-15 05:09:00,800000092,2024-07-14 05:09:00,2024-07-14 05:09:00
1800000945,900000704,1000001452,DISCOUNT,促销折扣,5568.86,5123.35,1581.56,8,Y,800000091,2025-10-29 02:45:00,800000017,2025-10-26 02:45:00,2025-10-26 02:45:00
1800000946,900000707,1000001455,DISCOUNT,人工改价,8547.42,6229.36,25359.58,27.12,N,,,800000017,2025-12-21 11:48:00,2025-12-21 11:48:00
1800000947,900000707,1000001456,DISCOUNT,促销折扣,9584.22,9105.01,8731.21,5,Y,800000093,2025-12-24 11:48:00,800000017,2025-12-21 11:48:00,2025-12-21 11:48:00
1800000948,900000708,1000001457,DISCOUNT,促销折扣,3059.17,2906.21,526.18,5,Y,800000074,2025-05-07 18:12:00,800000028,2025-05-05 18:12:00,2025-05-05 18:12:00
1800000949,900000710,1000001459,DISCOUNT,促销折扣,9263.92,9078.64,1411.83,2,Y,800000094,2024-11-30 18:42:00,800000075,2024-11-28 18:42:00,2024-11-28 18:42:00
1800000950,900000710,1000001462,DISCOUNT,促销折扣,1238.68,1176.75,270.01,5,Y,800000063,2024-11-30 18:42:00,800000075,2024-11-28 18:42:00,2024-11-28 18:42:00
1800000951,900000711,1000001465,DISCOUNT,促销折扣,1184.96,1042.76,900.13,12,Y,800000052,2025-12-02 12:55:00,800000018,2025-12-01 12:55:00,2025-12-01 12:55:00
1800000952,900000712,1000001466,DISCOUNT,促销折扣,8983.6,8264.91,10140.72,8,Y,800000086,2025-05-16 02:05:00,800000104,2025-05-15 02:05:00,2025-05-15 02:05:00
1800000953,900000712,1000001468,DISCOUNT,促销折扣,1967.7,1770.93,1064.53,10,Y,800000081,2025-05-16 02:05:00,800000104,2025-05-15 02:05:00,2025-05-15 02:05:00
1800000954,900000713,1000001469,DISCOUNT,促销折扣,6492.63,5843.37,12134.67,10,Y,800000086,2025-07-01 23:39:00,800000048,2025-07-01 23:39:00,2025-07-01 23:39:00
1800000955,900000715,1000001472,DISCOUNT,促销折扣,7165.69,7022.38,1143.61,2,Y,800000068,2025-06-12 16:35:00,800000115,2025-06-12 16:35:00,2025-06-12 16:35:00
1800000956,900000716,1000001474,DISCOUNT,促销折扣,274.82,252.83,176.36,8,Y,800000043,2025-03-11 09:53:00,800000074,2025-03-11 09:53:00,2025-03-11 09:53:00
1800000957,900000717,1000001475,DISCOUNT,促销折扣,1562.91,1406.62,470.43,10,Y,800000112,2025-04-25 15:04:00,800000033,2025-04-24 15:04:00,2025-04-24 15:04:00
1800000958,900000717,1000001476,DISCOUNT,促销折扣,9992.49,9792.64,1626.78,2,Y,800000006,2025-04-25 15:04:00,800000033,2025-04-24 15:04:00,2025-04-24 15:04:00
1800000959,900000717,1000001477,DISCOUNT,促销折扣,2257.61,1986.7,3505.58,12,Y,800000032,2025-04-25 15:04:00,800000033,2025-04-24 15:04:00,2025-04-24 15:04:00
1800000960,900000717,1000001478,DISCOUNT,促销折扣,1810.74,1665.88,2800.14,8,Y,800000084,2025-04-25 15:04:00,800000033,2025-04-24 15:04:00,2025-04-24 15:04:00
1800000961,900000718,1000001479,DISCOUNT,促销折扣,9315.39,8849.62,3428.07,5,Y,800000019,2024-05-24 01:44:00,800000089,2024-05-24 01:44:00,2024-05-24 01:44:00
1800000962,900000718,1000001480,DISCOUNT,促销折扣,4267.94,4182.58,1428.93,2,Y,800000114,2024-05-24 01:44:00,800000089,2024-05-24 01:44:00,2024-05-24 01:44:00
1800000963,900000718,1000001481,DISCOUNT,促销折扣,6762.46,5950.96,13048.92,12,Y,800000046,2024-05-24 01:44:00,800000089,2024-05-24 01:44:00,2024-05-24 01:44:00
1800000964,900000718,1000001482,DISCOUNT,促销折扣,8483.81,8059.62,6078.64,5,Y,800000062,2024-05-24 01:44:00,800000089,2024-05-24 01:44:00,2024-05-24 01:44:00
1800000965,900000720,1000001484,DISCOUNT,促销折扣,5474.97,5365.47,1168.37,2,Y,800000015,2025-05-06 10:49:00,800000044,2025-05-03 10:49:00,2025-05-03 10:49:00
1800000966,900000722,1000001486,DISCOUNT,促销折扣,7162.07,6803.97,3548.77,5,Y,800000115,2024-09-18 17:04:00,800000038,2024-09-17 17:04:00,2024-09-17 17:04:00
1800000967,900000723,1000001488,DISCOUNT,促销折扣,1864.81,1827.51,244.69,2,Y,800000030,2025-03-22 01:30:00,800000016,2025-03-20 01:30:00,2025-03-20 01:30:00
1800000968,900000726,1000001492,DISCOUNT,促销折扣,7137.48,6566.48,9432.92,8,Y,800000028,2025-06-29 07:26:00,800000063,2025-06-29 07:26:00,2025-06-29 07:26:00
1800000969,900000726,1000001494,DISCOUNT,促销折扣,1745.29,1658.03,1351.66,5,Y,800000075,2025-06-29 07:26:00,800000063,2025-06-29 07:26:00,2025-06-29 07:26:00
1800000970,900000728,1000001496,DISCOUNT,促销折扣,6240.06,5491.25,1609.94,12,Y,800000093,2026-03-23 10:10:00,800000057,2026-03-20 10:10:00,2026-03-20 10:10:00
1800000971,900000728,1000001497,DISCOUNT,促销折扣,4063.3,3656.97,2056.03,10,Y,800000028,2026-03-23 10:10:00,800000057,2026-03-20 10:10:00,2026-03-20 10:10:00
1800000972,900000729,1000001498,DISCOUNT,促销折扣,4013.27,3611.94,4230.02,10,Y,800000087,2025-04-10 20:17:00,800000034,2025-04-10 20:17:00,2025-04-10 20:17:00
1800000973,900000730,1000001499,DISCOUNT,促销折扣,3910.78,3832.56,518.6,2,Y,800000043,2025-07-02 05:22:00,800000044,2025-06-29 05:22:00,2025-06-29 05:22:00
1800000974,900000733,1000001503,DISCOUNT,促销折扣,3371.77,2967.16,7396.27,12,Y,800000030,2025-06-30 07:49:00,800000016,2025-06-29 07:49:00,2025-06-29 07:49:00
1800000975,900000734,1000001504,DISCOUNT,促销折扣,5649.35,5366.88,1081.86,5,Y,800000082,2025-03-20 23:38:00,800000094,2025-03-19 23:38:00,2025-03-19 23:38:00
1800000976,900000736,1000001507,DISCOUNT,促销折扣,2345.25,2063.82,3562.9,12,Y,800000048,2025-07-07 01:52:00,800000006,2025-07-07 01:52:00,2025-07-07 01:52:00
1800000977,900000737,1000001510,DISCOUNT,促销折扣,3813.24,3355.65,4003.91,12,Y,800000013,2025-06-21 20:33:00,800000031,2025-06-19 20:33:00,2025-06-19 20:33:00
