receivable_application_id,cash_receipt_id,applied_customer_trx_id,amount_applied,apply_date,application_type,status,created_date,last_update_date
1700000586,1600000586,1200000586,12258.15,2024-07-21 21:27:00,CASH,APPLIED,2024-05-19 21:27:00,2024-05-19 21:27:00
1700000587,1600000587,1200000587,125222.07,2024-12-04 22:24:00,CASH,APPLIED,2024-08-11 22:24:00,2024-08-11 22:24:00
1700000588,1600000588,1200000588,82810.84,2025-09-28 07:48:00,CASH,APPLIED,2025-05-30 07:48:00,2025-05-30 07:48:00
1700000589,1600000589,1200000589,212.74,2025-01-23 13:57:00,CASH,APPLIED,2024-11-22 13:57:00,2024-11-22 13:57:00
1700000590,1600000590,1200000590,2163.54,2024-09-17 08:07:00,CASH,APPLIED,2024-07-20 08:07:00,2024-07-20 08:07:00
1700000591,1600000591,1200000591,114870.67,2025-06-09 08:47:00,CASH,APPLIED,2025-03-07 08:47:00,2025-03-07 08:47:00
1700000592,1600000592,1200000592,12455.06,2024-08-31 17:18:00,CASH,APPLIED,2024-07-16 17:18:00,2024-07-16 17:18:00
1700000593,1600000593,1200000593,57201.8,2024-09-05 17:18:00,CASH,APPLIED,2024-07-16 17:18:00,2024-07-16 17:18:00
1700000594,1600000594,1200000594,3166.84,2024-08-23 17:18:00,CASH,APPLIED,2024-07-16 17:18:00,2024-07-16 17:18:00
1700000595,1600000595,1200000595,42449.16,2025-09-06 17:11:00,CASH,APPLIED,2025-07-20 17:11:00,2025-07-20 17:11:00
1700000596,1600000596,1200000596,115592.74,2025-11-30 17:11:00,CASH,APPLIED,2025-07-20 17:11:00,2025-07-20 17:11:00
1700000597,1600000597,1200000597,2289.56,2025-08-31 17:11:00,CASH,APPLIED,2025-07-20 17:11:00,2025-07-20 17:11:00
1700000598,1600000598,1200000598,4821.35,2025-09-21 17:11:00,CASH,APPLIED,2025-07-20 17:11:00,2025-07-20 17:11:00
1700000599,1600000599,1200000599,80440.5,2026-05-19 13:27:00,CASH,APPLIED,2026-03-18 13:27:00,2026-03-18 13:27:00
1700000600,1600000600,1200000600,34267.53,2025-09-10 14:08:00,CASH,APPLIED,2025-08-03 14:08:00,2025-08-03 14:08:00
1700000601,1600000601,1200000601,994.52,2026-06-12 13:02:00,CASH,APPLIED,2026-03-22 13:02:00,2026-03-22 13:02:00
1700000602,1600000602,1200000602,62974.55,2026-07-18 13:02:00,CASH,APPLIED,2026-03-22 13:02:00,2026-03-22 13:02:00
1700000603,1600000603,1200000603,6692.98,2025-12-02 04:58:00,CASH,APPLIED,2025-09-20 04:58:00,2025-09-20 04:58:00
1700000604,1600000604,1200000604,224.14,2025-12-10 04:46:00,CASH,APPLIED,2025-09-19 04:46:00,2025-09-19 04:46:00
1700000605,1600000605,1200000605,25663.53,2025-10-17 04:46:00,CASH,APPLIED,2025-09-19 04:46:00,2025-09-19 04:46:00
1700000606,1600000606,1200000606,73584.84,2025-11-18 04:46:00,CASH,APPLIED,2025-09-19 04:46:00,2025-09-19 04:46:00
1700000607,1600000607,1200000607,64171.73,2024-08-05 23:38:00,CASH,APPLIED,2024-04-15 23:38:00,2024-04-15 23:38:00
1700000608,1600000608,1200000608,20596.23,2026-02-15 16:30:00,CASH,APPLIED,2026-01-03 16:30:00,2026-01-03 16:30:00
1700000609,1600000609,1200000609,73805.6,2025-06-20 02:34:00,CASH,APPLIED,2025-04-20 02:34:00,2025-04-20 02:34:00
1700000610,1600000610,1200000610,42245.32,2025-01-11 03:21:00,CASH,APPLIED,2024-10-01 03:21:00,2024-10-01 03:21:00
1700000611,1600000611,1200000611,98009.25,2025-01-14 03:21:00,CASH,APPLIED,2024-10-01 03:21:00,2024-10-01 03:21:00
1700000612,1600000612,1200000612,20144.57,2026-04-05 14:39:00,CASH,APPLIED,2026-02-16 14:39:00,2026-02-16 14:39:00
1700000613,1600000613,1200000613,13788.95,2026-04-09 14:39:00,CASH,APPLIED,2026-02-16 14:39:00,2026-02-16 14:39:00
1700000614,1600000614,1200000614,1291.1,2026-05-03 14:39:00,CASH,APPLIED,2026-02-16 14:39:00,2026-02-16 14:39:00
1700000615,1600000615,1200000615,56806.93,2026-03-11 14:39:00,CASH,APPLIED,2026-02-16 14:39:00,2026-02-16 14:39:00
1700000616,1600000616,1200000616,17006.59,2026-03-26 12:57:00,CASH,APPLIED,2025-12-22 12:57:00,2025-12-22 12:57:00
1700000617,1600000617,1200000617,57628.8,2025-03-26 15:37:00,CASH,APPLIED,2024-11-15 15:37:00,2024-11-15 15:37:00
1700000618,1600000618,1200000618,100835.7,2025-09-19 15:11:00,CASH,APPLIED,2025-07-02 15:11:00,2025-07-02 15:11:00
1700000619,1600000619,1200000619,18130.42,2026-03-23 23:22:00,CASH,APPLIED,2025-11-12 23:22:00,2025-11-12 23:22:00
1700000620,1600000620,1200000620,46624.31,2026-03-20 23:22:00,CASH,APPLIED,2025-11-12 23:22:00,2025-11-12 23:22:00
1700000621,1600000621,1200000621,34117.31,2024-08-08 12:11:00,CASH,APPLIED,2024-06-25 12:11:00,2024-06-25 12:11:00
1700000622,1600000622,1200000622,11698.99,2024-10-25 12:11:00,CASH,APPLIED,2024-06-25 12:11:00,2024-06-25 12:11:00
1700000623,1600000623,1200000623,9059.87,2025-10-14 11:26:00,CASH,APPLIED,2025-06-04 11:26:00,2025-06-04 11:26:00
1700000624,1600000624,1200000624,61100.03,2025-08-12 11:26:00,CASH,APPLIED,2025-06-04 11:26:00,2025-06-04 11:26:00
1700000625,1600000625,1200000625,429.13,2025-09-14 11:26:00,CASH,APPLIED,2025-06-04 11:26:00,2025-06-04 11:26:00
1700000626,1600000626,1200000626,70891.13,2025-12-12 16:15:00,CASH,APPLIED,2025-09-24 16:15:00,2025-09-24 16:15:00
1700000627,1600000627,1200000627,2879.05,2026-07-21 17:21:00,CASH,APPLIED,2026-03-12 17:21:00,2026-03-12 17:21:00
1700000628,1600000628,1200000628,30748.51,2026-04-30 17:21:00,CASH,APPLIED,2026-03-12 17:21:00,2026-03-12 17:21:00
1700000629,1600000629,1200000629,6280.22,2026-04-29 17:21:00,CASH,APPLIED,2026-03-12 17:21:00,2026-03-12 17:21:00
1700000630,1600000630,1200000630,112042.57,2026-03-30 17:21:00,CASH,APPLIED,2026-03-12 17:21:00,2026-03-12 17:21:00
1700000631,1600000631,1200000631,26859.31,2025-02-17 22:21:00,CASH,APPLIED,2024-12-10 22:21:00,2024-12-10 22:21:00
1700000632,1600000632,1200000632,92889.14,2024-07-12 02:48:00,CASH,APPLIED,2024-07-06 02:48:00,2024-07-06 02:48:00
1700000633,1600000633,1200000633,14947.35,2024-09-03 09:53:00,CASH,APPLIED,2024-04-22 09:53:00,2024-04-22 09:53:00
1700000634,1600000634,1200000634,139124.63,2024-07-02 09:53:00,CASH,APPLIED,2024-04-22 09:53:00,2024-04-22 09:53:00
1700000635,1600000635,1200000635,8840.33,2024-09-20 18:48:00,CASH,APPLIED,2024-08-12 18:48:00,2024-08-12 18:48:00
1700000636,1600000636,1200000636,5228.77,2024-11-17 04:15:00,CASH,APPLIED,2024-10-11 04:15:00,2024-10-11 04:15:00
1700000637,1600000637,1200000637,12499.99,2025-01-15 04:15:00,CASH,APPLIED,2024-10-11 04:15:00,2024-10-11 04:15:00
1700000638,1600000638,1200000638,5563.99,2024-11-30 04:15:00,CASH,APPLIED,2024-10-11 04:15:00,2024-10-11 04:15:00
1700000639,1600000639,1200000639,17848.2,2024-11-08 11:38:00,CASH,APPLIED,2024-08-06 11:38:00,2024-08-06 11:38:00
1700000640,1600000640,1200000640,12922.14,2026-02-23 20:44:00,CASH,APPLIED,2026-01-18 20:44:00,2026-01-18 20:44:00
1700000641,1600000641,1200000641,39314.44,2026-02-11 20:44:00,CASH,APPLIED,2026-01-18 20:44:00,2026-01-18 20:44:00
1700000642,1600000642,1200000642,11670.81,2026-02-28 20:44:00,CASH,APPLIED,2026-01-18 20:44:00,2026-01-18 20:44:00
1700000643,1600000643,1200000643,37866.29,2026-05-18 20:44:00,CASH,APPLIED,2026-01-18 20:44:00,2026-01-18 20:44:00
1700000644,1600000644,1200000644,43133.05,2025-10-24 01:46:00,CASH,APPLIED,2025-06-30 01:46:00,2025-06-30 01:46:00
1700000645,1600000645,1200000645,68279.72,2025-08-09 01:46:00,CASH,APPLIED,2025-06-30 01:46:00,2025-06-30 01:46:00
1700000646,1600000646,1200000646,907.48,2025-11-17 01:46:00,CASH,APPLIED,2025-06-30 01:46:00,2025-06-30 01:46:00
1700000647,1600000647,1200000647,71153.27,2024-11-07 12:05:00,CASH,APPLIED,2024-07-27 12:05:00,2024-07-27 12:05:00
1700000648,1600000648,1200000648,8319.53,2024-09-03 12:05:00,CASH,APPLIED,2024-07-27 12:05:00,2024-07-27 12:05:00
1700000649,1600000649,1200000649,97904.93,2024-08-28 12:05:00,CASH,APPLIED,2024-07-27 12:05:00,2024-07-27 12:05:00
1700000650,1600000650,1200000650,32436.24,2025-11-03 22:32:00,CASH,APPLIED,2025-09-22 22:32:00,2025-09-22 22:32:00
1700000651,1600000651,1200000651,11680.06,2025-11-03 22:32:00,CASH,APPLIED,2025-09-22 22:32:00,2025-09-22 22:32:00
1700000652,1600000652,1200000652,2049.2,2026-03-01 23:30:00,CASH,APPLIED,2025-12-11 23:30:00,2025-12-11 23:30:00
1700000653,1600000653,1200000653,109910.59,2024-11-12 14:47:00,CASH,APPLIED,2024-08-18 14:47:00,2024-08-18 14:47:00
1700000654,1600000654,1200000654,9356.88,2024-11-19 14:47:00,CASH,APPLIED,2024-08-18 14:47:00,2024-08-18 14:47:00
1700000655,1600000655,1200000655,22941.57,2024-07-23 07:27:00,CASH,APPLIED,2024-06-03 07:27:00,2024-06-03 07:27:00
1700000656,1600000656,1200000656,15047.81,2025-03-12 14:54:00,CASH,APPLIED,2025-01-18 14:54:00,2025-01-18 14:54:00
1700000657,1600000657,1200000657,50388.08,2025-02-12 19:58:00,CASH,APPLIED,2024-10-17 19:58:00,2024-10-17 19:58:00
1700000658,1600000658,1200000658,16359.16,2024-12-30 19:58:00,CASH,APPLIED,2024-10-17 19:58:00,2024-10-17 19:58:00
1700000659,1600000659,1200000659,47370.31,2024-12-19 19:58:00,CASH,APPLIED,2024-10-17 19:58:00,2024-10-17 19:58:00
1700000660,1600000660,1200000660,52682.09,2024-10-03 12:03:00,CASH,APPLIED,2024-06-17 12:03:00,2024-06-17 12:03:00
1700000661,1600000661,1200000661,20334.61,2024-07-14 12:03:00,CASH,APPLIED,2024-06-17 12:03:00,2024-06-17 12:03:00
1700000662,1600000662,1200000662,45321.41,2024-09-01 12:03:00,CASH,APPLIED,2024-06-17 12:03:00,2024-06-17 12:03:00
1700000663,1600000663,1200000663,1188.97,2024-08-06 12:03:00,CASH,APPLIED,2024-06-17 12:03:00,2024-06-17 12:03:00
1700000664,1600000664,1200000664,2717.64,2025-12-08 20:39:00,CASH,APPLIED,2025-07-27 20:39:00,2025-07-27 20:39:00
1700000665,1600000665,1200000665,59637.83,2025-11-09 20:39:00,CASH,APPLIED,2025-07-27 20:39:00,2025-07-27 20:39:00
1700000666,1600000666,1200000666,4540.35,2025-10-25 20:39:00,CASH,APPLIED,2025-07-27 20:39:00,2025-07-27 20:39:00
1700000667,1600000667,1200000667,9991.35,2025-11-25 20:39:00,CASH,APPLIED,2025-07-27 20:39:00,2025-07-27 20:39:00
1700000668,1600000668,1200000668,73533.54,2025-09-09 06:13:00,CASH,APPLIED,2025-06-07 06:13:00,2025-06-07 06:13:00
1700000669,1600000669,1200000669,48104.77,2025-05-02 10:09:00,CASH,APPLIED,2025-01-02 10:09:00,2025-01-02 10:09:00
1700000670,1600000670,1200000670,6016.03,2025-07-17 00:59:00,CASH,APPLIED,2025-03-22 00:59:00,2025-03-22 00:59:00
1700000671,1600000671,1200000671,114413.23,2025-05-31 17:45:00,CASH,APPLIED,2025-02-04 17:45:00,2025-02-04 17:45:00
1700000672,1600000672,1200000672,170660.48,2026-01-10 00:04:00,CASH,APPLIED,2025-10-20 00:04:00,2025-10-20 00:04:00
1700000673,1600000673,1200000673,43039.4,2026-01-04 10:38:00,CASH,APPLIED,2025-12-15 10:38:00,2025-12-15 10:38:00
1700000674,1600000674,1200000674,7969.65,2025-10-02 00:23:00,CASH,APPLIED,2025-05-19 00:23:00,2025-05-19 00:23:00
1700000675,1600000675,1200000675,3724.7,2026-05-28 20:26:00,CASH,APPLIED,2026-01-20 20:26:00,2026-01-20 20:26:00
1700000676,1600000676,1200000676,153283.01,2026-03-10 20:26:00,CASH,APPLIED,2026-01-20 20:26:00,2026-01-20 20:26:00
1700000677,1600000677,1200000677,39629.43,2025-02-19 08:10:00,CASH,APPLIED,2024-12-26 08:10:00,2024-12-26 08:10:00
1700000678,1600000678,1200000678,20298.37,2025-02-26 08:10:00,CASH,APPLIED,2024-12-26 08:10:00,2024-12-26 08:10:00
1700000679,1600000679,1200000679,10934.66,2025-04-09 08:10:00,CASH,APPLIED,2024-12-26 08:10:00,2024-12-26 08:10:00
1700000680,1600000680,1200000680,12214.92,2024-08-27 16:31:00,CASH,APPLIED,2024-04-25 16:31:00,2024-04-25 16:31:00
1700000681,1600000681,1200000681,113206.55,2026-08-05 18:54:00,CASH,APPLIED,2026-03-24 18:54:00,2026-03-24 18:54:00
1700000682,1600000682,1200000682,55711.59,2026-06-16 18:54:00,CASH,APPLIED,2026-03-24 18:54:00,2026-03-24 18:54:00
1700000683,1600000683,1200000683,61727.87,2026-06-10 14:39:00,CASH,APPLIED,2026-02-25 14:39:00,2026-02-25 14:39:00
1700000684,1600000684,1200000684,7831.6,2026-07-08 14:39:00,CASH,APPLIED,2026-02-25 14:39:00,2026-02-25 14:39:00
1700000685,1600000685,1200000685,31156.5,2026-06-08 14:39:00,CASH,APPLIED,2026-02-25 14:39:00,2026-02-25 14:39:00
1700000686,1600000686,1200000686,10751.13,2026-05-23 14:39:00,CASH,APPLIED,2026-02-25 14:39:00,2026-02-25 14:39:00
1700000687,1600000687,1200000687,32262.88,2025-07-16 22:56:00,CASH,APPLIED,2025-04-10 22:56:00,2025-04-10 22:56:00
1700000688,1600000688,1200000688,36444.65,2024-10-22 21:03:00,CASH,APPLIED,2024-09-29 21:03:00,2024-09-29 21:03:00
1700000689,1600000689,1200000689,107656.05,2026-04-24 23:03:00,CASH,APPLIED,2026-03-24 23:03:00,2026-03-24 23:03:00
1700000690,1600000690,1200000690,53718.81,2026-07-06 23:03:00,CASH,APPLIED,2026-03-24 23:03:00,2026-03-24 23:03:00
1700000691,1600000691,1200000691,17430.41,2024-06-18 05:54:00,CASH,APPLIED,2024-05-05 05:54:00,2024-05-05 05:54:00
1700000692,1600000692,1200000692,4603.16,2024-07-16 05:54:00,CASH,APPLIED,2024-05-05 05:54:00,2024-05-05 05:54:00
1700000693,1600000693,1200000693,6067.4,2024-05-31 05:54:00,CASH,APPLIED,2024-05-05 05:54:00,2024-05-05 05:54:00
1700000694,1600000694,1200000694,12658.96,2025-08-17 11:28:00,CASH,APPLIED,2025-07-24 11:28:00,2025-07-24 11:28:00
1700000695,1600000695,1200000695,180549.24,2025-08-16 11:28:00,CASH,APPLIED,2025-07-24 11:28:00,2025-07-24 11:28:00
1700000696,1600000696,1200000696,64855.63,2025-12-09 11:28:00,CASH,APPLIED,2025-07-24 11:28:00,2025-07-24 11:28:00
1700000697,1600000697,1200000697,35261.19,2024-08-31 22:03:00,CASH,APPLIED,2024-06-23 22:03:00,2024-06-23 22:03:00
1700000698,1600000698,1200000698,492.91,2025-04-09 06:28:00,CASH,APPLIED,2025-01-06 06:28:00,2025-01-06 06:28:00
1700000699,1600000699,1200000699,15849.74,2025-03-09 06:28:00,CASH,APPLIED,2025-01-06 06:28:00,2025-01-06 06:28:00
1700000700,1600000700,1200000700,74412.05,2025-02-11 06:28:00,CASH,APPLIED,2025-01-06 06:28:00,2025-01-06 06:28:00
1700000701,1600000701,1200000701,16271.49,2024-07-30 21:52:00,CASH,APPLIED,2024-07-08 21:52:00,2024-07-08 21:52:00
1700000702,1600000702,1200000702,30248.78,2024-10-02 21:52:00,CASH,APPLIED,2024-07-08 21:52:00,2024-07-08 21:52:00
1700000703,1600000703,1200000703,1390.5,2024-10-03 21:52:00,CASH,APPLIED,2024-07-08 21:52:00,2024-07-08 21:52:00
1700000704,1600000704,1200000704,52492.99,2024-11-17 21:52:00,CASH,APPLIED,2024-07-08 21:52:00,2024-07-08 21:52:00
1700000705,1600000705,1200000705,5060.19,2024-09-17 21:52:00,CASH,APPLIED,2024-07-08 21:52:00,2024-07-08 21:52:00
1700000706,1600000706,1200000706,89140.73,2024-05-28 11:52:00,CASH,APPLIED,2024-04-20 11:52:00,2024-04-20 11:52:00
1700000707,1600000707,1200000707,10484.83,2024-06-03 11:52:00,CASH,APPLIED,2024-04-20 11:52:00,2024-04-20 11:52:00
1700000708,1600000708,1200000708,2634.84,2024-12-04 22:08:00,CASH,APPLIED,2024-08-20 22:08:00,2024-08-20 22:08:00
1700000709,1600000709,1200000709,14225.11,2024-11-19 22:08:00,CASH,APPLIED,2024-08-20 22:08:00,2024-08-20 22:08:00
1700000710,1600000710,1200000710,2620.96,2024-11-27 22:08:00,CASH,APPLIED,2024-08-20 22:08:00,2024-08-20 22:08:00
1700000711,1600000711,1200000711,67534.1,2025-03-05 10:52:00,CASH,APPLIED,2025-02-05 10:52:00,2025-02-05 10:52:00
1700000712,1600000712,1200000712,11817.72,2024-09-29 14:51:00,CASH,APPLIED,2024-05-20 14:51:00,2024-05-20 14:51:00
1700000713,1600000713,1200000713,7639.76,2024-07-27 14:51:00,CASH,APPLIED,2024-05-20 14:51:00,2024-05-20 14:51:00
1700000714,1600000714,1200000714,25925.67,2026-05-03 23:57:00,CASH,APPLIED,2026-01-04 23:57:00,2026-01-04 23:57:00
1700000715,1600000715,1200000715,113533.44,2024-09-27 02:25:00,CASH,APPLIED,2024-05-18 02:25:00,2024-05-18 02:25:00
1700000716,1600000716,1200000716,52141.88,2024-08-26 02:25:00,CASH,APPLIED,2024-05-18 02:25:00,2024-05-18 02:25:00
1700000717,1600000717,1200000717,1013.04,2024-06-26 02:25:00,CASH,APPLIED,2024-05-18 02:25:00,2024-05-18 02:25:00
1700000718,1600000718,1200000718,2145.71,2025-09-15 14:19:00,CASH,APPLIED,2025-06-18 14:19:00,2025-06-18 14:19:00
1700000719,1600000719,1200000719,4824.91,2024-12-03 17:18:00,CASH,APPLIED,2024-10-24 17:18:00,2024-10-24 17:18:00
1700000720,1600000720,1200000720,4880.94,2025-02-09 17:18:00,CASH,APPLIED,2024-10-24 17:18:00,2024-10-24 17:18:00
1700000721,1600000721,1200000721,50794.48,2024-05-28 12:03:00,CASH,APPLIED,2024-05-05 12:03:00,2024-05-05 12:03:00
1700000722,1600000722,1200000722,72927.58,2024-06-17 12:03:00,CASH,APPLIED,2024-05-05 12:03:00,2024-05-05 12:03:00
1700000723,1600000723,1200000723,25044.48,2024-07-26 12:03:00,CASH,APPLIED,2024-05-05 12:03:00,2024-05-05 12:03:00
1700000724,1600000724,1200000724,112418.42,2024-08-20 12:03:00,CASH,APPLIED,2024-05-05 12:03:00,2024-05-05 12:03:00
1700000725,1600000725,1200000725,32932.52,2024-09-11 12:03:00,CASH,APPLIED,2024-05-05 12:03:00,2024-05-05 12:03:00
1700000726,1600000726,1200000726,990.37,2025-01-05 02:46:00,CASH,APPLIED,2024-09-18 02:46:00,2024-09-18 02:46:00
1700000727,1600000727,1200000727,18875.61,2025-01-31 02:46:00,CASH,APPLIED,2024-09-18 02:46:00,2024-09-18 02:46:00
1700000728,1600000728,1200000728,12656.12,2024-11-22 02:46:00,CASH,APPLIED,2024-09-18 02:46:00,2024-09-18 02:46:00
1700000729,1600000729,1200000729,15316.05,2025-01-28 02:46:00,CASH,APPLIED,2024-09-18 02:46:00,2024-09-18 02:46:00
1700000730,1600000730,1200000730,33978.22,2025-01-21 02:46:00,CASH,APPLIED,2024-09-18 02:46:00,2024-09-18 02:46:00
1700000731,1600000731,1200000731,37379.86,2025-07-29 17:26:00,CASH,APPLIED,2025-07-07 17:26:00,2025-07-07 17:26:00
1700000732,1600000732,1200000732,22447.2,2025-07-30 17:26:00,CASH,APPLIED,2025-07-07 17:26:00,2025-07-07 17:26:00
1700000733,1600000733,1200000733,32265.84,2025-11-04 17:26:00,CASH,APPLIED,2025-07-07 17:26:00,2025-07-07 17:26:00
1700000734,1600000734,1200000734,7897.31,2025-09-10 17:26:00,CASH,APPLIED,2025-07-07 17:26:00,2025-07-07 17:26:00
1700000735,1600000735,1200000735,87017.97,2025-07-18 10:06:00,CASH,APPLIED,2025-03-16 10:06:00,2025-03-16 10:06:00
1700000736,1600000736,1200000736,144194.87,2025-07-29 10:06:00,CASH,APPLIED,2025-03-16 10:06:00,2025-03-16 10:06:00
1700000737,1600000737,1200000737,12842.4,2026-05-30 10:35:00,CASH,APPLIED,2026-02-07 10:35:00,2026-02-07 10:35:00
1700000738,1600000738,1200000738,38215.05,2026-05-13 10:35:00,CASH,APPLIED,2026-02-07 10:35:00,2026-02-07 10:35:00
1700000739,1600000739,1200000739,44864.99,2025-02-25 19:44:00,CASH,APPLIED,2024-10-30 19:44:00,2024-10-30 19:44:00
1700000740,1600000740,1200000740,9483.86,2025-11-20 11:32:00,CASH,APPLIED,2025-08-21 11:32:00,2025-08-21 11:32:00
1700000741,1600000741,1200000741,2420.71,2025-09-11 11:32:00,CASH,APPLIED,2025-08-21 11:32:00,2025-08-21 11:32:00
1700000742,1600000742,1200000742,8551.86,2024-11-29 22:41:00,CASH,APPLIED,2024-07-30 22:41:00,2024-07-30 22:41:00
1700000743,1600000743,1200000743,12693.97,2026-03-27 04:28:00,CASH,APPLIED,2026-03-09 04:28:00,2026-03-09 04:28:00
1700000744,1600000744,1200000744,75104.04,2025-05-21 06:51:00,CASH,APPLIED,2025-04-12 06:51:00,2025-04-12 06:51:00
1700000745,1600000745,1200000745,64581.74,2025-09-22 03:01:00,CASH,APPLIED,2025-05-23 03:01:00,2025-05-23 03:01:00
1700000746,1600000746,1200000746,5001.22,2025-02-05 22:26:00,CASH,APPLIED,2024-12-01 22:26:00,2024-12-01 22:26:00
1700000747,1600000747,1200000747,24440.66,2025-10-11 04:26:00,CASH,APPLIED,2025-08-27 04:26:00,2025-08-27 04:26:00
1700000748,1600000748,1200000748,56631.37,2025-12-15 04:26:00,CASH,APPLIED,2025-08-27 04:26:00,2025-08-27 04:26:00
1700000749,1600000749,1200000749,12590.65,2025-11-29 04:26:00,CASH,APPLIED,2025-08-27 04:26:00,2025-08-27 04:26:00
1700000750,1600000750,1200000750,62664.24,2025-02-18 00:47:00,CASH,APPLIED,2024-12-11 00:47:00,2024-12-11 00:47:00
1700000751,1600000751,1200000751,201131.2,2025-01-02 00:47:00,CASH,APPLIED,2024-12-11 00:47:00,2024-12-11 00:47:00
1700000752,1600000752,1200000752,119522.9,2025-05-29 16:28:00,CASH,APPLIED,2025-04-24 16:28:00,2025-04-24 16:28:00
1700000753,1600000753,1200000753,129247.43,2025-08-01 16:28:00,CASH,APPLIED,2025-04-24 16:28:00,2025-04-24 16:28:00
1700000754,1600000754,1200000754,91812.19,2025-07-24 16:28:00,CASH,APPLIED,2025-04-24 16:28:00,2025-04-24 16:28:00
1700000755,1600000755,1200000755,64853.34,2025-05-29 16:28:00,CASH,APPLIED,2025-04-24 16:28:00,2025-04-24 16:28:00
1700000756,1600000756,1200000756,83875.72,2025-01-24 06:21:00,CASH,APPLIED,2024-10-05 06:21:00,2024-10-05 06:21:00
1700000757,1600000757,1200000757,52619.23,2024-11-01 06:21:00,CASH,APPLIED,2024-10-05 06:21:00,2024-10-05 06:21:00
1700000758,1600000758,1200000758,38875.7,2024-10-24 06:21:00,CASH,APPLIED,2024-10-05 06:21:00,2024-10-05 06:21:00
1700000759,1600000759,1200000759,1520.28,2024-11-18 06:21:00,CASH,APPLIED,2024-10-05 06:21:00,2024-10-05 06:21:00
1700000760,1600000760,1200000760,167919.84,2024-11-24 06:21:00,CASH,APPLIED,2024-10-05 06:21:00,2024-10-05 06:21:00
1700000761,1600000761,1200000761,2111.0,2025-12-09 09:50:00,CASH,APPLIED,2025-11-17 09:50:00,2025-11-17 09:50:00
1700000762,1600000762,1200000762,12069.83,2026-03-25 09:50:00,CASH,APPLIED,2025-11-17 09:50:00,2025-11-17 09:50:00
1700000763,1600000763,1200000763,55881.86,2024-07-29 00:42:00,CASH,APPLIED,2024-06-21 00:42:00,2024-06-21 00:42:00
1700000764,1600000764,1200000764,7038.78,2024-10-15 00:42:00,CASH,APPLIED,2024-06-21 00:42:00,2024-06-21 00:42:00
1700000765,1600000765,1200000765,8596.57,2024-10-18 02:34:00,CASH,APPLIED,2024-06-22 02:34:00,2024-06-22 02:34:00
1700000766,1600000766,1200000766,39627.34,2025-08-21 03:53:00,CASH,APPLIED,2025-07-27 03:53:00,2025-07-27 03:53:00
1700000767,1600000767,1200000767,16000.9,2026-03-11 04:27:00,CASH,APPLIED,2025-12-13 04:27:00,2025-12-13 04:27:00
1700000768,1600000768,1200000768,13723.39,2026-01-28 04:27:00,CASH,APPLIED,2025-12-13 04:27:00,2025-12-13 04:27:00
1700000769,1600000769,1200000769,131094.9,2026-04-22 04:27:00,CASH,APPLIED,2025-12-13 04:27:00,2025-12-13 04:27:00
1700000770,1600000770,1200000770,25750.84,2025-01-07 01:52:00,CASH,APPLIED,2024-12-26 01:52:00,2024-12-26 01:52:00
1700000771,1600000771,1200000771,6739.28,2025-10-19 13:40:00,CASH,APPLIED,2025-10-08 13:40:00,2025-10-08 13:40:00
1700000772,1600000772,1200000772,99210.43,2025-11-17 13:40:00,CASH,APPLIED,2025-10-08 13:40:00,2025-10-08 13:40:00
1700000773,1600000773,1200000773,11322.48,2024-09-02 21:19:00,CASH,APPLIED,2024-05-03 21:19:00,2024-05-03 21:19:00
1700000774,1600000774,1200000774,1212.48,2024-09-02 21:19:00,CASH,APPLIED,2024-05-03 21:19:00,2024-05-03 21:19:00
1700000775,1600000775,1200000775,14480.52,2024-08-21 21:19:00,CASH,APPLIED,2024-05-03 21:19:00,2024-05-03 21:19:00
1700000776,1600000776,1200000776,47476.31,2025-01-24 20:23:00,CASH,APPLIED,2024-11-14 20:23:00,2024-11-14 20:23:00
1700000777,1600000777,1200000777,14908.69,2024-12-09 20:23:00,CASH,APPLIED,2024-11-14 20:23:00,2024-11-14 20:23:00
1700000778,1600000778,1200000778,15036.36,2025-05-22 10:35:00,CASH,APPLIED,2025-04-30 10:35:00,2025-04-30 10:35:00
1700000779,1600000779,1200000779,24483.52,2025-05-30 10:35:00,CASH,APPLIED,2025-04-30 10:35:00,2025-04-30 10:35:00
1700000780,1600000780,1200000780,80183.19,2025-08-17 10:35:00,CASH,APPLIED,2025-04-30 10:35:00,2025-04-30 10:35:00
1700000781,1600000781,1200000781,15422.36,2024-10-21 18:33:00,CASH,APPLIED,2024-10-07 18:33:00,2024-10-07 18:33:00
1700000782,1600000782,1200000782,65904.76,2024-08-14 07:10:00,CASH,APPLIED,2024-06-11 07:10:00,2024-06-11 07:10:00
1700000783,1600000783,1200000783,31551.05,2025-10-13 09:19:00,CASH,APPLIED,2025-09-23 09:19:00,2025-09-23 09:19:00
1700000784,1600000784,1200000784,848.88,2024-12-21 06:59:00,CASH,APPLIED,2024-11-05 06:59:00,2024-11-05 06:59:00
1700000785,1600000785,1200000785,5536.98,2025-01-07 06:59:00,CASH,APPLIED,2024-11-05 06:59:00,2024-11-05 06:59:00
1700000786,1600000786,1200000786,54164.04,2024-11-20 22:33:00,CASH,APPLIED,2024-08-11 22:33:00,2024-08-11 22:33:00
1700000787,1600000787,1200000787,13059.75,2024-10-22 22:33:00,CASH,APPLIED,2024-08-11 22:33:00,2024-08-11 22:33:00
