customer_trx_id,trx_number,trx_date,sold_to_customer_id,cust_trx_type,trx_amount,tax_amount,status
1200000565,INV20251102000565,2025-11-02 09:58:00,300000886,INVOICE,10268.72,1181.36,OPEN
1200000566,INV20260410000566,2026-04-10 13:46:00,300000672,INVOICE,29302.70,3371.11,OPEN
1200000567,INV20251107000567,2025-11-07 04:37:00,300000373,INVOICE,54125.19,6226.79,CLOSED
1200000568,INV20240613000568,2024-06-13 18:39:00,300000393,INVOICE,90993.32,10468.26,CLOSED
1200000569,INV20250214000569,2025-02-14 01:50:00,300000505,INVOICE,7782.03,895.28,OPEN
1200000570,INV20250212000570,2025-02-12 01:50:00,300000505,INVOICE,6220.30,715.61,OPEN
1200000571,INV20250123000571,2025-01-23 01:50:00,300000505,INVOICE,2609.03,300.15,OPEN
1200000572,INV20250130000572,2025-01-30 01:50:00,300000505,INVOICE,77418.89,8906.60,OPEN
1200000573,INV20240915000573,2024-09-15 14:34:00,300000425,INVOICE,41583.31,4783.92,CLOSED
1200000574,INV20240509000574,2024-05-09 00:40:00,300000599,INVOICE,1057.54,121.66,OPEN
1200000575,INV20250903000575,2025-09-03 02:05:00,300000102,INVOICE,34327.61,3949.19,CLOSED
1200000576,INV20250829000576,2025-08-29 02:05:00,300000102,INVOICE,26183.99,3012.32,OPEN
1200000577,INV20250828000577,2025-08-28 02:05:00,300000102,INVOICE,114509.51,13173.66,OPEN
1200000578,INV20240519000578,2024-05-19 23:34:00,300000083,INVOICE,10808.97,1243.51,OPEN
1200000579,INV20241213000579,2024-12-13 05:20:00,300000990,INVOICE,26059.01,2997.94,OPEN
1200000580,INV20250424000580,2025-04-24 03:46:00,300000636,INVOICE,13609.55,1565.70,OPEN
1200000581,INV20250502000581,2025-05-02 03:46:00,300000636,INVOICE,88178.17,10144.39,CLOSED
1200000582,INV20250428000582,2025-04-28 03:46:00,300000636,INVOICE,8960.88,1030.90,OPEN
1200000583,INV20250502000583,2025-05-02 03:46:00,300000636,INVOICE,58294.34,6706.43,CLOSED
1200000584,INV20240608000584,2024-06-08 21:27:00,300000538,INVOICE,6020.50,692.62,CLOSED
1200000585,INV20240604000585,2024-06-04 21:27:00,300000538,INVOICE,11062.10,1272.63,OPEN
1200000586,INV20240607000586,2024-06-07 21:27:00,300000538,INVOICE,12258.15,1410.23,CLOSED
1200000587,INV20240904000587,2024-09-04 22:24:00,300000888,INVOICE,125222.07,14406.08,CLOSED
1200000588,INV20250613000588,2025-06-13 07:48:00,300000635,INVOICE,82810.84,9526.91,OPEN
1200000589,INV20241203000589,2024-12-03 13:57:00,300000545,INVOICE,66562.50,7657.63,CLOSED
1200000590,INV20240806000590,2024-08-06 08:07:00,300000423,INVOICE,20648.29,2375.47,CLOSED
1200000591,INV20250322000591,2025-03-22 08:47:00,300000746,INVOICE,114870.67,13215.21,CLOSED
1200000592,INV20240810000592,2024-08-10 17:18:00,300000808,INVOICE,21789.88,2506.80,OPEN
1200000593,INV20240728000593,2024-07-28 17:18:00,300000808,INVOICE,95523.44,10989.42,CLOSED
1200000594,INV20240810000594,2024-08-10 17:18:00,300000808,INVOICE,8825.94,1015.37,CLOSED
1200000595,INV20250806000595,2025-08-06 17:11:00,300000588,INVOICE,60686.50,6981.63,OPEN
1200000596,INV20250801000596,2025-08-01 17:11:00,300000588,INVOICE,115592.74,13298.28,CLOSED
1200000597,INV20250730000597,2025-07-30 17:11:00,300000588,INVOICE,24666.62,2837.75,CLOSED
1200000598,INV20250808000598,2025-08-08 17:11:00,300000588,INVOICE,21188.69,2437.64,CLOSED
1200000599,INV20260406000599,2026-04-06 13:27:00,300000667,INVOICE,80440.50,9254.22,CLOSED
1200000600,INV20250819000600,2025-08-19 14:08:00,300000225,INVOICE,40090.75,4612.21,CLOSED
1200000601,INV20260408000601,2026-04-08 13:02:00,300000297,INVOICE,5702.99,656.10,CLOSED
1200000602,INV20260407000602,2026-04-07 13:02:00,300000297,INVOICE,95063.30,10936.49,CLOSED
1200000603,INV20251002000603,2025-10-02 04:58:00,300000749,INVOICE,28534.91,3282.78,OPEN
1200000604,INV20251006000604,2025-10-06 04:46:00,300000138,INVOICE,58853.03,6770.70,CLOSED
1200000605,INV20250926000605,2025-09-26 04:46:00,300000138,INVOICE,71394.93,8213.58,CLOSED
1200000606,INV20250929000606,2025-09-29 04:46:00,300000138,INVOICE,73584.84,8465.51,OPEN
1200000607,INV20240504000607,2024-05-04 23:38:00,300000465,INVOICE,64171.73,7382.59,OPEN
1200000608,INV20260120000608,2026-01-20 16:30:00,300000318,INVOICE,20596.23,2369.48,CLOSED
1200000609,INV20250508000609,2025-05-08 02:34:00,300000436,INVOICE,73805.60,8490.91,CLOSED
1200000610,INV20241015000610,2024-10-15 03:21:00,300000823,INVOICE,42245.32,4860.08,OPEN
1200000611,INV20241022000611,2024-10-22 03:21:00,300000823,INVOICE,98009.25,11275.40,CLOSED
1200000612,INV20260304000612,2026-03-04 14:39:00,300000044,INVOICE,20144.57,2317.52,CLOSED
1200000613,INV20260227000613,2026-02-27 14:39:00,300000044,INVOICE,18364.34,2112.71,CLOSED
1200000614,INV20260227000614,2026-02-27 14:39:00,300000044,INVOICE,30143.02,3467.78,CLOSED
1200000615,INV20260225000615,2026-02-25 14:39:00,300000044,INVOICE,56806.93,6535.31,CLOSED
1200000616,INV20260103000616,2026-01-03 12:57:00,300000563,INVOICE,90751.25,10440.41,CLOSED
1200000617,INV20241201000617,2024-12-01 15:37:00,300000317,INVOICE,57628.80,6629.86,CLOSED
1200000618,INV20250716000618,2025-07-16 15:11:00,300000038,INVOICE,150245.72,17284.91,CLOSED
1200000619,INV20251122000619,2025-11-22 23:22:00,300000439,INVOICE,23516.70,2705.46,OPEN
1200000620,INV20251120000620,2025-11-20 23:22:00,300000439,INVOICE,79892.92,9191.22,OPEN
1200000621,INV20240707000621,2024-07-07 12:11:00,300000991,INVOICE,34117.31,3925.00,CLOSED
1200000622,INV20240706000622,2024-07-06 12:11:00,300000991,INVOICE,62946.28,7241.61,CLOSED
1200000623,INV20250618000623,2025-06-18 11:26:00,300000650,INVOICE,9059.87,1042.29,OPEN
1200000624,INV20250621000624,2025-06-21 11:26:00,300000650,INVOICE,75887.48,8730.42,OPEN
1200000625,INV20250611000625,2025-06-11 11:26:00,300000650,INVOICE,2917.15,335.60,OPEN
1200000626,INV20251019000626,2025-10-19 16:15:00,300000431,INVOICE,70891.13,8155.62,OPEN
1200000627,INV20260328000627,2026-03-28 17:21:00,300000593,INVOICE,64920.36,7468.71,OPEN
1200000628,INV20260326000628,2026-03-26 17:21:00,300000593,INVOICE,30748.51,3537.44,CLOSED
1200000629,INV20260329000629,2026-03-29 17:21:00,300000593,INVOICE,42506.62,4890.14,CLOSED
1200000630,INV20260328000630,2026-03-28 17:21:00,300000593,INVOICE,112042.57,12889.85,CLOSED
1200000631,INV20241227000631,2024-12-27 22:21:00,300000512,INVOICE,26859.31,3090.01,OPEN
1200000632,INV20240711000632,2024-07-11 02:48:00,300000908,INVOICE,92889.14,10686.36,OPEN
1200000633,INV20240505000633,2024-05-05 09:53:00,300000088,INVOICE,14947.35,1719.61,OPEN
1200000634,INV20240508000634,2024-05-08 09:53:00,300000088,INVOICE,139124.63,16005.49,CLOSED
1200000635,INV20240904000635,2024-09-04 18:48:00,300000302,INVOICE,8840.33,1017.03,CLOSED
1200000636,INV20241023000636,2024-10-23 04:15:00,300000476,INVOICE,31300.91,3600.99,CLOSED
1200000637,INV20241023000637,2024-10-23 04:15:00,300000476,INVOICE,12499.99,1438.05,CLOSED
1200000638,INV20241029000638,2024-10-29 04:15:00,300000476,INVOICE,6370.88,732.93,OPEN
1200000639,INV20240815000639,2024-08-15 11:38:00,300000482,INVOICE,17848.20,2053.33,OPEN
1200000640,INV20260210000640,2026-02-10 20:44:00,300000863,INVOICE,20165.43,2319.92,CLOSED
1200000641,INV20260209000641,2026-02-09 20:44:00,300000863,INVOICE,179700.85,20673.55,OPEN
1200000642,INV20260213000642,2026-02-13 20:44:00,300000863,INVOICE,20772.73,2389.78,CLOSED
1200000643,INV20260130000643,2026-01-30 20:44:00,300000863,INVOICE,82248.00,9462.16,CLOSED
1200000644,INV20250715000644,2025-07-15 01:46:00,300000244,INVOICE,43133.05,4962.21,OPEN
1200000645,INV20250720000645,2025-07-20 01:46:00,300000244,INVOICE,68279.72,7855.19,CLOSED
1200000646,INV20250719000646,2025-07-19 01:46:00,300000244,INVOICE,907.48,104.40,CLOSED
1200000647,INV20240802000647,2024-08-02 12:05:00,300000093,INVOICE,120523.30,13865.51,OPEN
1200000648,INV20240809000648,2024-08-09 12:05:00,300000093,INVOICE,31699.84,3646.88,OPEN
1200000649,INV20240808000649,2024-08-08 12:05:00,300000093,INVOICE,157546.95,18124.87,OPEN
1200000650,INV20251005000650,2025-10-05 22:32:00,300000259,INVOICE,65987.46,7591.48,CLOSED
1200000651,INV20251003000651,2025-10-03 22:32:00,300000259,INVOICE,35716.43,4108.97,OPEN
1200000652,INV20251230000652,2025-12-30 23:30:00,300000052,INVOICE,16275.85,1872.44,CLOSED
1200000653,INV20240827000653,2024-08-27 14:47:00,300000787,INVOICE,109910.59,12644.58,CLOSED
1200000654,INV20240910000654,2024-09-10 14:47:00,300000787,INVOICE,53029.78,6100.77,CLOSED
1200000655,INV20240624000655,2024-06-24 07:27:00,300000330,INVOICE,96673.00,11121.67,CLOSED
1200000656,INV20250203000656,2025-02-03 14:54:00,300000381,INVOICE,161008.93,18523.15,OPEN
1200000657,INV20241114000657,2024-11-14 19:58:00,300000380,INVOICE,81586.75,9386.09,OPEN
1200000658,INV20241104000658,2024-11-04 19:58:00,300000380,INVOICE,16359.16,1882.03,CLOSED
1200000659,INV20241108000659,2024-11-08 19:58:00,300000380,INVOICE,47370.31,5449.68,OPEN
1200000660,INV20240623000660,2024-06-23 12:03:00,300000949,INVOICE,52682.09,6060.77,CLOSED
1200000661,INV20240626000661,2024-06-26 12:03:00,300000949,INVOICE,37426.85,4305.74,OPEN
1200000662,INV20240628000662,2024-06-28 12:03:00,300000949,INVOICE,45321.41,5213.97,OPEN
1200000663,INV20240624000663,2024-06-24 12:03:00,300000949,INVOICE,1188.97,136.78,OPEN
1200000664,INV20250819000664,2025-08-19 20:39:00,300000316,INVOICE,13281.44,1527.95,OPEN
1200000665,INV20250810000665,2025-08-10 20:39:00,300000316,INVOICE,163897.40,18855.45,CLOSED
1200000666,INV20250812000666,2025-08-12 20:39:00,300000316,INVOICE,55737.14,6412.24,CLOSED
1200000667,INV20250815000667,2025-08-15 20:39:00,300000316,INVOICE,9991.35,1149.45,CLOSED
1200000668,INV20250702000668,2025-07-02 06:13:00,300000660,INVOICE,73533.54,8459.61,CLOSED
1200000669,INV20250125000669,2025-01-25 10:09:00,300000314,INVOICE,82872.55,9534.01,OPEN
1200000670,INV20250401000670,2025-04-01 00:59:00,300000139,INVOICE,6016.03,692.11,CLOSED
1200000671,INV20250228000671,2025-02-28 17:45:00,300000690,INVOICE,114413.23,13162.58,CLOSED
1200000672,INV20251109000672,2025-11-09 00:04:00,300000280,INVOICE,170660.48,19633.51,CLOSED
1200000673,INV20251226000673,2025-12-26 10:38:00,300000408,INVOICE,48854.08,5620.38,CLOSED
1200000674,INV20250608000674,2025-06-08 00:23:00,300000773,INVOICE,12659.77,1456.43,OPEN
1200000675,INV20260203000675,2026-02-03 20:26:00,300000254,INVOICE,12770.80,1469.21,CLOSED
1200000676,INV20260206000676,2026-02-06 20:26:00,300000254,INVOICE,153283.01,17634.33,CLOSED
1200000677,INV20250112000677,2025-01-12 08:10:00,300000184,INVOICE,48042.58,5527.02,CLOSED
1200000678,INV20250116000678,2025-01-16 08:10:00,300000184,INVOICE,20298.37,2335.21,CLOSED
1200000679,INV20241230000679,2024-12-30 08:10:00,300000184,INVOICE,14040.14,1615.24,OPEN
1200000680,INV20240511000680,2024-05-11 16:31:00,300000256,INVOICE,12214.92,1405.26,CLOSED
1200000681,INV20260409000681,2026-04-09 18:54:00,300000239,INVOICE,113206.55,13023.76,CLOSED
1200000682,INV20260405000682,2026-04-05 18:54:00,300000239,INVOICE,55711.59,6409.30,OPEN
1200000683,INV20260228000683,2026-02-28 14:39:00,300000032,INVOICE,136898.95,15749.44,OPEN
1200000684,INV20260319000684,2026-03-19 14:39:00,300000032,INVOICE,26462.39,3044.35,OPEN
1200000685,INV20260306000685,2026-03-06 14:39:00,300000032,INVOICE,46949.86,5401.31,CLOSED
1200000686,INV20260316000686,2026-03-16 14:39:00,300000032,INVOICE,32212.20,3705.83,CLOSED
1200000687,INV20250423000687,2025-04-23 22:56:00,300000717,INVOICE,38905.47,4475.85,CLOSED
1200000688,INV20241007000688,2024-10-07 21:03:00,300000440,INVOICE,36444.65,4192.75,CLOSED
1200000689,INV20260403000689,2026-04-03 23:03:00,300000550,INVOICE,107656.05,12385.21,OPEN
1200000690,INV20260408000690,2026-04-08 23:03:00,300000550,INVOICE,82944.11,9542.24,CLOSED
1200000691,INV20240520000691,2024-05-20 05:54:00,300000537,INVOICE,35711.55,4108.41,CLOSED
1200000692,INV20240521000692,2024-05-21 05:54:00,300000537,INVOICE,20730.23,2384.89,CLOSED
1200000693,INV20240524000693,2024-05-24 05:54:00,300000537,INVOICE,6067.40,698.02,OPEN
1200000694,INV20250816000694,2025-08-16 11:28:00,300000369,INVOICE,37390.25,4301.53,OPEN
1200000695,INV20250814000695,2025-08-14 11:28:00,300000369,INVOICE,180549.24,20771.15,OPEN
1200000696,INV20250810000696,2025-08-10 11:28:00,300000369,INVOICE,64855.63,7461.27,OPEN
1200000697,INV20240702000697,2024-07-02 22:03:00,300000329,INVOICE,35261.19,4056.60,CLOSED
1200000698,INV20250124000698,2025-01-24 06:28:00,300000821,INVOICE,5132.40,590.45,CLOSED
1200000699,INV20250119000699,2025-01-19 06:28:00,300000821,INVOICE,44329.65,5099.87,OPEN
1200000700,INV20250115000700,2025-01-15 06:28:00,300000821,INVOICE,74412.05,8560.68,OPEN
1200000701,INV20240726000701,2024-07-26 21:52:00,300000305,INVOICE,24382.43,2805.06,OPEN
1200000702,INV20240730000702,2024-07-30 21:52:00,300000305,INVOICE,30248.78,3479.95,CLOSED
1200000703,INV20240730000703,2024-07-30 21:52:00,300000305,INVOICE,1390.50,159.97,CLOSED
1200000704,INV20240726000704,2024-07-26 21:52:00,300000305,INVOICE,52492.99,6039.02,OPEN
1200000705,INV20240719000705,2024-07-19 21:52:00,300000305,INVOICE,15233.01,1752.47,CLOSED
1200000706,INV20240506000706,2024-05-06 11:52:00,300000537,INVOICE,118394.54,13620.61,CLOSED
1200000707,INV20240427000707,2024-04-27 11:52:00,300000537,INVOICE,10484.83,1206.22,OPEN
1200000708,INV20240901000708,2024-09-01 22:08:00,300000565,INVOICE,2634.84,303.12,OPEN
1200000709,INV20240903000709,2024-09-03 22:08:00,300000565,INVOICE,21654.59,2491.24,CLOSED
1200000710,INV20240904000710,2024-09-04 22:08:00,300000565,INVOICE,3030.42,348.63,OPEN
1200000711,INV20250216000711,2025-02-16 10:52:00,300000490,INVOICE,67534.10,7769.41,CLOSED
1200000712,INV20240614000712,2024-06-14 14:51:00,300000352,INVOICE,66818.24,7687.05,OPEN
1200000713,INV20240604000713,2024-06-04 14:51:00,300000352,INVOICE,7639.76,878.91,CLOSED
1200000714,INV20260117000714,2026-01-17 23:57:00,300000929,INVOICE,42040.19,4836.48,OPEN
1200000715,INV20240605000715,2024-06-05 02:25:00,300000349,INVOICE,113533.44,13061.37,OPEN
1200000716,INV20240610000716,2024-06-10 02:25:00,300000349,INVOICE,52141.88,5998.62,CLOSED
1200000717,INV20240605000717,2024-06-05 02:25:00,300000349,INVOICE,9507.02,1093.73,OPEN
1200000718,INV20250715000718,2025-07-15 14:19:00,300000722,INVOICE,27565.58,3171.26,CLOSED
1200000719,INV20241109000719,2024-11-09 17:18:00,300000889,INVOICE,40196.98,4624.43,OPEN
1200000720,INV20241105000720,2024-11-05 17:18:00,300000889,INVOICE,31723.56,3649.61,CLOSED
1200000721,INV20240524000721,2024-05-24 12:03:00,300000271,INVOICE,50794.48,5843.61,OPEN
1200000722,INV20240525000722,2024-05-25 12:03:00,300000271,INVOICE,72927.58,8389.90,OPEN
1200000723,INV20240524000723,2024-05-24 12:03:00,300000271,INVOICE,25044.48,2881.22,OPEN
1200000724,INV20240528000724,2024-05-28 12:03:00,300000271,INVOICE,112418.42,12933.09,CLOSED
1200000725,INV20240523000725,2024-05-23 12:03:00,300000271,INVOICE,32932.52,3788.70,CLOSED
1200000726,INV20241011000726,2024-10-11 02:46:00,300000601,INVOICE,6171.13,709.95,CLOSED
1200000727,INV20241008000727,2024-10-08 02:46:00,300000601,INVOICE,18875.61,2171.53,CLOSED
1200000728,INV20241003000728,2024-10-03 02:46:00,300000601,INVOICE,85063.97,9786.12,OPEN
1200000729,INV20241012000729,2024-10-12 02:46:00,300000601,INVOICE,15316.05,1762.02,CLOSED
1200000730,INV20240930000730,2024-09-30 02:46:00,300000601,INVOICE,33978.22,3909.00,OPEN
1200000731,INV20250717000731,2025-07-17 17:26:00,300000685,INVOICE,49213.13,5661.69,OPEN
1200000732,INV20250716000732,2025-07-16 17:26:00,300000685,INVOICE,22447.20,2582.42,CLOSED
1200000733,INV20250725000733,2025-07-25 17:26:00,300000685,INVOICE,114283.02,13147.60,CLOSED
1200000734,INV20250723000734,2025-07-23 17:26:00,300000685,INVOICE,7897.31,908.54,CLOSED
1200000735,INV20250409000735,2025-04-09 10:06:00,300000473,INVOICE,87017.97,10010.92,OPEN
1200000736,INV20250408000736,2025-04-08 10:06:00,300000473,INVOICE,144194.87,16588.79,CLOSED
1200000737,INV20260208000737,2026-02-08 10:35:00,300000115,INVOICE,82671.52,9510.88,CLOSED
1200000738,INV20260301000738,2026-03-01 10:35:00,300000115,INVOICE,77528.96,8919.26,CLOSED
1200000739,INV20241113000739,2024-11-13 19:44:00,300000929,INVOICE,44864.99,5161.46,CLOSED
1200000740,INV20250912000740,2025-09-12 11:32:00,300000873,INVOICE,19851.73,2283.83,CLOSED
1200000741,INV20250907000741,2025-09-07 11:32:00,300000873,INVOICE,13676.05,1573.35,CLOSED
1200000742,INV20240813000742,2024-08-13 22:41:00,300000451,INVOICE,8551.86,983.84,OPEN
1200000743,INV20260323000743,2026-03-23 04:28:00,300000056,INVOICE,12693.97,1460.37,CLOSED
1200000744,INV20250501000744,2025-05-01 06:51:00,300000532,INVOICE,75104.04,8640.29,CLOSED
1200000745,INV20250617000745,2025-06-17 03:01:00,300000626,INVOICE,64581.74,7429.76,OPEN
1200000746,INV20241219000746,2024-12-19 22:26:00,300000779,INVOICE,16952.15,1950.25,CLOSED
1200000747,INV20250830000747,2025-08-30 04:26:00,300000106,INVOICE,40273.06,4633.18,CLOSED
1200000748,INV20250911000748,2025-09-11 04:26:00,300000106,INVOICE,77414.30,8906.07,OPEN
1200000749,INV20250908000749,2025-09-08 04:26:00,300000106,INVOICE,16599.50,1909.68,CLOSED
1200000750,INV20241231000750,2024-12-31 00:47:00,300000519,INVOICE,105092.17,12090.25,CLOSED
1200000751,INV20241229000751,2024-12-29 00:47:00,300000519,INVOICE,201131.20,23138.99,CLOSED
1200000752,INV20250519000752,2025-05-19 16:28:00,300000707,INVOICE,180192.65,20730.13,OPEN
1200000753,INV20250518000753,2025-05-18 16:28:00,300000707,INVOICE,129247.43,14869.17,CLOSED
1200000754,INV20250501000754,2025-05-01 16:28:00,300000707,INVOICE,135200.80,15554.07,OPEN
1200000755,INV20250501000755,2025-05-01 16:28:00,300000707,INVOICE,77760.53,8945.90,CLOSED
1200000756,INV20241017000756,2024-10-17 06:21:00,300000561,INVOICE,83875.72,9649.42,CLOSED
1200000757,INV20241010000757,2024-10-10 06:21:00,300000561,INVOICE,52619.23,6053.54,CLOSED
1200000758,INV20241023000758,2024-10-23 06:21:00,300000561,INVOICE,38875.70,4472.43,CLOSED
1200000759,INV20241008000759,2024-10-08 06:21:00,300000561,INVOICE,3337.87,384.00,OPEN
1200000760,INV20241021000760,2024-10-21 06:21:00,300000561,INVOICE,167919.84,19318.21,OPEN
1200000761,INV20251129000761,2025-11-29 09:50:00,300000353,INVOICE,3407.93,392.06,OPEN
1200000762,INV20251130000762,2025-11-30 09:50:00,300000353,INVOICE,26573.70,3057.15,OPEN
1200000763,INV20240630000763,2024-06-30 00:42:00,300000038,INVOICE,55881.86,6428.89,CLOSED
1200000764,INV20240629000764,2024-06-29 00:42:00,300000038,INVOICE,8626.24,992.40,OPEN
1200000765,INV20240718000765,2024-07-18 02:34:00,300000581,INVOICE,8596.57,988.99,CLOSED
1200000766,INV20250808000766,2025-08-08 03:53:00,300000532,INVOICE,39627.34,4558.90,OPEN
1200000767,INV20251229000767,2025-12-29 04:27:00,300000357,INVOICE,16000.90,1840.81,OPEN
1200000768,INV20251221000768,2025-12-21 04:27:00,300000357,INVOICE,13723.39,1578.80,CLOSED
1200000769,INV20260101000769,2026-01-01 04:27:00,300000357,INVOICE,131094.90,15081.71,CLOSED
1200000770,INV20250105000770,2025-01-05 01:52:00,300000831,INVOICE,132679.56,15264.02,OPEN
1200000771,INV20251015000771,2025-10-15 13:40:00,300000372,INVOICE,77843.02,8955.39,CLOSED
1200000772,INV20251103000772,2025-11-03 13:40:00,300000372,INVOICE,99210.43,11413.59,CLOSED
1200000773,INV20240512000773,2024-05-12 21:19:00,300000763,INVOICE,55025.86,6330.41,OPEN
1200000774,INV20240509000774,2024-05-09 21:19:00,300000763,INVOICE,1742.81,200.50,OPEN
1200000775,INV20240518000775,2024-05-18 21:19:00,300000763,INVOICE,45539.32,5239.04,OPEN
1200000776,INV20241202000776,2024-12-02 20:23:00,300000014,INVOICE,64335.47,7401.43,OPEN
1200000777,INV20241128000777,2024-11-28 20:23:00,300000014,INVOICE,45346.91,5216.90,OPEN
1200000778,INV20250512000778,2025-05-12 10:35:00,300000042,INVOICE,15036.36,1729.85,OPEN
1200000779,INV20250514000779,2025-05-14 10:35:00,300000042,INVOICE,31739.07,3651.40,CLOSED
1200000780,INV20250507000780,2025-05-07 10:35:00,300000042,INVOICE,171819.27,19766.82,CLOSED
1200000781,INV20241020000781,2024-10-20 18:33:00,300000570,INVOICE,15422.36,1774.25,OPEN
1200000782,INV20240624000782,2024-06-24 07:10:00,300000004,INVOICE,65904.76,7581.96,OPEN
1200000783,INV20251006000783,2025-10-06 09:19:00,300000159,INVOICE,31551.05,3629.77,OPEN
1200000784,INV20241122000784,2024-11-22 06:59:00,300000399,INVOICE,1812.61,208.53,CLOSED
1200000785,INV20241115000785,2024-11-15 06:59:00,300000399,INVOICE,20918.56,2406.56,CLOSED
1200000786,INV20240824000786,2024-08-24 22:33:00,300000881,INVOICE,54164.04,6231.26,CLOSED
1200000787,INV20240903000787,2024-09-03 22:33:00,300000881,INVOICE,128061.34,14732.72,OPEN
1200000788,INV20250718000788,2025-07-18 15:40:00,300000134,INVOICE,8440.59,971.04,OPEN
1200000789,INV20241110000789,2024-11-10 00:59:00,300000812,INVOICE,6108.81,702.78,CLOSED
1200000790,INV20250609000790,2025-06-09 07:36:00,300000487,INVOICE,10829.28,1245.85,CLOSED
1200000791,INV20240602000791,2024-06-02 21:18:00,300000824,INVOICE,79374.31,9131.56,CLOSED
1200000792,INV20240516000792,2024-05-16 21:18:00,300000824,INVOICE,98994.03,11388.69,CLOSED
1200000793,INV20240530000793,2024-05-30 21:18:00,300000824,INVOICE,140688.48,16185.40,OPEN
1200000794,INV20240527000794,2024-05-27 21:18:00,300000824,INVOICE,49010.08,5638.33,CLOSED
1200000795,INV20240526000795,2024-05-26 21:18:00,300000824,INVOICE,3225.04,371.02,OPEN
1200000796,INV20250428000796,2025-04-28 09:05:00,300000430,INVOICE,87696.17,10088.94,CLOSED
1200000797,INV20250423000797,2025-04-23 09:05:00,300000430,INVOICE,42727.68,4915.57,CLOSED
1200000798,INV20250321000798,2025-03-21 05:32:00,300000142,INVOICE,58348.63,6712.67,CLOSED
1200000799,INV20250724000799,2025-07-24 09:08:00,300000343,INVOICE,104980.37,12077.39,OPEN
1200000800,INV20250806000800,2025-08-06 09:08:00,300000343,INVOICE,19024.01,2188.60,CLOSED
1200000801,INV20241206000801,2024-12-06 01:11:00,300000953,INVOICE,17430.49,2005.28,CLOSED
1200000802,INV20241216000802,2024-12-16 01:11:00,300000953,INVOICE,39485.34,4542.56,CLOSED
1200000803,INV20240903000803,2024-09-03 03:39:00,300000263,INVOICE,5385.85,619.61,CLOSED
1200000804,INV20241025000804,2024-10-25 10:21:00,300000409,INVOICE,120730.26,13889.32,CLOSED
1200000805,INV20240910000805,2024-09-10 00:06:00,300000460,INVOICE,73101.43,8409.90,CLOSED
1200000806,INV20250915000806,2025-09-15 21:26:00,300000015,INVOICE,199176.43,22914.10,CLOSED
1200000807,INV20250917000807,2025-09-17 21:26:00,300000015,INVOICE,58890.41,6775.00,OPEN
1200000808,INV20250426000808,2025-04-26 03:44:00,300000218,INVOICE,129752.07,14927.23,CLOSED
1200000809,INV20240608000809,2024-06-08 03:19:00,300000024,INVOICE,113234.40,13026.97,CLOSED
1200000810,INV20250730000810,2025-07-30 02:59:00,300000329,INVOICE,68493.31,7879.76,OPEN
1200000811,INV20250722000811,2025-07-22 02:59:00,300000329,INVOICE,107032.65,12313.49,OPEN
1200000812,INV20250806000812,2025-08-06 02:59:00,300000329,INVOICE,127954.92,14720.48,OPEN
1200000813,INV20251031000813,2025-10-31 09:54:00,300000215,INVOICE,13329.65,1533.50,CLOSED
1200000814,INV20251112000814,2025-11-12 09:54:00,300000215,INVOICE,5464.66,628.68,OPEN
1200000815,INV20250303000815,2025-03-03 08:02:00,300000201,INVOICE,99922.75,11495.54,OPEN
1200000816,INV20250302000816,2025-03-02 08:02:00,300000201,INVOICE,43249.63,4975.62,OPEN
1200000817,INV20250313000817,2025-03-13 11:15:00,300000827,INVOICE,3599.74,414.13,OPEN
1200000818,INV20250324000818,2025-03-24 11:15:00,300000827,INVOICE,56713.31,6524.54,CLOSED
1200000819,INV20250314000819,2025-03-14 11:15:00,300000827,INVOICE,11261.81,1295.61,CLOSED
1200000820,INV20250322000820,2025-03-22 11:15:00,300000827,INVOICE,8140.32,936.50,CLOSED
1200000821,INV20260410000821,2026-04-10 14:40:00,300000551,INVOICE,55664.82,6403.92,CLOSED
1200000822,INV20250429000822,2025-04-29 21:54:00,300000143,INVOICE,8441.02,971.09,CLOSED
1200000823,INV20250430000823,2025-04-30 21:54:00,300000143,INVOICE,89834.25,10334.91,CLOSED
1200000824,INV20250426000824,2025-04-26 21:54:00,300000143,INVOICE,85120.40,9792.61,CLOSED
1200000825,INV20250526000825,2025-05-26 09:32:00,300000177,INVOICE,113263.74,13030.34,CLOSED
1200000826,INV20250602000826,2025-06-02 09:32:00,300000177,INVOICE,5480.17,630.46,OPEN
1200000827,INV20250427000827,2025-04-27 02:17:00,300000723,INVOICE,29486.90,3392.30,OPEN
1200000828,INV20250423000828,2025-04-23 02:17:00,300000723,INVOICE,50446.38,5803.57,CLOSED
1200000829,INV20250424000829,2025-04-24 02:17:00,300000723,INVOICE,9094.42,1046.26,CLOSED
1200000830,INV20251001000830,2025-10-01 13:27:00,300000105,INVOICE,55723.23,6410.64,OPEN
1200000831,INV20251005000831,2025-10-05 13:27:00,300000105,INVOICE,51369.59,5909.78,OPEN
1200000832,INV20250125000832,2025-01-25 15:17:00,300000363,INVOICE,28256.75,3250.78,OPEN
1200000833,INV20250124000833,2025-01-24 15:17:00,300000363,INVOICE,10916.99,1255.94,OPEN
1200000834,INV20251229000834,2025-12-29 22:19:00,300000672,INVOICE,38087.53,4381.75,OPEN
1200000835,INV20251218000835,2025-12-18 22:19:00,300000672,INVOICE,70564.87,8118.08,OPEN
