header_id,order_number,sold_to_org_id,order_date,booked_date,order_amount,discount_amount,tax_amount,flow_status_code,salesrep_id
900000563,SO20250921000563,300000181,2025-09-21 02:35:00,2025-09-24 02:35:00,95585.31,0.00,10996.54,BOOKED,800000078
900000564,SO20241126000564,300000882,2024-11-26 11:55:00,2024-11-29 11:55:00,11162.28,858.98,1284.16,CLOSED,800000052
900000565,SO20240619000565,300000854,2024-06-19 05:49:00,2024-06-22 05:49:00,68275.73,0.00,7854.73,CLOSED,800000054
900000566,SO20250618000566,300000638,2025-06-18 05:40:00,2025-06-20 05:40:00,210129.93,2168.49,24174.24,CLOSED,800000021
900000567,SO20250224000567,300000140,2025-02-24 08:46:00,2025-02-25 08:46:00,112114.73,41.09,12898.15,CLOSED,800000089
900000568,SO20250203000568,300000794,2025-02-03 17:33:00,2025-02-05 17:33:00,202837.44,19200.65,23335.28,CLOSED,800000116
900000569,SO20251217000569,300000335,2025-12-17 22:18:00,2025-12-18 22:18:00,242661.77,6740.85,27916.84,CLOSED,800000076
900000570,SO20250126000570,300000255,2025-01-26 13:54:00,2025-01-27 13:54:00,173972.05,3925.48,20014.49,CLOSED,800000028
900000571,SO20250110000571,300000106,2025-01-10 20:42:00,2025-01-11 20:42:00,159327.90,1735.68,18329.76,CLOSED,800000070
900000572,SO20250810000572,300000277,2025-08-10 08:16:00,2025-08-13 08:16:00,10162.28,0.00,1169.11,CLOSED,800000026
900000573,SO20250801000573,300000423,2025-08-01 22:22:00,2025-08-04 22:22:00,40094.63,4838.51,4612.66,BOOKED,800000091
900000574,SO20251104000574,300000932,2025-11-04 06:37:00,2025-11-07 06:37:00,26251.39,3167.84,3020.07,CLOSED,800000034
900000575,SO20260302000575,300000597,2026-03-02 11:15:00,2026-03-04 11:15:00,86377.33,4459.67,9937.21,ENTERED,800000099
900000576,SO20240619000576,300000252,2024-06-19 06:26:00,2024-06-21 06:26:00,52339.78,1056.72,6021.39,CLOSED,800000114
900000577,SO20240906000577,300000555,2024-09-06 16:04:00,2024-09-09 16:04:00,29310.00,1864.60,3371.95,CLOSED,800000074
900000578,SO20241013000578,300000142,2024-10-13 11:21:00,2024-10-14 11:21:00,139706.57,0.00,16072.44,BOOKED,800000079
900000579,SO20240708000579,300000534,2024-07-08 05:15:00,2024-07-09 05:15:00,343808.61,12032.83,39553.20,BOOKED,800000031
900000580,SO20240726000580,300000866,2024-07-26 22:23:00,2024-07-28 22:23:00,95719.16,11551.03,11011.94,CANCELLED,800000112
900000581,SO20241026000581,300000789,2024-10-26 12:26:00,2024-10-29 12:26:00,33878.63,2607.08,3897.54,CLOSED,800000117
900000582,SO20250514000582,300000006,2025-05-14 04:52:00,2025-05-16 04:52:00,161357.88,26993.70,18563.30,CLOSED,800000053
900000583,SO20251113000583,300000900,2025-11-13 08:36:00,2025-11-14 08:36:00,294972.61,18170.11,33934.90,ENTERED,800000042
900000584,SO20260222000584,300000584,2026-02-22 09:25:00,2026-02-25 09:25:00,11722.95,0.00,1348.66,CLOSED,800000023
900000585,SO20240806000585,300000434,2024-08-06 15:53:00,2024-08-07 15:53:00,49411.30,892.45,5684.49,CANCELLED,800000098
900000586,SO20260126000586,300000475,2026-01-26 01:34:00,2026-01-27 01:34:00,112663.08,11078.00,12961.24,ENTERED,800000114
900000587,SO20250812000587,300000729,2025-08-12 12:08:00,2025-08-12 12:08:00,41940.79,4123.90,4825.05,CLOSED,800000085
900000588,SO20260102000588,300000710,2026-01-02 16:14:00,2026-01-05 16:14:00,122377.05,452.90,14078.78,CLOSED,800000114
900000589,SO20240803000589,300000638,2024-08-03 00:00:00,2024-08-04 00:00:00,88372.40,0.00,10166.74,CLOSED,800000066
900000590,SO20250814000590,300000510,2025-08-14 16:45:00,2025-08-16 16:45:00,7905.33,0.00,909.46,CLOSED,800000067
900000591,SO20251115000591,300000844,2025-11-15 16:00:00,2025-11-18 16:00:00,157003.43,12081.93,18062.34,CLOSED,800000108
900000592,SO20250324000592,300000821,2025-03-24 08:41:00,2025-03-24 08:41:00,50423.57,4958.09,5800.94,BOOKED,800000103
900000593,SO20241104000593,300000633,2024-11-04 13:44:00,2024-11-05 13:44:00,25284.45,3051.25,2908.83,BOOKED,800000079
900000594,SO20241219000594,300000236,2024-12-19 19:58:00,2024-12-22 19:58:00,332030.90,18791.90,38198.25,CLOSED,800000039
900000595,SO20260305000595,300000887,2026-03-05 04:19:00,2026-03-05 04:19:00,232608.82,25780.12,26760.31,CLOSED,800000088
900000596,SO20241111000596,300000475,2024-11-11 07:24:00,2024-11-13 07:24:00,193447.02,0.00,22254.97,CLOSED,800000014
900000597,SO20250822000597,300000020,2025-08-22 11:05:00,2025-08-25 11:05:00,81413.50,8041.88,9366.16,BOOKED,800000097
900000598,SO20241220000598,300000393,2024-12-20 02:42:00,2024-12-21 02:42:00,7039.00,327.87,809.80,CLOSED,800000087
900000599,SO20250615000599,300000911,2025-06-15 18:07:00,2025-06-16 18:07:00,43259.03,4253.63,4976.70,CLOSED,800000057
900000600,SO20250117000600,300000801,2025-01-17 15:51:00,2025-01-19 15:51:00,70544.05,5884.19,8115.69,CLOSED,800000037
900000601,SO20241022000601,300000824,2024-10-22 16:39:00,2024-10-24 16:39:00,47352.73,2205.52,5447.66,CLOSED,800000115
900000602,SO20241127000602,300000172,2024-11-27 13:35:00,2024-11-29 13:35:00,254055.92,9718.16,29227.68,CLOSED,800000075
900000603,SO20240802000603,300000470,2024-08-02 22:25:00,2024-08-05 22:25:00,231099.31,21238.52,26586.65,BOOKED,800000061
900000604,SO20250304000604,300000006,2025-03-04 09:33:00,2025-03-07 09:33:00,21569.52,0.00,2481.45,BOOKED,800000108
900000605,SO20241119000605,300000065,2024-11-19 23:05:00,2024-11-20 23:05:00,99343.19,7644.68,11428.86,CLOSED,800000105
900000606,SO20250428000606,300000633,2025-04-28 23:04:00,2025-04-29 23:04:00,73281.78,1323.52,8430.65,CLOSED,800000038
900000607,SO20241010000607,300000797,2024-10-10 10:32:00,2024-10-13 10:32:00,242868.57,9335.02,27940.63,BOOKED,800000107
900000608,SO20250826000608,300000596,2025-08-26 03:07:00,2025-08-27 03:07:00,320194.23,8852.10,36836.50,CLOSED,800000067
900000609,SO20241005000609,300000791,2024-10-05 20:20:00,2024-10-08 20:20:00,17819.34,0.00,2050.01,CLOSED,800000108
900000610,SO20251110000610,300000778,2025-11-10 20:05:00,2025-11-12 20:05:00,13288.62,0.00,1528.78,ENTERED,800000009
900000611,SO20250304000611,300000178,2025-03-04 17:01:00,2025-03-05 17:01:00,118315.41,0.00,13611.51,CLOSED,800000112
900000612,SO20250816000612,300000607,2025-08-16 23:10:00,2025-08-19 23:10:00,322849.19,3866.23,37141.94,ENTERED,800000086
900000613,SO20260125000613,300000120,2026-01-25 09:38:00,2026-01-25 09:38:00,51900.52,2417.33,5970.86,CLOSED,800000063
900000614,SO20250408000614,300000221,2025-04-08 01:18:00,2025-04-08 01:18:00,101880.70,0.00,11720.79,CLOSED,800000117
900000615,SO20241128000615,300000721,2024-11-28 06:42:00,2024-11-29 06:42:00,209106.15,816.99,24056.46,CLOSED,800000086
900000616,SO20251122000616,300000767,2025-11-22 20:27:00,2025-11-22 20:27:00,37416.21,301.15,4304.51,BOOKED,800000051
900000617,SO20241211000617,300000362,2024-12-11 01:28:00,2024-12-14 01:28:00,151876.81,12126.71,17472.56,CLOSED,800000052
900000618,SO20260114000618,300000979,2026-01-14 09:13:00,2026-01-16 09:13:00,80962.82,31859.84,9314.31,CLOSED,800000059
900000619,SO20241115000619,300000971,2024-11-15 17:56:00,2024-11-16 17:56:00,207251.45,12803.26,23843.09,BOOKED,800000011
900000620,SO20241019000620,300000118,2024-10-19 08:47:00,2024-10-20 08:47:00,198841.97,16816.21,22875.62,CLOSED,800000014
900000621,SO20241117000621,300000697,2024-11-17 09:44:00,2024-11-19 09:44:00,132870.03,6188.61,15285.93,CANCELLED,800000109
900000622,SO20260318000622,300000924,2026-03-18 17:18:00,2026-03-20 17:18:00,77498.43,9340.46,8915.75,CANCELLED,800000005
900000623,SO20241026000623,300000487,2024-10-26 07:29:00,2024-10-29 07:29:00,66886.84,4635.04,7694.95,BOOKED,800000068
900000624,SO20240523000624,300000995,2024-05-23 04:24:00,2024-05-25 04:24:00,184680.82,14211.67,21246.47,BOOKED,800000019
900000625,SO20240724000625,300000290,2024-07-24 12:30:00,2024-07-27 12:30:00,73250.34,0.00,8427.03,BOOKED,800000007
900000626,SO20241113000626,300000422,2024-11-13 11:51:00,2024-11-13 11:51:00,232468.09,4973.61,26744.12,BOOKED,800000082
900000627,SO20250801000627,300000432,2025-08-01 21:46:00,2025-08-02 21:46:00,92297.93,10190.70,10618.35,CLOSED,800000036
900000628,SO20240617000628,300000502,2024-06-17 00:00:00,2024-06-18 00:00:00,31446.23,765.72,3617.71,CLOSED,800000022
900000629,SO20241102000629,300000413,2024-11-02 08:59:00,2024-11-03 08:59:00,77481.78,5962.49,8913.83,ENTERED,800000061
900000630,SO20260112000630,300000265,2026-01-12 19:50:00,2026-01-15 19:50:00,133963.24,0.00,15411.70,BOOKED,800000051
900000631,SO20240503000631,300000156,2024-05-03 07:57:00,2024-05-06 07:57:00,55237.12,5431.42,6354.71,CLOSED,800000009
900000632,SO20241229000632,300000540,2024-12-29 10:25:00,2024-12-30 10:25:00,267495.44,5870.24,30773.81,BOOKED,800000071
900000633,SO20260112000633,300000494,2026-01-12 06:56:00,2026-01-12 06:56:00,110685.95,2238.66,12733.78,BOOKED,800000046
900000634,SO20240913000634,300000614,2024-09-13 12:30:00,2024-09-14 12:30:00,1702.66,0.00,195.88,CLOSED,800000104
900000635,SO20250430000635,300000953,2025-04-30 21:05:00,2025-05-02 21:05:00,22720.01,2741.70,2613.81,CANCELLED,800000079
900000636,SO20240829000636,300000634,2024-08-29 11:54:00,2024-08-29 11:54:00,139867.27,0.00,16090.92,BOOKED,800000063
900000637,SO20260117000637,300000529,2026-01-17 19:12:00,2026-01-17 19:12:00,6254.84,3577.78,719.58,CLOSED,800000064
900000638,SO20250825000638,300000188,2025-08-25 18:52:00,2025-08-25 18:52:00,179687.45,1043.19,20672.01,CLOSED,800000039
900000639,SO20260201000639,300000294,2026-02-01 12:51:00,2026-02-01 12:51:00,108807.81,1965.15,12517.71,CLOSED,800000065
900000640,SO20240920000640,300000248,2024-09-20 10:38:00,2024-09-22 10:38:00,132515.61,0.00,15245.16,CLOSED,800000059
900000641,SO20251210000641,300000401,2025-12-10 13:00:00,2025-12-10 13:00:00,204938.26,17063.66,23576.96,CLOSED,800000018
900000642,SO20240813000642,300000648,2024-08-13 22:52:00,2024-08-16 22:52:00,28104.55,0.00,3233.27,BOOKED,800000083
900000643,SO20241019000643,300000186,2024-10-19 09:44:00,2024-10-20 09:44:00,178461.76,17547.78,20531.00,CLOSED,800000103
900000644,SO20250513000644,300000095,2025-05-13 15:46:00,2025-05-15 15:46:00,75460.65,471.50,8681.31,CLOSED,800000059
900000645,SO20250802000645,300000341,2025-08-02 03:17:00,2025-08-05 03:17:00,90371.67,2668.64,10396.74,CLOSED,800000029
900000646,SO20250411000646,300000202,2025-04-11 10:53:00,2025-04-11 10:53:00,212383.01,11579.23,24433.44,CLOSED,800000057
900000647,SO20251231000647,300000437,2025-12-31 02:32:00,2025-12-31 02:32:00,306856.77,2637.40,35302.10,BOOKED,800000115
900000648,SO20240422000648,300000597,2024-04-22 03:38:00,2024-04-24 03:38:00,292057.17,3462.26,33599.49,CLOSED,800000069
900000649,SO20260129000649,300000332,2026-01-29 15:07:00,2026-01-30 15:07:00,112010.45,2773.54,12886.15,CLOSED,800000019
900000650,SO20241212000650,300000872,2024-12-12 04:02:00,2024-12-13 04:02:00,85171.20,0.00,9798.46,CLOSED,800000069
900000651,SO20241018000651,300000717,2024-10-18 08:38:00,2024-10-19 08:38:00,89704.92,1786.73,10320.04,BOOKED,800000083
900000652,SO20250828000652,300000144,2025-08-28 05:39:00,2025-08-30 05:39:00,52160.27,0.00,6000.74,BOOKED,800000014
900000653,SO20240607000653,300000345,2024-06-07 22:43:00,2024-06-09 22:43:00,122965.13,6171.98,14146.43,CLOSED,800000016
900000654,SO20241108000654,300000448,2024-11-08 05:35:00,2024-11-09 05:35:00,123324.86,3839.25,14187.81,CLOSED,800000086
900000655,SO20250301000655,300000092,2025-03-01 18:02:00,2025-03-01 18:02:00,299515.14,8297.87,34457.50,ENTERED,800000008
900000656,SO20240705000656,300000849,2024-07-05 05:53:00,2024-07-07 05:53:00,105494.00,11695.40,12136.48,CLOSED,800000016
900000657,SO20240915000657,300000101,2024-09-15 03:25:00,2024-09-15 03:25:00,66385.67,3091.98,7637.29,ENTERED,800000022
900000658,SO20251130000658,300000242,2025-11-30 09:57:00,2025-12-01 09:57:00,91918.65,3827.92,10574.71,ENTERED,800000086
900000659,SO20240709000659,300000902,2024-07-09 23:47:00,2024-07-11 23:47:00,71758.61,3135.50,8255.42,BOOKED,800000089
900000660,SO20241107000660,300000623,2024-11-07 23:17:00,2024-11-10 23:17:00,6187.51,0.00,711.84,CLOSED,800000038
900000661,SO20250910000661,300000410,2025-09-10 19:29:00,2025-09-10 19:29:00,126993.13,7502.90,14609.83,CLOSED,800000025
900000662,SO20240902000662,300000794,2024-09-02 00:09:00,2024-09-03 00:09:00,40169.99,4847.55,4621.33,CLOSED,800000104
900000663,SO20250216000663,300000154,2025-02-16 23:08:00,2025-02-19 23:08:00,248375.41,12939.47,28574.16,ENTERED,800000066
900000664,SO20241206000664,300000565,2024-12-06 11:32:00,2024-12-07 11:32:00,28230.67,2775.88,3247.78,CLOSED,800000032
900000665,SO20240617000665,300000571,2024-06-17 14:09:00,2024-06-17 14:09:00,81659.15,1136.95,9394.42,CLOSED,800000076
900000666,SO20250616000666,300000533,2025-06-16 03:44:00,2025-06-16 03:44:00,187407.48,16184.08,21560.16,CLOSED,800000102
900000667,SO20250415000667,300000691,2025-04-15 02:53:00,2025-04-15 02:53:00,35137.99,0.00,4042.42,CLOSED,800000071
900000668,SO20240420000668,300000144,2024-04-20 16:39:00,2024-04-23 16:39:00,219098.93,3325.87,25206.07,CANCELLED,800000030
900000669,SO20250712000669,300000664,2025-07-12 08:46:00,2025-07-12 08:46:00,182263.99,2040.81,20968.42,CLOSED,800000081
900000670,SO20250323000670,300000634,2025-03-23 21:18:00,2025-03-23 21:18:00,99239.59,6580.89,11416.95,CLOSED,800000026
900000671,SO20240823000671,300000800,2024-08-23 10:06:00,2024-08-24 10:06:00,366798.70,24085.53,42198.08,CANCELLED,800000084
900000672,SO20240420000672,300000878,2024-04-20 15:54:00,2024-04-23 15:54:00,14727.11,0.00,1694.27,ENTERED,800000041
900000673,SO20250204000673,300000906,2025-02-04 18:37:00,2025-02-06 18:37:00,60434.21,1091.45,6952.61,CLOSED,800000018
900000674,SO20251017000674,300000149,2025-10-17 05:22:00,2025-10-20 05:22:00,137166.20,0.00,15780.18,CLOSED,800000070
900000675,SO20260314000675,300000853,2026-03-14 20:03:00,2026-03-16 20:03:00,255946.13,7919.09,29445.13,CLOSED,800000006
900000676,SO20251015000676,300000441,2025-10-15 15:42:00,2025-10-15 15:42:00,283589.01,13177.54,32625.28,CLOSED,800000070
900000677,SO20250719000677,300000823,2025-07-19 18:07:00,2025-07-19 18:07:00,251173.76,14539.23,28896.10,CLOSED,800000096
900000678,SO20250825000678,300000575,2025-08-25 05:16:00,2025-08-25 05:16:00,99413.02,9775.14,11436.90,CLOSED,800000042
900000679,SO20250311000679,300000278,2025-03-11 11:05:00,2025-03-13 11:05:00,289507.43,30302.51,33306.16,CLOSED,800000027
900000680,SO20250914000680,300000019,2025-09-14 21:27:00,2025-09-17 21:27:00,189238.78,13200.19,21770.83,CLOSED,800000110
900000681,SO20240710000681,300000243,2024-07-10 10:31:00,2024-07-10 10:31:00,192509.80,3538.75,22147.14,CLOSED,800000014
900000682,SO20250530000682,300000588,2025-05-30 09:27:00,2025-05-31 09:27:00,158818.64,5285.76,18271.17,CLOSED,800000007
900000683,SO20260110000683,300000381,2026-01-10 04:57:00,2026-01-10 04:57:00,47457.98,2210.47,5459.77,CANCELLED,800000027
900000684,SO20250122000684,300000318,2025-01-22 15:20:00,2025-01-23 15:20:00,135336.55,2768.17,15569.69,BOOKED,800000010
900000685,SO20251215000685,300000072,2025-12-15 16:07:00,2025-12-15 16:07:00,126548.93,9073.57,14558.73,CLOSED,800000048
900000686,SO20251201000686,300000646,2025-12-01 05:08:00,2025-12-04 05:08:00,199638.74,3017.14,22967.29,CANCELLED,800000085
900000687,SO20251107000687,300000551,2025-11-07 18:52:00,2025-11-07 18:52:00,11112.67,855.15,1278.45,CLOSED,800000046
900000688,SO20251126000688,300000788,2025-11-26 08:48:00,2025-11-26 08:48:00,80995.44,6232.84,9318.06,BOOKED,800000102
900000689,SO20260127000689,300000975,2026-01-27 01:16:00,2026-01-29 01:16:00,190912.01,12165.80,21963.33,CANCELLED,800000020
900000690,SO20240415000690,300000857,2024-04-15 20:47:00,2024-04-18 20:47:00,10912.36,1316.81,1255.40,CLOSED,800000034
900000691,SO20251202000691,300000046,2025-12-02 13:43:00,2025-12-02 13:43:00,54349.27,4803.08,6252.57,CLOSED,800000061
900000692,SO20241214000692,300000347,2024-12-14 13:54:00,2024-12-15 13:54:00,125172.47,4203.64,14400.37,BOOKED,800000015
900000693,SO20260213000693,300000412,2026-02-13 12:42:00,2026-02-16 12:42:00,1347.10,0.00,154.98,CLOSED,800000011
900000694,SO20250226000694,300000841,2025-02-26 23:21:00,2025-02-28 23:21:00,21814.56,0.00,2509.64,CLOSED,800000050
900000695,SO20250505000695,300000505,2025-05-05 16:48:00,2025-05-08 16:48:00,167498.66,16469.78,19269.76,CLOSED,800000026
900000696,SO20240826000696,300000427,2024-08-26 05:18:00,2024-08-27 05:18:00,194561.78,6386.56,22383.21,CLOSED,800000044
900000697,SO20250625000697,300000515,2025-06-25 03:27:00,2025-06-25 03:27:00,189274.47,213.60,21774.93,CLOSED,800000003
900000698,SO20240803000698,300000645,2024-08-03 20:42:00,2024-08-06 20:42:00,261337.51,14465.51,30065.39,CLOSED,800000095
900000699,SO20240805000699,300000161,2024-08-05 02:08:00,2024-08-07 02:08:00,249382.45,8622.71,28690.02,CLOSED,800000043
900000700,SO20240419000700,300000713,2024-04-19 11:31:00,2024-04-20 11:31:00,31103.23,0.00,3578.25,CLOSED,800000035
900000701,SO20240714000701,300000733,2024-07-14 05:09:00,2024-07-15 05:09:00,219204.66,11653.85,25218.24,CLOSED,800000092
900000702,SO20260123000702,300000272,2026-01-23 14:10:00,2026-01-25 14:10:00,56535.11,0.00,6504.04,ENTERED,800000020
900000703,SO20250902000703,300000101,2025-09-02 19:02:00,2025-09-05 19:02:00,17124.30,0.00,1970.05,CLOSED,800000011
900000704,SO20251026000704,300000753,2025-10-26 02:45:00,2025-10-29 02:45:00,20552.32,1581.56,2364.43,CLOSED,800000017
900000705,SO20240528000705,300000934,2024-05-28 04:50:00,2024-05-30 04:50:00,13901.70,0.00,1599.31,CLOSED,800000047
900000706,SO20250404000706,300000254,2025-04-04 10:50:00,2025-04-07 10:50:00,72559.76,0.00,8347.58,CLOSED,800000093
900000707,SO20251221000707,300000165,2025-12-21 11:48:00,2025-12-24 11:48:00,264468.01,34090.79,30425.53,BOOKED,800000017
900000708,SO20250505000708,300000708,2025-05-05 18:12:00,2025-05-07 18:12:00,11297.02,526.18,1299.66,CANCELLED,800000028
900000709,SO20260325000709,300000327,2026-03-25 06:19:00,2026-03-28 06:19:00,84512.96,0.00,9722.73,BOOKED,800000062
900000710,SO20241128000710,300000949,2024-11-28 18:42:00,2024-11-30 18:42:00,251389.92,1681.84,28920.97,BOOKED,800000075
900000711,SO20251201000711,300000335,2025-12-01 12:55:00,2025-12-02 12:55:00,207737.54,900.13,23899.01,CLOSED,800000018
900000712,SO20250515000712,300000344,2025-05-15 02:05:00,2025-05-16 02:05:00,241931.95,11205.25,27832.87,CANCELLED,800000104
900000713,SO20250701000713,300000207,2025-07-01 23:39:00,2025-07-01 23:39:00,123410.23,12134.67,14197.64,BOOKED,800000048
900000714,SO20250228000714,300000152,2025-02-28 13:18:00,2025-03-02 13:18:00,71826.42,0.00,8263.22,CLOSED,800000016
900000715,SO20250612000715,300000355,2025-06-12 16:35:00,2025-06-12 16:35:00,82110.29,1143.61,9446.32,CLOSED,800000115
900000716,SO20250311000716,300000062,2025-03-11 09:53:00,2025-03-11 09:53:00,2291.30,176.36,263.60,BOOKED,800000074
900000717,SO20250424000717,300000751,2025-04-24 15:04:00,2025-04-25 15:04:00,160296.58,8402.93,18441.20,BOOKED,800000033
900000718,SO20240524000718,300000850,2024-05-24 01:44:00,2024-05-24 01:44:00,391358.99,23984.56,45023.61,CLOSED,800000089
900000719,SO20260105000719,300000006,2026-01-05 02:07:00,2026-01-06 02:07:00,25117.71,0.00,2889.65,ENTERED,800000028
900000720,SO20250503000720,300000226,2025-05-03 10:49:00,2025-05-06 10:49:00,64692.00,1168.37,7442.44,CLOSED,800000044
900000721,SO20250913000721,300000394,2025-09-13 03:21:00,2025-09-14 03:21:00,20172.69,0.00,2320.75,CLOSED,800000092
900000722,SO20240917000722,300000558,2024-09-17 17:04:00,2024-09-18 17:04:00,76192.89,3548.77,8765.55,CLOSED,800000038
900000723,SO20250320000723,300000999,2025-03-20 01:30:00,2025-03-22 01:30:00,43180.63,244.69,4967.68,CANCELLED,800000016
900000724,SO20240419000724,300000754,2024-04-19 12:02:00,2024-04-19 12:02:00,59242.51,0.00,6815.51,CLOSED,800000104
900000725,SO20240605000725,300000191,2024-06-05 22:41:00,2024-06-07 22:41:00,132126.85,0.00,15200.43,BOOKED,800000106
900000726,SO20250629000726,300000315,2025-06-29 07:26:00,2025-06-29 07:26:00,280657.79,10784.58,32288.06,CLOSED,800000063
900000727,SO20250307000727,300000136,2025-03-07 01:57:00,2025-03-10 01:57:00,7163.59,0.00,824.13,BOOKED,800000009
900000728,SO20260320000728,300000177,2026-03-20 10:10:00,2026-03-23 10:10:00,34250.82,3665.97,3940.36,CLOSED,800000057
900000729,SO20250410000729,300000122,2025-04-10 20:17:00,2025-04-10 20:17:00,43018.93,4230.02,4949.08,CLOSED,800000034
900000730,SO20250629000730,300000086,2025-06-29 05:22:00,2025-07-02 05:22:00,28713.15,518.60,3303.28,CLOSED,800000044
900000731,SO20250329000731,300000983,2025-03-29 04:45:00,2025-03-29 04:45:00,214086.81,0.00,24629.45,ENTERED,800000071
900000732,SO20240802000732,300000359,2024-08-02 23:14:00,2024-08-02 23:14:00,12754.98,0.00,1467.39,CLOSED,800000019
900000733,SO20250629000733,300000089,2025-06-29 07:49:00,2025-06-30 07:49:00,61290.84,7396.27,7051.16,BOOKED,800000016
900000734,SO20250319000734,300000818,2025-03-19 23:38:00,2025-03-20 23:38:00,23227.32,1081.86,2672.17,CANCELLED,800000094
900000735,SO20250226000735,300000898,2025-02-26 07:23:00,2025-02-26 07:23:00,65089.57,0.00,7488.18,ENTERED,800000013
900000736,SO20250707000736,300000935,2025-07-07 01:52:00,2025-07-07 01:52:00,410110.63,3562.90,47180.87,CLOSED,800000006
900000737,SO20250619000737,300000468,2025-06-19 20:33:00,2025-06-21 20:33:00,107707.22,4003.91,12391.10,CLOSED,800000031
900000738,SO20250623000738,300000603,2025-06-23 19:48:00,2025-06-23 19:48:00,292033.89,6996.53,33596.82,CLOSED,800000024
900000739,SO20260310000739,300000670,2026-03-10 01:48:00,2026-03-12 01:48:00,170564.10,20077.46,19622.42,BOOKED,800000050
900000740,SO20240916000740,300000527,2024-09-16 20:35:00,2024-09-16 20:35:00,123917.95,703.45,14256.05,CANCELLED,800000027
900000741,SO20240427000741,300000220,2024-04-27 17:52:00,2024-04-28 17:52:00,481509.34,11095.98,55394.88,CANCELLED,800000065
900000742,SO20240502000742,300000941,2024-05-02 03:21:00,2024-05-05 03:21:00,120032.18,14484.93,13809.01,CLOSED,800000103
900000743,SO20250214000743,300000054,2025-02-14 03:00:00,2025-02-15 03:00:00,77337.83,2474.82,8897.28,CLOSED,800000001
900000744,SO20240718000744,300000473,2024-07-18 03:35:00,2024-07-19 03:35:00,81769.87,291.42,9407.15,CLOSED,800000036
900000745,SO20240626000745,300000500,2024-06-26 08:27:00,2024-06-26 08:27:00,54851.09,0.00,6310.30,BOOKED,800000031
900000746,SO20260320000746,300000522,2026-03-20 17:12:00,2026-03-22 17:12:00,47887.61,0.00,5509.19,CLOSED,800000035
900000747,SO20251114000747,300000598,2025-11-14 08:27:00,2025-11-14 08:27:00,59737.91,6210.19,6872.50,BOOKED,800000080
900000748,SO20250104000748,300000171,2025-01-04 18:40:00,2025-01-06 18:40:00,24730.81,3177.68,2845.13,BOOKED,800000114
900000749,SO20260303000749,300000418,2026-03-03 12:48:00,2026-03-05 12:48:00,315378.34,7654.60,36282.46,ENTERED,800000051
900000750,SO20241219000750,300000078,2024-12-19 14:59:00,2024-12-22 14:59:00,73733.69,3434.27,8482.64,CLOSED,800000119
900000751,SO20240830000751,300000506,2024-08-30 23:22:00,2024-08-30 23:22:00,190855.07,17900.99,21956.77,CLOSED,800000023
900000752,SO20241122000752,300000299,2024-11-22 04:35:00,2024-11-25 04:35:00,190245.85,8244.95,21886.69,BOOKED,800000056
900000753,SO20250314000753,300000173,2025-03-14 15:04:00,2025-03-16 15:04:00,267797.35,9194.44,30808.54,CLOSED,800000087
900000754,SO20260117000754,300000308,2026-01-17 03:43:00,2026-01-18 03:43:00,33294.79,0.00,3830.37,CLOSED,800000104
900000755,SO20250704000755,300000677,2025-07-04 16:39:00,2025-07-04 16:39:00,45013.10,0.00,5178.50,CANCELLED,800000063
900000756,SO20250717000756,300000774,2025-07-17 09:17:00,2025-07-20 09:17:00,78964.20,8510.06,9084.37,CLOSED,800000014
900000757,SO20260206000757,300000465,2026-02-06 21:01:00,2026-02-08 21:01:00,353126.07,3534.30,40625.13,BOOKED,800000105
900000758,SO20240419000758,300000316,2024-04-19 04:02:00,2024-04-19 04:02:00,368123.67,13730.70,42350.51,BOOKED,800000051
900000759,SO20241008000759,300000832,2024-10-08 14:16:00,2024-10-11 14:16:00,262123.07,4897.11,30155.75,CLOSED,800000028
900000760,SO20241008000760,300000062,2024-10-08 14:25:00,2024-10-11 14:25:00,136501.48,13421.91,15703.71,CLOSED,800000041
900000761,SO20240820000761,300000773,2024-08-20 22:31:00,2024-08-20 22:31:00,22103.83,399.20,2542.92,CLOSED,800000107
900000762,SO20250719000762,300000474,2025-07-19 18:37:00,2025-07-21 18:37:00,113606.63,4240.37,13069.79,CANCELLED,800000028
900000763,SO20250707000763,300000074,2025-07-07 10:44:00,2025-07-10 10:44:00,8730.95,671.87,1004.45,BOOKED,800000062
900000764,SO20250627000764,300000774,2025-06-27 17:47:00,2025-06-27 17:47:00,77978.41,1438.25,8970.97,CLOSED,800000047
900000765,SO20240412000765,300000023,2024-04-12 16:18:00,2024-04-14 16:18:00,235227.98,13876.85,27061.63,CLOSED,800000059
900000766,SO20250528000766,300000954,2025-05-28 04:20:00,2025-05-28 04:20:00,62206.00,899.44,7156.44,CLOSED,800000072
900000767,SO20240912000767,300000416,2024-09-12 19:13:00,2024-09-12 19:13:00,100544.78,1579.59,11567.10,CLOSED,800000078
900000768,SO20251029000768,300000098,2025-10-29 12:42:00,2025-11-01 12:42:00,177152.93,5398.70,20380.43,CLOSED,800000001
900000769,SO20241014000769,300000430,2024-10-14 04:28:00,2024-10-15 04:28:00,139256.42,10716.23,16020.65,CLOSED,800000022
900000770,SO20250421000770,300000746,2025-04-21 19:50:00,2025-04-22 19:50:00,24589.31,0.00,2828.86,BOOKED,800000101
