customer_trx_line_id,customer_trx_id,line_number,line_type,inventory_item_id,quantity_invoiced,unit_selling_price,extended_amount,tax_amount
1300001400,1200001400,1,LINE,59601,16.03,8905.39,142753.40,18557.94
1300001401,1200001401,1,LINE,35458,9.74,8484.98,82643.71,10743.68
1300001402,1200001402,1,LINE,93846,10.76,5828.77,62717.57,8153.28
1300001403,1200001403,1,LINE,64724,6.84,589.26,4030.54,523.97
1300001404,1200001404,1,LINE,91625,15.69,8555.25,134231.87,17450.14
1300001405,1200001405,1,LINE,61349,4.80,3040.86,14596.13,1897.50
1300001406,1200001406,1,LINE,69570,3.02,2733.47,8255.08,1073.16
1300001407,1200001407,1,LINE,27175,17.43,3140.11,54732.12,7115.18
1300001408,1200001408,1,LINE,17661,2.65,4415.28,11700.49,1521.06
1300001409,1200001409,1,LINE,90599,3.89,444.90,1730.66,224.99
1300001410,1200001410,1,LINE,30667,19.34,5595.75,108221.80,14068.83
1300001411,1200001411,1,LINE,60051,18.99,2083.15,39559.02,5142.67
1300001412,1200001412,1,LINE,45669,12.86,4255.12,54720.84,7113.71
1300001413,1200001413,1,LINE,10167,2.07,5125.24,10609.25,1379.20
1300001414,1200001414,1,LINE,13597,19.99,8190.71,163732.29,21285.20
1300001415,1200001415,1,LINE,88942,2.91,7904.70,23002.68,2990.35
1300001416,1200001416,1,LINE,35469,1.19,8076.75,9611.33,1249.47
1300001417,1200001417,1,LINE,59609,1.69,3462.79,5852.12,760.78
1300001418,1200001418,1,LINE,39409,9.10,8040.21,73165.91,9511.57
1300001419,1200001419,1,LINE,76923,5.07,6827.34,34614.61,4499.90
1300001420,1200001420,1,LINE,60679,14.18,1257.82,17835.89,2318.67
1300001421,1200001421,1,LINE,74805,8.86,7125.69,63133.61,8207.37
1300001422,1200001422,1,LINE,33733,14.84,1519.61,22551.01,2931.63
1300001423,1200001423,1,LINE,75214,14.76,3890.85,57428.95,7465.76
1300001424,1200001424,1,LINE,31236,3.87,7333.06,28378.94,3689.26
1300001425,1200001425,1,LINE,21358,1.31,2101.25,2752.64,357.84
1300001426,1200001426,1,LINE,25918,3.33,6819.96,22710.47,2952.36
1300001427,1200001427,1,LINE,15432,5.80,9270.78,53770.52,6990.17
1300001428,1200001428,1,LINE,86106,19.52,4620.09,90184.16,11723.94
1300001429,1200001429,1,LINE,56657,4.73,2396.39,11334.92,1473.54
1300001430,1200001430,1,LINE,30692,12.73,5449.92,69377.48,9019.07
1300001431,1200001431,1,LINE,31171,0.72,3791.71,2730.03,354.90
1300001432,1200001432,1,LINE,26133,13.29,4529.54,60197.59,7825.69
1300001433,1200001433,1,LINE,14694,6.90,2669.35,18418.51,2394.41
1300001434,1200001434,1,LINE,18382,2.07,7479.04,15481.61,2012.61
1300001435,1200001435,1,LINE,40167,4.47,9046.30,40436.96,5256.80
1300001436,1200001436,1,LINE,29242,16.69,8893.75,148436.69,19296.77
1300001437,1200001437,1,LINE,42433,8.70,8650.25,75257.17,9783.43
1300001438,1200001438,1,LINE,10510,18.27,6370.84,116395.25,15131.38
1300001439,1200001439,1,LINE,80179,4.03,2701.14,10885.59,1415.13
1300001440,1200001440,1,LINE,30202,13.65,7783.66,106246.96,13812.10
1300001441,1200001441,1,LINE,22658,3.05,2341.72,7142.25,928.49
1300001442,1200001442,1,LINE,76793,15.94,3582.71,57108.40,7424.09
1300001443,1200001443,1,LINE,19003,9.68,3222.28,31191.67,4054.92
1300001444,1200001444,1,LINE,74628,4.38,4267.94,18693.58,2430.17
1300001445,1200001445,1,LINE,12192,7.31,4909.22,35886.40,4665.23
1300001446,1200001446,1,LINE,78923,8.53,2236.15,19074.36,2479.67
1300001447,1200001447,1,LINE,93160,6.85,350.76,2402.71,312.35
1300001448,1200001448,1,LINE,59276,9.30,8792.52,81770.44,10630.16
1300001449,1200001449,1,LINE,57027,15.11,4880.85,73749.64,9587.45
1300001450,1200001450,1,LINE,52001,10.68,5017.46,53586.47,6966.24
1300001451,1200001451,1,LINE,48457,4.59,2329.05,10690.34,1389.74
1300001452,1200001452,1,LINE,36114,15.18,1111.51,16872.72,2193.45
1300001453,1200001453,1,LINE,46946,6.31,9152.57,57752.72,7507.85
1300001454,1200001454,1,LINE,44853,18.61,5806.35,126038.21,16384.97
1300001455,1200001455,1,LINE,22250,6.67,1008.62,6727.50,874.58
1300001456,1200001456,1,LINE,91524,4.33,7518.62,32555.62,4232.23
1300001457,1200001457,1,LINE,16024,16.00,115.77,1852.32,240.80
1300001458,1200001458,1,LINE,43750,7.95,7674.91,61015.53,7932.02
1300001459,1200001459,1,LINE,37398,4.92,6512.53,32041.65,4165.41
1300001460,1200001460,1,LINE,94060,13.93,9124.49,127104.15,16523.54
1300001461,1200001461,1,LINE,58348,2.28,3280.42,7479.36,972.32
1300001462,1200001462,1,LINE,54009,2.72,8360.05,22739.34,2956.11
1300001463,1200001463,1,LINE,38400,16.02,1382.38,22145.73,2878.94
1300001464,1200001464,1,LINE,68675,10.49,8595.05,90162.07,11721.07
1300001465,1200001465,1,LINE,90211,11.58,8574.92,99297.57,12908.68
1300001466,1200001466,1,LINE,62923,10.72,598.58,6416.78,834.18
1300001467,1200001467,1,LINE,13183,8.12,5960.38,48398.29,6291.78
1300001468,1200001468,1,LINE,25111,12.78,6056.58,77403.09,10062.40
1300001469,1200001469,1,LINE,61921,9.84,9479.58,93279.07,12126.28
1300001470,1200001470,1,LINE,17963,5.57,3238.05,18035.94,2344.67
1300001471,1200001471,1,LINE,44125,14.36,1905.38,27361.26,3556.96
1300001472,1200001472,1,LINE,51419,14.78,4341.28,64164.12,8341.34
1300001473,1200001473,1,LINE,15823,15.14,6547.96,99136.11,12887.69
1300001474,1200001474,1,LINE,88519,19.82,3518.15,69729.73,9064.86
1300001475,1200001475,1,LINE,70523,5.83,8184.98,47718.43,6203.40
1300001476,1200001476,1,LINE,57424,14.96,8767.62,131163.60,17051.27
1300001477,1200001477,1,LINE,35548,11.66,4742.83,55301.40,7189.18
1300001478,1200001478,1,LINE,43667,13.20,770.86,10175.35,1322.80
1300001479,1200001479,1,LINE,79612,4.46,3455.39,15411.04,2003.44
1300001480,1200001480,1,LINE,88319,7.65,851.03,6510.38,846.35
1300001481,1200001481,1,LINE,13706,4.21,8159.05,34349.60,4465.45
1300001482,1200001482,1,LINE,44877,17.16,8341.07,143132.76,18607.26
1300001483,1200001483,1,LINE,61718,6.34,7673.86,48652.27,6324.80
1300001484,1200001484,1,LINE,22462,6.39,9980.10,63772.84,8290.47
1300001485,1200001485,1,LINE,48381,15.52,9379.16,145564.56,18923.39
1300001486,1200001486,1,LINE,35061,16.54,6151.27,101742.01,13226.46
1300001487,1200001487,1,LINE,56764,16.05,7011.45,112533.77,14629.39
1300001488,1200001488,1,LINE,19189,12.67,8409.23,106544.94,13850.84
1300001489,1200001489,1,LINE,16038,9.35,4039.18,37766.33,4909.62
1300001490,1200001490,1,LINE,15797,2.64,6494.32,17145.00,2228.85
1300001491,1200001491,1,LINE,64931,17.34,218.90,3795.73,493.44
1300001492,1200001492,1,LINE,10594,11.59,6772.57,78494.09,10204.23
1300001493,1200001493,1,LINE,13028,5.69,4834.48,27508.19,3576.06
1300001494,1200001494,1,LINE,33023,15.12,6857.81,103690.09,13479.71
1300001495,1200001495,1,LINE,39217,15.72,3912.85,61510.00,7996.30
1300001496,1200001496,1,LINE,60533,14.49,242.14,3508.61,456.12
1300001497,1200001497,1,LINE,48993,2.53,6058.30,15327.50,1992.58
1300001498,1200001498,1,LINE,15684,9.46,1691.81,16004.52,2080.59
1300001499,1200001499,1,LINE,21538,16.15,4527.11,73112.83,9504.67
1300001500,1200001500,1,LINE,26138,9.92,3100.32,30755.17,3998.17
1300001501,1200001501,1,LINE,38704,7.89,3830.19,30220.20,3928.63
1300001502,1200001502,1,LINE,57838,4.22,1445.85,6474.54,841.69
1300001503,1200001503,1,LINE,30676,11.48,3326.56,38188.91,4964.56
1300001504,1200001504,1,LINE,88696,6.59,8601.95,56686.85,7369.29
1300001505,1200001505,1,LINE,95452,10.17,6173.15,62780.94,8161.52
1300001506,1200001506,1,LINE,81590,1.16,2341.16,2715.75,353.05
1300001507,1200001507,1,LINE,30563,4.47,4503.57,20130.96,2617.02
1300001508,1200001508,1,LINE,64790,13.54,810.73,10977.28,1427.05
1300001509,1200001509,1,LINE,92505,2.39,7795.12,18630.34,2421.94
1300001510,1200001510,1,LINE,82412,3.61,4448.77,16060.06,2087.81
1300001511,1200001511,1,LINE,40030,14.52,2731.18,39656.73,5155.37
1300001512,1200001512,1,LINE,95336,5.47,1086.00,5940.42,772.25
1300001513,1200001513,1,LINE,63643,13.35,5706.04,76175.63,9902.83
1300001514,1200001514,1,LINE,70672,13.32,9278.00,123582.96,16065.78
1300001515,1200001515,1,LINE,51408,1.54,4412.28,6794.91,883.34
1300001516,1200001516,1,LINE,21716,19.83,6228.45,123510.16,16056.32
1300001517,1200001517,1,LINE,58327,5.56,8975.90,49906.00,6487.78
1300001518,1200001518,1,LINE,40362,18.90,4266.13,80629.86,10481.88
1300001519,1200001519,1,LINE,70743,10.03,811.31,8137.44,1057.87
1300001520,1200001520,1,LINE,60603,3.20,7684.69,24591.01,3196.83
1300001521,1200001521,1,LINE,79729,3.40,4448.97,15126.50,1966.45
1300001522,1200001522,1,LINE,12080,10.25,613.58,6289.20,817.60
1300001523,1200001523,1,LINE,15126,17.77,2731.04,48530.58,6308.98
1300001524,1200001524,1,LINE,80170,16.27,6763.05,110034.82,14304.53
1300001525,1200001525,1,LINE,32089,6.53,3949.90,25792.85,3353.07
1300001526,1200001526,1,LINE,42302,15.66,2417.03,37850.69,4920.59
1300001527,1200001527,1,LINE,21804,13.65,5025.57,68599.03,8917.87
1300001528,1200001528,1,LINE,94128,17.02,3044.52,51817.73,6736.30
1300001529,1200001529,1,LINE,20522,3.19,3329.79,10622.03,1380.86
1300001530,1200001530,1,LINE,81606,14.57,760.95,11087.04,1441.32
1300001531,1200001531,1,LINE,34874,5.93,7764.54,46043.72,5985.68
1300001532,1200001532,1,LINE,31197,2.20,5211.10,11464.42,1490.37
1300001533,1200001533,1,LINE,96375,10.60,5202.11,55142.37,7168.51
1300001534,1200001534,1,LINE,15296,18.98,5173.80,98198.72,12765.83
1300001535,1200001535,1,LINE,98753,3.05,8069.43,24611.76,3199.53
1300001536,1200001536,1,LINE,46335,19.00,2748.14,52214.66,6787.91
1300001537,1200001537,1,LINE,25251,14.53,4758.88,69146.53,8989.05
1300001538,1200001538,1,LINE,54485,5.88,240.38,1413.43,183.75
1300001539,1200001539,1,LINE,94979,13.38,7979.30,106763.03,13879.19
1300001540,1200001540,1,LINE,65545,5.19,3616.28,18768.49,2439.90
1300001541,1200001541,1,LINE,16368,15.15,300.46,4551.97,591.76
1300001542,1200001542,1,LINE,32180,7.30,4834.73,35293.53,4588.16
1300001543,1200001543,1,LINE,81829,2.59,4144.50,10734.25,1395.45
1300001544,1200001544,1,LINE,21495,3.68,395.86,1456.76,189.38
1300001545,1200001545,1,LINE,39734,8.97,8760.79,78584.29,10215.96
1300001546,1200001546,1,LINE,30929,10.74,6868.62,73768.98,9589.97
1300001547,1200001547,1,LINE,76288,15.29,9212.78,140863.41,18312.24
1300001548,1200001548,1,LINE,36821,13.90,2865.37,39828.64,5177.72
1300001549,1200001549,1,LINE,24172,10.72,2373.37,25442.53,3307.53
1300001550,1200001550,1,LINE,29647,17.71,2819.17,49927.50,6490.57
1300001551,1200001551,1,LINE,33012,3.84,3045.26,11693.80,1520.19
1300001552,1200001552,1,LINE,70459,13.85,6628.37,91802.92,11934.38
1300001553,1200001553,1,LINE,21020,4.49,2763.84,12409.64,1613.25
1300001554,1200001554,1,LINE,26236,12.05,8383.86,101025.51,13133.32
1300001555,1200001555,1,LINE,40599,17.86,5122.07,91480.17,11892.42
1300001556,1200001556,1,LINE,22202,1.23,1388.20,1707.49,221.97
1300001557,1200001557,1,LINE,10008,15.44,5554.20,85756.85,11148.39
1300001558,1200001558,1,LINE,33125,5.67,9527.86,54022.97,7022.99
1300001559,1200001559,1,LINE,50725,9.09,9466.62,86051.58,11186.71
1300001560,1200001560,1,LINE,52097,10.81,1059.51,11453.30,1488.93
1300001561,1200001561,1,LINE,70053,3.20,7122.51,22792.03,2962.96
1300001562,1200001562,1,LINE,22594,19.54,3132.78,61214.52,7957.89
1300001563,1200001563,1,LINE,43845,1.82,3511.14,6390.27,830.74
1300001564,1200001564,1,LINE,22831,6.32,3716.09,23485.69,3053.14
1300001565,1200001565,1,LINE,27219,17.89,5458.92,97660.08,12695.81
1300001566,1200001566,1,LINE,23723,14.68,5680.56,83390.62,10840.78
1300001567,1200001567,1,LINE,23800,17.55,4834.62,84847.58,11030.19
1300001568,1200001568,1,LINE,65834,19.59,3516.64,68890.98,8955.83
1300001569,1200001569,1,LINE,15313,1.92,6694.99,12854.38,1671.07
1300001570,1200001570,1,LINE,62864,8.53,2660.82,22696.79,2950.58
1300001571,1200001571,1,LINE,90080,4.89,9315.77,45554.12,5922.04
1300001572,1200001572,1,LINE,49520,8.13,5770.30,46912.54,6098.63
1300001573,1200001573,1,LINE,66242,17.21,3520.23,60583.16,7875.81
1300001574,1200001574,1,LINE,30502,19.81,4748.93,94076.30,12229.92
1300001575,1200001575,1,LINE,42015,13.09,326.93,4279.51,556.34
1300001576,1200001576,1,LINE,81763,13.86,602.40,8349.26,1085.40
1300001577,1200001577,1,LINE,83650,12.96,7546.26,97799.53,12713.94
1300001578,1200001578,1,LINE,79461,6.98,6231.68,43497.13,5654.63
1300001579,1200001579,1,LINE,14441,9.50,7343.22,69760.59,9068.88
1300001580,1200001580,1,LINE,52169,6.14,1154.48,7088.51,921.51
1300001581,1200001581,1,LINE,13893,13.84,536.46,7424.61,965.20
1300001582,1200001582,1,LINE,50110,19.24,5813.80,111857.51,14541.48
1300001583,1200001583,1,LINE,74592,5.33,8928.55,47589.17,6186.59
1300001584,1200001584,1,LINE,66466,3.60,5911.30,21280.68,2766.49
1300001585,1200001585,1,LINE,47024,13.61,266.92,3632.78,472.26
1300001586,1200001586,1,LINE,42208,18.09,6982.43,126312.16,16420.58
1300001587,1200001587,1,LINE,86206,10.73,9032.14,96914.86,12598.93
1300001588,1200001588,1,LINE,76965,17.29,516.32,8927.17,1160.53
1300001589,1200001589,1,LINE,71438,5.42,7905.58,42848.24,5570.27
1300001590,1200001590,1,LINE,38694,11.48,3739.08,42924.64,5580.20
1300001591,1200001591,1,LINE,66295,2.83,6419.95,18168.46,2361.90
1300001592,1200001592,1,LINE,98917,7.80,2678.77,20894.41,2716.27
1300001593,1200001593,1,LINE,60310,6.10,7991.09,48745.65,6336.93
1300001594,1200001594,1,LINE,62632,14.07,6069.20,85393.64,11101.17
1300001595,1200001595,1,LINE,10186,18.62,7133.54,132826.51,17267.45
1300001596,1200001596,1,LINE,71293,12.85,6322.46,81243.61,10561.67
1300001597,1200001597,1,LINE,56731,15.59,1466.60,22864.29,2972.36
1300001598,1200001598,1,LINE,76432,3.07,9549.91,29318.22,3811.37
1300001599,1200001599,1,LINE,59114,4.23,575.04,2432.42,316.21
1300001600,1200001600,1,LINE,69389,10.19,9520.04,97009.21,12611.20
1300001601,1200001601,1,LINE,20359,2.08,6513.92,13548.95,1761.36
1300001602,1200001602,1,LINE,36903,18.51,8008.87,148244.18,19271.74
1300001603,1200001603,1,LINE,60817,7.17,2574.80,18461.32,2399.97
1300001604,1200001604,1,LINE,27055,14.75,2212.19,32629.80,4241.87
1300001605,1200001605,1,LINE,69956,10.86,6337.28,68822.86,8946.97
1300001606,1200001606,1,LINE,36702,9.97,4999.39,49843.92,6479.71
1300001607,1200001607,1,LINE,89509,1.20,2605.39,3126.47,406.44
1300001608,1200001608,1,LINE,16698,19.83,6635.97,131591.29,17106.87
1300001609,1200001609,1,LINE,67053,5.77,245.68,1417.57,184.28
1300001610,1200001610,1,LINE,17955,15.90,3231.04,51373.54,6678.56
1300001611,1200001611,1,LINE,19886,7.27,6371.93,46323.93,6022.11
1300001612,1200001612,1,LINE,92409,13.48,491.95,6631.49,862.09
1300001613,1200001613,1,LINE,98353,19.84,4565.79,90585.27,11776.09
1300001614,1200001614,1,LINE,55486,5.32,1913.34,10178.97,1323.27
1300001615,1200001615,1,LINE,78968,1.35,8912.25,12031.54,1564.10
1300001616,1200001616,1,LINE,20149,13.96,7504.47,104762.40,13619.11
1300001617,1200001617,1,LINE,31697,2.20,8079.61,17775.14,2310.77
1300001618,1200001618,1,LINE,22222,1.65,5969.15,9849.10,1280.38
1300001619,1200001619,1,LINE,71997,4.02,3354.83,13486.42,1753.23
1300001620,1200001620,1,LINE,54249,15.12,3532.15,53406.11,6942.79
1300001621,1200001621,1,LINE,65274,15.70,8156.16,128051.71,16646.72
1300001622,1200001622,1,LINE,53330,18.46,3642.01,67231.50,8740.10
1300001623,1200001623,1,LINE,41061,13.39,3045.77,40782.86,5301.77
1300001624,1200001624,1,LINE,64272,5.98,4166.09,24913.22,3238.72
1300001625,1200001625,1,LINE,80904,3.21,7249.39,23270.54,3025.17
1300001626,1200001626,1,LINE,61751,7.29,5602.93,40845.36,5309.90
1300001627,1200001627,1,LINE,20797,11.04,6839.69,75510.18,9816.32
1300001628,1200001628,1,LINE,55155,9.55,8699.74,83082.52,10800.73
1300001629,1200001629,1,LINE,65550,3.16,255.57,807.60,104.99
1300001630,1200001630,1,LINE,37596,18.83,4935.78,92940.74,12082.30
1300001631,1200001631,1,LINE,17251,2.29,7054.61,16155.06,2100.16
1300001632,1200001632,1,LINE,77006,17.84,4845.78,86448.72,11238.33
1300001633,1200001633,1,LINE,82388,6.00,829.40,4976.40,646.93
1300001634,1200001634,1,LINE,21042,11.96,4386.91,52467.44,6820.77
1300001635,1200001635,1,LINE,78072,5.09,3648.42,18570.46,2414.16
1300001636,1200001636,1,LINE,72341,14.75,2951.39,43533.00,5659.29
1300001637,1200001637,1,LINE,16507,13.76,8931.76,122901.02,15977.13
1300001638,1200001638,1,LINE,15728,5.41,8661.73,46859.96,6091.79
1300001639,1200001639,1,LINE,45337,6.62,9154.55,60603.12,7878.41
1300001640,1200001640,1,LINE,55046,3.43,3594.33,12328.55,1602.71
1300001641,1200001641,1,LINE,72395,5.65,4712.93,26628.05,3461.65
1300001642,1200001642,1,LINE,74977,14.94,787.86,11770.63,1530.18
1300001643,1200001643,1,LINE,75736,4.27,1323.22,5650.15,734.52
1300001644,1200001644,1,LINE,76481,13.76,711.92,9796.02,1273.48
1300001645,1200001645,1,LINE,90978,3.83,7479.14,28645.11,3723.86
1300001646,1200001646,1,LINE,68026,16.54,8230.94,136139.75,17698.17
1300001647,1200001647,1,LINE,61834,13.39,2262.54,30295.41,3938.40
1300001648,1200001648,1,LINE,92671,3.43,367.41,1260.22,163.83
1300001649,1200001649,1,LINE,82913,19.43,8658.83,168241.07,21871.34
1300001650,1200001650,1,LINE,81294,4.64,7525.49,34918.27,4539.38
1300001651,1200001651,1,LINE,22925,8.74,2077.39,18156.39,2360.33
1300001652,1200001652,1,LINE,29836,9.53,1799.61,17150.28,2229.54
1300001653,1200001653,1,LINE,11068,1.41,3640.51,5133.12,667.31
1300001654,1200001654,1,LINE,50626,9.11,8257.84,75228.92,9779.76
1300001655,1200001655,1,LINE,60286,3.80,5708.18,21691.08,2819.84
1300001656,1200001656,1,LINE,14056,8.57,3888.68,33325.99,4332.38
1300001657,1200001657,1,LINE,54134,9.39,5243.98,49240.97,6401.33
1300001658,1200001658,1,LINE,16223,3.56,7016.32,24978.10,3247.15
1300001659,1200001659,1,LINE,73676,15.19,1903.72,28917.51,3759.28
1300001660,1200001660,1,LINE,35571,16.96,7250.59,122970.01,15986.10
1300001661,1200001661,1,LINE,28933,1.23,1726.41,2123.48,276.05
1300001662,1200001662,1,LINE,84382,11.54,3908.26,45101.32,5863.17
1300001663,1200001663,1,LINE,21871,9.93,8112.40,80556.13,10472.30
1300001664,1200001664,1,LINE,40426,19.19,530.35,10177.42,1323.06
1300001665,1200001665,1,LINE,49581,5.90,2522.67,14883.75,1934.89
1300001666,1200001666,1,LINE,81132,17.82,9783.52,174342.33,22664.50
1300001667,1200001667,1,LINE,99053,0.93,7845.84,7296.63,948.56
1300001668,1200001668,1,LINE,95383,15.15,5618.76,85124.21,11066.15
1300001669,1200001669,1,LINE,45927,7.53,1179.91,8884.72,1155.01
1300001670,1200001670,1,LINE,86478,12.59,8999.69,113306.10,14729.79
1300001671,1200001671,1,LINE,10592,19.84,4338.17,86069.29,11189.01
1300001672,1200001672,1,LINE,64822,4.17,8348.12,34811.66,4525.52
1300001673,1200001673,1,LINE,17327,15.17,5486.78,83234.45,10820.48
1300001674,1200001674,1,LINE,14513,3.19,1810.82,5776.52,750.95
1300001675,1200001675,1,LINE,41648,4.27,8005.98,34185.53,4444.12
1300001676,1200001676,1,LINE,95609,11.31,4877.08,55159.77,7170.77
1300001677,1200001677,1,LINE,17584,10.88,4600.44,50052.79,6506.86
1300001678,1200001678,1,LINE,40549,4.65,8175.89,38017.89,4942.33
1300001679,1200001679,1,LINE,68749,14.16,6454.31,91393.03,11881.09
1300001680,1200001680,1,LINE,42786,9.89,6279.06,62099.90,8072.99
1300001681,1200001681,1,LINE,78989,5.78,690.49,3991.03,518.83
1300001682,1200001682,1,LINE,32180,11.98,1800.12,21565.44,2803.51
1300001683,1200001683,1,LINE,34683,4.60,8142.52,37455.59,4869.23
1300001684,1200001684,1,LINE,86089,19.55,7372.65,144135.31,18737.59
1300001685,1200001685,1,LINE,89129,18.03,8447.80,152313.83,19800.80
1300001686,1200001686,1,LINE,45928,5.09,2954.48,15038.30,1954.98
1300001687,1200001687,1,LINE,14396,19.63,130.98,2571.14,334.25
1300001688,1200001688,1,LINE,91445,6.47,7790.36,50403.63,6552.47
1300001689,1200001689,1,LINE,43301,10.18,6894.58,70186.82,9124.29
1300001690,1200001690,1,LINE,32697,12.21,8463.71,103341.90,13434.45
1300001691,1200001691,1,LINE,97035,10.30,7601.16,78291.95,10177.95
1300001692,1200001692,1,LINE,28094,9.24,445.59,4117.25,535.24
1300001693,1200001693,1,LINE,68216,13.69,9229.11,126346.52,16425.05
1300001694,1200001694,1,LINE,51429,11.98,3830.08,45884.36,5964.97
1300001695,1200001695,1,LINE,18680,18.28,1280.61,23409.55,3043.24
1300001696,1200001696,1,LINE,69993,10.31,4663.93,48085.12,6251.07
1300001697,1200001697,1,LINE,25422,12.65,8621.23,109058.56,14177.61
1300001698,1200001698,1,LINE,54396,10.89,4082.30,44456.25,5779.31
1300001699,1200001699,1,LINE,18541,5.86,7833.94,45906.89,5967.90
1300001700,1200001700,1,LINE,64365,15.19,3760.84,57127.16,7426.53
1300001701,1200001701,1,LINE,49869,6.82,3748.01,25561.43,3322.99
1300001702,1200001702,1,LINE,35630,3.28,4003.22,13130.56,1706.97
1300001703,1200001703,1,LINE,76623,15.26,4841.19,73876.56,9603.95
1300001704,1200001704,1,LINE,19310,9.14,206.33,1885.86,245.16
1300001705,1200001705,1,LINE,66595,2.66,4630.82,12317.98,1601.34
1300001706,1200001706,1,LINE,55439,15.35,8473.28,130064.85,16908.43
1300001707,1200001707,1,LINE,22197,14.76,6576.54,97069.73,12619.06
1300001708,1200001708,1,LINE,92262,2.94,9036.69,26567.87,3453.82
1300001709,1200001709,1,LINE,22738,10.53,3562.69,37515.13,4876.97
1300001710,1200001710,1,LINE,30455,2.71,5128.80,13899.05,1806.88
1300001711,1200001711,1,LINE,39746,12.91,3073.93,39684.44,5158.98
1300001712,1200001712,1,LINE,57694,18.76,6426.17,120554.95,15672.14
1300001713,1200001713,1,LINE,91870,17.56,1846.81,32429.98,4215.90
1300001714,1200001714,1,LINE,21974,1.70,5854.70,9952.99,1293.89
1300001715,1200001715,1,LINE,53635,12.90,5704.33,73585.86,9566.16
1300001716,1200001716,1,LINE,44707,1.54,2063.58,3177.91,413.13
1300001717,1200001717,1,LINE,17432,15.02,5456.65,81958.88,10654.65
1300001718,1200001718,1,LINE,42924,3.62,7173.98,25969.81,3376.08
1300001719,1200001719,1,LINE,64718,2.71,9560.86,25909.93,3368.29
1300001720,1200001720,1,LINE,93138,12.08,1939.13,23424.69,3045.21
1300001721,1200001721,1,LINE,52317,7.83,2643.21,20696.33,2690.52
1300001722,1200001722,1,LINE,87274,10.56,3400.55,35909.81,4668.28
1300001723,1200001723,1,LINE,70191,18.13,6397.11,115979.60,15077.35
1300001724,1200001724,1,LINE,43523,5.44,7522.22,40920.88,5319.71
1300001725,1200001725,1,LINE,63815,0.84,7854.59,6597.86,857.72
1300001726,1200001726,1,LINE,85105,17.64,7574.31,133610.83,17369.41
1300001727,1200001727,1,LINE,57542,11.78,2923.68,34440.95,4477.32
1300001728,1200001728,1,LINE,63069,1.23,1729.99,2127.89,276.63
1300001729,1200001729,1,LINE,16386,18.03,7421.62,133811.81,17395.54
1300001730,1200001730,1,LINE,50493,3.88,1374.14,5331.66,693.12
1300001731,1200001731,1,LINE,33917,7.74,1272.21,9846.91,1280.10
1300001732,1200001732,1,LINE,85471,3.63,3277.46,11897.18,1546.63
1300001733,1200001733,1,LINE,32868,18.53,8517.84,157835.58,20518.63
1300001734,1200001734,1,LINE,40464,1.60,8052.27,12883.63,1674.87
1300001735,1200001735,1,LINE,36274,12.12,8426.47,102128.82,13276.75
1300001736,1200001736,1,LINE,60964,5.80,7220.33,41877.91,5444.13
1300001737,1200001737,1,LINE,88816,18.07,7481.19,135185.10,17574.06
1300001738,1200001738,1,LINE,88575,8.64,4383.53,37873.70,4923.58
1300001739,1200001739,1,LINE,22353,5.57,6790.42,37822.64,4916.94
1300001740,1200001740,1,LINE,70160,4.99,593.81,2963.11,385.20
1300001741,1200001741,1,LINE,27311,2.37,8931.65,21168.01,2751.84
1300001742,1200001742,1,LINE,34412,1.89,9434.60,17831.39,2318.08
1300001743,1200001743,1,LINE,59879,16.28,1873.87,30506.60,3965.86
1300001744,1200001744,1,LINE,30587,2.14,1842.11,3942.12,512.48
1300001745,1200001745,1,LINE,87881,11.86,8032.40,95264.26,12384.35
1300001746,1200001746,1,LINE,87852,10.71,1977.83,21182.56,2753.73
1300001747,1200001747,1,LINE,85524,16.94,5044.93,85461.11,11109.94
1300001748,1200001748,1,LINE,18840,16.31,2768.52,45154.56,5870.09
1300001749,1200001749,1,LINE,78179,12.68,1782.24,22598.80,2937.84
1300001750,1200001750,1,LINE,47895,15.71,4892.20,76856.46,9991.34
1300001751,1200001751,1,LINE,81940,1.66,8592.99,14264.36,1854.37
1300001752,1200001752,1,LINE,42250,10.40,5398.91,56148.66,7299.33
1300001753,1200001753,1,LINE,11771,16.68,5271.01,87920.45,11429.66
1300001754,1200001754,1,LINE,16375,1.69,3350.13,5661.72,736.02
1300001755,1200001755,1,LINE,70114,5.09,7077.77,36025.85,4683.36
1300001756,1200001756,1,LINE,56135,13.57,7562.70,102625.84,13341.36
1300001757,1200001757,1,LINE,81695,9.81,164.51,1613.84,209.80
1300001758,1200001758,1,LINE,97629,5.46,9478.91,51754.85,6728.13
1300001759,1200001759,1,LINE,76031,15.16,684.07,10370.50,1348.16
1300001760,1200001760,1,LINE,88961,12.96,4395.17,56961.40,7404.98
1300001761,1200001761,1,LINE,76082,1.41,2978.07,4199.08,545.88
1300001762,1200001762,1,LINE,61116,8.81,3298.30,29058.02,3777.54
1300001763,1200001763,1,LINE,50518,12.43,832.95,10353.57,1345.96
1300001764,1200001764,1,LINE,37807,7.91,2859.15,22615.88,2940.06
1300001765,1200001765,1,LINE,83670,18.91,9515.26,179933.57,23391.36
1300001766,1200001766,1,LINE,11702,11.87,1581.25,18769.44,2440.03
1300001767,1200001767,1,LINE,11271,9.26,3475.82,32186.09,4184.19
1300001768,1200001768,1,LINE,28982,2.01,292.29,587.50,76.38
