credit_profile_id,cust_account_id,credit_limit,currency_code,payment_terms,risk_level,risk_score,credit_hold_flag,status
700000353,300000353,845817.05,CNY,NET30,LOW,60.68,N,ACTIVE
700000354,300000354,182807.33,CNY,PREPAID,LOW,79.54,N,ACTIVE
700000355,300000355,4908407.38,CNY,NET30,LOW,94.87,N,ACTIVE
700000356,300000356,168438.17,CNY,NET90,MEDIUM,58.02,N,ACTIVE
700000357,300000357,15734748.09,CNY,NET30,MEDIUM,67.21,N,ACTIVE
700000358,300000358,84526.64,CNY,NET30,MEDIUM,42.26,N,ACTIVE
700000359,300000359,4143493.18,CNY,PREPAID,LOW,90.96,N,ACTIVE
700000360,300000360,4783260.03,CNY,NET30,LOW,85.20,N,ACTIVE
700000361,300000361,1838339.01,CNY,NET90,LOW,64.75,N,ACTIVE
700000362,300000362,4908973.33,CNY,NET60,LOW,94.68,N,ACTIVE
700000363,300000363,123292.00,CNY,NET30,LOW,50.27,N,ACTIVE
700000364,300000364,511194.32,CNY,PREPAID,LOW,89.70,N,ACTIVE
700000365,300000365,9933371.94,CNY,NET30,LOW,71.31,N,ACTIVE
700000366,300000366,10903269.76,CNY,NET30,LOW,92.01,N,ACTIVE
700000367,300000367,5400768.19,CNY,NET30,LOW,75.14,N,ACTIVE
700000368,300000368,873250.03,CNY,NET60,LOW,49.38,N,ACTIVE
700000369,300000369,512494.71,CNY,NET30,MEDIUM,56.96,N,ACTIVE
700000370,300000370,532544.01,CNY,PREPAID,LOW,45.92,N,ACTIVE
700000371,300000371,147491.75,CNY,NET30,LOW,60.29,N,ACTIVE
700000372,300000372,1270053.93,CNY,NET30,MEDIUM,40.97,N,ACTIVE
700000373,300000373,1952255.87,CNY,NET30,LOW,79.89,N,ACTIVE
700000374,300000374,4205807.23,CNY,NET30,LOW,78.30,N,ACTIVE
700000375,300000375,113935.97,CNY,NET30,LOW,65.69,N,ACTIVE
700000376,300000376,3437576.88,CNY,NET30,LOW,63.84,N,ACTIVE
700000377,300000377,3859453.48,CNY,NET30,MEDIUM,50.76,N,ACTIVE
700000378,300000378,16569055.68,CNY,PREPAID,HIGH,47.58,N,ACTIVE
700000379,300000379,3313367.19,CNY,NET60,HIGH,43.13,N,ACTIVE
700000380,300000380,4106764.46,CNY,NET60,HIGH,27.22,N,ACTIVE
700000381,300000381,12297068.89,CNY,NET30,HIGH,35.13,N,ACTIVE
700000382,300000382,3342585.60,CNY,NET30,MEDIUM,66.28,N,ACTIVE
700000383,300000383,15227899.99,CNY,NET30,MEDIUM,58.87,N,ACTIVE
700000384,300000384,3059656.01,CNY,PREPAID,LOW,76.31,N,ACTIVE
700000385,300000385,3428695.24,CNY,NET30,HIGH,45.60,N,ACTIVE
700000386,300000386,328188.22,CNY,NET30,MEDIUM,91.09,N,ACTIVE
700000387,300000387,4864991.99,CNY,NET30,LOW,64.03,N,ACTIVE
700000388,300000388,2278571.96,CNY,NET30,LOW,60.08,N,ACTIVE
700000389,300000389,3009511.98,CNY,NET30,LOW,77.87,N,ACTIVE
700000390,300000390,992850.57,CNY,PREPAID,LOW,70.14,N,ACTIVE
700000391,300000391,2164326.28,CNY,NET30,LOW,47.97,N,ACTIVE
700000392,300000392,144045.88,CNY,PREPAID,LOW,62.22,N,ACTIVE
700000393,300000393,1899740.16,CNY,NET30,HIGH,39.34,N,ACTIVE
700000394,300000394,16752118.34,CNY,NET90,LOW,69.15,N,ACTIVE
700000395,300000395,604918.65,CNY,NET30,HIGH,28.18,N,ACTIVE
700000396,300000396,94956.38,CNY,NET60,HIGH,51.63,N,ACTIVE
700000397,300000397,13038564.79,CNY,NET30,LOW,43.88,N,ACTIVE
700000398,300000398,16671064.27,CNY,NET30,MEDIUM,48.05,N,ACTIVE
700000399,300000399,1722689.94,CNY,NET60,HIGH,50.30,N,ACTIVE
700000400,300000400,1732418.10,CNY,NET60,LOW,94.24,N,ACTIVE
700000401,300000401,189438.35,CNY,NET30,LOW,84.46,N,ACTIVE
700000402,300000402,15261171.53,CNY,NET60,LOW,42.33,N,ACTIVE
700000403,300000403,2160258.96,CNY,PREPAID,LOW,66.57,N,ACTIVE
700000404,300000404,2608272.35,CNY,NET30,HIGH,10.44,N,ACTIVE
700000405,300000405,4957476.99,CNY,NET30,LOW,76.10,N,ACTIVE
700000406,300000406,640098.94,CNY,NET60,MEDIUM,83.99,N,ACTIVE
700000407,300000407,2128893.48,CNY,NET30,LOW,44.54,N,ACTIVE
700000408,300000408,521026.53,CNY,NET30,LOW,55.06,N,ACTIVE
700000409,300000409,19144981.21,CNY,NET60,MEDIUM,79.14,N,ACTIVE
700000410,300000410,4081854.58,CNY,NET30,LOW,47.17,N,ACTIVE
700000411,300000411,695208.30,CNY,NET30,LOW,56.58,N,ACTIVE
700000412,300000412,168632.78,CNY,PREPAID,LOW,49.18,N,ACTIVE
700000413,300000413,13578469.67,CNY,NET30,LOW,72.57,N,ACTIVE
700000414,300000414,146361.97,CNY,NET60,MEDIUM,53.70,N,ACTIVE
700000415,300000415,3149554.78,CNY,NET30,LOW,93.83,N,ACTIVE
700000416,300000416,7832898.82,CNY,NET30,LOW,66.98,N,ACTIVE
700000417,300000417,107598.58,CNY,NET60,MEDIUM,46.05,N,ACTIVE
700000418,300000418,465405.06,CNY,NET30,LOW,48.50,N,ACTIVE
700000419,300000419,15301494.32,CNY,NET30,MEDIUM,79.32,N,ACTIVE
700000420,300000420,478708.55,CNY,NET60,LOW,45.72,N,ACTIVE
700000421,300000421,2410435.03,CNY,NET30,MEDIUM,67.18,N,ACTIVE
700000422,300000422,15546399.70,CNY,NET30,MEDIUM,52.94,N,ACTIVE
700000423,300000423,969641.59,CNY,NET30,HIGH,45.20,N,ACTIVE
700000424,300000424,15478458.88,CNY,NET30,LOW,56.47,N,ACTIVE
700000425,300000425,4725800.94,CNY,PREPAID,LOW,54.95,N,ACTIVE
700000426,300000426,6566000.92,CNY,NET30,LOW,59.95,N,ACTIVE
700000427,300000427,56852.09,CNY,PREPAID,LOW,57.30,N,ACTIVE
700000428,300000428,432095.50,CNY,NET30,LOW,48.33,N,ACTIVE
700000429,300000429,141031.56,CNY,PREPAID,MEDIUM,92.69,N,ACTIVE
700000430,300000430,156598.25,CNY,NET30,MEDIUM,65.34,N,ACTIVE
700000431,300000431,3482454.90,CNY,NET30,LOW,75.41,N,ACTIVE
700000432,300000432,1436476.20,CNY,NET30,LOW,49.92,N,ACTIVE
700000433,300000433,990248.59,CNY,PREPAID,LOW,82.58,N,ACTIVE
700000434,300000434,8211573.55,CNY,NET30,LOW,89.12,N,ACTIVE
700000435,300000435,142476.86,CNY,NET60,LOW,57.81,N,ACTIVE
700000436,300000436,140141.50,CNY,NET30,LOW,51.89,N,ACTIVE
700000437,300000437,11425754.21,CNY,NET60,LOW,49.73,N,ACTIVE
700000438,300000438,125504.23,CNY,NET30,LOW,84.32,N,ACTIVE
700000439,300000439,96109.50,CNY,PREPAID,LOW,89.65,N,ACTIVE
700000440,300000440,196603.35,CNY,NET90,LOW,49.55,N,ACTIVE
700000441,300000441,18808915.91,CNY,NET30,LOW,44.33,N,ACTIVE
700000442,300000442,3553546.28,CNY,NET60,MEDIUM,71.86,N,ACTIVE
700000443,300000443,10628815.54,CNY,NET30,LOW,57.25,N,ACTIVE
700000444,300000444,3071979.69,CNY,PREPAID,LOW,81.85,N,ACTIVE
700000445,300000445,18835221.48,CNY,NET60,LOW,53.76,N,ACTIVE
700000446,300000446,1798883.10,CNY,NET90,MEDIUM,59.41,N,ACTIVE
700000447,300000447,1489214.42,CNY,NET30,LOW,57.52,N,ACTIVE
700000448,300000448,7956848.78,CNY,NET60,LOW,84.15,N,ACTIVE
700000449,300000449,5586803.67,CNY,NET30,LOW,75.46,N,ACTIVE
700000450,300000450,1554937.69,CNY,PREPAID,MEDIUM,94.64,N,ACTIVE
700000451,300000451,2277330.72,CNY,NET60,HIGH,17.40,N,ACTIVE
700000452,300000452,3637923.11,CNY,NET60,LOW,80.44,N,ACTIVE
700000453,300000453,4656501.06,CNY,NET60,LOW,52.03,N,ACTIVE
700000454,300000454,90013.50,CNY,NET60,LOW,66.19,N,ACTIVE
700000455,300000455,7649676.57,CNY,NET60,LOW,55.18,N,ACTIVE
700000456,300000456,1879553.19,CNY,NET30,HIGH,51.20,N,ACTIVE
700000457,300000457,919895.38,CNY,NET30,MEDIUM,47.80,N,ACTIVE
700000458,300000458,125471.97,CNY,NET90,HIGH,47.75,N,ACTIVE
700000459,300000459,7218505.81,CNY,NET30,HIGH,30.52,N,ACTIVE
700000460,300000460,671318.27,CNY,NET30,LOW,91.99,N,ACTIVE
700000461,300000461,442916.48,CNY,NET60,LOW,55.85,N,ACTIVE
700000462,300000462,3852788.40,CNY,NET90,LOW,47.85,N,ACTIVE
700000463,300000463,746656.95,CNY,NET60,LOW,50.97,N,ACTIVE
700000464,300000464,2866210.23,CNY,NET60,LOW,92.88,N,ACTIVE
700000465,300000465,568176.60,CNY,NET30,LOW,42.99,N,ACTIVE
700000466,300000466,440713.77,CNY,NET60,LOW,57.10,N,ACTIVE
700000467,300000467,17304064.36,CNY,NET30,LOW,86.29,N,ACTIVE
700000468,300000468,10510091.11,CNY,NET30,LOW,55.13,N,ACTIVE
700000469,300000469,91535.61,CNY,PREPAID,LOW,94.00,N,ACTIVE
700000470,300000470,4664640.09,CNY,NET90,LOW,75.48,N,ACTIVE
700000471,300000471,458927.50,CNY,NET30,LOW,52.73,N,ACTIVE
700000472,300000472,645174.58,CNY,NET30,LOW,50.76,N,ACTIVE
700000473,300000473,101106.70,CNY,NET30,LOW,77.53,N,ACTIVE
700000474,300000474,241183.21,CNY,NET90,LOW,69.73,N,ACTIVE
700000475,300000475,14798480.01,CNY,NET60,LOW,41.78,N,ACTIVE
700000476,300000476,4550074.53,CNY,PREPAID,LOW,66.33,N,ACTIVE
700000477,300000477,509699.83,CNY,NET60,LOW,60.75,N,ACTIVE
700000478,300000478,898604.65,CNY,NET30,LOW,53.75,N,ACTIVE
700000479,300000479,184646.03,CNY,NET30,LOW,87.23,N,ACTIVE
700000480,300000480,368615.71,CNY,PREPAID,LOW,60.48,N,ACTIVE
700000481,300000481,107699.49,CNY,NET30,LOW,42.44,N,ACTIVE
700000482,300000482,10821658.44,CNY,PREPAID,LOW,79.67,N,ACTIVE
700000483,300000483,2183299.67,CNY,NET90,MEDIUM,71.41,N,ACTIVE
700000484,300000484,82676.37,CNY,NET30,LOW,43.22,N,ACTIVE
700000485,300000485,663912.57,CNY,NET30,LOW,42.31,N,ACTIVE
700000486,300000486,257114.54,CNY,NET30,LOW,63.46,N,ACTIVE
700000487,300000487,951951.87,CNY,NET90,HIGH,28.94,N,ACTIVE
700000488,300000488,9930267.55,CNY,NET30,LOW,83.95,N,ACTIVE
700000489,300000489,940573.56,CNY,NET30,MEDIUM,53.47,N,ACTIVE
700000490,300000490,15670728.12,CNY,NET30,LOW,65.84,N,ACTIVE
700000491,300000491,4976536.41,CNY,NET30,HIGH,12.26,N,ACTIVE
700000492,300000492,9189493.80,CNY,NET30,MEDIUM,82.52,N,ACTIVE
700000493,300000493,2946542.90,CNY,NET30,LOW,52.30,N,ACTIVE
700000494,300000494,113975.38,CNY,NET30,LOW,64.47,N,ACTIVE
700000495,300000495,562771.25,CNY,NET60,MEDIUM,80.45,N,ACTIVE
700000496,300000496,576092.33,CNY,NET30,HIGH,34.23,N,ACTIVE
700000497,300000497,14565719.41,CNY,NET60,HIGH,34.21,N,ACTIVE
700000498,300000498,7642916.60,CNY,PREPAID,MEDIUM,92.60,N,ACTIVE
700000499,300000499,2594718.05,CNY,NET60,LOW,90.18,N,ACTIVE
700000500,300000500,824346.82,CNY,NET60,LOW,58.33,N,ACTIVE
700000501,300000501,1144299.89,CNY,NET30,LOW,41.10,N,ACTIVE
700000502,300000502,777690.30,CNY,NET90,LOW,81.93,N,ACTIVE
700000503,300000503,11443018.55,CNY,NET30,MEDIUM,52.22,N,ACTIVE
700000504,300000504,66342.27,CNY,NET30,LOW,57.08,N,ACTIVE
700000505,300000505,175148.51,CNY,NET90,MEDIUM,42.01,N,ACTIVE
700000506,300000506,74313.97,CNY,NET30,MEDIUM,81.15,N,ACTIVE
700000507,300000507,4558180.37,CNY,NET60,LOW,71.01,N,ACTIVE
700000508,300000508,19899654.76,CNY,NET30,LOW,40.31,N,ACTIVE
700000509,300000509,699600.75,CNY,NET30,LOW,62.18,N,ACTIVE
700000510,300000510,3673987.65,CNY,NET60,MEDIUM,66.04,N,ACTIVE
700000511,300000511,10659643.27,CNY,NET30,LOW,61.20,N,ACTIVE
700000512,300000512,178305.85,CNY,NET60,MEDIUM,82.39,N,ACTIVE
700000513,300000513,3588872.47,CNY,PREPAID,LOW,75.29,N,ACTIVE
700000514,300000514,180636.98,CNY,NET30,HIGH,16.58,N,ACTIVE
700000515,300000515,533102.98,CNY,PREPAID,LOW,76.72,N,ACTIVE
700000516,300000516,3264757.15,CNY,NET30,LOW,65.47,N,ACTIVE
700000517,300000517,2241948.25,CNY,NET90,LOW,60.86,N,ACTIVE
700000518,300000518,1146924.37,CNY,NET60,LOW,85.91,N,ACTIVE
700000519,300000519,3633328.72,CNY,NET30,LOW,50.25,N,ACTIVE
700000520,300000520,1650982.57,CNY,NET60,HIGH,37.34,N,ACTIVE
700000521,300000521,74603.89,CNY,NET30,LOW,49.15,N,ACTIVE
700000522,300000522,77689.05,CNY,NET60,LOW,87.18,N,ACTIVE
700000523,300000523,10998253.39,CNY,NET60,LOW,57.99,N,ACTIVE
700000524,300000524,5663718.79,CNY,PREPAID,LOW,56.61,N,ACTIVE
700000525,300000525,17053253.85,CNY,NET90,LOW,40.67,N,ACTIVE
700000526,300000526,1446688.56,CNY,NET90,LOW,49.84,N,ACTIVE
700000527,300000527,18337489.02,CNY,NET30,LOW,77.75,N,ACTIVE
700000528,300000528,14493800.35,CNY,NET30,LOW,63.71,N,ACTIVE
700000529,300000529,11337948.64,CNY,NET60,LOW,41.23,N,ACTIVE
700000530,300000530,3418490.27,CNY,NET60,LOW,90.04,N,ACTIVE
700000531,300000531,4307899.91,CNY,NET30,LOW,72.34,N,ACTIVE
700000532,300000532,13419886.04,CNY,NET30,LOW,58.99,N,ACTIVE
700000533,300000533,19845203.60,CNY,PREPAID,MEDIUM,60.64,N,ACTIVE
700000534,300000534,704220.53,CNY,NET30,LOW,76.53,N,ACTIVE
700000535,300000535,979397.91,CNY,NET60,LOW,62.57,N,ACTIVE
700000536,300000536,4401236.05,CNY,NET30,LOW,48.88,N,ACTIVE
700000537,300000537,870300.36,CNY,NET90,LOW,87.96,N,ACTIVE
700000538,300000538,17424616.09,CNY,NET30,MEDIUM,79.88,N,ACTIVE
700000539,300000539,11873630.31,CNY,NET30,LOW,79.00,N,ACTIVE
700000540,300000540,955833.53,CNY,PREPAID,MEDIUM,48.71,N,ACTIVE
700000541,300000541,4600016.03,CNY,NET30,LOW,93.48,N,ACTIVE
700000542,300000542,141296.19,CNY,NET30,MEDIUM,80.08,N,ACTIVE
700000543,300000543,4490462.45,CNY,NET60,HIGH,58.52,N,ACTIVE
700000544,300000544,128383.66,CNY,NET60,MEDIUM,43.35,N,ACTIVE
700000545,300000545,888911.28,CNY,NET60,LOW,46.13,N,ACTIVE
700000546,300000546,3012249.12,CNY,NET30,LOW,74.43,N,ACTIVE
700000547,300000547,4051410.59,CNY,NET60,MEDIUM,51.73,N,ACTIVE
700000548,300000548,1914894.40,CNY,PREPAID,HIGH,23.14,N,ACTIVE
700000549,300000549,366887.23,CNY,PREPAID,LOW,79.42,N,ACTIVE
700000550,300000550,120480.76,CNY,NET30,LOW,93.41,N,ACTIVE
700000551,300000551,4297242.79,CNY,NET30,HIGH,53.70,N,ACTIVE
700000552,300000552,1736560.12,CNY,PREPAID,LOW,65.76,N,ACTIVE
700000553,300000553,199348.17,CNY,PREPAID,MEDIUM,92.79,N,ACTIVE
700000554,300000554,561030.87,CNY,NET90,MEDIUM,88.43,N,ACTIVE
700000555,300000555,739630.65,CNY,NET30,LOW,57.96,N,ACTIVE
700000556,300000556,1806805.71,CNY,PREPAID,LOW,48.98,N,ACTIVE
700000557,300000557,138532.58,CNY,NET30,MEDIUM,46.86,N,ACTIVE
700000558,300000558,17051175.10,CNY,NET30,MEDIUM,62.02,N,ACTIVE
700000559,300000559,756056.17,CNY,NET30,LOW,81.93,N,ACTIVE
700000560,300000560,2224259.27,CNY,PREPAID,LOW,74.39,N,ACTIVE
700000561,300000561,289928.47,CNY,NET30,MEDIUM,66.16,N,ACTIVE
700000562,300000562,6947114.19,CNY,NET30,MEDIUM,91.83,N,ACTIVE
700000563,300000563,798348.75,CNY,NET30,LOW,83.99,N,ACTIVE
700000564,300000564,11597944.96,CNY,NET30,MEDIUM,80.97,N,ACTIVE
700000565,300000565,4900351.54,CNY,NET30,MEDIUM,85.65,N,ACTIVE
700000566,300000566,134432.45,CNY,NET30,LOW,69.18,N,ACTIVE
700000567,300000567,9447446.47,CNY,PREPAID,LOW,89.55,N,ACTIVE
700000568,300000568,716867.70,CNY,NET30,LOW,61.50,N,ACTIVE
700000569,300000569,120666.40,CNY,NET60,LOW,76.32,N,ACTIVE
700000570,300000570,19396016.55,CNY,NET90,LOW,87.58,N,ACTIVE
700000571,300000571,1885552.54,CNY,NET30,LOW,63.86,N,ACTIVE
700000572,300000572,774631.20,CNY,NET30,LOW,42.19,N,ACTIVE
700000573,300000573,2434355.73,CNY,PREPAID,MEDIUM,77.57,N,ACTIVE
700000574,300000574,2407218.80,CNY,NET90,LOW,69.60,N,ACTIVE
700000575,300000575,1063709.32,CNY,NET90,LOW,50.44,N,ACTIVE
700000576,300000576,4380037.96,CNY,NET60,LOW,80.50,N,ACTIVE
700000577,300000577,394944.16,CNY,PREPAID,MEDIUM,41.14,N,ACTIVE
700000578,300000578,1308161.79,CNY,NET30,LOW,78.13,N,ACTIVE
700000579,300000579,13865943.94,CNY,NET30,HIGH,13.23,N,ACTIVE
700000580,300000580,197930.99,CNY,NET60,MEDIUM,51.84,N,ACTIVE
700000581,300000581,3921521.37,CNY,NET60,MEDIUM,80.29,N,ACTIVE
700000582,300000582,10327354.28,CNY,NET60,MEDIUM,78.90,N,ACTIVE
700000583,300000583,51886.77,CNY,NET60,LOW,57.98,N,ACTIVE
700000584,300000584,224273.33,CNY,PREPAID,LOW,42.13,N,ACTIVE
700000585,300000585,10485402.66,CNY,PREPAID,LOW,53.17,N,ACTIVE
700000586,300000586,955397.82,CNY,NET30,HIGH,31.32,N,ACTIVE
700000587,300000587,131418.05,CNY,NET30,LOW,75.25,N,ACTIVE
700000588,300000588,771227.66,CNY,NET30,LOW,67.24,N,ACTIVE
700000589,300000589,1984692.65,CNY,PREPAID,HIGH,43.43,N,ACTIVE
700000590,300000590,60578.65,CNY,NET60,LOW,46.29,N,ACTIVE
700000591,300000591,80118.23,CNY,NET30,LOW,68.50,N,ACTIVE
700000592,300000592,56563.68,CNY,NET60,MEDIUM,40.78,N,ACTIVE
700000593,300000593,4373689.21,CNY,NET60,LOW,73.09,N,ACTIVE
700000594,300000594,650169.33,CNY,PREPAID,LOW,84.75,N,ACTIVE
700000595,300000595,11813347.96,CNY,NET60,LOW,88.37,N,ACTIVE
700000596,300000596,11317109.83,CNY,NET30,LOW,62.97,N,ACTIVE
700000597,300000597,10892443.41,CNY,NET60,LOW,65.86,N,ACTIVE
700000598,300000598,815392.02,CNY,NET30,LOW,75.27,N,ACTIVE
700000599,300000599,96994.08,CNY,NET30,LOW,89.60,N,ACTIVE
700000600,300000600,326624.34,CNY,NET30,LOW,70.38,N,ACTIVE
700000601,300000601,4881186.83,CNY,PREPAID,HIGH,57.33,N,ACTIVE
700000602,300000602,1063822.14,CNY,NET60,LOW,89.01,N,ACTIVE
700000603,300000603,14891157.83,CNY,PREPAID,LOW,58.31,N,ACTIVE
700000604,300000604,13285739.74,CNY,NET30,LOW,66.89,N,ACTIVE
700000605,300000605,180523.94,CNY,PREPAID,MEDIUM,73.96,N,ACTIVE
700000606,300000606,354110.87,CNY,NET30,LOW,84.97,N,ACTIVE
700000607,300000607,163442.94,CNY,NET60,MEDIUM,52.52,N,ACTIVE
700000608,300000608,4610773.85,CNY,NET90,LOW,43.32,N,ACTIVE
700000609,300000609,1912446.52,CNY,NET30,LOW,49.38,N,ACTIVE
700000610,300000610,2737525.07,CNY,NET30,MEDIUM,84.96,N,ACTIVE
700000611,300000611,589873.71,CNY,NET30,LOW,76.62,N,ACTIVE
700000612,300000612,3396463.28,CNY,NET60,LOW,69.13,N,ACTIVE
700000613,300000613,4861895.60,CNY,NET60,LOW,82.99,N,ACTIVE
700000614,300000614,16661498.27,CNY,NET60,LOW,83.52,N,ACTIVE
700000615,300000615,19365885.44,CNY,PREPAID,LOW,72.87,N,ACTIVE
700000616,300000616,73546.76,CNY,NET30,MEDIUM,64.43,N,ACTIVE
700000617,300000617,3585313.27,CNY,NET30,MEDIUM,61.75,N,ACTIVE
700000618,300000618,195847.92,CNY,NET60,MEDIUM,58.60,N,ACTIVE
700000619,300000619,53633.78,CNY,NET90,LOW,75.36,N,ACTIVE
700000620,300000620,8001866.03,CNY,NET30,HIGH,11.80,N,ACTIVE
700000621,300000621,4016685.89,CNY,NET60,MEDIUM,54.10,N,ACTIVE
700000622,300000622,909321.72,CNY,NET90,LOW,84.98,N,ACTIVE
700000623,300000623,13412448.01,CNY,PREPAID,LOW,55.69,N,ACTIVE
700000624,300000624,61414.93,CNY,NET30,LOW,62.96,N,ACTIVE
700000625,300000625,15543150.93,CNY,PREPAID,LOW,66.38,N,ACTIVE
700000626,300000626,8522277.51,CNY,NET30,LOW,64.64,N,ACTIVE
700000627,300000627,3940779.82,CNY,NET60,HIGH,27.34,N,ACTIVE
700000628,300000628,4558963.63,CNY,NET60,LOW,58.89,N,ACTIVE
700000629,300000629,2956719.97,CNY,PREPAID,MEDIUM,57.90,N,ACTIVE
700000630,300000630,154240.61,CNY,PREPAID,LOW,56.86,N,ACTIVE
700000631,300000631,95032.32,CNY,NET30,LOW,61.33,N,ACTIVE
700000632,300000632,19919574.75,CNY,NET60,LOW,60.90,N,ACTIVE
700000633,300000633,1379815.04,CNY,NET60,LOW,77.61,N,ACTIVE
700000634,300000634,9354299.86,CNY,NET30,LOW,58.23,N,ACTIVE
700000635,300000635,305599.21,CNY,NET60,LOW,93.83,N,ACTIVE
700000636,300000636,12119382.74,CNY,NET30,LOW,67.89,N,ACTIVE
700000637,300000637,317909.78,CNY,NET60,LOW,47.33,N,ACTIVE
700000638,300000638,510286.03,CNY,NET60,LOW,74.84,N,ACTIVE
700000639,300000639,1110660.95,CNY,NET30,LOW,76.94,N,ACTIVE
700000640,300000640,165937.71,CNY,NET30,LOW,42.20,N,ACTIVE
700000641,300000641,12754963.71,CNY,NET30,LOW,74.73,N,ACTIVE
700000642,300000642,4208977.69,CNY,NET60,HIGH,44.42,N,ACTIVE
700000643,300000643,773633.16,CNY,PREPAID,MEDIUM,91.29,N,ACTIVE
700000644,300000644,13929076.62,CNY,NET30,LOW,66.20,N,ACTIVE
700000645,300000645,10064088.40,CNY,NET30,MEDIUM,74.34,N,ACTIVE
700000646,300000646,963578.65,CNY,NET90,LOW,45.01,N,ACTIVE
700000647,300000647,177438.43,CNY,NET30,LOW,64.54,N,ACTIVE
700000648,300000648,12613390.01,CNY,NET90,LOW,61.33,N,ACTIVE
700000649,300000649,395258.32,CNY,NET30,MEDIUM,78.37,N,ACTIVE
700000650,300000650,4414587.78,CNY,PREPAID,LOW,75.48,N,ACTIVE
700000651,300000651,8436330.01,CNY,NET30,LOW,57.14,N,ACTIVE
700000652,300000652,133015.80,CNY,NET90,LOW,60.29,N,ACTIVE
700000653,300000653,826525.96,CNY,NET90,MEDIUM,65.43,N,ACTIVE
700000654,300000654,13662078.20,CNY,PREPAID,MEDIUM,86.07,N,ACTIVE
700000655,300000655,1862281.72,CNY,NET30,MEDIUM,82.63,N,ACTIVE
700000656,300000656,9431271.30,CNY,NET30,LOW,42.92,N,ACTIVE
700000657,300000657,415686.89,CNY,NET30,MEDIUM,41.36,N,ACTIVE
700000658,300000658,15929966.62,CNY,NET90,LOW,71.15,N,ACTIVE
700000659,300000659,79049.64,CNY,NET30,MEDIUM,83.97,N,ACTIVE
700000660,300000660,177589.07,CNY,NET30,HIGH,57.78,N,ACTIVE
700000661,300000661,5769298.56,CNY,NET30,LOW,72.54,N,ACTIVE
700000662,300000662,12217605.07,CNY,NET60,MEDIUM,91.06,N,ACTIVE
700000663,300000663,468889.03,CNY,NET30,LOW,72.89,N,ACTIVE
700000664,300000664,732846.59,CNY,NET30,MEDIUM,44.81,N,ACTIVE
700000665,300000665,2137779.42,CNY,NET60,LOW,43.57,N,ACTIVE
700000666,300000666,2671878.39,CNY,PREPAID,LOW,91.18,N,ACTIVE
700000667,300000667,2741339.34,CNY,NET90,MEDIUM,46.74,N,ACTIVE
700000668,300000668,16179218.85,CNY,NET60,LOW,78.91,N,ACTIVE
700000669,300000669,3526151.85,CNY,PREPAID,HIGH,45.57,N,ACTIVE
700000670,300000670,13206847.72,CNY,NET90,LOW,69.63,N,ACTIVE
700000671,300000671,50642.75,CNY,NET90,LOW,52.61,N,ACTIVE
700000672,300000672,93133.57,CNY,NET30,LOW,46.37,N,ACTIVE
700000673,300000673,1816373.31,CNY,NET30,LOW,49.01,N,ACTIVE
700000674,300000674,3671993.51,CNY,NET30,HIGH,23.92,N,ACTIVE
700000675,300000675,223831.29,CNY,NET60,MEDIUM,86.94,N,ACTIVE
700000676,300000676,5545692.23,CNY,NET30,LOW,50.34,N,ACTIVE
700000677,300000677,16792193.33,CNY,NET30,HIGH,41.90,N,ACTIVE
700000678,300000678,111030.63,CNY,PREPAID,LOW,41.44,N,ACTIVE
700000679,300000679,849261.68,CNY,NET30,LOW,70.19,N,ACTIVE
700000680,300000680,56378.73,CNY,PREPAID,MEDIUM,84.52,N,ACTIVE
700000681,300000681,204229.19,CNY,NET60,LOW,68.76,N,ACTIVE
700000682,300000682,3593350.46,CNY,NET30,LOW,67.37,N,ACTIVE
700000683,300000683,5042264.98,CNY,NET30,LOW,51.56,N,ACTIVE
700000684,300000684,7820010.39,CNY,NET60,LOW,76.62,N,ACTIVE
700000685,300000685,11392284.31,CNY,NET30,LOW,40.76,N,ACTIVE
700000686,300000686,607758.17,CNY,NET60,LOW,91.37,N,ACTIVE
700000687,300000687,839195.72,CNY,NET90,LOW,69.15,N,ACTIVE
700000688,300000688,3679345.13,CNY,NET60,LOW,92.84,N,ACTIVE
700000689,300000689,13477384.44,CNY,NET30,LOW,47.53,N,ACTIVE
700000690,300000690,146452.88,CNY,NET30,HIGH,54.49,N,ACTIVE
700000691,300000691,6330652.78,CNY,NET90,MEDIUM,72.06,N,ACTIVE
700000692,300000692,358115.73,CNY,NET60,LOW,56.22,N,ACTIVE
700000693,300000693,6627866.30,CNY,NET30,LOW,82.04,N,ACTIVE
700000694,300000694,14094219.68,CNY,NET30,LOW,90.94,N,ACTIVE
700000695,300000695,13085380.59,CNY,PREPAID,MEDIUM,52.75,N,ACTIVE
700000696,300000696,15481632.80,CNY,NET30,LOW,44.92,N,ACTIVE
700000697,300000697,122116.98,CNY,NET30,LOW,84.30,N,ACTIVE
700000698,300000698,3160053.42,CNY,NET30,LOW,55.80,N,ACTIVE
700000699,300000699,63303.28,CNY,NET60,LOW,79.81,N,ACTIVE
700000700,300000700,86058.48,CNY,NET60,LOW,73.12,N,ACTIVE
700000701,300000701,132121.65,CNY,NET30,MEDIUM,66.05,N,ACTIVE
700000702,300000702,4025917.82,CNY,NET30,LOW,47.18,N,ACTIVE
700000703,300000703,3884496.50,CNY,PREPAID,LOW,60.30,N,ACTIVE
