payment_schedule_id,customer_trx_id,due_date,amount_due_original,amount_due_remaining,amount_applied,overdue_days,aging_bucket,status
1500001458,1200001458,2024-05-23 16:43:00,68947.55,0.00,68947.55,676,GT_90,CLOSED
1500001459,1200001459,2025-09-23 02:23:00,36207.06,0.00,36207.06,188,GT_90,CLOSED
1500001460,1200001460,2025-12-05 16:32:00,143627.69,141673.47,1954.22,115,GT_90,OPEN
1500001461,1200001461,2025-12-01 16:32:00,8451.68,1594.29,6857.39,119,GT_90,OPEN
1500001462,1200001462,2025-12-15 16:32:00,25695.45,16569.77,9125.68,105,GT_90,OPEN
1500001463,1200001463,2025-12-14 16:32:00,25024.67,16366.46,8658.21,106,GT_90,OPEN
1500001464,1200001464,2025-03-04 13:13:00,101883.14,0.00,101883.14,391,GT_90,CLOSED
1500001465,1200001465,2025-05-11 20:14:00,112206.25,0.00,112206.25,323,GT_90,CLOSED
1500001466,1200001466,2026-02-23 11:17:00,7250.96,2970.57,4280.39,35,31_60,OPEN
1500001467,1200001467,2026-02-20 11:17:00,54690.07,0.00,54690.07,38,31_60,CLOSED
1500001468,1200001468,2025-10-03 03:57:00,87465.49,0.00,87465.49,178,GT_90,CLOSED
1500001469,1200001469,2025-10-01 03:57:00,105405.35,0.00,105405.35,180,GT_90,CLOSED
1500001470,1200001470,2024-09-25 04:00:00,20380.61,19224.32,1156.29,551,GT_90,OPEN
1500001471,1200001471,2024-09-17 04:00:00,30918.22,0.00,30918.22,559,GT_90,CLOSED
1500001472,1200001472,2024-12-03 06:15:00,72505.46,29481.29,43024.17,482,GT_90,OPEN
1500001473,1200001473,2024-12-05 06:15:00,112023.80,17316.28,94707.52,480,GT_90,OPEN
1500001474,1200001474,2025-02-04 20:41:00,78794.59,0.00,78794.59,419,GT_90,CLOSED
1500001475,1200001475,2025-11-03 18:48:00,53921.83,0.00,53921.83,147,GT_90,CLOSED
1500001476,1200001476,2025-11-03 18:48:00,148214.87,0.00,148214.87,147,GT_90,CLOSED
1500001477,1200001477,2025-06-01 04:19:00,62490.58,13982.65,48507.93,302,GT_90,OPEN
1500001478,1200001478,2025-05-30 04:19:00,11498.15,0.00,11498.15,304,GT_90,CLOSED
1500001479,1200001479,2025-06-01 04:19:00,17414.48,0.00,17414.48,302,GT_90,CLOSED
1500001480,1200001480,2026-03-22 15:51:00,7356.73,0.00,7356.73,8,1_30,CLOSED
1500001481,1200001481,2025-08-18 02:18:00,38815.05,24758.41,14056.64,224,GT_90,OPEN
1500001482,1200001482,2025-08-12 02:18:00,161740.02,156530.98,5209.04,230,GT_90,OPEN
1500001483,1200001483,2025-08-12 02:18:00,54977.07,0.00,54977.07,230,GT_90,CLOSED
1500001484,1200001484,2025-03-12 01:44:00,72063.31,0.00,72063.31,383,GT_90,CLOSED
1500001485,1200001485,2025-03-12 01:44:00,164487.95,71579.69,92908.26,383,GT_90,OPEN
1500001486,1200001486,2026-03-07 19:14:00,114968.47,79200.93,35767.54,23,1_30,OPEN
1500001487,1200001487,2026-03-07 19:14:00,127163.16,121479.86,5683.30,23,1_30,OPEN
1500001488,1200001488,2026-03-10 19:14:00,120395.78,0.00,120395.78,20,1_30,CLOSED
1500001489,1200001489,2026-03-05 19:14:00,42675.95,0.00,42675.95,25,1_30,CLOSED
1500001490,1200001490,2026-03-06 19:14:00,19373.85,0.00,19373.85,24,1_30,CLOSED
1500001491,1200001491,2024-07-03 11:49:00,4289.17,0.00,4289.17,635,GT_90,CLOSED
1500001492,1200001492,2025-10-15 07:33:00,88698.32,0.00,88698.32,166,GT_90,CLOSED
1500001493,1200001493,2025-12-12 04:13:00,31084.25,7617.68,23466.57,108,GT_90,OPEN
1500001494,1200001494,2026-02-14 06:04:00,117169.80,110233.24,6936.56,44,31_60,OPEN
1500001495,1200001495,2025-11-29 15:05:00,69506.30,50633.70,18872.60,121,GT_90,OPEN
1500001496,1200001496,2025-10-13 12:10:00,3964.73,0.00,3964.73,168,GT_90,CLOSED
1500001497,1200001497,2026-01-29 09:29:00,17320.08,15997.25,1322.83,60,31_60,OPEN
1500001498,1200001498,2026-02-01 09:29:00,18085.11,16885.02,1200.09,57,31_60,OPEN
1500001499,1200001499,2026-01-25 09:29:00,82617.50,77392.44,5225.06,64,61_90,OPEN
1500001500,1200001500,2025-10-01 11:39:00,34753.34,30293.99,4459.35,180,GT_90,OPEN
1500001501,1200001501,2025-09-15 11:39:00,34148.83,0.00,34148.83,196,GT_90,CLOSED
1500001502,1200001502,2026-03-12 05:18:00,7316.23,6391.07,925.16,18,1_30,OPEN
1500001503,1200001503,2026-03-21 05:18:00,43153.47,0.00,43153.47,9,1_30,CLOSED
1500001504,1200001504,2026-03-14 05:18:00,64056.14,0.00,64056.14,16,1_30,CLOSED
1500001505,1200001505,2026-03-10 05:18:00,70942.46,0.00,70942.46,20,1_30,CLOSED
1500001506,1200001506,2026-02-11 02:31:00,3068.80,0.00,3068.80,47,31_60,CLOSED
1500001507,1200001507,2026-02-20 02:31:00,22747.98,0.00,22747.98,38,31_60,CLOSED
1500001508,1200001508,2025-03-02 15:18:00,12404.33,10608.09,1796.24,393,GT_90,OPEN
1500001509,1200001509,2025-03-04 15:18:00,21052.28,0.00,21052.28,391,GT_90,CLOSED
1500001510,1200001510,2025-03-11 15:18:00,18147.87,0.00,18147.87,384,GT_90,CLOSED
1500001511,1200001511,2025-06-12 23:33:00,44812.10,0.00,44812.10,291,GT_90,CLOSED
1500001512,1200001512,2025-11-07 13:46:00,6712.67,0.00,6712.67,143,GT_90,CLOSED
1500001513,1200001513,2024-10-03 18:30:00,86078.46,60194.52,25883.94,543,GT_90,OPEN
1500001514,1200001514,2026-01-10 03:45:00,139648.74,0.00,139648.74,79,61_90,CLOSED
1500001515,1200001515,2024-09-04 06:54:00,7678.25,0.00,7678.25,572,GT_90,CLOSED
1500001516,1200001516,2024-09-01 06:54:00,139566.48,14820.81,124745.67,575,GT_90,OPEN
1500001517,1200001517,2024-07-20 08:19:00,56393.78,0.00,56393.78,618,GT_90,CLOSED
1500001518,1200001518,2024-07-21 08:19:00,91111.74,0.00,91111.74,617,GT_90,CLOSED
1500001519,1200001519,2024-07-14 08:19:00,9195.31,0.00,9195.31,624,GT_90,CLOSED
1500001520,1200001520,2025-12-06 17:25:00,27787.84,15960.94,11826.90,114,GT_90,OPEN
1500001521,1200001521,2024-06-21 00:46:00,17092.95,3194.43,13898.52,647,GT_90,OPEN
1500001522,1200001522,2024-08-14 01:14:00,7106.80,0.00,7106.80,593,GT_90,CLOSED
1500001523,1200001523,2024-08-11 01:14:00,54839.56,12684.20,42155.36,596,GT_90,OPEN
1500001524,1200001524,2024-08-19 01:14:00,124339.35,22430.04,101909.31,588,GT_90,OPEN
1500001525,1200001525,2024-11-21 12:10:00,29145.92,0.00,29145.92,494,GT_90,CLOSED
1500001526,1200001526,2024-05-18 01:13:00,42771.28,0.00,42771.28,681,GT_90,CLOSED
1500001527,1200001527,2024-06-02 01:13:00,77516.90,47791.88,29725.02,666,GT_90,OPEN
1500001528,1200001528,2024-05-24 01:13:00,58554.03,35318.36,23235.67,675,GT_90,OPEN
1500001529,1200001529,2024-06-04 01:13:00,12002.89,0.00,12002.89,664,GT_90,CLOSED
1500001530,1200001530,2025-04-07 20:02:00,12528.36,3814.43,8713.93,357,GT_90,OPEN
1500001531,1200001531,2026-02-23 16:12:00,52029.40,0.00,52029.40,35,31_60,CLOSED
1500001532,1200001532,2024-09-27 05:47:00,12954.79,0.00,12954.79,549,GT_90,CLOSED
1500001533,1200001533,2024-07-24 07:34:00,62310.88,43024.18,19286.70,614,GT_90,OPEN
1500001534,1200001534,2024-09-13 00:36:00,110964.55,0.00,110964.55,563,GT_90,CLOSED
1500001535,1200001535,2024-11-05 17:08:00,27811.29,0.00,27811.29,510,GT_90,CLOSED
1500001536,1200001536,2024-10-27 17:08:00,59002.57,21373.25,37629.32,519,GT_90,OPEN
1500001537,1200001537,2024-12-02 02:43:00,78135.58,0.00,78135.58,483,GT_90,CLOSED
1500001538,1200001538,2024-11-19 02:43:00,1597.18,255.05,1342.13,496,GT_90,OPEN
1500001539,1200001539,2025-02-11 00:40:00,120642.22,24029.57,96612.65,412,GT_90,OPEN
1500001540,1200001540,2025-02-21 00:40:00,21208.39,20733.46,474.93,402,GT_90,OPEN
1500001541,1200001541,2025-04-01 01:46:00,5143.73,3702.46,1441.27,363,GT_90,OPEN
1500001542,1200001542,2025-04-16 01:46:00,39881.69,24101.29,15780.40,348,GT_90,OPEN
1500001543,1200001543,2025-03-31 01:46:00,12129.70,8772.29,3357.41,364,GT_90,OPEN
1500001544,1200001544,2025-03-30 01:46:00,1646.14,0.00,1646.14,365,GT_90,CLOSED
1500001545,1200001545,2025-04-15 01:46:00,88800.25,0.00,88800.25,349,GT_90,CLOSED
1500001546,1200001546,2024-10-06 23:32:00,83358.95,33560.37,49798.58,540,GT_90,OPEN
1500001547,1200001547,2026-02-21 17:35:00,159175.65,128042.94,31132.71,37,31_60,OPEN
1500001548,1200001548,2024-05-07 07:27:00,45006.36,27467.77,17538.59,692,GT_90,OPEN
1500001549,1200001549,2024-09-30 03:49:00,28750.06,0.00,28750.06,546,GT_90,CLOSED
1500001550,1200001550,2024-10-10 03:49:00,56418.07,51064.37,5353.70,536,GT_90,OPEN
1500001551,1200001551,2025-07-28 19:00:00,13213.99,0.00,13213.99,245,GT_90,CLOSED
1500001552,1200001552,2025-07-16 19:00:00,103737.30,18391.18,85346.12,257,GT_90,OPEN
1500001553,1200001553,2024-05-19 06:20:00,14022.89,0.00,14022.89,680,GT_90,CLOSED
1500001554,1200001554,2025-01-01 22:43:00,114158.83,0.00,114158.83,453,GT_90,CLOSED
1500001555,1200001555,2026-01-20 17:24:00,103372.59,90808.46,12564.13,69,61_90,OPEN
1500001556,1200001556,2026-01-17 17:24:00,1929.46,612.41,1317.05,72,61_90,OPEN
1500001557,1200001557,2026-01-12 17:24:00,96905.24,96860.82,44.42,77,61_90,OPEN
1500001558,1200001558,2026-06-18 14:17:00,61045.96,0.00,61045.96,0,CURRENT,CLOSED
1500001559,1200001559,2025-03-17 01:14:00,97238.29,93139.78,4098.51,378,GT_90,OPEN
1500001560,1200001560,2025-03-13 01:14:00,12942.23,7349.71,5592.52,382,GT_90,OPEN
1500001561,1200001561,2025-03-18 01:14:00,25754.99,0.00,25754.99,377,GT_90,CLOSED
1500001562,1200001562,2024-08-29 06:49:00,69172.41,0.00,69172.41,578,GT_90,CLOSED
1500001563,1200001563,2026-04-26 04:20:00,7221.01,2650.05,4570.96,0,CURRENT,OPEN
1500001564,1200001564,2024-09-01 14:05:00,26538.83,2737.77,23801.06,575,GT_90,OPEN
1500001565,1200001565,2024-09-02 14:05:00,110355.89,17704.88,92651.01,574,GT_90,OPEN
1500001566,1200001566,2025-10-23 07:18:00,94231.40,80155.40,14076.00,158,GT_90,OPEN
1500001567,1200001567,2025-10-23 07:18:00,95877.77,40993.31,54884.46,158,GT_90,OPEN
1500001568,1200001568,2025-10-20 07:18:00,77846.81,15811.07,62035.74,161,GT_90,OPEN
1500001569,1200001569,2025-10-26 07:18:00,14525.45,0.00,14525.45,155,GT_90,CLOSED
1500001570,1200001570,2025-10-15 07:18:00,25647.37,0.00,25647.37,166,GT_90,CLOSED
1500001571,1200001571,2024-06-21 22:37:00,51476.16,0.00,51476.16,647,GT_90,CLOSED
1500001572,1200001572,2024-06-13 22:37:00,53011.17,7966.83,45044.34,655,GT_90,OPEN
1500001573,1200001573,2024-06-22 22:37:00,68458.97,0.00,68458.97,646,GT_90,CLOSED
1500001574,1200001574,2025-08-20 09:16:00,106306.22,0.00,106306.22,222,GT_90,CLOSED
1500001575,1200001575,2025-01-25 10:43:00,4835.85,524.76,4311.09,429,GT_90,OPEN
1500001576,1200001576,2024-06-23 22:26:00,9434.66,1772.79,7661.87,645,GT_90,OPEN
1500001577,1200001577,2025-05-17 14:27:00,110513.47,79525.90,30987.57,317,GT_90,OPEN
1500001578,1200001578,2025-05-23 14:27:00,49151.76,0.00,49151.76,311,GT_90,CLOSED
1500001579,1200001579,2025-06-10 11:25:00,78829.47,51653.27,27176.20,293,GT_90,OPEN
1500001580,1200001580,2025-06-20 11:25:00,8010.02,5585.62,2424.40,283,GT_90,OPEN
1500001581,1200001581,2025-05-30 11:41:00,8389.81,0.00,8389.81,304,GT_90,CLOSED
1500001582,1200001582,2025-05-29 11:41:00,126398.99,61246.21,65152.78,305,GT_90,OPEN
1500001583,1200001583,2025-05-19 11:41:00,53775.76,0.00,53775.76,315,GT_90,CLOSED
1500001584,1200001584,2026-02-27 11:51:00,24047.17,15730.88,8316.29,31,31_60,OPEN
1500001585,1200001585,2025-02-03 08:42:00,4105.04,3945.69,159.35,420,GT_90,OPEN
1500001586,1200001586,2025-02-07 08:42:00,142732.74,0.00,142732.74,416,GT_90,CLOSED
1500001587,1200001587,2025-02-06 08:42:00,109513.79,47139.26,62374.53,417,GT_90,OPEN
1500001588,1200001588,2025-02-08 08:42:00,10087.70,8062.46,2025.24,415,GT_90,OPEN
1500001589,1200001589,2025-02-06 08:42:00,48418.51,20992.97,27425.54,417,GT_90,OPEN
1500001590,1200001590,2024-06-16 03:29:00,48504.84,44835.07,3669.77,652,GT_90,OPEN
1500001591,1200001591,2024-06-18 03:29:00,20530.36,0.00,20530.36,650,GT_90,CLOSED
1500001592,1200001592,2024-06-12 03:29:00,23610.68,0.00,23610.68,656,GT_90,CLOSED
1500001593,1200001593,2024-09-18 00:06:00,55082.58,19413.71,35668.87,558,GT_90,OPEN
1500001594,1200001594,2024-09-11 00:06:00,96494.81,0.00,96494.81,565,GT_90,CLOSED
1500001595,1200001595,2024-09-10 09:42:00,150093.96,126552.04,23541.92,566,GT_90,OPEN
1500001596,1200001596,2024-09-13 09:42:00,91805.28,63612.27,28193.01,563,GT_90,OPEN
1500001597,1200001597,2024-10-11 03:41:00,25836.65,0.00,25836.65,535,GT_90,CLOSED
1500001598,1200001598,2024-10-07 03:41:00,33129.59,0.00,33129.59,539,GT_90,CLOSED
1500001599,1200001599,2025-03-23 03:01:00,2748.63,1977.12,771.51,372,GT_90,OPEN
1500001600,1200001600,2025-03-18 03:01:00,109620.41,0.00,109620.41,377,GT_90,CLOSED
1500001601,1200001601,2024-08-01 10:52:00,15310.31,11934.21,3376.10,606,GT_90,OPEN
1500001602,1200001602,2025-02-16 07:39:00,167515.92,0.00,167515.92,407,GT_90,CLOSED
1500001603,1200001603,2025-08-03 09:00:00,20861.29,0.00,20861.29,239,GT_90,CLOSED
1500001604,1200001604,2025-11-18 14:39:00,36871.67,19824.48,17047.19,132,GT_90,OPEN
1500001605,1200001605,2025-11-08 14:39:00,77769.83,18846.05,58923.78,142,GT_90,OPEN
1500001606,1200001606,2025-12-13 15:17:00,56323.63,18594.35,37729.28,107,GT_90,OPEN
1500001607,1200001607,2025-12-11 15:17:00,3532.91,0.00,3532.91,109,GT_90,CLOSED
1500001608,1200001608,2025-04-10 04:50:00,148698.16,65757.49,82940.67,354,GT_90,OPEN
1500001609,1200001609,2025-04-14 04:50:00,1601.85,0.00,1601.85,350,GT_90,CLOSED
1500001610,1200001610,2025-07-14 23:40:00,58052.10,28867.84,29184.26,259,GT_90,OPEN
1500001611,1200001611,2025-07-29 23:40:00,52346.04,0.00,52346.04,244,GT_90,CLOSED
1500001612,1200001612,2025-07-28 23:40:00,7493.58,1022.72,6470.86,245,GT_90,OPEN
1500001613,1200001613,2024-10-29 06:34:00,102361.36,67354.11,35007.25,517,GT_90,OPEN
1500001614,1200001614,2024-10-17 06:34:00,11502.24,0.00,11502.24,529,GT_90,CLOSED
1500001615,1200001615,2026-02-18 00:05:00,13595.64,0.00,13595.64,40,31_60,CLOSED
1500001616,1200001616,2025-11-27 21:52:00,118381.51,0.00,118381.51,123,GT_90,CLOSED
1500001617,1200001617,2025-08-12 07:59:00,20085.91,0.00,20085.91,230,GT_90,CLOSED
1500001618,1200001618,2026-04-20 05:29:00,11129.48,0.00,11129.48,0,CURRENT,CLOSED
1500001619,1200001619,2025-07-17 06:14:00,15239.65,15198.40,41.25,256,GT_90,OPEN
1500001620,1200001620,2025-07-16 06:14:00,60348.90,0.00,60348.90,257,GT_90,CLOSED
1500001621,1200001621,2025-07-13 06:14:00,144698.43,22999.43,121699.00,260,GT_90,OPEN
1500001622,1200001622,2025-07-13 06:14:00,75971.60,70442.66,5528.94,260,GT_90,OPEN
1500001623,1200001623,2025-01-25 13:45:00,46084.63,17833.05,28251.58,429,GT_90,OPEN
1500001624,1200001624,2025-02-06 13:45:00,28151.94,0.00,28151.94,417,GT_90,CLOSED
1500001625,1200001625,2024-07-18 10:53:00,26295.71,5961.14,20334.57,620,GT_90,OPEN
1500001626,1200001626,2026-04-21 04:19:00,46155.26,26252.97,19902.29,0,CURRENT,OPEN
1500001627,1200001627,2026-06-29 13:03:00,85326.50,0.00,85326.50,0,CURRENT,CLOSED
1500001628,1200001628,2026-06-27 13:03:00,93883.25,57767.30,36115.95,0,CURRENT,OPEN
1500001629,1200001629,2024-08-19 09:54:00,912.59,0.00,912.59,588,GT_90,CLOSED
1500001630,1200001630,2024-08-16 09:54:00,105023.04,0.00,105023.04,591,GT_90,CLOSED
1500001631,1200001631,2024-12-14 16:09:00,18255.22,0.00,18255.22,471,GT_90,CLOSED
1500001632,1200001632,2025-10-22 15:01:00,97687.05,76651.16,21035.89,159,GT_90,OPEN
1500001633,1200001633,2025-02-18 15:23:00,5623.33,0.00,5623.33,405,GT_90,CLOSED
1500001634,1200001634,2024-10-15 01:04:00,59288.21,0.00,59288.21,531,GT_90,CLOSED
1500001635,1200001635,2024-10-09 01:04:00,20984.62,3850.53,17134.09,537,GT_90,OPEN
1500001636,1200001636,2024-10-19 01:04:00,49192.29,0.00,49192.29,527,GT_90,CLOSED
1500001637,1200001637,2026-06-05 23:41:00,138878.15,0.00,138878.15,0,CURRENT,CLOSED
1500001638,1200001638,2026-06-03 23:41:00,52951.75,0.00,52951.75,0,CURRENT,CLOSED
1500001639,1200001639,2024-11-27 03:12:00,68481.53,0.00,68481.53,488,GT_90,CLOSED
1500001640,1200001640,2026-05-01 02:32:00,13931.26,0.00,13931.26,0,CURRENT,CLOSED
1500001641,1200001641,2026-05-09 02:32:00,30089.70,6669.19,23420.51,0,CURRENT,OPEN
1500001642,1200001642,2025-11-04 04:53:00,13300.81,8886.39,4414.42,146,GT_90,OPEN
1500001643,1200001643,2025-12-24 05:43:00,6384.67,0.00,6384.67,96,GT_90,CLOSED
1500001644,1200001644,2026-02-08 08:19:00,11069.50,2806.18,8263.32,50,31_60,OPEN
1500001645,1200001645,2024-09-01 08:37:00,32368.97,0.00,32368.97,575,GT_90,CLOSED
1500001646,1200001646,2024-08-28 08:37:00,153837.92,50514.22,103323.70,579,GT_90,OPEN
1500001647,1200001647,2025-06-07 08:54:00,34233.81,10903.25,23330.56,296,GT_90,OPEN
1500001648,1200001648,2025-10-14 09:48:00,1424.05,385.97,1038.08,167,GT_90,OPEN
1500001649,1200001649,2025-10-25 09:48:00,190112.41,0.00,190112.41,156,GT_90,CLOSED
1500001650,1200001650,2025-10-24 09:48:00,39457.65,0.00,39457.65,157,GT_90,CLOSED
1500001651,1200001651,2025-10-27 09:48:00,20516.72,16168.21,4348.51,154,GT_90,OPEN
1500001652,1200001652,2025-06-02 14:07:00,19379.82,13451.30,5928.52,301,GT_90,OPEN
1500001653,1200001653,2024-07-12 15:21:00,5800.43,0.00,5800.43,626,GT_90,CLOSED
1500001654,1200001654,2026-04-13 05:32:00,85008.68,70563.34,14445.34,0,CURRENT,OPEN
1500001655,1200001655,2026-04-17 05:32:00,24510.92,4285.83,20225.09,0,CURRENT,OPEN
1500001656,1200001656,2024-07-07 14:13:00,37658.37,18811.34,18847.03,631,GT_90,OPEN
1500001657,1200001657,2025-02-06 04:25:00,55642.30,0.00,55642.30,417,GT_90,CLOSED
1500001658,1200001658,2026-03-06 03:29:00,28225.25,15156.34,13068.91,24,1_30,OPEN
1500001659,1200001659,2026-03-02 03:29:00,32676.79,0.00,32676.79,28,1_30,CLOSED
1500001660,1200001660,2026-02-27 03:29:00,138956.11,0.00,138956.11,31,31_60,CLOSED
1500001661,1200001661,2025-03-31 13:05:00,2399.53,0.00,2399.53,364,GT_90,CLOSED
1500001662,1200001662,2025-04-03 13:05:00,50964.49,0.00,50964.49,361,GT_90,CLOSED
1500001663,1200001663,2026-03-20 19:20:00,91028.43,31082.89,59945.54,10,1_30,OPEN
1500001664,1200001664,2024-09-12 09:21:00,11500.48,0.00,11500.48,564,GT_90,CLOSED
1500001665,1200001665,2026-05-15 15:18:00,16818.64,0.00,16818.64,0,CURRENT,CLOSED
1500001666,1200001666,2026-04-22 03:29:00,197006.83,123335.98,73670.85,0,CURRENT,OPEN
1500001667,1200001667,2024-12-08 22:34:00,8245.19,0.00,8245.19,477,GT_90,CLOSED
1500001668,1200001668,2024-12-16 22:34:00,96190.36,80208.32,15982.04,469,GT_90,OPEN
1500001669,1200001669,2024-11-14 02:42:00,10039.73,5071.67,4968.06,501,GT_90,OPEN
1500001670,1200001670,2025-04-15 20:43:00,128035.89,0.00,128035.89,349,GT_90,CLOSED
1500001671,1200001671,2026-03-26 23:32:00,97258.30,22882.87,74375.43,4,1_30,OPEN
1500001672,1200001672,2026-03-25 23:32:00,39337.18,0.00,39337.18,5,1_30,CLOSED
1500001673,1200001673,2026-04-08 23:32:00,94054.93,0.00,94054.93,0,CURRENT,CLOSED
1500001674,1200001674,2026-03-25 23:32:00,6527.47,4756.83,1770.64,5,1_30,OPEN
1500001675,1200001675,2026-02-22 06:34:00,38629.65,0.00,38629.65,36,31_60,CLOSED
1500001676,1200001676,2025-05-23 12:18:00,62330.54,0.00,62330.54,311,GT_90,CLOSED
1500001677,1200001677,2025-10-02 02:55:00,56559.65,0.00,56559.65,179,GT_90,CLOSED
1500001678,1200001678,2025-04-15 06:01:00,42960.22,34794.22,8166.00,349,GT_90,OPEN
1500001679,1200001679,2025-12-05 17:11:00,103274.12,0.00,103274.12,115,GT_90,CLOSED
1500001680,1200001680,2025-01-15 21:43:00,70172.89,0.00,70172.89,439,GT_90,CLOSED
1500001681,1200001681,2025-01-01 21:43:00,4509.86,1507.20,3002.66,453,GT_90,OPEN
1500001682,1200001682,2025-01-19 21:43:00,24368.95,0.00,24368.95,435,GT_90,CLOSED
1500001683,1200001683,2025-01-15 21:43:00,42324.82,26240.41,16084.41,439,GT_90,OPEN
1500001684,1200001684,2025-01-09 21:43:00,162872.90,0.00,162872.90,445,GT_90,CLOSED
1500001685,1200001685,2025-12-11 23:16:00,172114.63,0.00,172114.63,109,GT_90,CLOSED
1500001686,1200001686,2025-10-24 02:37:00,16993.28,2888.70,14104.58,157,GT_90,OPEN
1500001687,1200001687,2025-09-15 02:14:00,2905.39,2206.94,698.45,196,GT_90,OPEN
1500001688,1200001688,2025-09-21 02:14:00,56956.10,15638.28,41317.82,190,GT_90,OPEN
1500001689,1200001689,2025-09-21 02:14:00,79311.11,64272.09,15039.02,190,GT_90,OPEN
1500001690,1200001690,2025-04-08 11:55:00,116776.35,38888.85,77887.50,356,GT_90,OPEN
1500001691,1200001691,2025-04-04 11:55:00,88469.90,60627.53,27842.37,360,GT_90,OPEN
1500001692,1200001692,2025-04-07 11:55:00,4652.49,4265.76,386.73,357,GT_90,OPEN
1500001693,1200001693,2025-04-14 11:55:00,142771.57,32946.09,109825.48,350,GT_90,OPEN
1500001694,1200001694,2025-11-05 01:24:00,51849.33,0.00,51849.33,145,GT_90,CLOSED
1500001695,1200001695,2025-11-07 01:24:00,26452.79,0.00,26452.79,143,GT_90,CLOSED
1500001696,1200001696,2025-11-07 23:55:00,54336.19,24207.08,30129.11,143,GT_90,OPEN
1500001697,1200001697,2026-05-15 11:35:00,123236.17,14726.43,108509.74,0,CURRENT,OPEN
1500001698,1200001698,2026-05-20 11:35:00,50235.56,0.00,50235.56,0,CURRENT,CLOSED
1500001699,1200001699,2025-02-08 13:22:00,51874.79,0.00,51874.79,415,GT_90,CLOSED
1500001700,1200001700,2024-05-25 15:07:00,64553.69,30971.96,33581.73,674,GT_90,OPEN
1500001701,1200001701,2024-05-19 15:07:00,28884.42,16481.39,12403.03,680,GT_90,OPEN
1500001702,1200001702,2024-05-26 15:07:00,14837.53,0.00,14837.53,673,GT_90,CLOSED
1500001703,1200001703,2026-01-19 01:56:00,83480.51,47466.88,36013.63,70,61_90,OPEN
1500001704,1200001704,2026-01-15 01:56:00,2131.02,1355.39,775.63,74,61_90,OPEN
1500001705,1200001705,2026-04-11 03:43:00,13919.32,10677.17,3242.15,0,CURRENT,OPEN
1500001706,1200001706,2024-12-12 22:49:00,146973.28,133628.56,13344.72,473,GT_90,OPEN
1500001707,1200001707,2026-04-27 01:07:00,109688.79,0.00,109688.79,0,CURRENT,CLOSED
1500001708,1200001708,2026-04-29 01:07:00,30021.69,10674.65,19347.04,0,CURRENT,OPEN
1500001709,1200001709,2025-05-17 04:21:00,42392.10,20221.93,22170.17,317,GT_90,OPEN
1500001710,1200001710,2024-06-11 06:02:00,15705.93,0.00,15705.93,657,GT_90,CLOSED
1500001711,1200001711,2024-09-29 21:32:00,44843.42,0.00,44843.42,547,GT_90,CLOSED
1500001712,1200001712,2024-10-09 04:05:00,136227.09,0.00,136227.09,537,GT_90,CLOSED
1500001713,1200001713,2024-11-03 10:37:00,36645.88,7101.03,29544.85,512,GT_90,OPEN
1500001714,1200001714,2024-11-12 10:37:00,11246.88,0.00,11246.88,503,GT_90,CLOSED
1500001715,1200001715,2025-01-24 17:05:00,83152.02,0.00,83152.02,430,GT_90,CLOSED
1500001716,1200001716,2025-12-28 12:34:00,3591.04,1247.33,2343.71,92,GT_90,OPEN
1500001717,1200001717,2025-12-26 12:34:00,92613.53,62404.97,30208.56,94,GT_90,OPEN
1500001718,1200001718,2025-12-24 12:34:00,29345.89,21328.77,8017.12,96,GT_90,OPEN
1500001719,1200001719,2026-04-08 22:57:00,29278.22,18333.89,10944.33,0,CURRENT,OPEN
1500001720,1200001720,2026-04-13 22:57:00,26469.90,0.00,26469.90,0,CURRENT,CLOSED
1500001721,1200001721,2025-04-21 14:25:00,23386.85,0.00,23386.85,343,GT_90,CLOSED
1500001722,1200001722,2025-04-16 14:25:00,40578.09,0.00,40578.09,348,GT_90,CLOSED
1500001723,1200001723,2025-04-27 14:25:00,131056.95,0.00,131056.95,337,GT_90,CLOSED
1500001724,1200001724,2025-12-11 03:28:00,46240.59,42062.52,4178.07,109,GT_90,OPEN
1500001725,1200001725,2025-12-27 03:28:00,7455.58,6696.00,759.58,93,GT_90,OPEN
1500001726,1200001726,2025-12-15 03:28:00,150980.24,107400.22,43580.02,105,GT_90,OPEN
1500001727,1200001727,2025-12-29 03:28:00,38918.27,0.00,38918.27,91,GT_90,CLOSED
1500001728,1200001728,2025-01-11 11:02:00,2404.52,2027.85,376.67,443,GT_90,OPEN
1500001729,1200001729,2025-02-02 07:51:00,151207.35,0.00,151207.35,421,GT_90,CLOSED
1500001730,1200001730,2025-02-04 07:51:00,6024.78,0.00,6024.78,419,GT_90,CLOSED
1500001731,1200001731,2025-07-18 00:27:00,11127.01,3197.89,7929.12,255,GT_90,OPEN
1500001732,1200001732,2025-07-20 00:27:00,13443.81,5997.63,7446.18,253,GT_90,OPEN
1500001733,1200001733,2025-07-21 00:27:00,178354.21,88267.89,90086.32,252,GT_90,OPEN
1500001734,1200001734,2026-03-02 01:23:00,14558.50,0.00,14558.50,28,1_30,CLOSED
1500001735,1200001735,2026-03-12 01:23:00,115405.57,107194.84,8210.73,18,1_30,OPEN
1500001736,1200001736,2026-03-02 01:23:00,47322.04,0.00,47322.04,28,1_30,CLOSED
