line_id,header_id,line_number,inventory_item_id,ordered_quantity,unit_selling_price,list_price,discount_percent,line_amount,line_status_code
1000000632,900000304,1,30602,19.98,7114.43,7488.87,5.00,142146.31,SHIPPED
1000000633,900000304,2,43420,18.79,9298.54,9787.94,5.00,174719.57,INVOICED
1000000634,900000304,3,86432,14.25,7364.95,8369.26,12.00,104950.54,AWAITING_SHIPPING
1000000635,900000305,1,32265,5.53,5883.37,5883.37,0.00,32535.04,SHIPPED
1000000636,900000306,1,26800,15.32,4292.84,4292.84,0.00,65766.31,INVOICED
1000000637,900000306,2,14253,14.26,633.87,667.23,5.00,9038.99,SHIPPED
1000000638,900000306,3,22811,6.13,8521.09,8521.09,0.00,52234.28,SHIPPED
1000000639,900000307,1,41324,17.33,3994.15,4204.37,5.00,69218.62,SHIPPED
1000000640,900000308,1,66315,8.50,4100.50,4100.50,0.00,34854.25,INVOICED
1000000641,900000309,1,42825,17.63,9893.36,9893.36,0.00,174419.94,SHIPPED
1000000642,900000309,2,86861,5.47,9418.79,9418.79,0.00,51520.78,SHIPPED
1000000643,900000309,3,75851,3.10,3965.49,3965.49,0.00,12293.02,INVOICED
1000000644,900000310,1,20598,4.93,7958.65,7958.65,0.00,39236.14,SHIPPED
1000000645,900000310,2,10433,11.58,6935.97,6935.97,0.00,80318.53,INVOICED
1000000646,900000310,3,96680,17.28,6218.03,6758.73,8.00,107447.56,AWAITING_SHIPPING
1000000647,900000310,4,31440,7.36,9192.94,9192.94,0.00,67660.04,INVOICED
1000000648,900000311,1,18072,14.90,575.72,639.69,10.00,8578.23,INVOICED
1000000649,900000311,2,91603,2.27,6335.99,7039.99,10.00,14382.70,SHIPPED
1000000650,900000311,3,75901,11.29,750.04,815.26,8.00,8467.95,INVOICED
1000000651,900000312,1,61784,17.20,7509.54,8162.54,8.00,129164.09,SHIPPED
1000000652,900000312,2,14451,17.75,8274.34,9193.71,10.00,146869.54,AWAITING_SHIPPING
1000000653,900000312,3,34577,2.72,3439.23,3738.29,8.00,9354.71,INVOICED
1000000654,900000313,1,75966,18.94,1824.66,2073.48,12.00,34559.06,SHIPPED
1000000655,900000313,2,92434,8.13,4263.22,4263.22,0.00,34659.98,INVOICED
1000000656,900000313,3,87195,7.60,6097.38,6627.59,8.00,46340.09,AWAITING_SHIPPING
1000000657,900000313,4,41980,10.09,2920.23,3244.70,10.00,29465.12,INVOICED
1000000658,900000313,5,95695,5.77,5529.40,6010.22,8.00,31904.64,INVOICED
1000000659,900000314,1,38709,3.04,4822.36,5358.18,10.00,14659.97,INVOICED
1000000660,900000314,2,32956,4.82,219.83,231.40,5.00,1059.58,INVOICED
1000000661,900000315,1,12188,8.36,1597.72,1736.65,8.00,13356.94,SHIPPED
1000000662,900000316,1,50490,8.26,5147.01,5147.01,0.00,42514.30,SHIPPED
1000000663,900000317,1,14390,18.52,4711.16,5353.59,12.00,87250.68,SHIPPED
1000000664,900000318,1,70992,15.43,4774.27,4774.27,0.00,73666.99,SHIPPED
1000000665,900000318,2,57643,4.60,3697.44,4108.27,10.00,17008.22,INVOICED
1000000666,900000318,3,68117,15.16,2844.08,3231.91,12.00,43116.25,SHIPPED
1000000667,900000318,4,64953,6.65,8127.66,8127.66,0.00,54048.94,INVOICED
1000000668,900000319,1,57128,4.92,5450.75,5450.75,0.00,26817.69,INVOICED
1000000669,900000320,1,77010,18.25,4224.12,4693.47,10.00,77090.19,AWAITING_SHIPPING
1000000670,900000320,2,33575,18.77,9110.48,9589.98,5.00,171003.71,INVOICED
1000000671,900000320,3,68182,9.92,1996.65,2170.27,8.00,19806.77,INVOICED
1000000672,900000320,4,84961,11.01,5635.88,5750.90,2.00,62051.04,AWAITING_SHIPPING
1000000673,900000320,5,10127,15.67,7155.97,7155.97,0.00,112134.05,INVOICED
1000000674,900000321,1,37979,7.87,4227.21,4449.69,5.00,33268.14,INVOICED
1000000675,900000322,1,47222,4.94,8470.63,8916.45,5.00,41844.91,INVOICED
1000000676,900000322,2,39172,11.85,5718.35,6353.72,10.00,67762.45,INVOICED
1000000677,900000322,3,59197,18.91,704.52,704.52,0.00,13322.47,AWAITING_SHIPPING
1000000678,900000323,1,19514,3.01,7421.38,8245.98,10.00,22338.35,SHIPPED
1000000679,900000323,2,29333,8.39,4718.55,4966.90,5.00,39588.63,AWAITING_SHIPPING
1000000680,900000324,1,43387,7.46,9121.75,9307.91,2.00,68048.26,AWAITING_SHIPPING
1000000681,900000325,1,61442,12.14,9194.61,9994.14,8.00,111622.57,SHIPPED
1000000682,900000325,2,53799,3.28,7354.74,8171.93,10.00,24123.55,AWAITING_SHIPPING
1000000683,900000326,1,78753,5.00,5587.82,5881.92,5.00,27939.10,INVOICED
1000000684,900000326,2,82957,5.27,324.33,360.37,10.00,1709.22,SHIPPED
1000000685,900000327,1,19400,5.81,2592.92,2645.84,2.00,15064.87,INVOICED
1000000686,900000328,1,71599,1.09,1293.75,1437.50,10.00,1410.19,SHIPPED
1000000687,900000329,1,27353,3.60,5626.93,6116.23,8.00,20256.95,SHIPPED
1000000688,900000330,1,37419,16.77,9283.97,9473.44,2.00,155692.18,AWAITING_SHIPPING
1000000689,900000330,2,78408,19.58,2280.92,2479.26,8.00,44660.41,AWAITING_SHIPPING
1000000690,900000330,3,13957,4.58,5315.97,6040.87,12.00,24347.14,INVOICED
1000000691,900000330,4,45695,5.83,7141.93,8115.83,12.00,41637.45,SHIPPED
1000000692,900000331,1,70633,14.66,9533.59,9533.59,0.00,139762.43,INVOICED
1000000693,900000331,2,80520,5.40,2547.75,2547.75,0.00,13757.85,SHIPPED
1000000694,900000332,1,39741,14.66,3258.62,3541.98,8.00,47771.37,SHIPPED
1000000695,900000332,2,52056,16.10,2001.23,2223.59,10.00,32219.80,INVOICED
1000000696,900000333,1,31145,15.61,6111.94,6111.94,0.00,95407.38,INVOICED
1000000697,900000333,2,37018,14.93,4676.08,5082.70,8.00,69813.87,SHIPPED
1000000698,900000333,3,88192,19.90,7140.70,7140.70,0.00,142099.93,INVOICED
1000000699,900000333,4,58001,14.10,7328.91,8143.23,10.00,103337.63,SHIPPED
1000000700,900000333,5,52285,16.88,8211.93,8379.52,2.00,138617.38,AWAITING_SHIPPING
1000000701,900000334,1,76882,2.37,6310.67,6439.46,2.00,14956.29,SHIPPED
1000000702,900000335,1,22267,18.30,2451.83,2451.83,0.00,44868.49,AWAITING_SHIPPING
1000000703,900000335,2,67072,3.94,7730.94,7730.94,0.00,30459.90,SHIPPED
1000000704,900000336,1,31845,3.16,8206.20,8638.11,5.00,25931.59,AWAITING_SHIPPING
1000000705,900000337,1,55584,3.53,1191.11,1191.11,0.00,4204.62,AWAITING_SHIPPING
1000000706,900000338,1,86897,16.16,2964.01,2964.01,0.00,47898.40,INVOICED
1000000707,900000339,1,36313,15.47,5205.24,5915.05,12.00,80525.06,INVOICED
1000000708,900000340,1,66561,2.69,2560.13,2844.59,10.00,6886.75,AWAITING_SHIPPING
1000000709,900000340,2,98671,3.87,1422.40,1497.26,5.00,5504.69,INVOICED
1000000710,900000340,3,86396,19.62,117.68,123.87,5.00,2308.88,AWAITING_SHIPPING
1000000711,900000340,4,68646,12.69,5398.92,5398.92,0.00,68512.29,AWAITING_SHIPPING
1000000712,900000341,1,43853,4.05,9086.27,9564.50,5.00,36799.39,SHIPPED
1000000713,900000342,1,64690,12.00,77.99,104.83,25.60,935.88,SHIPPED
1000000714,900000343,1,27063,7.68,5330.80,5330.80,0.00,40940.54,AWAITING_SHIPPING
1000000715,900000343,2,43380,17.09,327.37,327.37,0.00,5594.75,SHIPPED
1000000716,900000344,1,52324,10.31,2946.50,3273.89,10.00,30378.42,INVOICED
1000000717,900000344,2,45559,11.96,3191.69,3191.69,0.00,38172.61,SHIPPED
1000000718,900000344,3,81529,16.97,5971.47,6785.76,12.00,101335.85,INVOICED
1000000719,900000345,1,57809,1.34,7138.40,7514.11,5.00,9565.46,AWAITING_SHIPPING
1000000720,900000346,1,22791,19.23,2327.05,2644.37,12.00,44749.17,INVOICED
1000000721,900000347,1,44560,3.71,3246.32,3312.57,2.00,12043.85,AWAITING_SHIPPING
1000000722,900000347,2,43063,17.82,4379.00,4976.14,12.00,78033.78,SHIPPED
1000000723,900000347,3,22220,13.81,574.22,574.22,0.00,7929.98,AWAITING_SHIPPING
1000000724,900000347,4,59605,18.78,2746.96,2891.54,5.00,51587.91,AWAITING_SHIPPING
1000000725,900000348,1,52995,2.49,2139.71,2325.77,8.00,5327.88,INVOICED
1000000726,900000348,2,92910,14.38,680.77,739.97,8.00,9789.47,AWAITING_SHIPPING
1000000727,900000348,3,84835,1.98,5478.75,6225.85,12.00,10847.92,SHIPPED
1000000728,900000349,1,56273,13.74,8065.21,8065.21,0.00,110815.99,INVOICED
1000000729,900000350,1,36957,9.83,7455.13,7455.13,0.00,73283.93,SHIPPED
1000000730,900000351,1,72571,13.29,4432.27,4432.27,0.00,58904.87,SHIPPED
1000000731,900000352,1,58267,18.42,992.01,992.01,0.00,18272.82,AWAITING_SHIPPING
1000000732,900000353,1,88038,15.43,6588.17,7486.56,12.00,101655.46,INVOICED
1000000733,900000354,1,49074,11.89,1621.79,1842.94,12.00,19283.08,INVOICED
1000000734,900000354,2,62546,12.02,7032.78,7644.33,8.00,84534.02,SHIPPED
1000000735,900000354,3,57015,2.17,3599.34,3999.27,10.00,7810.57,AWAITING_SHIPPING
1000000736,900000354,4,24168,5.92,3967.74,4508.80,12.00,23489.02,INVOICED
1000000737,900000355,1,18432,11.87,4524.42,4762.55,5.00,53704.87,AWAITING_SHIPPING
1000000738,900000355,2,73180,15.40,8035.70,8458.63,5.00,123749.78,SHIPPED
1000000739,900000355,3,91972,3.57,6114.53,6114.53,0.00,21828.87,AWAITING_SHIPPING
1000000740,900000355,4,97350,2.20,5350.79,5945.32,10.00,11771.74,SHIPPED
1000000741,900000355,5,81669,11.60,1616.47,1649.46,2.00,18751.05,AWAITING_SHIPPING
1000000742,900000356,1,43244,11.57,6152.66,6836.29,10.00,71186.28,SHIPPED
1000000743,900000357,1,66413,19.51,1818.48,2066.46,12.00,35478.54,AWAITING_SHIPPING
1000000744,900000358,1,56583,1.50,4350.77,4834.19,10.00,6526.16,SHIPPED
1000000745,900000358,2,79813,9.57,8790.68,9767.42,10.00,84126.81,INVOICED
1000000746,900000359,1,67486,7.44,2274.49,2584.65,12.00,16922.21,AWAITING_SHIPPING
1000000747,900000359,2,19529,3.69,4510.11,5125.13,12.00,16642.31,SHIPPED
1000000748,900000359,3,87676,18.63,6673.87,7583.94,12.00,124334.20,SHIPPED
1000000749,900000360,1,52216,7.07,3571.73,3571.73,0.00,25252.13,SHIPPED
1000000750,900000361,1,58290,15.50,3360.15,3428.72,2.00,52082.33,INVOICED
1000000751,900000361,2,76030,6.96,9077.78,9077.78,0.00,63181.35,AWAITING_SHIPPING
1000000752,900000361,3,74067,14.87,1159.54,1288.38,10.00,17242.36,INVOICED
1000000753,900000361,4,65695,9.94,6551.24,6551.24,0.00,65119.33,SHIPPED
1000000754,900000362,1,46432,2.29,4387.03,4476.56,2.00,10046.30,AWAITING_SHIPPING
1000000755,900000363,1,61364,4.81,5551.14,5551.14,0.00,26700.98,INVOICED
1000000756,900000364,1,60872,12.51,4539.50,4539.50,0.00,56789.14,SHIPPED
1000000757,900000365,1,38278,9.10,2002.94,2002.94,0.00,18226.75,INVOICED
1000000758,900000366,1,52879,19.92,3278.85,3563.97,8.00,65314.69,INVOICED
1000000759,900000367,1,76040,16.31,5333.13,5333.13,0.00,86983.35,SHIPPED
1000000760,900000367,2,47765,15.37,7863.45,7863.45,0.00,120861.23,AWAITING_SHIPPING
1000000761,900000368,1,60387,3.62,6299.31,6299.31,0.00,22803.50,INVOICED
1000000762,900000368,2,55650,12.53,3083.80,3146.73,2.00,38640.01,INVOICED
1000000763,900000368,3,48388,18.49,2097.11,2330.12,10.00,38775.56,SHIPPED
1000000764,900000368,4,15030,17.55,2864.48,3113.57,8.00,50271.62,SHIPPED
1000000765,900000369,1,30288,8.77,9157.45,9953.75,8.00,80310.84,AWAITING_SHIPPING
1000000766,900000370,1,38897,10.61,7858.08,7858.08,0.00,83374.23,INVOICED
1000000767,900000371,1,88127,19.40,6853.65,6853.65,0.00,132960.81,INVOICED
1000000768,900000372,1,72288,5.68,3663.95,3982.55,8.00,20811.24,AWAITING_SHIPPING
1000000769,900000372,2,45423,14.40,4909.84,4909.84,0.00,70701.70,SHIPPED
1000000770,900000373,1,78890,8.64,3494.48,5457.56,35.97,30192.31,INVOICED
1000000771,900000373,2,34660,14.25,3909.10,4442.16,12.00,55704.67,SHIPPED
1000000772,900000374,1,36378,12.09,1515.61,1595.38,5.00,18323.72,AWAITING_SHIPPING
1000000773,900000374,2,44161,7.58,8859.77,8859.77,0.00,67157.06,INVOICED
1000000774,900000374,3,65403,19.31,133.69,145.31,8.00,2581.55,INVOICED
1000000775,900000375,1,44090,17.99,5677.34,5677.34,0.00,102135.35,AWAITING_SHIPPING
1000000776,900000376,1,82377,19.06,4162.94,4162.94,0.00,79345.64,SHIPPED
1000000777,900000377,1,90626,17.91,5014.55,5014.55,0.00,89810.59,INVOICED
1000000778,900000377,2,79595,2.22,5004.45,5686.88,12.00,11109.88,SHIPPED
1000000779,900000377,3,83027,18.72,579.39,591.21,2.00,10846.18,SHIPPED
1000000780,900000377,4,78872,6.53,4391.37,4480.99,2.00,28675.65,AWAITING_SHIPPING
1000000781,900000378,1,73225,18.35,3130.88,3478.76,10.00,57451.65,AWAITING_SHIPPING
1000000782,900000378,2,52777,4.37,6226.79,6554.52,5.00,27211.07,INVOICED
1000000783,900000378,3,70535,10.95,5389.18,5389.18,0.00,59011.52,AWAITING_SHIPPING
1000000784,900000378,4,27718,11.13,8908.60,8908.60,0.00,99152.72,AWAITING_SHIPPING
1000000785,900000379,1,75578,3.75,6338.48,6338.48,0.00,23769.30,INVOICED
1000000786,900000380,1,60821,9.26,8877.19,9863.55,10.00,82202.78,AWAITING_SHIPPING
1000000787,900000381,1,11522,1.88,7036.03,7647.86,8.00,13227.74,INVOICED
1000000788,900000381,2,56938,16.77,7341.63,8157.37,10.00,123119.14,INVOICED
1000000789,900000382,1,75323,2.54,3080.04,3080.04,0.00,7823.30,AWAITING_SHIPPING
1000000790,900000383,1,18741,5.74,4825.77,4825.77,0.00,27699.92,AWAITING_SHIPPING
1000000791,900000383,2,50023,4.09,2704.63,2704.63,0.00,11061.94,SHIPPED
1000000792,900000383,3,71598,9.35,819.47,836.19,2.00,7662.04,INVOICED
1000000793,900000384,1,17503,2.21,7147.00,7768.48,8.00,15794.87,SHIPPED
1000000794,900000385,1,94439,18.91,1530.49,1530.49,0.00,28941.57,AWAITING_SHIPPING
1000000795,900000385,2,77005,18.00,8834.85,8834.85,0.00,159027.30,SHIPPED
1000000796,900000385,3,29504,8.61,2135.07,2320.73,8.00,18382.95,INVOICED
1000000797,900000385,4,47568,18.47,3940.76,4283.44,8.00,72785.84,SHIPPED
1000000798,900000386,1,65911,9.91,3851.75,4376.99,12.00,38170.84,INVOICED
1000000799,900000386,2,73397,7.84,7707.21,8377.40,8.00,60424.53,INVOICED
1000000800,900000386,3,25148,5.83,137.75,140.56,2.00,803.08,AWAITING_SHIPPING
1000000801,900000387,1,94683,18.52,5759.06,6398.95,10.00,106657.79,INVOICED
1000000802,900000387,2,26087,10.70,5374.13,5374.13,0.00,57503.19,AWAITING_SHIPPING
1000000803,900000387,3,28290,19.24,7246.47,8234.63,12.00,139422.08,INVOICED
1000000804,900000388,1,96836,13.34,4377.51,4607.91,5.00,58395.98,AWAITING_SHIPPING
1000000805,900000388,2,57728,3.58,8828.90,9596.63,8.00,31607.46,INVOICED
1000000806,900000389,1,47794,1.84,7827.94,8697.71,10.00,14403.41,INVOICED
1000000807,900000390,1,90998,19.52,4982.89,5662.38,12.00,97266.01,SHIPPED
1000000808,900000390,2,59254,5.28,8888.07,9875.63,10.00,46929.01,AWAITING_SHIPPING
1000000809,900000391,1,12033,17.00,3200.28,3200.28,0.00,54404.76,AWAITING_SHIPPING
1000000810,900000392,1,95447,14.75,6704.65,6704.65,0.00,98893.59,INVOICED
1000000811,900000393,1,99268,5.11,429.88,429.88,0.00,2196.69,SHIPPED
1000000812,900000393,2,23090,2.16,8021.39,8912.65,10.00,17326.20,AWAITING_SHIPPING
1000000813,900000393,3,38864,19.75,7214.47,7214.47,0.00,142485.78,SHIPPED
1000000814,900000394,1,83253,16.73,4315.64,4542.78,5.00,72200.66,SHIPPED
1000000815,900000394,2,27616,10.09,1434.80,1559.57,8.00,14477.13,SHIPPED
1000000816,900000394,3,93327,12.51,3350.97,3419.36,2.00,41920.63,INVOICED
1000000817,900000395,1,25341,13.65,4043.48,4256.29,5.00,55193.50,AWAITING_SHIPPING
1000000818,900000395,2,39370,10.47,3163.43,3227.99,2.00,33121.11,AWAITING_SHIPPING
1000000819,900000395,3,92585,12.93,3101.89,3101.89,0.00,40107.44,SHIPPED
1000000820,900000395,4,50544,1.36,773.67,814.39,5.00,1052.19,SHIPPED
1000000821,900000396,1,73464,2.34,5022.86,5022.86,0.00,11753.49,SHIPPED
1000000822,900000396,2,42440,17.68,8203.73,8203.73,0.00,145041.95,AWAITING_SHIPPING
1000000823,900000396,3,59250,12.09,4079.81,4079.81,0.00,49324.90,SHIPPED
1000000824,900000396,4,64974,8.85,2483.68,2614.40,5.00,21980.57,INVOICED
1000000825,900000397,1,71606,15.29,4255.98,4836.34,12.00,65073.93,INVOICED
1000000826,900000398,1,34867,15.32,6951.52,6951.52,0.00,106497.29,INVOICED
1000000827,900000399,1,49716,5.04,8029.22,8921.35,10.00,40467.27,INVOICED
1000000828,900000399,2,69019,9.46,9663.13,9663.13,0.00,91413.21,SHIPPED
1000000829,900000400,1,58523,12.74,417.89,454.23,8.00,5323.92,AWAITING_SHIPPING
1000000830,900000401,1,11292,14.46,9830.16,9830.16,0.00,142144.11,AWAITING_SHIPPING
1000000831,900000402,1,99305,18.58,8128.47,8128.47,0.00,151026.97,SHIPPED
1000000832,900000403,1,47739,13.93,2503.14,2634.88,5.00,34868.74,SHIPPED
1000000833,900000403,2,99993,12.14,3561.26,3956.95,10.00,43233.70,AWAITING_SHIPPING
1000000834,900000404,1,91725,6.69,1674.64,1860.71,10.00,11203.34,SHIPPED
1000000835,900000405,1,20762,2.79,4050.75,4402.99,8.00,11301.59,AWAITING_SHIPPING
1000000836,900000405,2,99125,16.38,8281.36,8281.36,0.00,135648.68,SHIPPED
1000000837,900000406,1,53254,11.93,7342.93,8158.81,10.00,87601.15,AWAITING_SHIPPING
1000000838,900000406,2,76981,4.00,4490.79,4490.79,0.00,17963.16,INVOICED
1000000839,900000406,3,76872,14.13,1338.89,1521.47,12.00,18918.52,INVOICED
1000000840,900000407,1,13927,11.05,978.25,1086.94,10.00,10809.66,SHIPPED
1000000841,900000408,1,69114,2.25,5873.47,6674.40,12.00,13215.31,AWAITING_SHIPPING
1000000842,900000409,1,96576,12.32,8131.72,8131.72,0.00,100182.79,AWAITING_SHIPPING
1000000843,900000409,2,98770,11.75,4195.94,4195.94,0.00,49302.29,AWAITING_SHIPPING
1000000844,900000410,1,29805,18.53,6538.02,7106.54,8.00,121149.51,AWAITING_SHIPPING
1000000845,900000410,2,67281,12.41,1887.03,1986.35,5.00,23418.04,INVOICED
1000000846,900000410,3,71891,17.10,2429.74,2641.02,8.00,41548.55,SHIPPED
1000000847,900000410,4,60697,16.91,1685.77,1774.50,5.00,28506.37,AWAITING_SHIPPING
1000000848,900000411,1,68228,10.72,4209.00,4209.00,0.00,45120.48,INVOICED
1000000849,900000412,1,23732,3.93,8206.59,9325.67,12.00,32251.90,INVOICED
1000000850,900000413,1,79399,10.63,8962.45,9741.79,8.00,95270.84,AWAITING_SHIPPING
1000000851,900000413,2,22103,10.18,7210.40,8011.55,10.00,73401.87,AWAITING_SHIPPING
1000000852,900000414,1,79914,12.10,2611.83,2749.29,5.00,31603.14,INVOICED
1000000853,900000414,2,17972,2.72,6744.61,6744.61,0.00,18345.34,AWAITING_SHIPPING
1000000854,900000414,3,56881,5.11,1050.76,1050.76,0.00,5369.38,AWAITING_SHIPPING
1000000855,900000415,1,12571,12.76,1767.10,1860.11,5.00,22548.20,INVOICED
1000000856,900000415,2,80230,6.10,5424.38,6164.07,12.00,33088.72,AWAITING_SHIPPING
1000000857,900000415,3,61053,17.89,8931.14,8931.14,0.00,159778.09,SHIPPED
1000000858,900000415,4,10762,11.26,5097.19,5201.21,2.00,57394.36,AWAITING_SHIPPING
1000000859,900000416,1,76577,7.23,4712.31,4960.33,5.00,34070.00,INVOICED
1000000860,900000416,2,31575,6.37,4898.68,4898.68,0.00,31204.59,INVOICED
1000000861,900000417,1,93244,1.26,3604.72,3678.29,2.00,4541.95,INVOICED
1000000862,900000417,2,12892,10.74,3652.68,3652.68,0.00,39229.78,AWAITING_SHIPPING
1000000863,900000417,3,53413,10.36,6356.31,6356.31,0.00,65851.37,AWAITING_SHIPPING
1000000864,900000418,1,37205,5.21,4141.53,4359.51,5.00,21577.37,SHIPPED
1000000865,900000418,2,65143,13.88,1928.59,2030.09,5.00,26768.83,SHIPPED
1000000866,900000418,3,40501,3.23,380.97,414.10,8.00,1230.53,SHIPPED
1000000867,900000418,4,98314,9.51,4884.75,5550.85,12.00,46453.97,AWAITING_SHIPPING
1000000868,900000418,5,77914,4.77,2826.11,2883.79,2.00,13480.54,INVOICED
1000000869,900000419,1,79127,17.65,5936.20,6595.78,10.00,104773.93,SHIPPED
1000000870,900000419,2,11805,13.33,696.07,773.41,10.00,9278.61,AWAITING_SHIPPING
1000000871,900000420,1,43879,2.18,2200.07,2200.07,0.00,4796.15,INVOICED
1000000872,900000421,1,70013,5.84,8289.84,9010.70,8.00,48412.67,INVOICED
1000000873,900000421,2,65377,2.14,1089.59,1089.59,0.00,2331.72,SHIPPED
1000000874,900000421,3,13184,6.66,2877.38,3269.75,12.00,19163.35,INVOICED
1000000875,900000421,4,53834,14.77,181.57,185.28,2.00,2681.79,INVOICED
1000000876,900000422,1,25064,18.30,3265.83,5256.45,37.87,59764.69,AWAITING_SHIPPING
1000000877,900000423,1,65053,9.63,6140.31,6140.31,0.00,59131.19,AWAITING_SHIPPING
1000000878,900000423,2,23659,12.70,532.35,532.35,0.00,6760.85,SHIPPED
1000000879,900000424,1,50030,1.98,8964.81,9147.77,2.00,17750.32,INVOICED
1000000880,900000424,2,16853,8.80,4473.32,4862.30,8.00,39365.22,AWAITING_SHIPPING
1000000881,900000425,1,17166,12.26,3034.56,3298.44,8.00,37203.71,AWAITING_SHIPPING
1000000882,900000426,1,58957,10.48,9587.03,9587.03,0.00,100472.07,SHIPPED
1000000883,900000426,2,25459,11.82,1011.37,1149.28,12.00,11954.39,AWAITING_SHIPPING
1000000884,900000426,3,12942,5.05,9137.28,9137.28,0.00,46143.26,AWAITING_SHIPPING
1000000885,900000426,4,50646,6.12,1374.72,1562.18,12.00,8413.29,AWAITING_SHIPPING
1000000886,900000427,1,42256,2.88,8781.75,9243.95,5.00,25291.44,INVOICED
1000000887,900000428,1,94351,3.76,6487.85,7052.01,8.00,24394.32,SHIPPED
1000000888,900000429,1,88176,9.56,5709.88,8989.11,36.48,54586.45,AWAITING_SHIPPING
1000000889,900000429,2,84700,9.40,2986.59,2986.59,0.00,28073.95,INVOICED
1000000890,900000430,1,71262,19.88,2261.11,2307.25,2.00,44950.87,AWAITING_SHIPPING
1000000891,900000430,2,53093,15.67,4118.55,4202.60,2.00,64537.68,INVOICED
1000000892,900000430,3,91183,6.56,2899.17,3294.51,12.00,19018.56,SHIPPED
1000000893,900000430,4,93515,9.98,9968.47,9968.47,0.00,99485.33,AWAITING_SHIPPING
1000000894,900000430,5,76960,16.09,1811.30,1906.63,5.00,29143.82,INVOICED
1000000895,900000431,1,64972,3.92,1739.23,1739.23,0.00,6817.78,AWAITING_SHIPPING
1000000896,900000431,2,68501,2.99,5586.65,6072.45,8.00,16704.08,SHIPPED
1000000897,900000431,3,39344,15.08,4991.90,4991.90,0.00,75277.85,INVOICED
1000000898,900000431,4,97181,19.26,703.74,799.70,12.00,13554.03,AWAITING_SHIPPING
1000000899,900000431,5,22421,6.68,4501.38,5001.53,10.00,30069.22,INVOICED
1000000900,900000432,1,95739,7.18,6065.66,6065.66,0.00,43551.44,SHIPPED
1000000901,900000432,2,45411,6.09,7851.69,7851.69,0.00,47816.79,INVOICED
1000000902,900000432,3,36543,19.41,5210.48,5789.42,10.00,101135.42,INVOICED
1000000903,900000432,4,19759,1.12,5789.52,5789.52,0.00,6484.26,INVOICED
1000000904,900000433,1,17688,14.78,5210.22,5920.70,12.00,77007.05,AWAITING_SHIPPING
1000000905,900000433,2,17145,9.23,3311.82,3311.82,0.00,30568.10,AWAITING_SHIPPING
1000000906,900000433,3,73600,15.89,8030.59,8922.88,10.00,127606.08,SHIPPED
1000000907,900000434,1,25520,17.10,4278.40,4650.44,8.00,73160.64,SHIPPED
1000000908,900000434,2,36572,13.48,5089.74,5783.79,12.00,68609.70,INVOICED
1000000909,900000435,1,75827,11.09,3580.12,3977.91,10.00,39703.53,SHIPPED
1000000910,900000436,1,30890,7.22,4516.17,4516.17,0.00,32606.75,INVOICED
1000000911,900000436,2,41454,4.47,2707.54,3008.38,10.00,12102.70,INVOICED
1000000912,900000437,1,39194,2.14,3536.46,3536.46,0.00,7568.02,INVOICED
1000000913,900000438,1,93713,18.52,777.95,818.89,5.00,14407.63,SHIPPED
1000000914,900000439,1,10886,10.11,6574.06,7145.72,8.00,66463.75,SHIPPED
1000000915,900000440,1,57565,12.59,5463.86,5938.98,8.00,68790.00,AWAITING_SHIPPING
1000000916,900000441,1,46471,9.03,1661.34,1805.80,8.00,15001.90,AWAITING_SHIPPING
1000000917,900000442,1,74876,18.21,1957.16,2127.35,8.00,35639.88,INVOICED
1000000918,900000442,2,46537,9.79,8263.96,8982.56,8.00,80904.17,AWAITING_SHIPPING
1000000919,900000442,3,73249,14.27,1029.42,1050.43,2.00,14689.82,INVOICED
1000000920,900000443,1,97083,11.23,8281.56,8281.56,0.00,93001.92,AWAITING_SHIPPING
1000000921,900000443,2,58508,19.47,9141.87,9936.81,8.00,177992.21,AWAITING_SHIPPING
1000000922,900000444,1,69362,19.93,8001.13,8001.13,0.00,159462.52,SHIPPED
1000000923,900000444,2,53538,17.06,6704.47,7618.72,12.00,114378.26,SHIPPED
1000000924,900000444,3,80995,12.90,9274.94,9274.94,0.00,119646.73,AWAITING_SHIPPING
1000000925,900000444,4,84157,15.91,7351.99,7738.94,5.00,116970.16,INVOICED
1000000926,900000445,1,10475,10.77,6891.95,7657.72,10.00,74226.30,AWAITING_SHIPPING
1000000927,900000445,2,64263,6.36,7321.65,7471.07,2.00,46565.69,AWAITING_SHIPPING
1000000928,900000445,3,73959,10.64,3233.39,3403.57,5.00,34403.27,AWAITING_SHIPPING
1000000929,900000445,4,37841,3.15,1857.78,2064.20,10.00,5852.01,SHIPPED
1000000930,900000445,5,76099,19.10,7780.19,7780.19,0.00,148601.63,INVOICED
1000000931,900000446,1,70251,1.18,3506.83,3506.83,0.00,4138.06,AWAITING_SHIPPING
1000000932,900000446,2,93523,13.52,1739.39,1890.64,8.00,23516.55,SHIPPED
1000000933,900000447,1,37106,11.48,4307.75,4395.66,2.00,49452.97,AWAITING_SHIPPING
1000000934,900000447,2,18943,3.13,4082.27,4082.27,0.00,12777.51,SHIPPED
1000000935,900000448,1,39004,5.22,3588.48,3900.52,8.00,18731.87,AWAITING_SHIPPING
1000000936,900000449,1,98541,15.85,2212.52,2328.97,5.00,35068.44,INVOICED
1000000937,900000450,1,25726,3.13,4523.99,4917.38,8.00,14160.09,SHIPPED
