customer_trx_id,trx_number,trx_date,sold_to_customer_id,bill_to_customer_id,batch_source_id,cust_trx_type_id,org_id,currency_code,trx_amount,status
302,INV000302,2025-03-10 10:00:00,300087,300087,1,1,4,CNY,5852.5,OPEN
303,INV000303,2025-03-10 10:00:00,300087,300087,1,1,4,CNY,1861.29,OPEN
304,INV000304,2025-05-22 10:00:00,300018,300018,1,1,5,CNY,1742.12,OPEN
305,INV000305,2025-03-05 10:00:00,300085,300085,1,1,2,CNY,22894.51,OPEN
306,INV000306,2025-01-29 10:00:00,300004,300004,1,1,5,CNY,9482.52,OPEN
307,INV000307,2025-02-16 10:00:00,300056,300056,1,1,3,CNY,16031.68,OPEN
308,INV000308,2025-02-16 10:00:00,300056,300056,1,1,4,CNY,4160.81,OPEN
309,INV000309,2025-02-16 10:00:00,300056,300056,1,1,5,CNY,11203.93,OPEN
310,INV000310,2025-01-13 10:00:00,300086,300086,1,1,1,CNY,12206.12,OPEN
311,INV000311,2025-11-09 10:00:00,300011,300011,1,1,1,CNY,597.29,OPEN
312,INV000312,2025-11-09 10:00:00,300011,300011,1,1,3,CNY,6583.69,OPEN
313,INV000313,2025-11-09 10:00:00,300011,300011,1,1,5,CNY,12223.25,OPEN
314,INV000314,2025-05-09 10:00:00,300086,300086,1,1,1,CNY,8907.85,OPEN
315,INV000315,2025-05-09 10:00:00,300086,300086,1,1,2,CNY,981.83,OPEN
316,INV000316,2025-06-06 10:00:00,300047,300047,1,1,3,CNY,3462.34,OPEN
317,INV000317,2025-06-06 10:00:00,300047,300047,1,1,2,CNY,9294.62,OPEN
318,INV000318,2025-06-06 10:00:00,300047,300047,1,1,1,CNY,19274.65,OPEN
319,INV000319,2025-10-29 10:00:00,300088,300088,1,1,5,CNY,19511.1,OPEN
320,INV000320,2025-10-29 10:00:00,300088,300088,1,1,2,CNY,1278.36,OPEN
321,INV000321,2025-10-29 10:00:00,300088,300088,1,1,3,CNY,6180.37,OPEN
322,INV000322,2025-07-18 10:00:00,300064,300064,1,1,5,CNY,5334.4,OPEN
323,INV000323,2025-07-18 10:00:00,300064,300064,1,1,2,CNY,18645.51,OPEN
324,INV000324,2025-02-27 10:00:00,300009,300009,1,1,2,CNY,4046.15,OPEN
325,INV000325,2025-02-27 10:00:00,300009,300009,1,1,3,CNY,27144.54,OPEN
326,INV000326,2025-06-24 10:00:00,300068,300068,1,1,2,CNY,2768.22,OPEN
327,INV000327,2025-06-24 10:00:00,300068,300068,1,1,2,CNY,1888.53,OPEN
328,INV000328,2025-06-24 10:00:00,300068,300068,1,1,2,CNY,14033.6,OPEN
329,INV000329,2025-04-19 10:00:00,300004,300004,1,1,5,CNY,4780.23,OPEN
330,INV000330,2025-05-06 10:00:00,300061,300061,1,1,4,CNY,13149.79,OPEN
331,INV000331,2025-12-14 10:00:00,300100,300100,1,1,2,CNY,5641.65,OPEN
332,INV000332,2025-12-14 10:00:00,300100,300100,1,1,4,CNY,11994.96,OPEN
333,INV000333,2025-12-14 10:00:00,300100,300100,1,1,2,CNY,1366.31,OPEN
334,INV000334,2025-04-09 10:00:00,300066,300066,1,1,3,CNY,16332.21,OPEN
335,INV000335,2025-04-09 10:00:00,300066,300066,1,1,5,CNY,872.88,OPEN
336,INV000336,2025-07-05 10:00:00,300054,300054,1,1,5,CNY,2755.77,OPEN
337,INV000337,2025-09-18 10:00:00,300030,300030,1,1,2,CNY,16211.6,OPEN
338,INV000338,2025-09-18 10:00:00,300030,300030,1,1,1,CNY,5921.45,OPEN
339,INV000339,2025-09-18 10:00:00,300030,300030,1,1,5,CNY,9533.43,OPEN
340,INV000340,2025-10-08 10:00:00,300088,300088,1,1,2,CNY,11543.27,OPEN
341,INV000341,2025-10-08 10:00:00,300088,300088,1,1,3,CNY,752.09,OPEN
342,INV000342,2025-12-18 10:00:00,300100,300100,1,1,3,CNY,12927.61,OPEN
343,INV000343,2025-12-18 10:00:00,300100,300100,1,1,2,CNY,16588.46,OPEN
344,INV000344,2025-02-23 10:00:00,300061,300061,1,1,5,CNY,5519.02,OPEN
345,INV000345,2025-05-22 10:00:00,300092,300092,1,1,2,CNY,21399.07,OPEN
346,INV000346,2025-05-22 10:00:00,300024,300024,1,1,4,CNY,1903.86,OPEN
347,INV000347,2025-05-22 10:00:00,300024,300024,1,1,3,CNY,20156.25,OPEN
348,INV000348,2025-05-22 10:00:00,300024,300024,1,1,4,CNY,22426.56,OPEN
349,INV000349,2025-08-09 10:00:00,300063,300063,1,1,5,CNY,18426.77,OPEN
350,INV000350,2025-04-14 10:00:00,300054,300054,1,1,3,CNY,3530.11,OPEN
351,INV000351,2025-04-14 10:00:00,300054,300054,1,1,2,CNY,9726.85,OPEN
352,INV000352,2025-04-14 10:00:00,300054,300054,1,1,3,CNY,18537.22,OPEN
353,INV000353,2025-03-23 10:00:00,300027,300027,1,1,2,CNY,1015.38,OPEN
354,INV000354,2025-09-12 10:00:00,300018,300018,1,1,1,CNY,5924.16,OPEN
355,INV000355,2025-09-12 10:00:00,300018,300018,1,1,1,CNY,10658.15,OPEN
356,INV000356,2025-06-05 10:00:00,300036,300036,1,1,1,CNY,2583.53,OPEN
357,INV000357,2025-06-05 10:00:00,300036,300036,1,1,4,CNY,14826.65,OPEN
358,INV000358,2025-02-25 10:00:00,300092,300092,1,1,1,CNY,258.05,OPEN
359,INV000359,2025-02-25 10:00:00,300092,300092,1,1,1,CNY,10078.21,OPEN
360,INV000360,2025-02-25 10:00:00,300092,300092,1,1,5,CNY,3096.72,OPEN
361,INV000361,2025-12-12 10:00:00,300075,300075,1,1,2,CNY,808.68,OPEN
362,INV000362,2025-06-11 10:00:00,300095,300095,1,1,4,CNY,2033.08,OPEN
363,INV000363,2025-10-21 10:00:00,300058,300058,1,1,2,CNY,12693.38,OPEN
364,INV000364,2025-10-21 10:00:00,300058,300058,1,1,5,CNY,13132.17,OPEN
365,INV000365,2025-07-05 10:00:00,300032,300032,1,1,4,CNY,5871.63,OPEN
366,INV000366,2025-05-15 10:00:00,300092,300092,1,1,1,CNY,4682.0,OPEN
367,INV000367,2025-05-15 10:00:00,300092,300092,1,1,2,CNY,1240.4,OPEN
368,INV000368,2025-05-15 10:00:00,300092,300092,1,1,1,CNY,242.16,OPEN
369,INV000369,2025-03-10 10:00:00,300100,300100,1,1,3,CNY,15211.11,OPEN
370,INV000370,2025-03-10 10:00:00,300100,300100,1,1,1,CNY,1528.38,OPEN
371,INV000371,2025-03-10 10:00:00,300100,300100,1,1,4,CNY,5821.28,OPEN
372,INV000372,2025-07-07 10:00:00,300017,300017,1,1,2,CNY,4175.3,OPEN
373,INV000373,2025-07-07 10:00:00,300017,300017,1,1,2,CNY,2337.61,OPEN
374,INV000374,2025-04-13 10:00:00,300034,300034,1,1,5,CNY,2501.84,OPEN
375,INV000375,2025-04-13 10:00:00,300034,300034,1,1,5,CNY,10831.28,OPEN
376,INV000376,2025-03-26 10:00:00,300062,300062,1,1,1,CNY,14092.75,OPEN
377,INV000377,2025-06-13 10:00:00,300027,300027,1,1,2,CNY,8462.25,OPEN
378,INV000378,2025-06-13 10:00:00,300027,300027,1,1,3,CNY,8810.01,OPEN
379,INV000379,2025-06-13 10:00:00,300027,300027,1,1,3,CNY,7895.37,OPEN
380,INV000380,2025-08-06 10:00:00,300100,300100,1,1,2,CNY,12356.79,OPEN
381,INV000381,2025-08-06 10:00:00,300100,300100,1,1,3,CNY,1230.74,OPEN
382,INV000382,2025-08-06 10:00:00,300100,300100,1,1,5,CNY,1406.65,OPEN
383,INV000383,2025-11-09 10:00:00,300080,300080,1,1,5,CNY,6569.7,OPEN
384,INV000384,2025-11-09 10:00:00,300080,300080,1,1,1,CNY,11240.97,OPEN
385,INV000385,2025-11-09 10:00:00,300080,300080,1,1,3,CNY,9935.39,OPEN
386,INV000386,2025-02-13 10:00:00,300082,300082,1,1,4,CNY,17596.05,OPEN
387,INV000387,2025-01-16 10:00:00,300045,300045,1,1,2,CNY,1369.31,OPEN
388,INV000388,2025-01-16 10:00:00,300045,300045,1,1,3,CNY,11317.44,OPEN
389,INV000389,2025-05-20 10:00:00,300039,300039,1,1,1,CNY,37013.33,OPEN
390,INV000390,2025-05-20 10:00:00,300039,300039,1,1,4,CNY,1911.3,OPEN
391,INV000391,2025-07-29 10:00:00,300034,300034,1,1,4,CNY,4096.22,OPEN
392,INV000392,2025-01-25 10:00:00,300090,300090,1,1,5,CNY,10465.65,OPEN
393,INV000393,2025-01-25 10:00:00,300090,300090,1,1,5,CNY,22529.91,OPEN
394,INV000394,2025-01-25 10:00:00,300090,300090,1,1,5,CNY,4554.02,OPEN
395,INV000395,2025-01-17 10:00:00,300041,300041,1,1,5,CNY,7773.68,OPEN
396,INV000396,2025-01-17 10:00:00,300041,300041,1,1,1,CNY,1427.89,OPEN
397,INV000397,2025-02-12 10:00:00,300076,300076,1,1,5,CNY,11419.66,OPEN
398,INV000398,2025-01-29 10:00:00,300077,300077,1,1,2,CNY,22604.02,OPEN
399,INV000399,2025-04-06 10:00:00,300073,300073,1,1,3,CNY,8296.92,OPEN
400,INV000400,2025-04-06 10:00:00,300073,300073,1,1,1,CNY,553.54,OPEN
401,INV000401,2025-04-18 10:00:00,300064,300064,1,1,3,CNY,14621.44,OPEN
402,INV000402,2025-04-18 10:00:00,300064,300064,1,1,4,CNY,1352.67,OPEN
403,INV000403,2025-04-08 10:00:00,300073,300073,1,1,1,CNY,20197.27,OPEN
404,INV000404,2025-12-27 10:00:00,300064,300064,1,1,1,CNY,8679.15,OPEN
