je_line_id,je_header_id,line_num,code_combination_id,entered_dr,entered_cr,accounted_dr,accounted_cr,description
504,169,504,3,0,7070.13,0,7070.13,主营业务收入
505,169,505,4,0,919.12,0,919.12,销项税额
506,170,506,2,2604.3599999999997,0,2604.3599999999997,0,应收账款
507,170,507,3,0,2304.74,0,2304.74,主营业务收入
508,170,508,4,0,299.62,0,299.62,销项税额
509,171,509,2,19692.98,0,19692.98,0,应收账款
510,171,510,3,0,17427.42,0,17427.42,主营业务收入
511,171,511,4,0,2265.56,0,2265.56,销项税额
512,172,512,2,18318.850000000002,0,18318.850000000002,0,应收账款
513,172,513,3,0,16211.37,0,16211.37,主营业务收入
514,172,514,4,0,2107.48,0,2107.48,销项税额
515,173,515,2,4414.12,0,4414.12,0,应收账款
516,173,516,3,0,3906.3,0,3906.3,主营业务收入
517,173,517,4,0,507.82,0,507.82,销项税额
518,174,518,2,12073.259999999998,0,12073.259999999998,0,应收账款
519,174,519,3,0,10684.3,0,10684.3,主营业务收入
520,174,520,4,0,1388.96,0,1388.96,销项税额
521,175,521,2,1295.13,0,1295.13,0,应收账款
522,175,522,3,0,1146.13,0,1146.13,主营业务收入
523,175,523,4,0,149.0,0,149.0,销项税额
524,176,524,2,39155.16,0,39155.16,0,应收账款
525,176,525,3,0,34650.58,0,34650.58,主营业务收入
526,176,526,4,0,4504.58,0,4504.58,销项税额
527,177,527,2,13906.55,0,13906.55,0,应收账款
528,177,528,3,0,12306.68,0,12306.68,主营业务收入
529,177,529,4,0,1599.87,0,1599.87,销项税额
530,178,530,2,3251.01,0,3251.01,0,应收账款
531,178,531,3,0,2877.0,0,2877.0,主营业务收入
532,178,532,4,0,374.01,0,374.01,销项税额
533,179,533,2,20159.44,0,20159.44,0,应收账款
534,179,534,3,0,17840.21,0,17840.21,主营业务收入
535,179,535,4,0,2319.23,0,2319.23,销项税额
536,180,536,2,206.08,0,206.08,0,应收账款
537,180,537,3,0,182.37,0,182.37,主营业务收入
538,180,538,4,0,23.71,0,23.71,销项税额
539,181,539,2,11238.7,0,11238.7,0,应收账款
540,181,540,3,0,9945.75,0,9945.75,主营业务收入
541,181,541,4,0,1292.95,0,1292.95,销项税额
542,182,542,2,21387.63,0,21387.63,0,应收账款
543,182,543,3,0,18927.11,0,18927.11,主营业务收入
544,182,544,4,0,2460.52,0,2460.52,销项税额
545,183,545,2,1946.27,0,1946.27,0,应收账款
546,183,546,3,0,1722.36,0,1722.36,主营业务收入
547,183,547,4,0,223.91,0,223.91,销项税额
548,184,548,2,13481.320000000002,0,13481.320000000002,0,应收账款
549,184,549,3,0,11930.37,0,11930.37,主营业务收入
550,184,550,4,0,1550.95,0,1550.95,销项税额
551,185,551,2,20436.890000000003,0,20436.890000000003,0,应收账款
552,185,552,3,0,18085.74,0,18085.74,主营业务收入
553,185,553,4,0,2351.15,0,2351.15,销项税额
554,186,554,2,4303.2300000000005,0,4303.2300000000005,0,应收账款
555,186,555,3,0,3808.17,0,3808.17,主营业务收入
556,186,556,4,0,495.06,0,495.06,销项税额
557,187,557,2,2515.1,0,2515.1,0,应收账款
558,187,558,3,0,2225.75,0,2225.75,主营业务收入
559,187,559,4,0,289.35,0,289.35,销项税额
560,188,560,2,6429.87,0,6429.87,0,应收账款
561,188,561,3,0,5690.15,0,5690.15,主营业务收入
562,188,562,4,0,739.72,0,739.72,销项税额
563,189,563,2,14191.42,0,14191.42,0,应收账款
564,189,564,3,0,12558.78,0,12558.78,主营业务收入
565,189,565,4,0,1632.64,0,1632.64,销项税额
566,190,566,2,18872.37,0,18872.37,0,应收账款
567,190,567,3,0,16701.21,0,16701.21,主营业务收入
568,190,568,4,0,2171.16,0,2171.16,销项税额
569,191,569,2,1706.1,0,1706.1,0,应收账款
570,191,570,3,0,1509.82,0,1509.82,主营业务收入
571,191,571,4,0,196.28,0,196.28,销项税额
572,192,572,2,3713.55,0,3713.55,0,应收账款
573,192,573,3,0,3286.33,0,3286.33,主营业务收入
574,192,574,4,0,427.22,0,427.22,销项税额
575,193,575,2,8767.44,0,8767.44,0,应收账款
576,193,576,3,0,7758.8,0,7758.8,主营业务收入
577,193,577,4,0,1008.64,0,1008.64,销项税额
578,194,578,2,19741.350000000002,0,19741.350000000002,0,应收账款
579,194,579,3,0,17470.22,0,17470.22,主营业务收入
580,194,580,4,0,2271.13,0,2271.13,销项税额
581,195,581,2,38313.43,0,38313.43,0,应收账款
582,195,582,3,0,33905.69,0,33905.69,主营业务收入
583,195,583,4,0,4407.74,0,4407.74,销项税额
584,196,584,2,3587.89,0,3587.89,0,应收账款
585,196,585,3,0,3175.12,0,3175.12,主营业务收入
586,196,586,4,0,412.77,0,412.77,销项税额
587,197,587,2,13398.09,0,13398.09,0,应收账款
588,197,588,3,0,11856.72,0,11856.72,主营业务收入
589,197,589,4,0,1541.37,0,1541.37,销项税额
590,198,590,2,2934.34,0,2934.34,0,应收账款
591,198,591,3,0,2596.76,0,2596.76,主营业务收入
592,198,592,4,0,337.58,0,337.58,销项税额
593,199,593,2,9476.06,0,9476.06,0,应收账款
594,199,594,3,0,8385.89,0,8385.89,主营业务收入
595,199,595,4,0,1090.17,0,1090.17,销项税额
596,200,596,2,20731.239999999998,0,20731.239999999998,0,应收账款
597,200,597,3,0,18346.23,0,18346.23,主营业务收入
598,200,598,4,0,2385.01,0,2385.01,销项税额
599,201,599,2,1409.02,0,1409.02,0,应收账款
600,201,600,3,0,1246.92,0,1246.92,主营业务收入
601,201,601,4,0,162.1,0,162.1,销项税额
602,202,602,2,20569.11,0,20569.11,0,应收账款
603,202,603,3,0,18202.75,0,18202.75,主营业务收入
604,202,604,4,0,2366.36,0,2366.36,销项税额
605,203,605,2,20067.41,0,20067.41,0,应收账款
606,203,606,3,0,17758.77,0,17758.77,主营业务收入
607,203,607,4,0,2308.64,0,2308.64,销项税额
608,204,608,2,3700.1499999999996,0,3700.1499999999996,0,应收账款
609,204,609,3,0,3274.47,0,3274.47,主营业务收入
610,204,610,4,0,425.68,0,425.68,销项税额
611,205,611,2,23537.85,0,23537.85,0,应收账款
612,205,612,3,0,20829.96,0,20829.96,主营业务收入
613,205,613,4,0,2707.89,0,2707.89,销项税额
614,206,614,2,2619.81,0,2619.81,0,应收账款
615,206,615,3,0,2318.42,0,2318.42,主营业务收入
616,206,616,4,0,301.39,0,301.39,销项税额
617,207,617,2,580.89,0,580.89,0,应收账款
618,207,618,3,0,514.06,0,514.06,主营业务收入
619,207,619,4,0,66.83,0,66.83,销项税额
620,208,620,2,4569.04,0,4569.04,0,应收账款
621,208,621,3,0,4043.4,0,4043.4,主营业务收入
622,208,622,4,0,525.64,0,525.64,销项税额
623,209,623,2,2955.3100000000004,0,2955.3100000000004,0,应收账款
624,209,624,3,0,2615.32,0,2615.32,主营业务收入
625,209,625,4,0,339.99,0,339.99,销项税额
626,210,626,2,1821.45,0,1821.45,0,应收账款
627,210,627,3,0,1611.9,0,1611.9,主营业务收入
628,210,628,4,0,209.55,0,209.55,销项税额
629,211,629,2,3874.09,0,3874.09,0,应收账款
630,211,630,3,0,3428.4,0,3428.4,主营业务收入
631,211,631,4,0,445.69,0,445.69,销项税额
632,212,632,2,15102.33,0,15102.33,0,应收账款
633,212,633,3,0,13364.89,0,13364.89,主营业务收入
634,212,634,4,0,1737.44,0,1737.44,销项税额
635,213,635,2,23840.69,0,23840.69,0,应收账款
636,213,636,3,0,21097.96,0,21097.96,主营业务收入
637,213,637,4,0,2742.73,0,2742.73,销项税额
638,214,638,2,29174.79,0,29174.79,0,应收账款
639,214,639,3,0,25818.4,0,25818.4,主营业务收入
640,214,640,4,0,3356.39,0,3356.39,销项税额
641,215,641,2,5889.110000000001,0,5889.110000000001,0,应收账款
642,215,642,3,0,5211.6,0,5211.6,主营业务收入
643,215,643,4,0,677.51,0,677.51,销项税额
644,216,644,2,24206.589999999997,0,24206.589999999997,0,应收账款
645,216,645,3,0,21421.76,0,21421.76,主营业务收入
646,216,646,4,0,2784.83,0,2784.83,销项税额
647,217,647,2,29607.02,0,29607.02,0,应收账款
648,217,648,3,0,26200.9,0,26200.9,主营业务收入
649,217,649,4,0,3406.12,0,3406.12,销项税额
650,218,650,2,23977.14,0,23977.14,0,应收账款
651,218,651,3,0,21218.71,0,21218.71,主营业务收入
652,218,652,4,0,2758.43,0,2758.43,销项税额
653,219,653,2,11502.91,0,11502.91,0,应收账款
654,219,654,3,0,10179.57,0,10179.57,主营业务收入
655,219,655,4,0,1323.34,0,1323.34,销项税额
656,220,656,2,1543.9299999999998,0,1543.9299999999998,0,应收账款
657,220,657,3,0,1366.31,0,1366.31,主营业务收入
658,220,658,4,0,177.62,0,177.62,销项税额
659,221,659,2,3248.3399999999997,0,3248.3399999999997,0,应收账款
660,221,660,3,0,2874.64,0,2874.64,主营业务收入
661,221,661,4,0,373.7,0,373.7,销项税额
662,222,662,2,5814.1900000000005,0,5814.1900000000005,0,应收账款
663,222,663,3,0,5145.3,0,5145.3,主营业务收入
664,222,664,4,0,668.89,0,668.89,销项税额
665,223,665,2,12466.109999999999,0,12466.109999999999,0,应收账款
666,223,666,3,0,11031.96,0,11031.96,主营业务收入
667,223,667,4,0,1434.15,0,1434.15,销项税额
668,224,668,2,12451.310000000001,0,12451.310000000001,0,应收账款
669,224,669,3,0,11018.86,0,11018.86,主营业务收入
670,224,670,4,0,1432.45,0,1432.45,销项税额
671,225,671,2,1372.23,0,1372.23,0,应收账款
672,225,672,3,0,1214.36,0,1214.36,主营业务收入
673,225,673,4,0,157.87,0,157.87,销项税额
674,226,674,2,11310.85,0,11310.85,0,应收账款
675,226,675,3,0,10009.6,0,10009.6,主营业务收入
676,226,676,4,0,1301.25,0,1301.25,销项税额
677,227,677,2,23170.21,0,23170.21,0,应收账款
678,227,678,3,0,20504.61,0,20504.61,主营业务收入
679,227,679,4,0,2665.6,0,2665.6,销项税额
680,228,680,2,1005.8100000000001,0,1005.8100000000001,0,应收账款
681,228,681,3,0,890.1,0,890.1,主营业务收入
682,228,682,4,0,115.71,0,115.71,销项税额
683,229,683,2,12607.68,0,12607.68,0,应收账款
684,229,684,3,0,11157.24,0,11157.24,主营业务收入
685,229,685,4,0,1450.44,0,1450.44,销项税额
686,230,686,2,15164.179999999998,0,15164.179999999998,0,应收账款
687,230,687,3,0,13419.63,0,13419.63,主营业务收入
688,230,688,4,0,1744.55,0,1744.55,销项税额
689,231,689,2,12052.369999999999,0,12052.369999999999,0,应收账款
690,231,690,3,0,10665.81,0,10665.81,主营业务收入
691,231,691,4,0,1386.56,0,1386.56,销项税额
692,232,692,2,16414.329999999998,0,16414.329999999998,0,应收账款
693,232,693,3,0,14525.96,0,14525.96,主营业务收入
694,232,694,4,0,1888.37,0,1888.37,销项税额
695,233,695,2,15382.0,0,15382.0,0,应收账款
696,233,696,3,0,13612.39,0,13612.39,主营业务收入
697,233,697,4,0,1769.61,0,1769.61,销项税额
698,234,698,2,3515.15,0,3515.15,0,应收账款
699,234,699,3,0,3110.75,0,3110.75,主营业务收入
700,234,700,4,0,404.4,0,404.4,销项税额
701,235,701,2,35344.86,0,35344.86,0,应收账款
702,235,702,3,0,31278.64,0,31278.64,主营业务收入
703,235,703,4,0,4066.22,0,4066.22,销项税额
704,236,704,2,3006.77,0,3006.77,0,应收账款
705,236,705,3,0,2660.86,0,2660.86,主营业务收入
706,236,706,4,0,345.91,0,345.91,销项税额
707,237,707,2,4018.57,0,4018.57,0,应收账款
708,237,708,3,0,3556.26,0,3556.26,主营业务收入
709,237,709,4,0,462.31,0,462.31,销项税额
710,238,710,2,7431.22,0,7431.22,0,应收账款
711,238,711,3,0,6576.3,0,6576.3,主营业务收入
712,238,712,4,0,854.92,0,854.92,销项税额
713,239,713,2,5886.379999999999,0,5886.379999999999,0,应收账款
714,239,714,3,0,5209.19,0,5209.19,主营业务收入
715,239,715,4,0,677.19,0,677.19,销项税额
716,240,716,2,2719.54,0,2719.54,0,应收账款
717,240,717,3,0,2406.67,0,2406.67,主营业务收入
718,240,718,4,0,312.87,0,312.87,销项税额
719,241,719,2,23519.350000000002,0,23519.350000000002,0,应收账款
720,241,720,3,0,20813.58,0,20813.58,主营业务收入
721,241,721,4,0,2705.77,0,2705.77,销项税额
722,242,722,2,17606.0,0,17606.0,0,应收账款
723,242,723,3,0,15580.53,0,15580.53,主营业务收入
724,242,724,4,0,2025.47,0,2025.47,销项税额
725,243,725,2,1499.82,0,1499.82,0,应收账款
726,243,726,3,0,1327.27,0,1327.27,主营业务收入
727,243,727,4,0,172.55,0,172.55,销项税额
728,244,728,2,387.23,0,387.23,0,应收账款
729,244,729,3,0,342.68,0,342.68,主营业务收入
730,244,730,4,0,44.55,0,44.55,销项税额
731,245,731,2,10514.94,0,10514.94,0,应收账款
732,245,732,3,0,9305.26,0,9305.26,主营业务收入
733,245,733,4,0,1209.68,0,1209.68,销项税额
734,246,734,2,3824.71,0,3824.71,0,应收账款
735,246,735,3,0,3384.7,0,3384.7,主营业务收入
736,246,736,4,0,440.01,0,440.01,销项税额
737,247,737,2,18676.97,0,18676.97,0,应收账款
738,247,738,3,0,16528.29,0,16528.29,主营业务收入
739,247,739,4,0,2148.68,0,2148.68,销项税额
740,248,740,2,7017.79,0,7017.79,0,应收账款
741,248,741,3,0,6210.43,0,6210.43,主营业务收入
742,248,742,4,0,807.36,0,807.36,销项税额
743,249,743,2,3291.7200000000003,0,3291.7200000000003,0,应收账款
744,249,744,3,0,2913.03,0,2913.03,主营业务收入
745,249,745,4,0,378.69,0,378.69,销项税额
746,250,746,2,676.03,0,676.03,0,应收账款
747,250,747,3,0,598.26,0,598.26,主营业务收入
748,250,748,4,0,77.77,0,77.77,销项税额
749,251,749,2,7433.42,0,7433.42,0,应收账款
750,251,750,3,0,6578.25,0,6578.25,主营业务收入
751,251,751,4,0,855.17,0,855.17,销项税额
752,252,752,2,21394.969999999998,0,21394.969999999998,0,应收账款
753,252,753,3,0,18933.6,0,18933.6,主营业务收入
754,252,754,4,0,2461.37,0,2461.37,销项税额
755,253,755,2,11890.36,0,11890.36,0,应收账款
756,253,756,3,0,10522.44,0,10522.44,主营业务收入
757,253,757,4,0,1367.92,0,1367.92,销项税额
758,254,758,2,1409.02,0,1409.02,0,应收账款
759,254,759,3,0,1246.92,0,1246.92,主营业务收入
760,254,760,4,0,162.1,0,162.1,销项税额
761,255,761,2,17448.54,0,17448.54,0,应收账款
762,255,762,3,0,15441.19,0,15441.19,主营业务收入
763,255,763,4,0,2007.35,0,2007.35,销项税额
764,256,764,2,1457.0,0,1457.0,0,应收账款
765,256,765,3,0,1289.38,0,1289.38,主营业务收入
766,256,766,4,0,167.62,0,167.62,销项税额
767,257,767,2,4050.5600000000004,0,4050.5600000000004,0,应收账款
768,257,768,3,0,3584.57,0,3584.57,主营业务收入
769,257,769,4,0,465.99,0,465.99,销项税额
770,258,770,2,1870.15,0,1870.15,0,应收账款
771,258,771,3,0,1655.0,0,1655.0,主营业务收入
772,258,772,4,0,215.15,0,215.15,销项税额
773,259,773,2,25953.78,0,25953.78,0,应收账款
774,259,774,3,0,22967.95,0,22967.95,主营业务收入
775,259,775,4,0,2985.83,0,2985.83,销项税额
776,260,776,2,18847.969999999998,0,18847.969999999998,0,应收账款
777,260,777,3,0,16679.62,0,16679.62,主营业务收入
778,260,778,4,0,2168.35,0,2168.35,销项税额
779,261,779,2,1420.25,0,1420.25,0,应收账款
780,261,780,3,0,1256.86,0,1256.86,主营业务收入
781,261,781,4,0,163.39,0,163.39,销项税额
782,262,782,2,22144.920000000002,0,22144.920000000002,0,应收账款
783,262,783,3,0,19597.27,0,19597.27,主营业务收入
784,262,784,4,0,2547.65,0,2547.65,销项税额
785,263,785,2,26147.010000000002,0,26147.010000000002,0,应收账款
786,263,786,3,0,23138.95,0,23138.95,主营业务收入
787,263,787,4,0,3008.06,0,3008.06,销项税额
788,264,788,2,19107.9,0,19107.9,0,应收账款
789,264,789,3,0,16909.65,0,16909.65,主营业务收入
790,264,790,4,0,2198.25,0,2198.25,销项税额
791,265,791,2,724.33,0,724.33,0,应收账款
792,265,792,3,0,641.0,0,641.0,主营业务收入
793,265,793,4,0,83.33,0,83.33,销项税额
794,266,794,2,7143.5,0,7143.5,0,应收账款
795,266,795,3,0,6321.68,0,6321.68,主营业务收入
796,266,796,4,0,821.82,0,821.82,销项税额
797,267,797,2,13665.81,0,13665.81,0,应收账款
798,267,798,3,0,12093.64,0,12093.64,主营业务收入
799,267,799,4,0,1572.17,0,1572.17,销项税额
800,268,800,2,7313.049999999999,0,7313.049999999999,0,应收账款
801,268,801,3,0,6471.73,0,6471.73,主营业务收入
802,268,802,4,0,841.32,0,841.32,销项税额
803,269,803,2,17241.04,0,17241.04,0,应收账款
804,269,804,3,0,15257.56,0,15257.56,主营业务收入
805,269,805,4,0,1983.48,0,1983.48,销项税额
806,270,806,2,672.0799999999999,0,672.0799999999999,0,应收账款
807,270,807,3,0,594.76,0,594.76,主营业务收入
808,270,808,4,0,77.32,0,77.32,销项税额
809,271,809,2,8525.09,0,8525.09,0,应收账款
810,271,810,3,0,7544.33,0,7544.33,主营业务收入
811,271,811,4,0,980.76,0,980.76,销项税额
812,272,812,2,7223.889999999999,0,7223.889999999999,0,应收账款
813,272,813,3,0,6392.82,0,6392.82,主营业务收入
814,272,814,4,0,831.07,0,831.07,销项税额
815,273,815,2,37268.27,0,37268.27,0,应收账款
816,273,816,3,0,32980.77,0,32980.77,主营业务收入
817,273,817,4,0,4287.5,0,4287.5,销项税额
818,274,818,2,16946.78,0,16946.78,0,应收账款
819,274,819,3,0,14997.15,0,14997.15,主营业务收入
820,274,820,4,0,1949.63,0,1949.63,销项税额
821,275,821,2,27163.26,0,27163.26,0,应收账款
822,275,822,3,0,24038.28,0,24038.28,主营业务收入
823,275,823,4,0,3124.98,0,3124.98,销项税额
824,276,824,2,9004.800000000001,0,9004.800000000001,0,应收账款
825,276,825,3,0,7968.85,0,7968.85,主营业务收入
826,276,826,4,0,1035.95,0,1035.95,销项税额
827,277,827,2,8742.03,0,8742.03,0,应收账款
828,277,828,3,0,7736.31,0,7736.31,主营业务收入
829,277,829,4,0,1005.72,0,1005.72,销项税额
830,278,830,2,11594.490000000002,0,11594.490000000002,0,应收账款
831,278,831,3,0,10260.61,0,10260.61,主营业务收入
832,278,832,4,0,1333.88,0,1333.88,销项税额
833,279,833,2,558.75,0,558.75,0,应收账款
834,279,834,3,0,494.47,0,494.47,主营业务收入
835,279,835,4,0,64.28,0,64.28,销项税额
836,280,836,2,23169.75,0,23169.75,0,应收账款
837,280,837,3,0,20504.2,0,20504.2,主营业务收入
838,280,838,4,0,2665.55,0,2665.55,销项税额
839,281,839,2,673.04,0,673.04,0,应收账款
840,281,840,3,0,595.61,0,595.61,主营业务收入
841,281,841,4,0,77.43,0,77.43,销项税额
842,282,842,2,10569.16,0,10569.16,0,应收账款
843,282,843,3,0,9353.24,0,9353.24,主营业务收入
844,282,844,4,0,1215.92,0,1215.92,销项税额
845,283,845,2,9042.07,0,9042.07,0,应收账款
846,283,846,3,0,8001.83,0,8001.83,主营业务收入
847,283,847,4,0,1040.24,0,1040.24,销项税额
848,284,848,2,2085.39,0,2085.39,0,应收账款
849,284,849,3,0,1845.48,0,1845.48,主营业务收入
850,284,850,4,0,239.91,0,239.91,销项税额
851,285,851,2,15037.970000000001,0,15037.970000000001,0,应收账款
852,285,852,3,0,13307.94,0,13307.94,主营业务收入
853,285,853,4,0,1730.03,0,1730.03,销项税额
854,286,854,2,23034.71,0,23034.71,0,应收账款
855,286,855,3,0,20384.7,0,20384.7,主营业务收入
856,286,856,4,0,2650.01,0,2650.01,销项税额
857,287,857,2,15435.61,0,15435.61,0,应收账款
858,287,858,3,0,13659.83,0,13659.83,主营业务收入
859,287,859,4,0,1775.78,0,1775.78,销项税额
860,288,860,2,786.6,0,786.6,0,应收账款
861,288,861,3,0,696.11,0,696.11,主营业务收入
862,288,862,4,0,90.49,0,90.49,销项税额
863,289,863,2,349.6,0,349.6,0,应收账款
864,289,864,3,0,309.38,0,309.38,主营业务收入
865,289,865,4,0,40.22,0,40.22,销项税额
866,290,866,2,563.46,0,563.46,0,应收账款
867,290,867,3,0,498.64,0,498.64,主营业务收入
868,290,868,4,0,64.82,0,64.82,销项税额
869,291,869,2,30140.219999999998,0,30140.219999999998,0,应收账款
870,291,870,3,0,26672.76,0,26672.76,主营业务收入
871,291,871,4,0,3467.46,0,3467.46,销项税额
872,292,872,2,16747.62,0,16747.62,0,应收账款
873,292,873,3,0,14820.9,0,14820.9,主营业务收入
874,292,874,4,0,1926.72,0,1926.72,销项税额
875,293,875,2,12341.04,0,12341.04,0,应收账款
876,293,876,3,0,10921.27,0,10921.27,主营业务收入
877,293,877,4,0,1419.77,0,1419.77,销项税额
878,294,878,2,19727.129999999997,0,19727.129999999997,0,应收账款
879,294,879,3,0,17457.64,0,17457.64,主营业务收入
880,294,880,4,0,2269.49,0,2269.49,销项税额
881,295,881,2,15317.85,0,15317.85,0,应收账款
882,295,882,3,0,13555.62,0,13555.62,主营业务收入
883,295,883,4,0,1762.23,0,1762.23,销项税额
884,296,884,2,9919.43,0,9919.43,0,应收账款
885,296,885,3,0,8778.26,0,8778.26,主营业务收入
886,296,886,4,0,1141.17,0,1141.17,销项税额
887,297,887,2,22583.57,0,22583.57,0,应收账款
888,297,888,3,0,19985.46,0,19985.46,主营业务收入
889,297,889,4,0,2598.11,0,2598.11,销项税额
890,298,890,2,35235.77,0,35235.77,0,应收账款
891,298,891,3,0,31182.1,0,31182.1,主营业务收入
892,298,892,4,0,4053.67,0,4053.67,销项税额
893,299,893,2,14657.66,0,14657.66,0,应收账款
894,299,894,3,0,12971.38,0,12971.38,主营业务收入
895,299,895,4,0,1686.28,0,1686.28,销项税额
896,300,896,2,14758.0,0,14758.0,0,应收账款
897,300,897,3,0,13060.18,0,13060.18,主营业务收入
898,300,898,4,0,1697.82,0,1697.82,销项税额
899,301,899,2,12441.720000000001,0,12441.720000000001,0,应收账款
900,301,900,3,0,11010.37,0,11010.37,主营业务收入
901,301,901,4,0,1431.35,0,1431.35,销项税额
902,302,902,2,28380.61,0,28380.61,0,应收账款
903,302,903,3,0,25115.58,0,25115.58,主营业务收入
904,302,904,4,0,3265.03,0,3265.03,销项税额
905,303,905,2,6613.33,0,6613.33,0,应收账款
906,303,906,3,0,5852.5,0,5852.5,主营业务收入
907,303,907,4,0,760.83,0,760.83,销项税额
908,304,908,2,2103.2599999999998,0,2103.2599999999998,0,应收账款
909,304,909,3,0,1861.29,0,1861.29,主营业务收入
910,304,910,4,0,241.97,0,241.97,销项税额
911,305,911,2,1968.6,0,1968.6,0,应收账款
912,305,912,3,0,1742.12,0,1742.12,主营业务收入
913,305,913,4,0,226.48,0,226.48,销项税额
914,306,914,2,25870.8,0,25870.8,0,应收账款
915,306,915,3,0,22894.51,0,22894.51,主营业务收入
916,306,916,4,0,2976.29,0,2976.29,销项税额
917,307,917,2,10715.25,0,10715.25,0,应收账款
918,307,918,3,0,9482.52,0,9482.52,主营业务收入
919,307,919,4,0,1232.73,0,1232.73,销项税额
920,308,920,2,18115.8,0,18115.8,0,应收账款
921,308,921,3,0,16031.68,0,16031.68,主营业务收入
922,308,922,4,0,2084.12,0,2084.12,销项税额
923,309,923,2,4701.72,0,4701.72,0,应收账款
924,309,924,3,0,4160.81,0,4160.81,主营业务收入
925,309,925,4,0,540.91,0,540.91,销项税额
926,310,926,2,12660.44,0,12660.44,0,应收账款
927,310,927,3,0,11203.93,0,11203.93,主营业务收入
928,310,928,4,0,1456.51,0,1456.51,销项税额
929,311,929,2,13792.92,0,13792.92,0,应收账款
930,311,930,3,0,12206.12,0,12206.12,主营业务收入
931,311,931,4,0,1586.8,0,1586.8,销项税额
932,312,932,2,674.9399999999999,0,674.9399999999999,0,应收账款
933,312,933,3,0,597.29,0,597.29,主营业务收入
934,312,934,4,0,77.65,0,77.65,销项税额
935,313,935,2,7439.57,0,7439.57,0,应收账款
936,313,936,3,0,6583.69,0,6583.69,主营业务收入
937,313,937,4,0,855.88,0,855.88,销项税额
938,314,938,2,13812.27,0,13812.27,0,应收账款
939,314,939,3,0,12223.25,0,12223.25,主营业务收入
940,314,940,4,0,1589.02,0,1589.02,销项税额
941,315,941,2,10065.87,0,10065.87,0,应收账款
942,315,942,3,0,8907.85,0,8907.85,主营业务收入
943,315,943,4,0,1158.02,0,1158.02,销项税额
944,316,944,2,1109.47,0,1109.47,0,应收账款
945,316,945,3,0,981.83,0,981.83,主营业务收入
946,316,946,4,0,127.64,0,127.64,销项税额
947,317,947,2,3912.44,0,3912.44,0,应收账款
948,317,948,3,0,3462.34,0,3462.34,主营业务收入
949,317,949,4,0,450.1,0,450.1,销项税额
950,318,950,2,10502.92,0,10502.92,0,应收账款
951,318,951,3,0,9294.62,0,9294.62,主营业务收入
952,318,952,4,0,1208.3,0,1208.3,销项税额
953,319,953,2,21780.350000000002,0,21780.350000000002,0,应收账款
954,319,954,3,0,19274.65,0,19274.65,主营业务收入
955,319,955,4,0,2505.7,0,2505.7,销项税额
956,320,956,2,22047.539999999997,0,22047.539999999997,0,应收账款
957,320,957,3,0,19511.1,0,19511.1,主营业务收入
958,320,958,4,0,2536.44,0,2536.44,销项税额
959,321,959,2,1444.55,0,1444.55,0,应收账款
960,321,960,3,0,1278.36,0,1278.36,主营业务收入
961,321,961,4,0,166.19,0,166.19,销项税额
962,322,962,2,6983.82,0,6983.82,0,应收账款
963,322,963,3,0,6180.37,0,6180.37,主营业务收入
964,322,964,4,0,803.45,0,803.45,销项税额
965,323,965,2,6027.87,0,6027.87,0,应收账款
966,323,966,3,0,5334.4,0,5334.4,主营业务收入
967,323,967,4,0,693.47,0,693.47,销项税额
968,324,968,2,21069.43,0,21069.43,0,应收账款
969,324,969,3,0,18645.51,0,18645.51,主营业务收入
970,324,970,4,0,2423.92,0,2423.92,销项税额
971,325,971,2,4572.15,0,4572.15,0,应收账款
972,325,972,3,0,4046.15,0,4046.15,主营业务收入
973,325,973,4,0,526.0,0,526.0,销项税额
974,326,974,2,30673.33,0,30673.33,0,应收账款
975,326,975,3,0,27144.54,0,27144.54,主营业务收入
976,326,976,4,0,3528.79,0,3528.79,销项税额
977,327,977,2,3128.0899999999997,0,3128.0899999999997,0,应收账款
978,327,978,3,0,2768.22,0,2768.22,主营业务收入
979,327,979,4,0,359.87,0,359.87,销项税额
980,328,980,2,2134.04,0,2134.04,0,应收账款
981,328,981,3,0,1888.53,0,1888.53,主营业务收入
982,328,982,4,0,245.51,0,245.51,销项税额
983,329,983,2,15857.970000000001,0,15857.970000000001,0,应收账款
984,329,984,3,0,14033.6,0,14033.6,主营业务收入
985,329,985,4,0,1824.37,0,1824.37,销项税额
986,330,986,2,5401.66,0,5401.66,0,应收账款
987,330,987,3,0,4780.23,0,4780.23,主营业务收入
988,330,988,4,0,621.43,0,621.43,销项税额
989,331,989,2,14859.26,0,14859.26,0,应收账款
990,331,990,3,0,13149.79,0,13149.79,主营业务收入
991,331,991,4,0,1709.47,0,1709.47,销项税额
992,332,992,2,6375.0599999999995,0,6375.0599999999995,0,应收账款
993,332,993,3,0,5641.65,0,5641.65,主营业务收入
994,332,994,4,0,733.41,0,733.41,销项税额
995,333,995,2,13554.3,0,13554.3,0,应收账款
996,333,996,3,0,11994.96,0,11994.96,主营业务收入
997,333,997,4,0,1559.34,0,1559.34,销项税额
998,334,998,2,1543.9299999999998,0,1543.9299999999998,0,应收账款
999,334,999,3,0,1366.31,0,1366.31,主营业务收入
1000,334,1000,4,0,177.62,0,177.62,销项税额
1001,335,1001,2,18455.399999999998,0,18455.399999999998,0,应收账款
1002,335,1002,3,0,16332.21,0,16332.21,主营业务收入
