line_id,header_id,line_number,inventory_item_id,inventory_org_id,ordered_quantity,unit_selling_price,line_amount,discount_percent,request_date,promise_date,flow_status_code
275,132,1,49,1,9,1041.68,7968.85,15,2025-01-14,2025-01-17,AWAITING_SHIPPING
276,133,1,145,1,9,859.59,7736.31,0,2025-01-01,2025-01-04,AWAITING_SHIPPING
277,133,2,14,3,11,1243.71,10260.61,25,2025-01-01,2025-01-04,AWAITING_SHIPPING
278,133,3,183,3,2,260.25,494.47,5,2025-01-01,2025-01-04,AWAITING_SHIPPING
279,134,1,103,1,20,1025.21,20504.2,0,2025-05-08,2025-05-11,AWAITING_SHIPPING
280,135,1,70,1,2,397.07,595.61,25,2025-01-08,2025-01-11,AWAITING_SHIPPING
281,135,2,5,3,7,1781.57,9353.24,25,2025-01-08,2025-01-11,AWAITING_SHIPPING
282,136,1,170,4,6,1481.82,8001.83,10,2025-10-20,2025-10-23,AWAITING_SHIPPING
283,136,2,102,1,8,307.58,1845.48,25,2025-10-20,2025-10-23,AWAITING_SHIPPING
284,136,3,75,1,12,1478.66,13307.94,25,2025-10-20,2025-10-23,AWAITING_SHIPPING
285,137,1,35,3,20,1199.1,20384.7,15,2025-11-17,2025-11-20,AWAITING_SHIPPING
286,137,2,126,4,19,845.81,13659.83,15,2025-11-17,2025-11-20,AWAITING_SHIPPING
287,138,1,121,2,9,85.94,696.11,10,2025-03-03,2025-03-06,AWAITING_SHIPPING
288,138,2,121,2,4,85.94,309.38,10,2025-03-03,2025-03-06,AWAITING_SHIPPING
289,139,1,122,3,4,146.66,498.64,15,2025-08-05,2025-08-08,AWAITING_SHIPPING
290,139,2,170,4,18,1481.82,26672.76,0,2025-08-05,2025-08-08,AWAITING_SHIPPING
291,140,1,131,2,15,988.06,14820.9,0,2025-12-07,2025-12-10,AWAITING_SHIPPING
292,141,1,156,4,15,856.57,10921.27,15,2025-12-06,2025-12-09,AWAITING_SHIPPING
293,141,2,133,5,17,1026.92,17457.64,0,2025-12-06,2025-12-09,AWAITING_SHIPPING
294,141,3,159,5,13,1158.6,13555.62,10,2025-12-06,2025-12-09,AWAITING_SHIPPING
295,142,1,162,4,8,1290.92,8778.26,15,2025-06-05,2025-06-08,AWAITING_SHIPPING
296,143,1,132,4,19,1237.49,19985.46,15,2025-09-14,2025-09-17,AWAITING_SHIPPING
297,143,2,76,3,17,1930.78,31182.1,5,2025-09-14,2025-09-17,AWAITING_SHIPPING
298,144,1,138,4,18,758.56,12971.38,5,2025-02-25,2025-02-28,AWAITING_SHIPPING
299,145,1,188,1,17,808.68,13060.18,5,2025-04-18,2025-04-21,AWAITING_SHIPPING
300,146,1,94,2,7,1572.91,11010.37,0,2025-01-11,2025-01-14,AWAITING_SHIPPING
301,147,1,79,2,20,1395.31,25115.58,10,2025-03-06,2025-03-09,AWAITING_SHIPPING
302,147,2,11,3,5,1170.5,5852.5,0,2025-03-06,2025-03-09,AWAITING_SHIPPING
303,147,3,179,1,1,1861.29,1861.29,0,2025-03-06,2025-03-09,AWAITING_SHIPPING
304,148,1,87,2,5,409.91,1742.12,15,2025-05-18,2025-05-21,AWAITING_SHIPPING
305,149,1,107,2,19,1338.86,22894.51,10,2025-03-01,2025-03-04,AWAITING_SHIPPING
306,150,1,116,1,19,665.44,9482.52,25,2025-01-25,2025-01-28,AWAITING_SHIPPING
307,151,1,200,1,16,1001.98,16031.68,0,2025-02-12,2025-02-15,AWAITING_SHIPPING
308,151,2,169,2,4,1094.95,4160.81,5,2025-02-12,2025-02-15,AWAITING_SHIPPING
309,151,3,36,3,13,1013.93,11203.93,15,2025-02-12,2025-02-15,AWAITING_SHIPPING
310,152,1,156,4,15,856.57,12206.12,5,2025-01-09,2025-01-12,AWAITING_SHIPPING
311,153,1,2,2,2,331.83,597.29,10,2025-11-05,2025-11-08,AWAITING_SHIPPING
312,153,2,162,4,6,1290.92,6583.69,15,2025-11-05,2025-11-08,AWAITING_SHIPPING
313,153,3,196,3,13,940.25,12223.25,0,2025-11-05,2025-11-08,AWAITING_SHIPPING
314,154,1,5,3,5,1781.57,8907.85,0,2025-05-05,2025-05-08,AWAITING_SHIPPING
315,154,2,26,4,19,68.9,981.83,25,2025-05-05,2025-05-08,AWAITING_SHIPPING
316,155,1,73,4,2,1731.17,3462.34,0,2025-06-02,2025-06-05,AWAITING_SHIPPING
317,155,2,162,4,8,1290.92,9294.62,10,2025-06-02,2025-06-05,AWAITING_SHIPPING
318,155,3,100,3,13,1560.7,19274.65,5,2025-06-02,2025-06-05,AWAITING_SHIPPING
319,156,1,113,3,19,1141.0,19511.1,10,2025-10-25,2025-10-28,AWAITING_SHIPPING
320,156,2,198,1,7,214.85,1278.36,15,2025-10-25,2025-10-28,AWAITING_SHIPPING
321,156,3,128,1,7,882.91,6180.37,0,2025-10-25,2025-10-28,AWAITING_SHIPPING
322,157,1,10,4,12,522.98,5334.4,15,2025-07-14,2025-07-17,AWAITING_SHIPPING
323,157,2,142,1,13,1434.27,18645.51,0,2025-07-14,2025-07-17,AWAITING_SHIPPING
324,158,1,12,5,3,1798.29,4046.15,25,2025-02-23,2025-02-26,AWAITING_SHIPPING
325,158,2,190,4,19,1428.66,27144.54,0,2025-02-23,2025-02-26,AWAITING_SHIPPING
326,159,1,102,1,10,307.58,2768.22,10,2025-06-20,2025-06-23,AWAITING_SHIPPING
327,159,2,90,2,2,1110.9,1888.53,15,2025-06-20,2025-06-23,AWAITING_SHIPPING
328,159,3,41,4,8,1754.2,14033.6,0,2025-06-20,2025-06-23,AWAITING_SHIPPING
329,160,1,127,2,10,562.38,4780.23,15,2025-04-15,2025-04-18,AWAITING_SHIPPING
330,161,1,173,5,13,1064.76,13149.79,5,2025-05-02,2025-05-05,AWAITING_SHIPPING
331,162,1,147,1,14,447.75,5641.65,10,2025-12-10,2025-12-13,AWAITING_SHIPPING
332,162,2,103,1,13,1025.21,11994.96,10,2025-12-10,2025-12-13,AWAITING_SHIPPING
333,162,3,183,3,7,260.25,1366.31,25,2025-12-10,2025-12-13,AWAITING_SHIPPING
334,163,1,145,1,20,859.59,16332.21,5,2025-04-05,2025-04-08,AWAITING_SHIPPING
335,163,2,133,5,1,1026.92,872.88,15,2025-04-05,2025-04-08,AWAITING_SHIPPING
336,164,1,167,1,16,202.63,2755.77,15,2025-07-01,2025-07-04,AWAITING_SHIPPING
337,165,1,57,3,17,1121.91,16211.6,15,2025-09-14,2025-09-17,AWAITING_SHIPPING
338,165,2,58,2,11,633.31,5921.45,15,2025-09-14,2025-09-17,AWAITING_SHIPPING
339,165,3,182,2,6,1765.45,9533.43,10,2025-09-14,2025-09-17,AWAITING_SHIPPING
340,166,1,101,4,7,1735.83,11543.27,5,2025-10-04,2025-10-07,AWAITING_SHIPPING
341,166,2,6,1,5,167.13,752.09,10,2025-10-04,2025-10-07,AWAITING_SHIPPING
342,167,1,36,3,15,1013.93,12927.61,15,2025-12-14,2025-12-17,AWAITING_SHIPPING
343,167,2,153,2,15,1474.53,16588.46,25,2025-12-14,2025-12-17,AWAITING_SHIPPING
344,168,1,27,5,17,360.72,5519.02,10,2025-02-19,2025-02-22,AWAITING_SHIPPING
345,169,1,129,5,11,1945.37,21399.07,0,2025-05-18,2025-05-21,AWAITING_SHIPPING
346,170,1,7,4,20,105.77,1903.86,10,2025-05-18,2025-05-21,AWAITING_SHIPPING
347,170,2,109,4,19,1116.69,20156.25,5,2025-05-18,2025-05-21,AWAITING_SHIPPING
348,170,3,110,1,13,1725.12,22426.56,0,2025-05-18,2025-05-21,AWAITING_SHIPPING
349,171,1,179,1,11,1861.29,18426.77,10,2025-08-05,2025-08-08,AWAITING_SHIPPING
350,172,1,10,4,9,522.98,3530.11,25,2025-04-10,2025-04-13,AWAITING_SHIPPING
351,172,2,129,5,5,1945.37,9726.85,0,2025-04-10,2025-04-13,AWAITING_SHIPPING
352,172,3,182,2,14,1765.45,18537.22,25,2025-04-10,2025-04-13,AWAITING_SHIPPING
353,173,1,17,5,18,56.41,1015.38,0,2025-03-19,2025-03-22,AWAITING_SHIPPING
354,174,1,77,1,17,387.2,5924.16,10,2025-09-08,2025-09-11,AWAITING_SHIPPING
355,174,2,57,3,10,1121.91,10658.15,5,2025-09-08,2025-09-11,AWAITING_SHIPPING
356,175,1,167,1,17,202.63,2583.53,25,2025-06-01,2025-06-04,AWAITING_SHIPPING
357,175,2,100,3,10,1560.7,14826.65,5,2025-06-01,2025-06-04,AWAITING_SHIPPING
358,176,1,136,2,1,303.59,258.05,15,2025-02-21,2025-02-24,AWAITING_SHIPPING
359,176,2,131,2,12,988.06,10078.21,15,2025-02-21,2025-02-24,AWAITING_SHIPPING
360,176,3,80,2,18,172.04,3096.72,0,2025-02-21,2025-02-24,AWAITING_SHIPPING
361,177,1,188,1,1,808.68,808.68,0,2025-12-08,2025-12-11,AWAITING_SHIPPING
362,178,1,140,3,12,178.34,2033.08,5,2025-06-07,2025-06-10,AWAITING_SHIPPING
363,179,1,196,3,18,940.25,12693.38,25,2025-10-17,2025-10-20,AWAITING_SHIPPING
364,179,2,185,2,9,1459.13,13132.17,0,2025-10-17,2025-10-20,AWAITING_SHIPPING
365,180,1,108,1,15,460.52,5871.63,15,2025-07-01,2025-07-04,AWAITING_SHIPPING
366,181,1,11,3,4,1170.5,4682.0,0,2025-05-11,2025-05-14,AWAITING_SHIPPING
367,181,2,166,3,1,1459.3,1240.4,15,2025-05-11,2025-05-14,AWAITING_SHIPPING
368,181,3,192,1,1,284.89,242.16,15,2025-05-11,2025-05-14,AWAITING_SHIPPING
369,182,1,149,2,18,994.19,15211.11,15,2025-03-06,2025-03-09,AWAITING_SHIPPING
370,182,2,7,4,17,105.77,1528.38,15,2025-03-06,2025-03-09,AWAITING_SHIPPING
371,182,3,23,4,16,363.83,5821.28,0,2025-03-06,2025-03-09,AWAITING_SHIPPING
372,183,1,125,4,3,1855.69,4175.3,25,2025-07-03,2025-07-06,AWAITING_SHIPPING
373,183,2,102,1,8,307.58,2337.61,5,2025-07-03,2025-07-06,AWAITING_SHIPPING
374,184,1,137,2,2,1389.91,2501.84,10,2025-04-09,2025-04-12,AWAITING_SHIPPING
375,184,2,90,2,13,1110.9,10831.28,25,2025-04-09,2025-04-12,AWAITING_SHIPPING
376,185,1,25,1,9,1842.19,14092.75,15,2025-03-22,2025-03-25,AWAITING_SHIPPING
377,186,1,196,3,12,940.25,8462.25,25,2025-06-09,2025-06-12,AWAITING_SHIPPING
378,186,2,48,4,6,1957.78,8810.01,25,2025-06-09,2025-06-12,AWAITING_SHIPPING
379,186,3,67,1,7,1127.91,7895.37,0,2025-06-09,2025-06-12,AWAITING_SHIPPING
380,187,1,97,4,12,1211.45,12356.79,15,2025-08-02,2025-08-05,AWAITING_SHIPPING
381,187,2,56,3,2,615.37,1230.74,0,2025-08-02,2025-08-05,AWAITING_SHIPPING
382,187,3,83,4,1,1654.88,1406.65,15,2025-08-02,2025-08-05,AWAITING_SHIPPING
383,188,1,169,2,8,1094.95,6569.7,25,2025-11-05,2025-11-08,AWAITING_SHIPPING
384,188,2,74,2,12,986.05,11240.97,5,2025-11-05,2025-11-08,AWAITING_SHIPPING
385,188,3,55,5,15,697.22,9935.39,5,2025-11-05,2025-11-08,AWAITING_SHIPPING
386,189,1,75,1,14,1478.66,17596.05,15,2025-02-09,2025-02-12,AWAITING_SHIPPING
387,190,1,31,2,7,260.82,1369.31,25,2025-01-12,2025-01-15,AWAITING_SHIPPING
388,190,2,164,5,8,1886.24,11317.44,25,2025-01-12,2025-01-15,AWAITING_SHIPPING
389,191,1,71,2,20,1948.07,37013.33,5,2025-05-16,2025-05-19,AWAITING_SHIPPING
390,191,2,69,2,1,1911.3,1911.3,0,2025-05-16,2025-05-19,AWAITING_SHIPPING
391,192,1,138,4,6,758.56,4096.22,10,2025-07-25,2025-07-28,AWAITING_SHIPPING
392,193,1,20,3,10,1162.85,10465.65,10,2025-01-21,2025-01-24,AWAITING_SHIPPING
393,193,2,8,3,13,1733.07,22529.91,0,2025-01-21,2025-01-24,AWAITING_SHIPPING
394,193,3,13,5,3,1785.89,4554.02,15,2025-01-21,2025-01-24,AWAITING_SHIPPING
395,194,1,46,4,17,609.7,7773.68,25,2025-01-13,2025-01-16,AWAITING_SHIPPING
396,194,2,7,4,15,105.77,1427.89,10,2025-01-13,2025-01-16,AWAITING_SHIPPING
397,195,1,189,2,17,895.66,11419.66,25,2025-02-08,2025-02-11,AWAITING_SHIPPING
398,196,1,79,2,18,1395.31,22604.02,10,2025-01-25,2025-01-28,AWAITING_SHIPPING
399,197,1,55,5,14,697.22,8296.92,15,2025-04-02,2025-04-05,AWAITING_SHIPPING
400,197,2,146,5,1,582.67,553.54,5,2025-04-02,2025-04-05,AWAITING_SHIPPING
401,198,1,69,2,9,1911.3,14621.44,15,2025-04-14,2025-04-17,AWAITING_SHIPPING
402,198,2,148,5,1,1502.97,1352.67,10,2025-04-14,2025-04-17,AWAITING_SHIPPING
403,199,1,66,1,17,1584.1,20197.27,25,2025-04-04,2025-04-07,AWAITING_SHIPPING
404,200,1,101,4,5,1735.83,8679.15,0,2025-12-23,2025-12-26,AWAITING_SHIPPING
